Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
threads,post,3899804091056402515,,https://www.threads.com/@zizi_kirana/post/DYe4yilCDBT,neutral,2026-05-28 22:41:28.849863,23541,0,0,0,0.5,23541,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3906960067652460529,,https://www.threads.com/@rubenmikedelacruz/post/DY4T3tID5_x,neutral,2026-05-28 22:41:28.849779,0,0,0,0,0.5,0,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3906916560859207169,,https://www.threads.com/@lunaqty._/post/DY4J-mRGpYB,neutral,2026-05-28 22:41:28.849672,34,0,0,0,0.5,34,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3906393060112839048,,https://www.threads.com/@misssweetpotato_/post/DY2S8qNE7GI,neutral,2026-05-28 22:41:28.849572,884,0,0,0,0.5,884,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3884646937266192748,,https://www.threads.com/@kartunisgandum/post/DXpCc7Fj4Fs,neutral,2026-05-28 22:41:28.849477,1947,0,0,0,0.5,1947,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3899785923261557338,,https://www.threads.com/@izzvtiesaifurizal/post/DYe0qKgEupa,neutral,2026-05-28 22:41:28.849379,8890,0,0,0,0.5,8890,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3896411236125069891,,https://www.threads.com/@nedynsr/post/DYS1WAME1JD,neutral,2026-05-28 22:41:28.849254,1840,0,0,0,0.5,1840,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3898902877800967558,,https://www.threads.com/@mac.hafiz/post/DYbr4KVEy2G,neutral,2026-05-28 22:41:28.849150,599,0,0,0,0.5,599,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3906718723927419096,,https://www.threads.com/@relalop99/post/DY3c_sRD6jY,neutral,2026-05-28 22:41:28.849044,354,0,0,0,0.5,354,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3903143051372170995,,https://www.threads.com/@rafiziramli/post/DYqv-zsko7z,neutral,2026-05-28 22:41:28.848938,488,0,0,0,0.5,488,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3748779718511413248,,https://www.threads.com/@zairyabdullah24/post/DQGV0rHD8gA,neutral,2026-05-28 22:41:28.848817,1476,0,0,0,0.5,1476,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3906362099606110440,,https://www.threads.com/@nrl_karin4/post/DY2L6H_EkDo,neutral,2026-05-28 22:41:28.848713,623,0,0,0,0.5,623,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3906988658562580015,,https://www.threads.com/@rosyl0urel/post/DY4aXwfGj4v,neutral,2026-05-28 22:41:28.848603,53,0,0,0,0.5,53,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3770585298410501852,,https://www.threads.com/@fosuy_imlihluz/post/DRTz1n7EXbc,neutral,2026-05-28 22:41:28.848469,828,0,0,0,0.5,828,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3643759226660361822,,https://www.threads.com/@shamharimohdsidek/post/DKRO7YQJJZe,neutral,2026-05-28 22:41:28.848349,1192,0,0,0,0.5,1192,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3723606128615051327,,https://www.threads.com/@mymakandalam/post/DOs6AujkVA_,neutral,2026-05-28 22:41:28.848225,432,0,0,0,0.5,432,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3906698157753553820,,https://www.threads.com/@hkc7201/post/DY3YUahktOc,neutral,2026-05-28 22:41:28.848023,8,0,0,0,0.5,8,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3813882781629525216,,https://www.threads.com/@nazzz_a93/post/DTtoi7eAazg,neutral,2026-05-28 22:41:28.847828,838,0,0,0,0.5,838,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3751926162093227886,,https://www.threads.com/@zairyabdullah24/post/DQRhPdDD79u,neutral,2026-05-28 22:41:28.847551,828,0,0,0,0.5,828,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3807307360126283982,,https://www.threads.com/@mohamadbinzakaria/post/DTWRd8_DrDO,neutral,2026-05-28 22:41:28.846435,219,0,0,0,0.5,219,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3836438856657446936,,https://www.threads.com/@abdulhadi_awang/post/DU9xNBVkqgY,neutral,2026-05-28 21:38:08.212405,407,0,0,0,0.5,407,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3862099910788216037,,https://www.threads.com/@haziqzolkiflee/post/DWY72gVmXTl,neutral,2026-05-28 21:38:08.212055,1988,0,0,0,0.5,1988,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3817408667176836732,,https://www.threads.com/@shafiq.abdulhalim/post/DT6KPURkp58,neutral,2026-05-28 21:38:08.211820,795,0,0,0,0.5,795,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3879534021643124888,,https://www.threads.com/@mokhtarkader/post/DXW36NWFMCY,neutral,2026-05-28 21:38:08.211703,76,0,0,0,0.5,76,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3799605007554341248,,https://www.threads.com/@rush.kini/post/DS66J-KEmmA,neutral,2026-05-28 21:38:08.211424,49,0,0,0,0.5,49,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3906848970874071145,,https://www.threads.com/@stanisa_dobric/post/DY36nCMDKhp,neutral,2026-05-28 21:38:08.210546,389,0,0,0,0.5,389,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3902657939564105437,,https://www.threads.com/@feovle/post/DYpBrgHk47d,neutral,2026-05-28 21:38:08.210397,7875,0,0,0,0.5,7875,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3901789007936086787,,https://www.threads.com/@ohmymedia.cc/post/DYl8G4ejeMD,neutral,2026-05-28 21:38:08.209933,481,0,0,0,0.5,481,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3861661712588287819,,https://www.threads.com/@muhammad.taufan.16/post/DWXYN4djS9L,neutral,2026-05-28 21:38:08.209770,16248,0,0,0,0.5,16248,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3906366109184646573,,https://www.threads.com/@luqman.syahwal/post/DY2M0eMk12t,neutral,2026-05-28 21:38:08.209605,60,0,0,0,0.5,60,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3906666926545409591,,https://www.threads.com/@abdur_rahman_bin_ahmadnafis/post/DY3RN8MgZY3,neutral,2026-05-28 21:38:08.209412,1603,0,0,0,0.5,1603,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3906702906736303792,,https://www.threads.com/@reduan710426/post/DY3ZZhXAN6w,neutral,2026-05-28 21:38:08.209153,667,0,0,0,0.5,667,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3906313547190678501,,https://www.threads.com/@othman_trader/post/DY2A3mBmLPl,neutral,2026-05-28 21:38:08.208729,2087,0,0,0,0.5,2087,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3621487587070210307,,https://www.threads.com/@izuanhakeem/post/DJCG8XhznED,neutral,2026-05-28 21:17:11.837561,823,0,0,0,0.5,823,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3903512950414689284,,https://www.threads.com/@jpnppofficial/post/DYsEFjBmsQE,neutral,2026-05-28 21:17:11.837489,8118,0,0,0,0.5,8118,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
