Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
threads,post,3894574740481580862,,https://www.threads.com/@thebriefsignalofficial/post/DYMTxeVnR8-,neutral,2026-05-28 18:10:47.525915,13688,0,0,0,0.5,13688,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3900414780065872293,,https://www.threads.com/@haroqs/post/DYhDpPCgnml,neutral,2026-05-28 18:10:47.525858,40907,0,0,0,0.5,40907,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3897544681820046077,,https://www.threads.com/@cintasalammalaysia/post/DYW3DzwGML9,neutral,2026-05-28 18:10:47.525801,2958,0,0,0,0.5,2958,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3906114205426763136,,https://www.threads.com/@malaysiabertauhidofficial/post/DY1TiyikcWA,neutral,2026-05-28 18:10:47.525743,8097,0,0,0,0.5,8097,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3906333381308233894,,https://www.threads.com/@malaysiamadanike/post/DY2FYN_ILim,neutral,2026-05-28 18:10:47.525685,1654,0,0,0,0.5,1654,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3748779718511413248,,https://www.threads.com/@zairyabdullah24/post/DQGV0rHD8gA,neutral,2026-05-28 18:10:47.525626,1476,0,0,0,0.5,1476,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3906728205410757468,,https://www.threads.com/@poklan5858/post/DY3fJqlgetc,neutral,2026-05-28 18:10:47.525567,8,0,0,0,0.5,8,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3891621853308143334,,https://www.threads.com/@muslimzsamsudin/post/DYB0XT2lEbm,neutral,2026-05-28 18:10:47.525497,65,0,0,0,0.5,65,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3901759603650672523,,https://www.threads.com/@ustazwadiannuar/post/DYl1a_mkTeL,neutral,2026-05-28 18:10:47.525413,4428,0,0,0,0.5,4428,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3861555867439761672,,https://www.threads.com/@tumnaspersib/post/DWXAJofEokI,neutral,2026-05-28 18:10:47.525354,3864,0,0,0,0.5,3864,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3906255584249557407,,https://www.threads.com/@umnocd/post/DY1zsH1FLGf,neutral,2026-05-28 18:10:47.525295,752,0,0,0,0.5,752,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3906700799376926522,,https://www.threads.com/@xzsolnoor/post/DY3Y62umKc6,neutral,2026-05-28 18:10:47.525233,21,0,0,0,0.5,21,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3898934747984889541,,https://www.threads.com/@afiqlines/post/DYbzH7wEQbF,neutral,2026-05-28 18:10:47.525169,2113,0,0,0,0.5,2113,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3886498872856705556,,https://www.threads.com/@beritaalhijrah/post/DXvniIglHoU,neutral,2026-05-28 18:10:47.525101,2061,0,0,0,0.5,2061,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3906698157753553820,,https://www.threads.com/@hkc7201/post/DY3YUahktOc,neutral,2026-05-28 18:10:47.525029,8,0,0,0,0.5,8,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3897900697002436874,,https://www.threads.com/@msrzqh/post/DYYIAguk-kK,neutral,2026-05-28 18:10:47.524922,7399,0,0,0,0.5,7399,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3906718723927419096,,https://www.threads.com/@relalop99/post/DY3c_sRD6jY,neutral,2026-05-28 18:10:47.524706,279,0,0,0,0.5,279,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3906801362671940918,,https://www.threads.com/@fauzidragon/post/DY3vyPmErU2,neutral,2026-05-28 18:10:47.524368,124,0,0,0,0.5,124,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
