Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
threads,post,3906811426023809377,,https://www.threads.com/@owlcchits_/post/DY3yEr0liFh,neutral,2026-05-28 18:06:36.926277,5,0,0,0,0.5,5,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3900429825253093683,,https://www.threads.com/@aanaya_sharma_021/post/DYhHEK9jLEz,neutral,2026-05-28 18:06:36.926200,270,0,0,0,0.5,270,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3906873634446204684,,https://www.threads.com/@ascalon.96/post/DY4AN77gV8M,neutral,2026-05-28 18:06:36.926120,0,0,0,0,0.5,0,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3826857463199435296,,https://www.threads.com/@gshoes69/post/DUbupZUDgog,neutral,2026-05-28 18:06:36.926039,369,0,0,0,0.5,369,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3899680759879822170,,https://www.threads.com/@nuralissa658/post/DYecv1eD-ta,neutral,2026-05-28 18:06:36.925956,715,0,0,0,0.5,715,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3906822710613523515,,https://www.threads.com/@soul_sister_society/post/DY30o5ajDw7,neutral,2026-05-28 18:06:36.925867,83,0,0,0,0.5,83,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3906866380532911080,,https://www.threads.com/@shamshulanuarabubakar/post/DY3-kYMlIvo,neutral,2026-05-28 18:06:36.925775,0,0,0,0,0.5,0,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3906842390245242953,,https://www.threads.com/@michnakkopi/post/DY35HRgAXhJ,neutral,2026-05-28 18:06:36.925668,0,0,0,0,0.5,0,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3906920934124152590,,https://www.threads.com/@nklmsis/post/DY4K-PMAecO,neutral,2026-05-28 18:06:36.925557,7,0,0,0,0.5,7,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3906816372240161029,,https://www.threads.com/@mbiondo3/post/DY3zMqWDhkF,neutral,2026-05-28 18:06:36.925411,37,0,0,0,0.5,37,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3906586813049664740,,https://www.threads.com/@teamforgex/post/DY2_AIsDPTk,neutral,2026-05-28 18:06:36.925047,597,0,0,0,0.5,597,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3898897105951996723,,https://www.threads.com/@alhadi.shamsawi/post/DYbqkK4ETsz,neutral,2026-05-28 17:43:56.458393,129,0,0,0,0.5,129,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3901051949412369706,,https://www.threads.com/@afiqlines/post/DYjUhRPEcUq,neutral,2026-05-28 17:43:56.458325,5313,0,0,0,0.5,5313,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3895304087190216279,,https://www.threads.com/@haziqzolkiflee/post/DYO5m3ZGZ5X,neutral,2026-05-28 17:43:56.458264,315,0,0,0,0.5,315,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3898914207497254496,,https://www.threads.com/@aliff_awang/post/DYbudB7mPZg,neutral,2026-05-28 17:43:56.458198,705,0,0,0,0.5,705,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3903512950414689284,,https://www.threads.com/@jpnppofficial/post/DYsEFjBmsQE,neutral,2026-05-28 17:43:56.458126,8118,0,0,0,0.5,8118,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3899206053603677171,,https://www.threads.com/@fieyzieyshah/post/DYcwz8zGZPz,neutral,2026-05-28 17:43:56.458051,175,0,0,0,0.5,175,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3898966369145654542,,https://www.threads.com/@andysinrang/post/DYb6UFQHw0O,neutral,2026-05-28 17:43:56.457960,6385,0,0,0,0.5,6385,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3898902877800967558,,https://www.threads.com/@mac.hafiz/post/DYbr4KVEy2G,neutral,2026-05-28 17:43:56.457885,599,0,0,0,0.5,599,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3902941299838507585,,https://www.threads.com/@ahmadalfaizzz/post/DYqCG78E1pB,neutral,2026-05-28 17:43:56.457801,12,0,0,0,0.5,12,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3897589818436688107,,https://www.threads.com/@fauzzury/post/DYXBUogGRjr,neutral,2026-05-28 17:43:56.457703,46,0,0,0,0.5,46,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
threads,post,3839619933990878939,,https://www.threads.com/@fraglant/post/DVJEfyeCP7b,neutral,2026-05-28 17:43:56.457631,186,0,0,0,0.5,186,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
