Platform,Type,ID,Text,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,URL,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
tiktok,post,7325197189930585349,My dream 😌 #oxford  #universityofoxford  #uk  #england  #fyp,,,positive,2026-06-21 07:41:55.513060+00:00,747600,10900,1880,4400000,0.9779152631759642,804380,https://www.tiktok.com/@fhrope/video/7325197189930585349,779440.0,,,positive,0.9263842105865479,english,Mixed/Urban,love,0.03528844565153122,0.019878588616847992,0.07378186285495758,0.02173752710223198,0.7956574559211731,0.015004909597337246
tiktok,post,7386231228183088390,Tapi aku pemenang nya,,,positive,2026-06-21 07:42:21.249966+00:00,509900,1424,721,6500000,0.8305739492177963,577045,https://www.tiktok.com/@kasiicun15/video/7386231228183088390,521411.0,,,positive,0.4352464973926544,multilingual,Unknown,no_clear_emotion,0.0904715284705162,0.05255082994699478,0.08511509746313095,0.03952337056398392,0.21442723274230957,0.05887893959879875
tiktok,post,7635583351360933138,lí do toán rất qtrong trong cs #j4f,,,positive,2026-06-21 07:42:33.684033+00:00,200800,147900,1675,2100000,0.8183147966861725,371375,https://www.tiktok.com/@spiderpannn/video/7635583351360933138,503725.0,,,positive,0.39438265562057495,multilingual,Unknown,happy,0.021031536161899567,0.0626797303557396,0.8050787448883057,0.009453601203858852,0.04853413626551628,0.019398843869566917
tiktok,post,7647808851709938964,.Feast - Konsekuens.,,,positive,2026-06-21 07:42:08.711714+00:00,166000,18600,1158,781100,0.8717236310243606,193569,https://www.tiktok.com/@just.pretenddd/video/7647808851709938964,207455.1,,,positive,0.5724121034145355,multilingual,Unknown,no_clear_emotion,0.03446758911013603,0.01657824218273163,0.0817168802022934,0.013110829517245293,0.06735844910144806,0.029681220650672913
tiktok,post,7639742816897289492,Kalian dah pada tau ?,,,negative,2026-06-21 07:41:58.358710+00:00,115600,37600,1185,1200000,0.12601973712444306,166385,https://www.tiktok.com/@risyad_bay/video/7639742816897289492,195555.0,,,negative,0.5799342095851898,multilingual,Unknown,no_clear_emotion,0.10691563040018082,0.07608846575021744,0.1224459856748581,0.06841245293617249,0.2834092676639557,0.05285011976957321
tiktok,post,7632520737558891796,Doa disetiap kegiatan ‼️,,,neutral,2026-06-21 07:42:02.487990+00:00,83800,31100,528,1200000,0.5,127428,https://www.tiktok.com/@herysetiawannatsir/video/7632520737558891796,148784.0,,,neutral,0.7315636277198792,english,Mixed/Urban,love,0.047156672924757004,0.022946951910853386,0.034978028386831284,0.0362422801554203,0.7715544104576111,0.018266461789608
tiktok,post,7638920036501015828,"Saya akan lawan 🔥
#sayaakanlawan #cheems #meme #fyp #socrates",,,positive,2026-06-21 07:42:19.900879+00:00,118000,12700,964,2200000,0.994915461540222,153664,https://www.tiktok.com/@knueckiong/video/7638920036501015828,148492.0,,,positive,0.9830515384674072,malay,Malay/Bumiputera,love,0.03624759241938591,0.009978245943784714,0.024035008624196053,0.017135875299572945,0.8285054564476013,0.013467773795127869
tiktok,post,7441165120970984711,Terbaik memang SMP Negeri 7 Bitung #fyp #fypシ゚ #fyppppppppppppppppppppppp #bitung #linedance #viral #sulut #manado #produkmanado #baitega,,,neutral,2026-06-21 07:42:18.179727+00:00,89000,1783,447,1700000,0.5,108230,https://www.tiktok.com/@coachreval/video/7441165120970984711,95607.0,,,neutral,0.9779356718063354,malay,Malay/Bumiputera,love,0.07799766212701797,0.03303062170743942,0.06945148855447769,0.03728516027331352,0.5663694143295288,0.0343819223344326
tiktok,post,7643406919570378002,"endingi live mu dengan kasih paham bous bous boussss 🏃
*juhoon lucu bgt cuma nyimak

#cortis #coer #fyp",,,neutral,2026-06-21 07:42:04.513355+00:00,74600,3861,322,466800,0.5,83451,https://www.tiktok.com/@thi4g0.oo/video/7643406919570378002,83754.8,,,neutral,0.8949094414710999,english,Mixed/Urban,love,0.041189808398485184,0.02044212631881237,0.22517631947994232,0.01574133150279522,0.6315500736236572,0.015511153265833855
tiktok,post,7586703041097714965,#telagasarangan #sarangan,,,negative,2026-06-21 07:42:27.722640+00:00,69300,4167,465,663900,0.168374665081501,80571,https://www.tiktok.com/@baik2_ya/video/7586703041097714965,79692.9,,,negative,0.43875111639499664,multilingual,Unknown,no_clear_emotion,0.13689395785331726,0.024912992492318153,0.07284991443157196,0.017116185277700424,0.28275927901268005,0.024645324796438217
