Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
facebook,post,1395503425940397,"Perkembangan politik Johor kini mula memasuki zon paling panas apabila timbul dakwaan wujud gerakan sulit melibatkan PAS dan UMNO menjelang Pilihan Raya Negeri (PRN) akan datang. 

Desas-desus itu semakin kuat diperkatakan selepas tersebar maklumat bahawa PAS Johor dikatakan bersedia memberi laluan penuh kepada UMNO untuk bertanding tanpa gangguan di banyak kerusi DUN. 

Jika benar berlaku, langkah ini boleh menjadi antara kejutan politik terbesar yang pernah menggegarkan Johor sejak era Muafakat Nasional.

Apa yang lebih mengejutkan, sumber dalaman mendakwa PAS tidak bercadang meletakkan calon secara besar-besaran dalam PRN kali ini, sebaliknya memilih pendekatan memberi ruang kepada UMNO berdepan Pakatan Harapan (PH). 

Difahamkan juga beberapa siri pertemuan tertutup antara pimpinan PAS dan UMNO negeri sudah mula diatur bagi memperincikan bentuk persefahaman politik tersebut. 

Situasi itu sekali gus menimbulkan tanda tanya besar dalam kalangan penyokong Perikatan Nasional (PN) mengenai hala tuju sebenar gabungan pembangkang di Johor.

Dalam masa sama, timbul pula dakwaan bahawa PAS bakal menerima “ganjaran politik” sekiranya Barisan Nasional (BN) berjaya mengekalkan kuasa di Johor. 

Antara perkara yang mula hangat diperkatakan ialah kemungkinan beberapa pemimpin PAS diberikan laluan sebagai ADUN lantikan bagi memastikan parti itu terus mempunyai pengaruh dalam pentadbiran negeri walaupun tidak bertanding secara langsung. 

Langkah tersebut dilihat sebagai strategi politik baharu yang mampu mengubah keseluruhan peta kuasa Melayu di Johor.

Ramai pemerhati politik melihat perkembangan ini sebagai permulaan kepada penjajaran politik baharu yang jauh lebih agresif dan luar biasa. 

Johor kini dilihat bukan lagi sekadar medan pertembungan PH, BN dan PN, tetapi bakal menjadi lokasi ujian kepada kerjasama politik paling sensasi menjelang PRN. 

Jika dakwaan ini benar-benar menjadi kenyataan, ia bukan sahaja mampu menggoncang gabungan pembangkang, malah boleh mencetuskan gelombang baharu yang mengubah landskap politik Johor secara keseluruhan.",https://www.facebook.com/AMDailyOfficial/posts/pfbid02XyjoPJ8QEi9RLkZQeGEa2dQ8BtYnriV7XVJxzWA3fGuvV7Z1nZhC7LDUvgBjrG3Ml,,,negative,,0,0,0,0,0.0004994809627533181,0,0.0,,,negative,0.998335063457489,malay,Malay/Bumiputera,fear,0.06151186302304268,0.41778403520584106,0.18919236958026886,0.018353601917624474,0.022211821749806404,0.18594598770141602
facebook,comment,Y29tbWVudDoxMzk1NTAzNDI1OTQwMzk3XzQ0MDI0NDg5MTY3MDY5Mjg=,"Alhamdulillah

1. Kelantan
2. Kedah
3. Perlis
4. Terengganu
5. P.Pinang
Bagi kat PAS

1. Johor
2. Melaka
3. Negeri 9
4. Selanggor
5. Perak
6. Pahang
Bagi kat UMNO

Putrajaya.InsyaAllah milik UMNO
 Dan PAS 

Bye bye DAP..",,https://www.facebook.com/AMDailyOfficial/posts/pfbid02XyjoPJ8QEi9RLkZQeGEa2dQ8BtYnriV7XVJxzWA3fGuvV7Z1nZhC7LDUvgBjrG3Ml,pfbid02XyjoPJ8QEi9RLkZQeGEa2dQ8BtYnriV7XVJxzWA3fGuvV7Z1nZhC7LDUvgBjrG3Ml,neutral,2026-05-20 13:59:30+00:00,57,0,5,0,0.5,67,,CSham Jdin,0.0,neutral,0.6356145739555359,english,Mixed/Urban,no_clear_emotion,0.025507712736725807,0.013561966829001904,0.070680633187294,0.014618945308029652,0.13877877593040466,0.02439294196665287
facebook,comment,Y29tbWVudDoxMzk1NTAzNDI1OTQwMzk3Xzk3NjExNTkzNTE1MTM5NQ==,"UMNO masih lg dibuai mimpi mendpat skongan org melayu..sikap angkuh bongkak sombong UMNO tak pernah hilang..spatutnya UMNO meninggalkan krjaan madani dan bkerjasama dgn PAS dlm PRN Johor, agih kerusi mengikut kekuatan akar umbi bertanding 1 lwn 1 dgn DAP PH..sikap mahu membolot smua kerusi menunjukkan UMNO parti angkuh",,https://www.facebook.com/AMDailyOfficial/posts/pfbid02XyjoPJ8QEi9RLkZQeGEa2dQ8BtYnriV7XVJxzWA3fGuvV7Z1nZhC7LDUvgBjrG3Ml,pfbid02XyjoPJ8QEi9RLkZQeGEa2dQ8BtYnriV7XVJxzWA3fGuvV7Z1nZhC7LDUvgBjrG3Ml,neutral,2026-05-20 14:33:04+00:00,42,0,10,0,0.5,62,,Mohd Isa,0.0,neutral,0.74163818359375,english,Mixed/Urban,love,0.035495586693286896,0.0356028713285923,0.02948964387178421,0.05606655776500702,0.7269554734230042,0.04018041118979454
facebook,comment,Y29tbWVudDoxMzk1NTAzNDI1OTQwMzk3XzgyMzQ1NjEyMzgyMTY0Ng==,ADUN lantikan? Perghh...Cash Is King,,https://www.facebook.com/AMDailyOfficial/posts/pfbid02XyjoPJ8QEi9RLkZQeGEa2dQ8BtYnriV7XVJxzWA3fGuvV7Z1nZhC7LDUvgBjrG3Ml,pfbid02XyjoPJ8QEi9RLkZQeGEa2dQ8BtYnriV7XVJxzWA3fGuvV7Z1nZhC7LDUvgBjrG3Ml,neutral,2026-05-20 23:08:36+00:00,4,0,1,0,0.5,6,,Halim Nnine,0.0,neutral,0.5024706125259399,english,Mixed/Urban,no_clear_emotion,0.04194876551628113,0.015152226202189922,0.037602465599775314,0.016883166506886482,0.33688685297966003,0.029691724106669426
facebook,comment,Y29tbWVudDoxMzk1NTAzNDI1OTQwMzk3XzE5NjY5MTM5MTcyOTk1MjI=,"Nanti jika menang , umno akan join balik la pakatan harapan …. Jgn jatuh dua kali ditempat yg sama….",,https://www.facebook.com/AMDailyOfficial/posts/pfbid02XyjoPJ8QEi9RLkZQeGEa2dQ8BtYnriV7XVJxzWA3fGuvV7Z1nZhC7LDUvgBjrG3Ml,pfbid02XyjoPJ8QEi9RLkZQeGEa2dQ8BtYnriV7XVJxzWA3fGuvV7Z1nZhC7LDUvgBjrG3Ml,negative,2026-05-20 13:30:02+00:00,31,0,2,0,0.0005064725875854603,35,,Khairul Azhar,0.0,negative,0.9983117580413818,malay,Malay/Bumiputera,no_clear_emotion,0.01729413866996765,0.014871357008814812,0.04122094064950943,0.017750196158885956,0.232098788022995,0.06348929554224014
facebook,comment,Y29tbWVudDoxMzk1NTAzNDI1OTQwMzk3XzEyNzIxMTk2NjgwMTEzMTI=,Ini yg kita mahukan.... melayu bermuafakat,,https://www.facebook.com/AMDailyOfficial/posts/pfbid02XyjoPJ8QEi9RLkZQeGEa2dQ8BtYnriV7XVJxzWA3fGuvV7Z1nZhC7LDUvgBjrG3Ml,pfbid02XyjoPJ8QEi9RLkZQeGEa2dQ8BtYnriV7XVJxzWA3fGuvV7Z1nZhC7LDUvgBjrG3Ml,negative,2026-05-20 14:18:07+00:00,29,0,2,0,0.000483262538909901,33,,Zam Azhar,0.0,negative,0.9983891248703003,malay,Malay/Bumiputera,love,0.025216635316610336,0.016261354088783264,0.06353449076414108,0.023075556382536888,0.8307994604110718,0.014879362657666206
facebook,comment,Y29tbWVudDoxMzk1NTAzNDI1OTQwMzk3XzQ0MTk1NzE1MjE2OTU3NzY=,"Kalau banyak penjuru masuk bertanding akan memecahkan undi je tak berbaloi, PRN Johor lebih baik UMNO/BN perintah sebab Johor kubu kuat BN, asalkan bukan DAP, PLAN PAS NAK PENYATUAN UMMAH DAN PENYATUAN ORANG-ORANG MELAYU, BETTER 1 VS 1 
PH VS BN = UNDI BN 
PN VS PH = UNDI PN
PN VS BN = UNDI PN 
JIKA TIADA YG PARTI YANG DAPAT MAJORITI 
GABUNGAN PARTI MELAYU TERBESAR PNBN YANG AKAN JADI KERAJAAN PRU 16, PENYATUAN ORANG-ORANG MELAYU DAN PENYATUAN UMMAH 🤝🤝🤝🤝",,https://www.facebook.com/AMDailyOfficial/posts/pfbid02XyjoPJ8QEi9RLkZQeGEa2dQ8BtYnriV7XVJxzWA3fGuvV7Z1nZhC7LDUvgBjrG3Ml,pfbid02XyjoPJ8QEi9RLkZQeGEa2dQ8BtYnriV7XVJxzWA3fGuvV7Z1nZhC7LDUvgBjrG3Ml,negative,2026-05-20 21:36:03+00:00,13,0,0,0,0.0004826366901397594,13,,Mohd Sharib,0.0,negative,0.9983912110328674,malay,Malay/Bumiputera,love,0.17877228558063507,0.12676286697387695,0.11684565246105194,0.04117602854967117,0.2606617212295532,0.03937888890504837
facebook,comment,Y29tbWVudDoxMzk1NTAzNDI1OTQwMzk3XzEyNTgwNDI0ODI4MzkwMjg=,Selagi zahid ada xkemana nya umno,,https://www.facebook.com/AMDailyOfficial/posts/pfbid02XyjoPJ8QEi9RLkZQeGEa2dQ8BtYnriV7XVJxzWA3fGuvV7Z1nZhC7LDUvgBjrG3Ml,pfbid02XyjoPJ8QEi9RLkZQeGEa2dQ8BtYnriV7XVJxzWA3fGuvV7Z1nZhC7LDUvgBjrG3Ml,negative,2026-05-20 15:00:53+00:00,27,0,6,0,0.12913922667503355,39,,Mohamad Faiz Latif,0.0,negative,0.5695359110832214,multilingual,Unknown,fear,0.2306758463382721,0.48980048298835754,0.03916092962026596,0.15698634088039398,0.039797622710466385,0.017480485141277313
facebook,comment,Y29tbWVudDoxMzk1NTAzNDI1OTQwMzk3Xzk3Njc0Njc3NTA3OTUwOA==,Harap penyatuan parti Melayu terbesar sudah bermula.,,https://www.facebook.com/AMDailyOfficial/posts/pfbid02XyjoPJ8QEi9RLkZQeGEa2dQ8BtYnriV7XVJxzWA3fGuvV7Z1nZhC7LDUvgBjrG3Ml,pfbid02XyjoPJ8QEi9RLkZQeGEa2dQ8BtYnriV7XVJxzWA3fGuvV7Z1nZhC7LDUvgBjrG3Ml,negative,2026-05-20 15:02:19+00:00,39,0,0,0,0.0004892885684967263,39,,Nasruddin Matzain,0.0,negative,0.998369038105011,malay,Malay/Bumiputera,happy,0.1073044165968895,0.18581104278564453,0.301565945148468,0.03740474581718445,0.057566285133361816,0.05485361069440842
facebook,comment,Y29tbWVudDoxMzk1NTAzNDI1OTQwMzk3XzIwNDk1NzcyNDU5MTcwNTE=,"Wak Jahid tu dibuang dulu dari UMNO,selagi dia ada,memang xda kesudahannya.",,https://www.facebook.com/AMDailyOfficial/posts/pfbid02XyjoPJ8QEi9RLkZQeGEa2dQ8BtYnriV7XVJxzWA3fGuvV7Z1nZhC7LDUvgBjrG3Ml,pfbid02XyjoPJ8QEi9RLkZQeGEa2dQ8BtYnriV7XVJxzWA3fGuvV7Z1nZhC7LDUvgBjrG3Ml,negative,2026-05-20 13:04:04+00:00,11,0,1,0,0.00048465728759766735,13,,Lan Tiger,0.0,negative,0.9983844757080078,malay,Malay/Bumiputera,sadness,0.07775584608316422,0.14897926151752472,0.019795769825577736,0.2561483383178711,0.22580842673778534,0.1918286830186844
