Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,media_type,video_url,derived_error,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
tiktok,post,,,https://www.tiktok.com/@saif_abduh,,,neutral,2026-07-08 18:24:40.531784+00:00,0,0,0,0,0.5,0,video,,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@saif_abduh...: Failed to load video from https://www.tiktok.com/@saif_abduh: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",neutral,0.0,unknown,Unknown,,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
tiktok,post,7659557463204662549,"Bila hati rasa sarat dengan beban, duka, atau gelisah, berhentilah sekejap, tarik nafas, dan bacalah doa ini. Sama-sama kita amalkan. Insya ALLAH.

#PasirRaja #N35 #YuhanitaYunan #PerikatanNasional #UndiNo2",https://www.tiktok.com/@yuhanita.yunan/video/7659557463204662549,,,positive,2026-07-08 18:24:40.531938+00:00,80,3,0,348,0.9994014203548431,86,video,https://www.tiktok.com/@yuhanita.yunan/video/7659557463204662549,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@yuhanita.yunan/video/7659557463204662549...: Failed to load video from https://www.tiktok.com/@yuhanita.yunan/video/7659557463204662549: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",positive,0.9980047345161438,malay,Malay/Bumiputera,Unknown,0.0,happy,0.01593630388379097,0.06924871355295181,0.6721715331077576,0.014027859084308147,0.03299812227487564,0.12078329920768738
tiktok,post,7659457583450688775,"Walaupun mereka sudah pencen, tetapi jada mereka tidak pencen. 

#PasirRaja #N35 #YuhanitaYunan #PerikatanNasional #UndiNo2",https://www.tiktok.com/@yuhanita.yunan/video/7659457583450688775,,,negative,2026-07-08 18:24:41.928801+00:00,139,8,5,638,0.0004823148250580056,158,video,https://www.tiktok.com/@yuhanita.yunan/video/7659457583450688775,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@yuhanita.yunan/video/7659457583450688775...: Failed to load video from https://www.tiktok.com/@yuhanita.yunan/video/7659457583450688775: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",negative,0.9983922839164734,malay,Malay/Bumiputera,Unknown,0.0,fear,0.05357798933982849,0.6439229249954224,0.015721982344985008,0.05872349441051483,0.031100809574127197,0.1528838872909546
tiktok,post,7659440227169226002,"Saya doakan semua sihat diberikan kesihatan ya. Sebak tengok warga emas yang tak sihat, rasa macam ibu ayah saya sendiri. #yuhanitayunan #fypシ #prnjohor #YuhanitaYunan #JohorMemilih",https://www.tiktok.com/@yuhanita.yunan/video/7659440227169226002,,,positive,2026-07-08 18:24:43.037308+00:00,148,5,10,592,0.9994081079959869,168,video,https://www.tiktok.com/@yuhanita.yunan/video/7659440227169226002,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@yuhanita.yunan/video/7659440227169226002...: Failed to load video from https://www.tiktok.com/@yuhanita.yunan/video/7659440227169226002: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",positive,0.9980270266532898,malay,Malay/Bumiputera,Unknown,0.0,sadness,0.05691395327448845,0.11546884477138519,0.012163788080215454,0.7584365606307983,0.013246744871139526,0.02976088412106037
tiktok,post,7659424809893252360,"Sebagai Calon No.2 N35 Pasir Raja, kerja lapangan yang sistematik, dan telus seperti di DUN Maharani inilah yang menjadi azam dan tekad saya. Analisis ringkas membuktikan keutamaan PN adalah penyelesaian isu setempat, menambahbaik masa depan pendidikan dan ekonomi belia. #yuhanitayunan #fypシ #prnjohor #YuhanitaYunan #JohorMemilih",https://www.tiktok.com/@yuhanita.yunan/video/7659424809893252360,,,neutral,2026-07-08 18:24:44.154908+00:00,25,1,0,266,0.5,28,video,https://www.tiktok.com/@yuhanita.yunan/video/7659424809893252360,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@yuhanita.yunan/video/7659424809893252360...: Failed to load video from https://www.tiktok.com/@yuhanita.yunan/video/7659424809893252360: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",neutral,0.9311413764953613,malay,Malay/Bumiputera,Unknown,0.0,love,0.05105533078312874,0.03086869604885578,0.3095247745513916,0.02434929832816124,0.4122474789619446,0.025824004784226418
tiktok,post,7659430807592881415,"Alhamdulillah, siang tadi ziarah kasih di Kampung Sungai Redan pula. Terima kasih semua penduduk Sungai Redan. 
#JohorMemilih #YuhanitaYunan #prnjohor #fypシ #yuhanitayunan",https://www.tiktok.com/@yuhanita.yunan/video/7659430807592881415,,,neutral,2026-07-08 18:24:44.996427+00:00,97,4,7,575,0.5,113,video,https://www.tiktok.com/@yuhanita.yunan/video/7659430807592881415,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@yuhanita.yunan/video/7659430807592881415...: Failed to load video from https://www.tiktok.com/@yuhanita.yunan/video/7659430807592881415: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",neutral,0.4891848862171173,english,Mixed/Urban,Unknown,0.0,love,0.04227099567651749,0.03018227592110634,0.04930024594068527,0.04324754327535629,0.6651545763015747,0.043863434344530106
tiktok,post,7659358964085247240,"Walkabout hari ini di Kampung Sungai Redan.
#JohorMemilih #YuhanitaYunan #prnjohor #fypシ #yuhanitayunan",https://www.tiktok.com/@yuhanita.yunan/video/7659358964085247240,,,positive,2026-07-08 18:24:45.841362+00:00,265,18,17,1748,0.8669615164399147,317,video,https://www.tiktok.com/@yuhanita.yunan/video/7659358964085247240,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@yuhanita.yunan/video/7659358964085247240...: Failed to load video from https://www.tiktok.com/@yuhanita.yunan/video/7659358964085247240: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",positive,0.556538388133049,multilingual,Unknown,Unknown,0.0,love,0.10818123817443848,0.030509915202856064,0.08401744812726974,0.03529886156320572,0.4355866611003876,0.025952855125069618
tiktok,post,7659338323743329554,"""Perjuangan ini bukan perjuangan saya sahaja. Ia perjuangan setiap keluarga di Pasir Raja yang mahu hidup lebih baik. Bersama, kita mampu."" — Yuhanita Yunan",https://www.tiktok.com/@yuhanita.yunan/video/7659338323743329554,,,positive,2026-07-08 18:24:46.699973+00:00,82,0,3,481,0.9987460494041442,89,video,https://www.tiktok.com/@yuhanita.yunan/video/7659338323743329554,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@yuhanita.yunan/video/7659338323743329554...: Failed to load video from https://www.tiktok.com/@yuhanita.yunan/video/7659338323743329554: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",positive,0.995820164680481,malay,Malay/Bumiputera,Unknown,0.0,love,0.017147574573755264,0.021172327920794487,0.10667289793491364,0.018314050510525703,0.7758139967918396,0.02470809407532215
tiktok,post,7659762068270206229,"""Walaupun Brazil kalah, orang johor tetap kena menang""

Undi Calon No2 PAS PN, Yuhanita Yunan ya gais! 11 Julai ni. Bagi PN Menang!
JOM JAGA PASIR RAJA

#PasirRaja #N35 #YuhanitaYunan #PerikatanNasional #UndiNo2",https://www.tiktok.com/@yuhanita.yunan/video/7659762068270206229,,,neutral,2026-07-08 18:24:47.336677+00:00,1076,41,114,9602,0.5,1327,video,https://www.tiktok.com/@yuhanita.yunan/video/7659762068270206229,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@yuhanita.yunan/video/7659762068270206229...: Failed to load video from https://www.tiktok.com/@yuhanita.yunan/video/7659762068270206229: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",neutral,0.8375116586685181,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.07321544736623764,0.019264917820692062,0.05066818371415138,0.026832865551114082,0.2791163921356201,0.021860996261239052
tiktok,post,7659221349478567175,"Warga Pasir Raja, saya Yuhanita Yunan calon anda. Di kertas undi, saya no 2 ya. #JohorMemilih #YuhanitaYunan #N35PasirRaja #PasirRaja",https://www.tiktok.com/@yuhanita.yunan/video/7659221349478567175,,,neutral,2026-07-08 18:24:47.936064+00:00,1194,87,115,7506,0.5,1471,video,https://www.tiktok.com/@yuhanita.yunan/video/7659221349478567175,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@yuhanita.yunan/video/7659221349478567175...: Failed to load video from https://www.tiktok.com/@yuhanita.yunan/video/7659221349478567175: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",neutral,0.8956992626190186,english,Mixed/Urban,Unknown,0.0,love,0.044033415615558624,0.013659306801855564,0.05132229998707771,0.01574746146798134,0.5346022248268127,0.021372023969888687
