Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
facebook,post,35168427522773202,Kepada owner@management #petronasajaya..tolong cari solusi pembelian melalui subsidi kerajaan sebab selalu gilak xda line...betul lah line d Asajaya selalu problem tapi management cari solusi guna wifi or pencawang sendiri sebab harga minyak sekarang terlalu mahal utk rakyat kais pagi makan pagi kais petang makan petang...sekian..sila guna akal yg d beri..xda sbb stegal line xda lalu xda solusi beli pakei ic..,https://www.facebook.com/groups/981113938597998/posts/35168427522773202/,negative,,0,0,0,0,0.0005061864852905495,0,0.0,,,negative,0.9983127117156982,malay,Malay/Bumiputera,fear,0.1998211145401001,0.5759987831115723,0.02647334709763527,0.0499015711247921,0.1026875227689743,0.017799606546759605
facebook,comment,Y29tbWVudDozNTE2ODQyNzUyMjc3MzIwMl8zNTE2ODQ4NjQwNjEwMDY0Nw==,Nak berik statement biar carik ilmu lok bro.. kaji mena2 lok,,neutral,2026-04-17 12:56:34+00:00,0,0,4,0,0.5,8,,Emie Kun,0.0,neutral,0.802273154258728,english,Mixed/Urban,surprise,0.010144026018679142,0.04203739017248154,0.014276476576924324,0.030063504353165627,0.03169751539826393,0.8152936697006226
facebook,comment,Y29tbWVudDozNTE2ODQyNzUyMjc3MzIwMl8zNTE2ODY3NjI5OTQxNDk5MQ==,beli starlink kah,,negative,2026-04-17 13:09:14+00:00,0,0,0,0,0.14248646199703216,0,,Aziz Rahim,0.0,negative,0.5250451266765594,multilingual,Unknown,love,0.14683258533477783,0.09138967096805573,0.15029779076576233,0.0660630315542221,0.27307912707328796,0.06902724504470825
facebook,comment,Y29tbWVudDozNTE2ODQyNzUyMjc3MzIwMl8zNTE2ODY5NzM3Mjc0NjIxNw==,Meeinsak petron yo...xkan xdo unifi nk....terok na salu xdo line,,neutral,2026-04-17 13:10:33+00:00,1,0,0,0,0.5,1,,Amierull Anuarr Sait,0.0,neutral,0.8966551423072815,english,Mixed/Urban,fear,0.29478609561920166,0.3226819634437561,0.05268276110291481,0.0544053390622139,0.17270022630691528,0.04368562623858452
facebook,comment,Y29tbWVudDozNTE2ODQyNzUyMjc3MzIwMl8zNTE2ODcxOTUzOTQxMDY2Nw==,Mun x da line untg byk.. Sbb jika kite beli x da line hrga rm3. 27 dari rm1. 99 ada line.,,neutral,2026-04-17 13:11:54+00:00,0,0,0,0,0.5,0,,Man MU,0.0,neutral,0.994519054889679,malay,Malay/Bumiputera,surprise,0.049941617995500565,0.2525714337825775,0.013089695945382118,0.07467357814311981,0.1202145591378212,0.4252726137638092
facebook,comment,Y29tbWVudDozNTE2ODQyNzUyMjc3MzIwMl8zNTE2ODcyNjI3NjA3NjY2MA==,Biasa terjadi bila org penuh bbli mnyak..mula lah line ilang🤣,,neutral,2026-04-17 13:12:18+00:00,1,0,0,0,0.5,1,,Dedeng Ryan Rayyan,0.0,neutral,0.7261930108070374,english,Mixed/Urban,love,0.06604837626218796,0.02553836815059185,0.03863873332738876,0.029791638255119324,0.4249503016471863,0.0399547778069973
facebook,comment,Y29tbWVudDozNTE2ODQyNzUyMjc3MzIwMl8zNTE2ODkxNjI1NjA1NzY2Mg==,Strategi kali,,neutral,2026-04-17 13:24:24+00:00,0,0,0,0,0.5,0,,Nazira Sulaiman,0.0,neutral,0.6687012314796448,english,Mixed/Urban,love,0.2041173130273819,0.07862486690282822,0.08529046177864075,0.04707590118050575,0.28238168358802795,0.0769164189696312
facebook,comment,Y29tbWVudDozNTE2ODQyNzUyMjc3MzIwMl8zNTE2ODk0MTAwMjcyMTg1NA==,Line tel biaso jak bagus ulu yo.. ado bendo sik betul sebenar ea,,negative,2026-04-17 13:25:58+00:00,0,0,0,0,0.13686544597148895,0,,Last King,0.0,negative,0.5437818467617035,multilingual,Unknown,love,0.06855663657188416,0.018572906032204628,0.05056272819638252,0.01792130060493946,0.7626195549964905,0.011050623841583729
facebook,comment,Y29tbWVudDozNTE2ODQyNzUyMjc3MzIwMl8zNTE2OTIyMDY4NjAyNzIxOQ==,Ktkrang yg ada line tepon... Guna TNG🤭🤭 dtg kaunter sidak scan ajak...,,negative,2026-04-17 13:44:13+00:00,0,0,0,0,0.09391102194786072,0,,Feyza Afidzah,0.0,negative,0.6869632601737976,multilingual,Unknown,no_clear_emotion,0.06750968098640442,0.027968378737568855,0.03920938819646835,0.02425731159746647,0.17873209714889526,0.04072645679116249
facebook,comment,Y29tbWVudDozNTE2ODQyNzUyMjc3MzIwMl8zNTE2OTI4OTA0NjAyMDM4Mw==,Bulak gilak dh ya mun dh slalu xda line..mok untung lebih la ya..nasib sebuah ya jak stesen minyak..mun ada stesen mnyak nk lain d ranto asajaya dh lingkup gulung tikar petron ya .,,negative,2026-04-17 13:48:34+00:00,1,0,0,0,0.0006642580032348855,1,,Kenneth Brophy,0.0,negative,0.9977858066558838,malay,Malay/Bumiputera,love,0.13263601064682007,0.05952505022287369,0.052652888000011444,0.029599307104945183,0.5572322607040405,0.021648790687322617
facebook,comment,Y29tbWVudDozNTE2ODQyNzUyMjc3MzIwMl8zNTE2OTUwNDY2NTk5ODgyMQ==,Sapa mpun petron ya otak nak nipu jak keja. Sik berkat bisnes camya,,neutral,2026-04-17 14:02:27+00:00,3,0,0,0,0.5,3,,Ali Suhaili,0.0,neutral,0.7460519671440125,english,Mixed/Urban,love,0.09852144867181778,0.06224086135625839,0.04118778556585312,0.045054856687784195,0.4094291031360626,0.0767238438129425
facebook,post,10161481674962204,"Nya gtok kwn2. Sekda minyak ktk ya kurang liter or bayar makin mahal gk minyak ya, selagik ktk masih makey kuota 300liter ya. Sbln sorg2 yg ada IC & LESEN SAH nya akan dpt kuota ya, 1hb depan kelak reset gik. Cuma rah resit ya nya tunjok harga sebenar yg sekda subsidi. Mcm bebeli di supermarket, time ada diskaun ya, nya tetap rega contoh sardin RM6.00(pasya nya akan enkah tolak rega diskaun) rega lain. Gya bah. Ktk bayar mahal if ktk bukan warganegara or lesen memandu sekda or expired. Ya mmg mahal lah ktk byr minyak ya sekda subsidi. Mok mudah sikmok keluar2 ic ya k lah apps setel & touch & go ya.",https://www.facebook.com/noreenfarisha/posts/pfbid036PnM6kjhAZrsRQ4qkuX6tKEwxif3mfvkDo3h9wrTuugFbg9zfh59iiwgPs2s7xvFl,negative,,0,0,0,0,0.0005037724971771462,0,0.0,,,negative,0.9983207583427429,malay,Malay/Bumiputera,love,0.13257506489753723,0.06134042888879776,0.03597531095147133,0.042863450944423676,0.5177671313285828,0.03940654173493385
facebook,comment,Y29tbWVudDoxMDE2MTQ4MTY3NDk2MjIwNF82NTc3Mjc0MzA3MzMzOTA=,Kmk make setel jak senanggg,,neutral,2025-09-30 10:28:59+00:00,0,0,0,0,0.5,0,,Syarifah Nur de Stage,0.0,neutral,0.9977164268493652,malay,Malay/Bumiputera,love,0.03891720250248909,0.019059671089053154,0.07428397238254547,0.014284336008131504,0.788302481174469,0.011855045333504677
facebook,post,10238587428797942,"Salah guna subsidi Budi Ron 95. 
Station minyak x bg isi dlm tong kalau guna Budi95 tu. Ermmmm..... Kalau org habis minyak tepi jalan, bwk tong utk isi minyak dlm 4 or 5 liter saja, mcm mana? Mahal dh kot beli yg xde subsidi. 
#kpdn",https://www.facebook.com/aiemunir/posts/pfbid049H92FGSUBydVvNJW4VPmg5iszvYkBMZiiC2pErcWAe9YBAAaLNmMQ4iBdktE838l,negative,,0,0,0,0,0.12949184775352476,0,0.0,,,negative,0.5683605074882507,malay,Malay/Bumiputera,love,0.2380288988351822,0.028179317712783813,0.02546556480228901,0.04541086405515671,0.380447655916214,0.037705034017562866
facebook,comment,Y29tbWVudDoxMDIzODU4NzQyODc5Nzk0Ml8xNzIyNTM3MTE4NzMzNTEx,https://www.instagram.com/reel/DWS1dfqiUCD/?igsh=MWp2ZWFncTRsNjdicA==,,neutral,2026-03-25 18:30:50+00:00,0,0,0,0,0.5,0,,PuiSee Chu,0.0,neutral,0.8228544592857361,english,Mixed/Urban,love,0.09406198561191559,0.06470552086830139,0.04294479265809059,0.08106739819049835,0.38586196303367615,0.11105453968048096
