Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,thumbnail_url,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise,video_url,media_type
facebook,post,1334514432005006,"AWAS DAP… PAS JUGA AKAN BANTU UMNO DI NEGERI SEMBILAN!!

13 Julai 2026

Dalam suatu perkembangan terbaharu, Presiden PAS, Haji Hadi Awang mengesahkan partinya sedang berunding dengan UMNO bagi menjalinkan kerjasama menghadapi PRN Negeri Sembilan.

Katanya, rundingan setakat ini berjalan dengan positif.

Beliau berkata, PAS menerima hakikat bahawa UMNO lebih dominan di Negeri Sembilan dan dengan itu bersedia menyerahkan jawatan Menteri Besar kepada parti itu memegangnya.

Yang penting, tegasnya, kerajaan Melayu/Islam dapat diwujudkan di Negeri Sembilan.

Mengenai pembahagian kerusi, Ahli Parlimen Marang itu menjelaskan, oleh kerana UMNO sudah sedia memiliki 14 kerusi DUN dan PAS ada tiga, maka kedua-dua parti akan terus mengekalkan kerusi-kerusi yang sedia ada itu untuk ditandingi.

“Lain-lain kerusi akan dilakukan pembahagian berdasarkan kewajaran dan perbincangan,” tambah beliau selepas program ceramah PAS di Negeri Sembilan malam tadi.

Haji Hadi juga berkata, walaupun menjalinkan kerjasama, PAS dan UMNO akan bertanding menggunakan logo masing-masing.

PAS juga katanya, belum memutuskan sama ada akan menggunakan lambang bulan atau logo PN dalam PRN Negeri Sembilan nanti.

Kata Haji Hadi lagi, segala-galanya mengenai kerjasama itu akan diketahui pada hari penamaan calon PRN Negeri Sembilan pada 18 Julai akan datang.

Video kenyataan Presiden PAS itu ada di sini - https://www.facebook.com/share/v/1Hcg45iaCj/?mibextid=wwXIfr

Berdasarkan apa yang dinyatakan Haji Hadi itu, ini bermakna PAS sekali lagi akan membantu UMNO selepas melakukan hal yang sama dalam PRN Johor baru-baru ini.

Cuma, melihat kepada apa yang dinyatakan beliau itu, kerjasama PAS dan UMNO dalam PRN Negeri Sembilan ini akan dilakukan secara rasmi serta ada pembahagian kerusi.

Ia tidak lagi seperti di Johor di mana kerjasama itu dilakukan secara tidak rasmi di mana tiada pembahagian kerusi dan PAS hanya bertanding 11 kerusi, sementara BN bertanding semua 56 kerusi.

Yang pasti, jika kerjasama dan pembahagian kerusi antara PAS dan UMNO di Negeri Sembilan ini menjadi kenyataan, mala petaka kedua bakal menimpa PH, khususnya DAP.

Sebagaimana sokongan PAS kepada BN di Johor telah berjaya meranapkan harapan PH untuk berkuasa di negeri itu, bahkan meletakkan DAP merudum prestasinya, di Negeri Sembilan ini nampaknya UMNO sekali lagi bakal mencatat kemenangan gemilangnya dengan berpotensi menawan kembali negeri itu.

Pentadbiran Negeri Sembilan sekarang dikuasai PH yang merupakan rakan kongsi BN dalam kerajaan pusat.

Di Negeri Sembilan, PH dan BN juga bekerjasama sebelum ini tetapi 14 Adun UMNO kemudian menarik sokongan terhadap Menteri Besar, Aminuddin Harun.

Selain itu, seperti mana sokongan PAS kepada BN di Johor berjaya membuatkan DAP kehilangan banyak kerusinya, hal yang sama juga pastinya akan berlaku di Negeri Sembilan.

Maka, tiada kata-kata lain yang sesuai diucapkan kepada Anthony Loke melainkan…Awas DAP!! - ShahbudinHusin 13Julai2026.",https://www.facebook.com/permalink.php?story_fbid=pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl&id=100063393840098,,,negative,2026-07-13 00:15:15+00:00,0,0,572,0,0.0011166393756866233,572,https://scontent-los4-1.xx.fbcdn.net/v/t39.30808-6/746156065_1334514415338341_6789985533565809755_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=833d8c&_nc_ohc=3qqKnCbRdEAQ7kNvwGq-WmA&_nc_oc=AdobDc92bGxFkkSOqYw-sFW90R1G-_8CQMotXGyhAVvwFOmYhG4zxtPEXWvlbU6aqZY&_nc_zt=23&_nc_ht=scontent-los4-1.xx&_nc_gid=4iWZINXIRLLZP_Zm3F1n1Q&_nc_ss=7f180&oh=00_AQBIRYJtv8I5Tk-NTtNIY_uVbr6UpwYvZ6FLNUEHf9-ryw&oe=6A5D0BA4,1716.0,,,negative,0.9962778687477112,malay,Malay/Bumiputera,Unknown,0.0,happy,0.04498634114861488,0.07938476651906967,0.35616326332092285,0.02524499222636223,0.1100558266043663,0.059074219316244125,,
facebook,comment,Y29tbWVudDoxMzM0NTE0NDMyMDA1MDA2XzE5MzM1NTY0NTQwMTQzNzk=,"Siapa sangka PAS sekarang dah jadi parti terbesar dalam kalangan orang Melayu.

Apa strategi PAS boleh capai tahap ini? Adakah PAS kerja keras dapatkan sokongan rakyat? Tak. Jadi apa PAS buat?

Semasa dalam Pakatan Rakyat, PAS meletakkan PKR sebagai ""Abang Long"". Apabila PKR jadi abang long, pemimpin PKR iaitu Anwar Ibrahim yang kena kerja keras tiap malam round satu Malaysia untuk kuatkan sokongan.

Selepas sokongan dah kuat, apa PAS buat? PAS akan pecahkan PKR.

Apa strategi PAS? PAS lagakan Presiden PKR dengan Timbalan Presiden PKR.

Apabila perlu memilih MB Selangor, PAS pilih Azmin Ali (Timbalan Presiden PKR) sedangkan Pakatan Rakyat setuju memilih Wan Azizah (Presiden PKR).

Bila Timbalan Presiden diberi jawatan, sedangkan Presiden tak ada jawatan, automatik parti akan bergaduh. Kesannya, PKR dah tak jadi Abang Long dan Pakatan Rakyat terkubur.

PAS? Kekal kukuh.

Selepas itu, PAS bergabung dengan UMNO dan Bersatu, yang akhirnya tertubuh kerajaan tebuk atap.

PAS memilih Tan Sri Muhyiddin Yassin iaitu Presiden Bersatu (jawatan kedua tertinggi) berbanding Tun M iaitu Pengerusi Bersatu (jawatan tertinggi) sebagai calon Perdana Menteri.

Apabila Muhyiddin diberi tawaran, bergaduhlah Bersatu, akhirnya Mahathir dipecat daripada Bersatu. Bersatu retak.

PAS? Kekal kukuh.

Apabila perlu memilih Perdana Menteri ke-9, PAS sekali mencadangkan calon yang bukan Presiden Parti iaitu Naib Presiden UMNO, Ismail Sabri walaupun ketika itu Presiden UMNO, Zahid Hamidi juga adalah Ahli Parlimen.

Apabila Naib Presiden UMNO jadi Perdana Menteri dan pemimpin-pemimpin bawah jadi Menteri, manakala Zahid tak ada jawatan, UMNO pun retak. Berlaku fraksi Presiden UMNO vs Perdana Menteri yang akhirnya beberapa pemimpin UMNO dipecat dan digantung seperti KJ, Hishamuddin, Shahril. UMNO berpecah.

PAS? Kekal kukuh.

Apabila berkawan dengan Bersatu dan menang 74 kerusi kerana faktor ""Abah"", PAS sekali lagi ulangi strategi sama.

PAS telah memilih Timbalan Presiden Bersatu, Hamzah Zainuddin sebagai Ketua Pembangkang dan bukannya Presiden Bersatu, Muhyiddin. 

Apabila Timbalan Presiden ada jawatan, Presiden tak ada jawatan, keretakan akan berlaku.

Bersatu yang pada awalnya Abang Long PN akhirnya retak dan berpecah sehingga tertubuhnya Wawasan.

PAS? Kekal kukuh.

Kini, PAS ulangi perkara sama. Meletakkan parti lain sebagai ""Abang Long Sementara"" iaitu UMNO melalui kerjasama baharu yang bakal dibina.

UMNO perlu kerja keras dan dapatkan sokongan. Selepas cukup sokongan, percayalah, PAS akan ulangi strategi sama.

Apa strategi PAS? Akan tawarkan jawatan kepada Timbalan Presiden UMNO dan menafikan Presiden UMNO.

Menuju PRU-16, sekiranya PAS & UMNO bergabung, setelah UMNO bekerja keras berkempen, PAS akan tawarkan jawatan Perdana Menteri kepada Tok Mat (Timbalan Presiden UMNO).

Apabila ditawarkan, semestinya UMNO akan berpecah dan bergaduh. Kesannya, orang Melayu akan meluat dengan UMNO. 

PAS? Kekal kukuh.

Percayalah, Zahid. Kalau ikut sejarah, ini lah strategi PAS.

Dia akan bekerjasama dengan parti lain dan menjual imaginasi kononnya dia tak nak jadi Abang Long. Apabila gabungan dah kuat, dia akan pecahkan parti sahabat dia. Apabila parti sahabat pecah, PAS akan menjadi Abang Long di saat akhir.

Zahid, tunggu masalah sebelum PAS tawar Tok Mat sebagai calon PM.",,https://www.facebook.com/permalink.php?story_fbid=pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl&id=100063393840098,pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl,negative,2026-07-13 00:52:33+00:00,35,0,39,0,0.0005057573318481556,113,,,Remb Xebat,0.0,negative,0.9983141422271729,malay,Malay/Bumiputera,Unknown,0.25,no_clear_emotion,0.03421657159924507,0.05143342912197113,0.022244906052947044,0.05354635417461395,0.07254204154014587,0.33579230308532715,,
facebook,comment,Y29tbWVudDoxMzM0NTE0NDMyMDA1MDA2XzEzMTY4Mjc3OTcxODkzMDQ=,"Tak habis2 Dok Promosi DAP DAP DAP, Tak dak Idea Untltuk Membina Generasi Akan Datang, Asyik Dok fikir Kuasa Semata2, Bosanlah Orang Politik ni",,https://www.facebook.com/permalink.php?story_fbid=pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl&id=100063393840098,pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl,neutral,2026-07-13 01:03:37+00:00,76,0,24,0,0.5,124,,,Ahmad Ghazi,0.0,neutral,0.8170730471611023,english,Malay/Bumiputera,Malay/Bumiputera,0.65,fear,0.03512416034936905,0.46796053647994995,0.009752955287694931,0.39936694502830505,0.011685682460665703,0.0638885423541069,,
facebook,comment,Y29tbWVudDoxMzM0NTE0NDMyMDA1MDA2XzEwMjk5MjI0MTMzNDc0OTE=,Nanti harap pas bantu bn d kedah dan terengganu rebut kerusi pas,,https://www.facebook.com/permalink.php?story_fbid=pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl&id=100063393840098,pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl,neutral,2026-07-13 00:20:18+00:00,54,0,28,0,0.5,110,,,Stanley Filex Lona,0.0,neutral,0.8461084961891174,english,Mixed/Urban,Unknown,0.25,love,0.035865381360054016,0.03298351913690567,0.22052554786205292,0.013689210638403893,0.5207228064537048,0.02231321670114994,,
facebook,comment,Y29tbWVudDoxMzM0NTE0NDMyMDA1MDA2Xzk3MTM4Njk1OTI2OTE2Mw==,Dia je yg beriya² buat kenyataan  kerjasama sedangkan pihak BN tak ada apa² pun 😆,,https://www.facebook.com/permalink.php?story_fbid=pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl&id=100063393840098,pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl,negative,2026-07-13 00:19:25+00:00,34,0,17,0,0.0004928290843963512,68,,,Zack Abdillah,0.0,negative,0.9983572363853455,malay,Malay/Bumiputera,Malay/Bumiputera,0.65,surprise,0.009318854659795761,0.04439770057797432,0.012937774881720543,0.02118404395878315,0.01936899684369564,0.8282055854797363,,
facebook,comment,Y29tbWVudDoxMzM0NTE0NDMyMDA1MDA2XzI3NDAxOTI3MzA2MTY2NjM2,"Alhamdulilah.. Demi agama n bangsaku. Berjiwa besar,Kita korbankan ego dn bersikap rendah diri.strategi yg baik jdikan pemerintahan pd milik melayu..",,https://www.facebook.com/permalink.php?story_fbid=pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl&id=100063393840098,pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl,neutral,2026-07-13 08:29:23+00:00,6,0,3,0,0.5,12,,,Rosli Mohd Salleh,0.0,neutral,0.5082968473434448,english,Malay/Bumiputera,Malay/Bumiputera,0.72,love,0.231136754155159,0.01963058114051819,0.07287821173667908,0.0884852409362793,0.3470677137374878,0.03147654980421066,,
facebook,comment,Y29tbWVudDoxMzM0NTE0NDMyMDA1MDA2XzIwMjcxNTY4NjQ4NTM3Mzc=,"Tak pernah dengar pimpinan PAS lontarkan idea macam mana nak tingkatkan pendapatan rakyat tingkatan ekonomi negara cerita pasal ekonomi cara macam mana nak naikkan taraf hidup rakyat.. yang selalu dengar cuma cari salah orang.. fitnah,claim salahkan orang lain DAP DAP DAP DAP DAP.",,https://www.facebook.com/permalink.php?story_fbid=pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl&id=100063393840098,pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl,neutral,2026-07-13 01:30:02+00:00,33,0,7,0,0.5,47,,,Yusof Musri,0.0,neutral,0.7627444863319397,english,Malay/Bumiputera,Malay/Bumiputera,0.65,no_clear_emotion,0.1629929393529892,0.036000125110149384,0.03237591311335564,0.1692824363708496,0.11835843324661255,0.1082816943526268,,
facebook,comment,Y29tbWVudDoxMzM0NTE0NDMyMDA1MDA2XzE1NzA1NTQwOTQ3MTcxNDI=,Hakikatnya statement Hj Hadi tu bkn meruntuhkan PH tp meranapkan PN spt yg berlaku di Johor. N9 juga bakal seri lagi 0-0 antara Bersatu dan Pas.,,https://www.facebook.com/permalink.php?story_fbid=pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl&id=100063393840098,pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl,neutral,2026-07-13 00:48:15+00:00,17,0,5,0,0.5,27,,,Wan Mokhtar,0.0,neutral,0.801632285118103,english,Malay/Bumiputera,Malay/Bumiputera,0.74,love,0.12624897062778473,0.03802267462015152,0.16091881692409515,0.04461994022130966,0.45776477456092834,0.02430107444524765,,
facebook,comment,Y29tbWVudDoxMzM0NTE0NDMyMDA1MDA2XzM0ODAwODcwNzIxNDIxNDU=,".
.
PAS ni dalam gabungan PN atau BN. Kalau dah macam ni khianat PN eloklah jika parti² Bersatu, MIPP dan Gerakan boleh keluarkan PAS dari PN.
.
.",,https://www.facebook.com/permalink.php?story_fbid=pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl&id=100063393840098,pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl,negative,2026-07-13 02:44:30+00:00,10,0,4,0,0.0005043983459472878,18,,,Ari Seantero Nusantara,0.0,negative,0.9983186721801758,malay,Malay/Bumiputera,Unknown,0.25,no_clear_emotion,0.22208940982818604,0.02242499776184559,0.09483981132507324,0.05608203262090683,0.2762262225151062,0.03562694415450096,,
facebook,comment,Y29tbWVudDoxMzM0NTE0NDMyMDA1MDA2XzE1Mzc2NTI4Mjc5MTM0OTQ=,Jiwa tk tenteram.... Hbs masa hidup utk politaik dap dap dap,,https://www.facebook.com/permalink.php?story_fbid=pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl&id=100063393840098,pfbid0qRNjqJ3Gejo5VjkTsJAaNXwMLGeVoWyezrKxa8rFFCM19VNo8TC8JDaZDSFdF7KAl,neutral,2026-07-13 01:08:16+00:00,15,0,2,0,0.5,19,,,Mc Noah Ostoberg,0.0,neutral,0.758177638053894,english,Mixed/Urban,Unknown,0.25,fear,0.2725212872028351,0.6441481709480286,0.021510249003767967,0.028883809223771095,0.010074994526803493,0.013965698890388012,,
