Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
threads,post,3.8982398999549737e+18,"Mencari individu yang pakai Budi95 bukan milik sendiri @ Petronas R&R Seri Kembangan 16 Mei 7:31pagi. Report made, it just matter of time. But if you dont come clean, byk pihak cik susahkan. PM tepi.",https://www.threads.com/@ofeznj/post/DYZVIkGEgtw,,,neutral,2026-05-29 09:58:38.121097,1337,0,0,0,0.5,1337,1337.0,neutral,0.5634422302246094,english,Mixed/Urban,love,0.15380558371543884,0.12799347937107086,0.03259482607245445,0.04738166183233261,0.48227015137672424,0.04741968214511871
threads,post,3.8686921954743014e+18,Salam.. BUDI95 200 liter sy & isteri dah habis. Apa perlu sy buat? 🥹😭,https://www.threads.com/@geng.mudah.terhibur/post/DWwWw34kmEj,,,negative,2026-05-29 09:58:38.122030,303,0,0,0,0.12931428551673887,303,303.0,negative,0.5689523816108704,english,Mixed/Urban,sadness,0.06660383194684982,0.11550884693861008,0.01293923519551754,0.7109861373901367,0.05503655970096588,0.02073628455400467
threads,post,3.7327921639998587e+18,Thanks PMX😭💕. Aura pmx lain mcm,https://www.threads.com/@syahmi_lizam/post/DPNirIrksCq,,,positive,2026-05-29 09:58:38.121415,286,0,0,0,0.9859405755996704,286,286.0,positive,0.9531352519989014,english,Mixed/Urban,love,0.06962735950946808,0.04519957676529884,0.03994591161608696,0.05678253248333931,0.7148635387420654,0.027296019718050957
threads,post,3.827228639935533e+18,🥹🥹🥲🥲❤️❤️Bubududu ❤️❤️❤️,https://www.threads.com/@jgmacalma/post/DUdDCuljw9D,,,positive,2026-05-29 09:58:38.121342,240,0,0,0,0.8714138269424438,240,240.0,positive,0.5713794231414795,multilingual,Unknown,love,0.098893903195858,0.07020821422338486,0.05065952613949776,0.0938570499420166,0.5949776768684387,0.03924316167831421
threads,post,3.730448644505324e+18,"Subuh2 lagi dh try isi minyak guna budi95 
Mekasihhh kerajaan madani 😆",https://www.threads.com/@rairamlee/post/DPFN0cEk8kZ,,,negative,2026-05-29 09:58:38.121259,151,0,0,0,0.000510352849960316,151,151.0,negative,0.9982988238334656,malay,Malay/Bumiputera,love,0.040411658585071564,0.02974701300263405,0.10443774610757828,0.02444513514637947,0.5333336591720581,0.030612889677286148
threads,post,3.747960304484628e+18,Aku masih tak paham BUDI95 ni. Sebelum ni aku isi rm7 utk moto aku dah penuh. Semalam aku isi rm7 pakai ic tak penuh?? Cuba explain .,https://www.threads.com/@pijoeeeeee/post/DQDbgoVEjXp,,,negative,2026-05-29 09:58:38.122148,127,0,0,0,0.033277174830436684,127,127.0,negative,0.8890760838985443,multilingual,Unknown,fear,0.042007822543382645,0.4202713966369629,0.013302669860422611,0.10735969990491867,0.013414918445050716,0.37699025869369507
threads,post,3.873317168495086e+18,Korang tau tak harga minyak RON95 - harini RM4.27 tau…perasan ke tak?,https://www.threads.com/@sj.015000/post/DXAyXFqkkmD,,,negative,2026-05-29 09:58:38.122330,107,0,0,0,0.00048142075538637474,107,107.0,negative,0.9983952641487122,malay,Malay/Bumiputera,surprise,0.011158456094563007,0.02810029685497284,0.01040149386972189,0.034646015614271164,0.05768002197146416,0.7462027668952942
threads,post,3.732873188784298e+18,"IMMEDIATE INTAKE (6 OCTOBER 2025)
INTERVIEW EVERYDAY ! 

#everyone
#budi95madani",https://www.threads.com/@azwahafiza_/post/DPN1GM5EVdH,,,neutral,2026-05-29 09:58:38.121180,58,0,0,0,0.5,58,58.0,neutral,0.9965920448303223,malay,Malay/Bumiputera,no_clear_emotion,0.048750411719083786,0.042328231036663055,0.20148517191410065,0.026007715612649918,0.28156355023384094,0.03722986951470375
threads,post,3.7327015418338575e+18,Persoalan nya sekarang Budi95 ni sampai bila?,https://www.threads.com/@amierazrul/post/DPNOEaNj1kn,,,negative,2026-05-29 09:58:38.121794,40,0,0,0,0.16237594485282897,40,40.0,negative,0.45874685049057007,multilingual,Unknown,fear,0.049756407737731934,0.3225546181201935,0.04991450533270836,0.0544908344745636,0.10892332345247269,0.2656504809856415
threads,post,3.8613900486761405e+18,"nak tanya , baru dapat lesen P dua hari lepas . kenapa nak isi minyak guna ic yang budi95 tu dia kata tak layak ye ? ke kena tggu P tu habis dulu 2 tahun lagi ?",https://www.threads.com/@mohd_izzud1n/post/DWWacpukdaf,,,negative,2026-05-29 09:58:38.121887,27,0,0,0,0.0004883944988250954,27,27.0,negative,0.9983720183372498,malay,Malay/Bumiputera,surprise,0.03037802316248417,0.2185075432062149,0.012485248036682606,0.04992970824241638,0.02572770230472088,0.6122520565986633
threads,post,3.8863459145086264e+18,Confirm ramai beratur isi minyak hari ni nak habiskan kuota BUDI,https://www.threads.com/@relakslabeb/post/DXvEwS8k8lj,,,negative,2026-05-29 09:58:38.122386,12,0,0,0,0.1284183159470558,12,12.0,negative,0.5719389468431473,multilingual,Unknown,no_clear_emotion,0.01681102253496647,0.10810552537441254,0.08966503292322159,0.015271099284291267,0.08499369025230408,0.33571651577949524
threads,post,3.893946766811914e+18,"Sebagai T20, saya menyambut baik langkah kerajaan utk tarik balik subsidi BUDI95, cuma harapnya penjimatan ini boleh jadikan BUDI95 utk B40 & M40
jadi RM1.50 seliter.
Baru nampak manfaatnya bila tarik balik subsidi BUDI95 kepada T20.",https://www.threads.com/@drmohdshukur/post/DYKE_QSGt-z,,,negative,2026-05-29 09:58:38.122090,11,0,0,0,0.00071732997894286,11,11.0,negative,0.9976089000701904,malay,Malay/Bumiputera,love,0.022226713597774506,0.03235353156924248,0.1427762508392334,0.03117700107395649,0.5220136046409607,0.12783631682395935
threads,post,3.885627629009854e+18,"Nak tanya pada rider yang buat Full Time Food Delivery .. Macam mana maintainkan Budi95 korang ?

Aku yang ulang alik kerja pakai motor ni pun dah nak ngam-ngam 200L .. Kalau pakai kereta 😭😭😭",https://www.threads.com/@yusshizuka/post/DXshb3ck13-,,,positive,2026-05-29 09:58:38.122205,4,0,0,0,0.9636214852333068,4,4.0,positive,0.878738284111023,malay,Malay/Bumiputera,surprise,0.010662035085260868,0.04039476066827774,0.010329998098313808,0.03974176570773125,0.033025193959474564,0.793134331703186
threads,post,3.809901838955786e+18,What’s the reason for lalamove riders to accept your job and then call you to tell you they’re on the way? Like why wouldn’t you be if you JUST accepted the job 🤔,https://www.threads.com/@roger.then/post/DTffYlsETDz,,,negative,2026-05-29 09:58:38.122273,4,0,0,0,0.1512769103050232,4,4.0,negative,0.49574363231658936,english,Mixed/Urban,love,0.07769669592380524,0.07685974985361099,0.07654928416013718,0.08944310992956161,0.585244357585907,0.052508629858493805
threads,post,3.907344732179819e+18,"Anyone area serendah rawang,, saya nk  guna quota budi95 boleh ke ? Quota saya dh hbis , nk isi 10 liter je buat p keje 😢.",https://www.threads.com/@lemonskiss/post/DY5rVT4kmlZ,,,negative,2026-05-29 09:58:38.121481,1,0,0,0,0.05058671236038209,1,1.0,negative,0.8313776254653931,multilingual,Unknown,surprise,0.06652656197547913,0.1888425201177597,0.01816057786345482,0.03398197889328003,0.05796871334314346,0.31844407320022583
threads,post,3.895204364994824e+18,Kuota BUDI95 berpotensi dikurangkan kepada 150 liter sebulan 👀,https://www.threads.com/@1rnggt/post/DYOi7t3EUj3,,,neutral,2026-05-29 09:58:38.121957,1,0,0,0,0.5,1,1.0,neutral,0.8602877259254456,english,Mixed/Urban,no_clear_emotion,0.04510281980037689,0.07912460714578629,0.2561052143573761,0.023975472897291183,0.0800795629620552,0.05598393455147743
threads,post,3.9073559891631124e+18,"29.5.2026 သောကြာနေ့
စက်သုံးဆီစျေး YGN

  92.  4550 - (35)⬆ 
 95.  4620 - (39)⬆
 D.  4595 + (135)⬇
 Pd..............5550 + (  65)⬇",https://www.threads.com/@ticodimo31/post/DY5t5HxD_i0,,,negative,2026-05-29 09:58:38.120774,0,0,0,0,0.09544339925050735,0,0.0,negative,0.6818553358316422,multilingual,Unknown,no_clear_emotion,0.08243303000926971,0.04639376699924469,0.09216167777776718,0.04674719274044037,0.2528075575828552,0.053183577954769135
threads,post,3.9073356015491866e+18,"Hello warga thread.  I nak tanya. Budi RON minyak tuh, I ada lagi balance 2 litre, dia Akan auto cut off ker dekat 2 litre tuh ker? Takut pula dia sambung tanpa budi nanti",https://www.threads.com/@mzmarwanzakaria/post/DY5pQcUk5Ur,,,negative,2026-05-29 09:58:38.121603,0,0,0,0,0.06888471990823747,0,0.0,negative,0.7703842669725418,multilingual,Unknown,surprise,0.02137075364589691,0.07354337722063065,0.013612594455480576,0.037354450672864914,0.10894197225570679,0.5856170654296875
threads,comment,3.9073559891631124e+18,"29.5.2026 သောကြာနေ့
စက်သုံးဆီစျေး YGN

  92.  4550 - (35)⬆ 
 95.  4620 - (39)⬆
 D.  4595 + (135)⬇
 Pd..............5550 + (  65)⬇",https://www.threads.com/@ticodimo31/post/DY5t5HxD_i0,https://www.threads.com/@ticodimo31/post/DY5t5HxD_i0,DY5t5HxD_i0,negative,,0,0,0,0,0.09544339925050735,0,,negative,0.6818553358316422,multilingual,Unknown,no_clear_emotion,0.08243303000926971,0.04639376699924469,0.09216167777776718,0.04674719274044037,0.2528075575828552,0.053183577954769135
threads,comment,3.9024312385147484e+18,dengkil buddy wya,https://www.threads.com/@smihniski0.0/post/DYoOIkUDyzi,https://www.threads.com/@smihniski0.0/post/DYoOIkUDyzi,DYoOIkUDyzi,neutral,,121,0,17,0,0.5,138,,neutral,0.8683018088340759,english,Mixed/Urban,love,0.06641194224357605,0.016495196148753166,0.04134660214185715,0.02625155821442604,0.7121412754058838,0.018765218555927277
threads,comment,,HIII SAMEE,,https://www.threads.com/@smihniski0.0/post/DYoOIkUDyzi,DYoOIkUDyzi,positive,,2,0,1,0,0.9199022829532623,3,,positive,0.7330076098442078,english,Mixed/Urban,love,0.14394624531269073,0.1216321662068367,0.1737924963235855,0.08567153662443161,0.23489226400852203,0.09098845720291138
threads,comment,,yeyyy,,https://www.threads.com/@smihniski0.0/post/DYoOIkUDyzi,DYoOIkUDyzi,negative,,0,0,0,0,0.1809495806694031,0,,negative,0.39683473110198975,multilingual,Unknown,love,0.1931985467672348,0.053095847368240356,0.06902571022510529,0.029580263420939445,0.3363266885280609,0.03008028119802475
threads,comment,,hadirr,,https://www.threads.com/@smihniski0.0/post/DYoOIkUDyzi,DYoOIkUDyzi,neutral,,3,0,1,0,0.5,4,,neutral,0.6015622019767761,english,Mixed/Urban,no_clear_emotion,0.05120467394590378,0.022706545889377594,0.042590733617544174,0.023085160180926323,0.20064468681812286,0.09330854564905167
threads,comment,,alhamdulillah heheh,,https://www.threads.com/@smihniski0.0/post/DYoOIkUDyzi,DYoOIkUDyzi,positive,,0,0,0,0,0.9826895236968993,0,,positive,0.942298412322998,english,Mixed/Urban,love,0.1446433812379837,0.06769200414419174,0.07559806853532791,0.04931243136525154,0.49521633982658386,0.040861260145902634
threads,comment,,SINI,,https://www.threads.com/@smihniski0.0/post/DYoOIkUDyzi,DYoOIkUDyzi,positive,,2,0,0,0,0.8230487659573554,2,,positive,0.410162553191185,multilingual,Unknown,love,0.16094793379306793,0.07376151531934738,0.10171795636415482,0.07573491334915161,0.3939705789089203,0.044410403817892075
threads,comment,,hii🙉🙉,,https://www.threads.com/@smihniski0.0/post/DYoOIkUDyzi,DYoOIkUDyzi,neutral,,2,0,0,0,0.5,2,,neutral,0.6264442205429077,english,Mixed/Urban,love,0.1375831514596939,0.07010477781295776,0.16071869432926178,0.03574053943157196,0.2907077670097351,0.05373232439160347
threads,comment,,SAMEE,,https://www.threads.com/@smihniski0.0/post/DYoOIkUDyzi,DYoOIkUDyzi,negative,,3,0,0,0,0.1968489781022072,3,,negative,0.3438367396593094,multilingual,Unknown,love,0.17415423691272736,0.11710429191589355,0.1139882281422615,0.08616186678409576,0.21464894711971283,0.11274353414773941
threads,comment,,DENGKIL SEJATIII,,https://www.threads.com/@smihniski0.0/post/DYoOIkUDyzi,DYoOIkUDyzi,neutral,,2,0,0,0,0.5,2,,neutral,0.6275122165679932,english,Mixed/Urban,no_clear_emotion,0.10173553973436356,0.03233770281076431,0.06575940549373627,0.020830241963267326,0.3570280969142914,0.022605758160352707
