Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
tiktok,post,7440013101316967688,lagu hari guru di berbagai negara 🥳#editz#fomous #song #fypシ #country #malaysia#dyp#mapping,https://www.tiktok.com/@riaumapperedtz18/video/7440013101316967688,,,positive,2026-05-29 11:06:32.893832,1100000,39100,7354,12100000,0.9671459972858428,1267454,1212362.0,positive,0.8904866576194763,english,Mixed/Urban,love,0.06748569756746292,0.03905893862247467,0.04833608120679855,0.04174944385886192,0.6427990794181824,0.026884187012910843
tiktok,post,7643079092534906120,"Allah Maha Segala 
#rindubaitullah #tunasmenujumabrur2026 #hariarafah #haji",https://www.tiktok.com/@tunastours_tiket/video/7643079092534906120,,,neutral,2026-05-29 11:06:45.748801,484500,38300,5069,2800000,0.5,555869,579107.0,neutral,0.6182762980461121,english,Mixed/Urban,love,0.10814790427684784,0.08110865205526352,0.0458773709833622,0.1521396040916443,0.49978867173194885,0.05611874908208847
tiktok,post,7302701839043120386,The Dragon of Gunung Jerai Caught on Camera - Do you think this is Real or Fake? #wisedefies #TikTokGuru #JomBelajar #LearnOnTikTok #gunungjerai #nagajerai #phayanaga #jeraidragon #alurnaga #kolamnaga #gunungjeraikedah #legend #myth #caughtoncamera #scary #weird #creepy #weird #odd #malaysia #kedah #realorfake #realdragon #cgi,https://www.tiktok.com/@wisedefies/video/7302701839043120386,,,neutral,2026-05-29 11:06:44.639960,378700,3152,2948,6300000,0.5,447800,400148.0,neutral,0.7741424441337585,english,Mixed/Urban,no_clear_emotion,0.024493584409356117,0.016736218705773354,0.04196875914931297,0.020683148875832558,0.31181633472442627,0.07464991509914398
tiktok,post,7602592066404683022,"Những quốc gia nào từng mắc sai lầm khi tấn công Mỹ?
#tiktoknews #khamphathegioi #LearnOnTikTok #viral #fyp",https://www.tiktok.com/@thegioithaydoi/video/7602592066404683022,,,neutral,2026-05-29 11:06:44.302085,221900,7335,1757,13400000,0.5,364992,255241.0,neutral,0.8855655193328857,english,Mixed/Urban,anger,0.5736132264137268,0.023702893406152725,0.07737892866134644,0.03180694207549095,0.09502051025629044,0.019137194380164146
tiktok,post,7595147669383793927,"Mulai 2 Februari 2026, surat tanah bekas hak barat seperti girik, petok D, verbonding, dan sejenisnya tidak lagi diakui sebagai bukti kepemilikan jika belum didaftarkan.

Mulai tanggal 2 Feb 2026, SERTIFIKAT atas tanah adalah satu-satunya bukti kepemilikan yang diakui negara dan memberi perlindungan hukum penuh.

Artinya:
• Surat lama tidak bisa dijadikan bukti kepemilikan
• Tanah berpotensi dikuasai negara

Setelah 2 Feb 26, Masih bisakah ditingkatkan ke Sertifikat?

Jawabannya ada di video ini.

Tonton sampai akhir & save agar aset Anda tetap aman.

#SHM #Girik #PetokD #SertifikatTanah #PropertiIndonesia",https://www.tiktok.com/@deeplense/video/7595147669383793927,,,negative,2026-05-29 11:06:29.359498,129000,50300,2727,2900000,0.00048213601112367943,211027,240681.0,negative,0.9983928799629211,malay,Malay/Bumiputera,fear,0.13204604387283325,0.3622780740261078,0.0367056280374527,0.06834457814693451,0.04754409193992615,0.20813512802124023
tiktok,post,7234381361803529473,jangan datang dekat 3 pantai ni!!! korang tak caye!! tanyalah orang tempatan dekat situ!!! #korangkorangkejap #tiktokGuru #mistik #misteri #awarness #jomBelajar #ceritaSeram,https://www.tiktok.com/@kakdyakorang2kejap/video/7234381361803529473,,,neutral,2026-05-29 11:06:44.997516,185100,20400,2903,3200000,0.5,240403,237809.0,neutral,0.7470533847808838,english,Mixed/Urban,anger,0.7201287150382996,0.06240266188979149,0.09019794315099716,0.017761439085006714,0.04560241475701332,0.01832139492034912
tiktok,post,7635207316828179728,"Ya Allah izinkan kami sekeluarga di tengah-tengah mereka, amiin
#jamaahhajiindonesia #haji2026 #thowaf",https://www.tiktok.com/@ahdidya_/video/7635207316828179728,,,negative,2026-05-29 11:06:42.251971,167300,10700,1638,2800000,0.11917166411876678,207638,196414.0,negative,0.6027611196041107,multilingual,Unknown,love,0.07128302752971649,0.044633153825998306,0.06540470570325851,0.03321326896548271,0.7185072898864746,0.0240038875490427
tiktok,post,7642180181771259154,Những Chiếc Lốp Mòn Ở Pakistan Được “Hồi Sinh” Ra Sao? #khampha #kienthuc #cothebanchuabiet,https://www.tiktok.com/@gatgu_channel/video/7642180181771259154,,,neutral,2026-05-29 11:06:25.377129,122600,22800,3612,4900000,0.5,198012,183936.0,neutral,0.9236662983894348,english,Mixed/Urban,love,0.03748226538300514,0.09216885268688202,0.14102613925933838,0.04424463212490082,0.37655651569366455,0.11771976202726364
tiktok,post,7195518070654389530,"Isu bebola api masih hangat diperkatakan, kalini team para mereka seru dan hadir serta suara.. #paranormal #paranormalmalaysia #paranormaltiktok #araszabdullah #arasz #pulaubesarmelaka #pulaubesar #banaspati #bebolaapi #penampakan #seram #horror #jin #hantu #fyp #loyyahmad #loyy #loyybigo",https://www.tiktok.com/@therealghostanalyst/video/7195518070654389530,,,neutral,2026-05-29 11:06:25.769068,138200,4334,3488,3400000,0.5,180022,160732.0,neutral,0.9577908515930176,malay,Malay/Bumiputera,anger,0.7182668447494507,0.06697364151477814,0.08740201592445374,0.022600378841161728,0.043283313512802124,0.018540868535637856
tiktok,post,7623017684027886869,"INFO PENDAFTARAN UMROH & HAJI PLUS : 📲 0857-8900-7111

#baitullah #arminarekaperdana #arminareka #pesyiarbaitullah #CapCut",https://www.tiktok.com/@arminareka_jatim.ind/video/7623017684027886869,,,neutral,2026-05-29 11:06:16.237710,108500,14400,4391,3900000,0.5,166291,154373.0,neutral,0.997697651386261,malay,Malay/Bumiputera,no_clear_emotion,0.09200234711170197,0.037783101201057434,0.04971068724989891,0.03331751376390457,0.3486374020576477,0.05610867962241173
tiktok,post,7644606698946170144,Je réponds demain à 18h sur ma chaîne YouTube. #LaRiposte,https://www.tiktok.com/@akimomiri1/video/7644606698946170144,,,neutral,2026-05-29 11:06:03.781398,109900,4057,2567,654300,0.5,123067,126369.3,neutral,0.9156663417816162,english,Mixed/Urban,no_clear_emotion,0.011966808699071407,0.04479413479566574,0.0947084128856659,0.015116416849195957,0.07233370840549469,0.11309182643890381
tiktok,post,7631443325035367688,"যারা ভাবেন ইতালী একটি নিরাপদ দেশ।তাদের জন্য এটা...😊
.
.
.. #imdelowar #Fyp",https://www.tiktok.com/@delowar061/video/7631443325035367688,,,neutral,2026-05-29 11:06:25.036941,22600,45100,1651,786400,0.5,77215,118539.4,neutral,0.6258813738822937,english,Mixed/Urban,love,0.06505797803401947,0.02982684224843979,0.33232638239860535,0.01924322172999382,0.4893604516983032,0.01950257085263729
tiktok,post,7307174335347690753,Malaysia was in Operation Black Hawk Down but wasn't featured in the movie. Here's the full story. #wisedefies #TikTokGuru #LearnOnTikTok #blackhawkdown #malbattmisibakara #misibakara #malbatt #malayroyalregiment #royalregiment #malaysia #blackhawk #soldier #malaysiansoldier #unitednations #malbattmalaysia #bakara #misi #dark #history #malaysianhistory #malaya #malaysianarmy #malaysianbattalion #askar #ramd #askarmelayu #askardiraja #askardirajamalaysia,https://www.tiktok.com/@wisedefies/video/7307174335347690753,,,neutral,2026-05-29 11:06:11.509489,107600,2571,1232,1400000,0.5,125403,117838.0,neutral,0.8808870315551758,english,Mixed/Urban,no_clear_emotion,0.035909656435251236,0.03521740436553955,0.04085107147693634,0.019224556162953377,0.1392109990119934,0.04817967861890793
tiktok,post,7640816789064011009,"Dipenjara 1 tahun atau Denda 2 Milyar? Ngeri banget!!
#infoHaji2026 #haji2026 #haji #Madinah #f #fypviralシ #fypage",https://www.tiktok.com/@umroh.mewah.lampung/video/7640816789064011009,,,negative,2026-05-29 11:06:11.202620,45400,13900,996,6100000,0.01220964565873145,121296,82288.0,negative,0.9593011811375618,multilingual,Unknown,no_clear_emotion,0.06445647031068802,0.07062394171953201,0.09044842422008514,0.04014435037970543,0.17601118981838226,0.21793726086616516
tiktok,post,7326181554999348487,Replying to @hh6938 #rajaperak #sultanperak #kerabatperak #kerabatdiraja #perakdarulridzuan #perak #fypmalaysia🇲🇾 #fypシ,https://www.tiktok.com/@cindytakrella_84/video/7326181554999348487,,,negative,2026-05-29 11:06:28.452249,63700,2414,1910,4300000,0.10420555472373963,111024,78558.0,negative,0.6526481509208679,multilingual,Unknown,love,0.0946563333272934,0.02274276502430439,0.05637301132082939,0.02909657545387745,0.5534870624542236,0.02376699447631836
tiktok,post,7579942594231356692,"Sanasib kieu nya pak 😭
#santri #ustadz #haji #aangmagribi #kdm",https://www.tiktok.com/@anghajii/video/7579942594231356692,,,neutral,2026-05-29 11:06:05.440132,65600,847,1482,2000000,0.5,87929,73740.0,neutral,0.7307297587394714,english,Mixed/Urban,love,0.1508140116930008,0.03636392951011658,0.04366419464349747,0.045871734619140625,0.5298755168914795,0.02383563295006752
tiktok,post,7323486388605832450,"Jangan Hina Tok Guru,Alim Ulama Walaupun Sejahil mana pun kita. #tuanguruhajiabdulhadi #tuanguru #PAS #pnbe #demiislam #tarbiyyahbackpackers #fyp #viral #tiktok #pnbest #malaysiasejahtera #loveislam",https://www.tiktok.com/@chefirdausche/video/7323486388605832450,,,neutral,2026-05-29 11:06:14.613971,52900,3435,2209,455300,0.5,63097,66852.3,neutral,0.8765690326690674,english,Mixed/Urban,love,0.07128660380840302,0.030236465856432915,0.024651551619172096,0.08485082536935806,0.7273411750793457,0.022768471390008926
tiktok,post,7350635792320056581,"Dulu Ngaku Digauli Ustadz Yang Ajak Hijrah, Kini Mondy Tatto Segera Punya Momongan😱
#beritatiktok #beritahariini #beritaterkini #beritaviral #dunianetizenid",https://www.tiktok.com/@dunianetizenid/video/7350635792320056581,,,negative,2026-05-29 11:06:12.443966,56800,641,778,6400000,0.15723076611757278,122219,66816.0,negative,0.4758974462747574,multilingual,Unknown,love,0.06382609903812408,0.029353972524404526,0.08107646554708481,0.03144574537873268,0.540627121925354,0.04260244593024254
tiktok,post,7629783904995560711,"What Indonesian, Filipino and Malay languages sound like  

#indonesian #filipino #malay #language #languagelearning",https://www.tiktok.com/@lucidca/video/7629783904995560711,,,neutral,2026-05-29 11:06:33.970723,48800,2813,831,934000,0.5,61784,57853.0,neutral,0.8996948599815369,english,Mixed/Urban,love,0.025155866518616676,0.019549516960978508,0.07872232794761658,0.02603553980588913,0.6251354813575745,0.028927741572260857
tiktok,post,7252084323006958849,Adakah wajib hukumnya ? #nikzawawi #nikamar #hajihadi #partipasmalaysia #perikatannasionalkelantan #kelantanmemilih #pasirputehkelantan,https://www.tiktok.com/@uzzaizawariii/video/7252084323006958849,,,negative,2026-05-29 11:06:13.671966,28000,8861,3418,510200,0.002142065763473533,45381,56486.2,negative,0.9928597807884216,malay,Malay/Bumiputera,love,0.06097659468650818,0.03388093784451485,0.04799151420593262,0.024951817467808723,0.7082680463790894,0.031040292233228683
tiktok,post,7607972274012015893,"KH AHMAD DAHLAN JADI ""CEO"" STARTUP SOSIAL? 🤯📈

Kok bisa Muhammadiyah jadi salah satu organisasi Islam terkaya di dunia, punya aset ratusan triliun, dan mandiri tanpa harus minta-minta ke negara? 🤔

Jawabannya bukan pajak triliunan, ngemis, atau pungli. Tapi SISTEM.

1️⃣ Product-Market Fit: Beliau melihat masalah (kebodohan & kemiskinan) dan menawarkan solusi konkret: Sekolah Modern & Klinik (bukan hanya doa).
2️⃣ Badan Hukum (The Game Changer): Tahun 1914, beliau mendaftarkan Muhammadiyah sebagai Rechtspersoon ke pemerintah Hindia Belanda.

👉 Efeknya? Aset sekolah, tanah wakaf, dan klinik BUKAN milik Dahlan pribadi, bukan warisan keluarganya, tapi milik PERSYARIKATAN (Organisasi).

Modal awalnya? Bootstrapping! Beliau melelang barang-barang rumah tangganya sendiri buat gaji guru. 🥺💸

Karena profitnya nggak diambil pengurus (non-dividend), keuntungannya diputar lagi 100% (reinvested). Aset yang awalnya cuma langgar kecil di Kauman, tumbuh ""beranak-pinak"" secara compounding.

Hasilnya setelah 1 abad?
✅ 170+ Universitas/Perguruan Tinggi
✅ 100+ Rumah Sakit
✅ Ribuan Sekolah
✅ Ekspansi Global: Sekolah di Australia & Universitas di Malaysia 🇦🇺🇲🇾

Istilah Social Enterprise mungkin baru tren di sekolah bisnis Harvard belakangan ini. Tapi KH Ahmad Dahlan? Beliau sudah mempraktekkannya lebih dari 100 tahun yang lalu.

Dari Langgar Kidul yang dulu mau dirobohkan warga, sekarang jadi Raksasa ""Holding Company"" Umat.

Note:
* Jutaan lapangan kerja kalau dihitung multi-period, bukan sekedar yang kerja saat ini.

📚 Bacaan Lebih Lanjut / Referensi:

1. Nakamura, M. (1983). The Crescent Arises over the Banyan Tree: A Study of the Muhammadiyah Movement in a Central Javanese Town. Gadjah Mada University Press.
2. Peacock, J. L. (1978). Purifying the Faith: The Muhammadijah Movement in Indonesian Islam. Benjamin-Cummings Publishing.
3. Pasha, M. K., & Darban, A. A. (2000). Muhammadiyah sebagai Gerakan Islam: Dalam Perspektif Historis dan Ideologis. LPPI.
4. Website Resmi: muhammadiyah.or.id (Data AUM & Sejarah).

#Muhammadiyah #KHAhmadDahlan #SejarahIndonesia #SocialEnterprise  #EkonomiIslam",https://www.tiktok.com/@vazzams/video/7607972274012015893,,,negative,2026-05-29 11:06:12.737418,42800,4786,482,607600,0.0004953503608703391,54144,54425.6,negative,0.9983488321304321,malay,Malay/Bumiputera,no_clear_emotion,0.06824933737516403,0.1156846135854721,0.10106723755598068,0.06852655857801437,0.1933288276195526,0.09246264398097992
tiktok,post,7487422793605205255,"Takbir suci bergema, mengiringi Aidilfitri yang dinanti. 🌙✨Syawal disambut dengan penuh syukur dan takbir yang mengagungkan-Nya. Media Prima bersama Sahibus Samahah Mufti-Mufti menghidupkan malam raya dengan kalimah keagungan Ilahi.

‘Gema Takbir’ bersama Sahibus Samahah Mufti-Mufti.

#TV3Malaysia
#TV9Malaysia",https://www.tiktok.com/@tv3malaysia/video/7487422793605205255,,,positive,2026-05-29 11:06:02.194831,34600,6467,871,771200,0.9993060588836669,49650,50918.2,positive,0.9976868629455566,malay,Malay/Bumiputera,happy,0.024060437455773354,0.041749488562345505,0.707292914390564,0.01796669326722622,0.12060026824474335,0.025758782401680946
tiktok,post,7505358344626949382,#CHINA DI PIHAK ISLAM,https://www.tiktok.com/@andy....378/video/7505358344626949382,,,negative,2026-05-29 11:06:28.143016,31000,2138,1629,575300,0.13264405131340026,40520,40738.3,negative,0.5578531622886658,english,Mixed/Urban,love,0.061699751764535904,0.022002683952450752,0.07349307835102081,0.019047321751713753,0.41163957118988037,0.03009021282196045
tiktok,post,7391337845228653830,"ma sya Allah banget, dari kecil udah banyak penghargaan ternyata. pesona cowo paham agama +pinter ga bisa di ragukan. sungkem 🙏@Barirrr  

#faqihbarir #clashofchampions #ruangguru",https://www.tiktok.com/@piichu7/video/7391337845228653830,,,negative,2026-05-29 11:06:45.340937,34700,1322,306,138100,0.15793437659740447,37709,38400.1,negative,0.47355207800865173,multilingual,Unknown,anger,0.303449809551239,0.19838081300258636,0.2069629281759262,0.012019753456115723,0.08008263260126114,0.05088008940219879
tiktok,post,7237269077981465857,"Kenapa wanita yang berupa sami ini membaca bismillah di kuil ?

tular di media sosial seorang wanita kelihatan seperti sami 
membaca bismillah di kawasan kuil. 

Dalam video tersebut kelihatan sami itu berjalan sambil membaca bismillah.

Beliau adalah Bülent Ersoy seorang artis terkenal yang berasal daripada Turkey dan beragama islam jadi disebabkan itu beliau membaca bismillah. 

Bulent ersoy sebenarnya sedang bercuti di Nepal dan sengaja mengenakan pakaian seakan akan sami buddha namun tanpa disangka kedatangannya sangat meriah sehinggakan ada orang yang  menyembahnya.

Bülent Ersoy ini sebenarnya adalah seorang lelaki dan telah mengubah jantinanya kepada wanita.

Kesimpulannya sebagai umat islam tidak wajar melakukan perkara seperti ini. Apa komen anda tentang perkara ini ? #tiktokgurumalaysia #learnontiktok #misiniaga #azmijamaludin #vcaicontest",https://www.tiktok.com/@azmi.jamaludin/video/7237269077981465857,,,negative,2026-05-29 11:06:33.679136,26900,2231,638,1500000,0.039419102668762196,44769,34776.0,negative,0.868602991104126,malay,Malay/Bumiputera,surprise,0.021694473922252655,0.04569973796606064,0.02224157564342022,0.02561430260539055,0.05723297968506813,0.5848526954650879
tiktok,post,7564018307452505351,"There’s a good reason why so many Muslims are moving to Malaysia 🇲🇾 

If it wasn’t for my responsibilities in Taiwan, I’d move here too (but I’d probably gain 5kg in a month 😅).",https://www.tiktok.com/@at_taywani/video/7564018307452505351,,,positive,2026-05-29 11:06:05.137572,27100,2521,682,261600,0.8457875907421112,32919,34449.6,positive,0.48595863580703735,english,Mixed/Urban,love,0.016980107873678207,0.07206976413726807,0.1003347858786583,0.1151653379201889,0.3759606182575226,0.21161925792694092
tiktok,post,7640978027513400583,"Sempat Anggap Turis Malaysia tak Bayar, Resto Pagi Sore PIK Minta Maaf

Peristiwa tak mengenakan dialami oleh turis asal Malaysia, yang diunggah lewat akun Threads (@ainmyunus). Ia dan rombongannya dianggap tak membayar usai makan di restoran Pagi Sore Pantai Indah Kapuk (PIK), Jakarta Utara.

Peristiwa ini bermula saat turis dan rombongan tersebut makan siang di resto Pagi Sore PIK pada 13 Mei. Dengan jumlah enam orang, mereka menghabiskan sekitar Rp907.500.

Usai makan, mereka pun pergi ke Bandung untuk melanjutkan perjalanan. Namun, saat mereka kembali lagi ke Jakarta pada 16 Mei, tiba-tiba pengemudi travel yang mereka gunakan bertanya megenai struk saat makan di resto tiga hari lalu.

“Tanggal 16 Mei pas mau keluar dari hotel, tiba-tiba driver kami nanya mana setruk makan di Pagi Sore. Dia bilang manajemen Pagi Sore sudah memviralkan kami karena dituduh belum bayar pas makan waktu itu. Viralnya baru setelah 3 hari kami di Bandung dan sudah balik lagi ke Jakarta,” kata @ainmyunus di Threads, dikutip Media Indonesia, Minggu, (17/5).

Setelah struk dan bukti pembayaran diberikan ke pihak Pagi Sore PIK, pihak manajemen kemudian mengaku ada kesalah pahaman. Pihak agen travel yang mengurus turis tersebut pun kemudian meminta pihak resto untuk membuat video klarifikasi dan permintaan maaf.

“Travel agent kami akhirnya minta mereka bikin video permohonan maaf untuk membersihkan nama travel agent sekaligus nama kami. Nanti gara-gara hal sepele ini malah repot tertahan di imigrasi pas mau pulang ke negara asal,” lanjut @ainmyunus.

Kini, di Threads banyak turis Malaysia yang menyerukan untuk memboikot resto tersebut, meski pihak manajemen telah menyatakan permintaan maaf.

Naskah & Editor Video: MI/Fathurrozak

#PagiSore
#PagiSorePIK
#Malaysia
#RestoPagiSore",https://www.tiktok.com/@media_indonesia/video/7640978027513400583,,,negative,2026-05-29 11:06:36.855674,21100,2185,2214,1500000,0.00048601627349853516,40499,33612.0,negative,0.9983799457550049,malay,Malay/Bumiputera,sadness,0.18631049990653992,0.125302255153656,0.02406810224056244,0.19075486063957214,0.1892739236354828,0.1287282556295395
tiktok,post,7308899807282744583,"Penyanyi Asli Scorpions Sekarang | ori itu indah

🙂Jika post ini menarik sila

✅Like ✅Share ✅Follow 

#info #viral #Penyanyi #Asli #Scorpions #Sekarang #ori #itu #indah  #motivasi #misi #rakyatbanturakyat #layanje #kelakar #kyiv #lawak  #lawakmalaysia #catlover #bola #laguviral #jomfyp #mogafyp #masukfyp #fyplah #fypskali #pelitfyp #fyp #foryourpagestiktoks #fypシ  #xybca #viralvideo #tiktokguru #tiktokviral #viraltiktok #TikTokPromote #BookTokMalaysia #FoodFestOnTikTok
#SukanDiTikTok  #viraltiktok #lawaktiktok #SembangEntertainment #buatkontenbijak #CapCut #LeadGeneration  #eleven11storez #eleven11studios",https://www.tiktok.com/@eleven11studios/video/7308899807282744583,,,neutral,2026-05-29 11:06:35.331800,26700,878,538,660500,0.5,34721,30730.5,neutral,0.859375,english,Mixed/Urban,love,0.0528230220079422,0.021921871230006218,0.06635313481092453,0.027418991550803185,0.4021153151988983,0.04075772687792778
tiktok,post,7231186503316065538,"Tuan Guru Haji Abdul Hadi Awang
 Presiden Pas ( Parti Islam Semalaysia )
bekas Mb Terengganu ke ( 11 ) 1999-2004
#ulama #tokguru #pas #mbterengganu #malaysia #mursyidulampas #marang #masjidrusila",https://www.tiktok.com/@hakim_turath.07/video/7231186503316065538,,,negative,2026-05-29 11:06:09.921819,27000,503,630,240400,0.15383886694908142,30537,30136.4,negative,0.48720377683639526,multilingual,Unknown,love,0.06770774722099304,0.017281949520111084,0.05787613242864609,0.033925723284482956,0.4296551048755646,0.031553979963064194
tiktok,post,7641122822189747476,"Bagi kita yang belum tahu, Terowongan Mina adalah jalur penting di Makkah yang digunakan jutaan jemaah haji dunia setiap tahunnya untuk beribadah. Menggunakan nama tempat bersejarah atau keagamaan sebagai konotasi negatif atau lelucon dinilai kurang bijak dan dapat melukai perasaan publik.

​Fenomena ini mengingatkan kita semua bahwa di era kebebasan berekspresi, batasan moral dan penghormatan terhadap nilai-nilai sosial tetap harus dijaga. Kreator dalam video ini mengajak para pemilik pengaruh—seperti brand owner, tokoh publik, dan netizen luas—untuk menggunakan power mereka dalam menyaring tren konten agar tidak menormalisasi hal-hal yang melanggar norma kesantunan.

​Yuk, kita jadikan media sosial sebagai ruang yang edukatif dan saling menghormati. Gimana pendapat kalian mengenai fenomena pergeseran bahasa gaul di internet saat ini? Tulis opini bijak kalian di kolom komentar ya! 👇
@erlyanieownerberl 
#erlyanieownerberl #berlcosmetics #ownerskincare #erlyanie #trnkxerl",https://www.tiktok.com/@jejakdata.id/video/7641122822189747476,,,negative,2026-05-29 11:06:27.047801,20300,584,586,753900,0.00048224329948426403,29009,23979.9,negative,0.9983925223350525,malay,Malay/Bumiputera,love,0.28572672605514526,0.03031649813055992,0.029514683410525322,0.2153542935848236,0.32908138632774353,0.02072741836309433
tiktok,post,7602637974450212103,"Halal didn’t become Malaysia’s strength because of faith.

It became our strength because we couldn’t rely on assumptions.

When trust isn’t automatic
you either build proof
or you lose credibility.

Malaysia chose proof.",https://www.tiktok.com/@timtiah/video/7602637974450212103,,,neutral,2026-05-29 11:06:13.047639,21200,734,247,188300,0.5,24064,23597.3,neutral,0.6888943314552307,english,Mixed/Urban,fear,0.09545447677373886,0.5487915277481079,0.20905081927776337,0.030717862769961357,0.0603652261197567,0.0227753184735775
tiktok,post,7640784744321387797,"Masih ada hutang Puasa Ramadhan, tapi mau ikutan Puasa bulan Dzulhijjah. Bisa ya, di Qadha insyaALLAH dapat puasa keduanya. ALLAH maha tau niat Hamba Nya",https://www.tiktok.com/@amyaudithaa/video/7640784744321387797,,,negative,2026-05-29 11:06:02.839025,17300,2546,155,398700,0.0005007684230804443,23988,23255.7,negative,0.9983307719230652,malay,Malay/Bumiputera,love,0.06769006699323654,0.226679727435112,0.051095254719257355,0.07690922915935516,0.42903250455856323,0.06402459740638733
tiktok,post,7558014448296807692,"Negara Maladewa , negara kecil , indah , penduduknya 100persen beragama Islam 
🥰😍#maladewa #indonesia🇮🇩 #islam #surgadunia #globalsumudflotilla",https://www.tiktok.com/@yanti.pelangi4/video/7558014448296807692,,,positive,2026-05-29 11:06:41.896773,18600,506,468,417200,0.8922975644469261,23746,21433.2,positive,0.6409918814897537,multilingual,Unknown,love,0.06671539694070816,0.025549134239554405,0.1059943288564682,0.03418297693133354,0.6199828386306763,0.026070207357406616
tiktok,post,7619480881333374229,#ustadzkhalidbasalamah #umrah #haji #investasi #fyppppppppppppppppppppppp,https://www.tiktok.com/@indahgrouphamidi/video/7619480881333374229,,,neutral,2026-05-29 11:06:22.385231,14300,2324,451,186400,0.5,18939,20487.4,neutral,0.8737757205963135,english,Mixed/Urban,love,0.06958305835723877,0.03150724619626999,0.07785063982009888,0.03908173367381096,0.5929667353630066,0.027473285794258118
tiktok,post,7644947474435689750,Pakistan Ulema Council chairman Tahir Mehmood Ashrafi has responded to the viral video of former Pakistan cricket captain Wasim Akram performing the symbolic “Rami al-Jamarat” ritual during Hajj 2026.,https://www.tiktok.com/@murtazaviews/video/7644947474435689750,,,neutral,2026-05-29 11:06:18.218630,18000,330,374,647600,0.5,25180,20429.6,neutral,0.9461803436279297,english,Mixed/Urban,no_clear_emotion,0.055276013910770416,0.027024684473872185,0.10655322670936584,0.0383477546274662,0.11033569276332855,0.037992484867572784
