Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
facebook,post,1249416020550115,"艾伯特再次释出影片，力证罗拔达威收贿30万

沙巴即将迎来选举之际，矿准丑闻吹哨人艾伯特再次释出影片，将矛头指向沙巴国家团结党（STAR）前署理主席罗拔达威。

这段影片今日上传到了面子书专页“Pejuang Tun Dr Mahathir”，其中显示艾伯特与罗拔达威在后者办公室里谈话，内容涉及一笔艾伯特声称已交付的款项。

“我给拿督（罗拔达威）约30万令吉，赞助款不算。”

艾伯特在查看WhatsApp讯息后，详述了2023年2月2日至同年5月12日的四笔汇款，并以恰似开玩笑的语气说道，自己并非要求罗拔达威归还这笔款项。

而罗拔达威则是语调轻松回道，若是要求偿还，自己也没有钱 。

《当今大马》就影片中的指控，联系了罗拔达威，目前尚在等待回应。

文字报道：https://www.malaysiakini.com/news/760127
画面来源：https://www.facebook.com/share/v/1DXJufuKYu/?mibextid=wwXIfr

#沙巴贪官 #艾伯特 #吹哨人 #探矿准证 #GRS #kinitv中文频道",https://www.facebook.com/reel/1587283475598826/,,,neutral,,0,0,0,0,0.5,0,0.0,,,neutral,0.8165185451507568,english,Mixed/Urban,no_clear_emotion,0.032645512372255325,0.04587697610259056,0.03698805719614029,0.05203697085380554,0.18053889274597168,0.12201634049415588
facebook,post,1085821606909558,"【完整影片】习近平：愿与马方共建高水平、战略命运共同体
【关注 KiniTV 中文频道 】中国国家主席习近平访马第二天时，出席了首相安华举办的晚宴。

习近平在晚宴上发表演讲，高度肯定中马友谊，并强调双发将共同维护亚洲家园的前景。

习近平也表示，中方愿意与马方携手共建高水平、战略命运共同体。

画面来源：https://www.facebook.com/100067172753430/videos/1395194421492234

#习近平 #安华 #命运共同体 #马中关系 #中国 #习近平访马 #Kinitv中文频道",https://www.facebook.com/mkinicn/videos/1431407644947747/,,,neutral,,0,0,0,0,0.5,0,0.0,,,neutral,0.8480112552642822,english,Mixed/Urban,love,0.04438265785574913,0.031033901497721672,0.29912951588630676,0.022821441292762756,0.4395863711833954,0.031284403055906296
facebook,comment,Y29tbWVudDoxMDg1ODIxNjA2OTA5NTU4XzEwMTY0NTU1NjY2MTU2MzY=,❤️❤️❤️,,https://www.facebook.com/mkinicn/videos/1431407644947747/,,positive,2025-04-16 23:40:03+00:00,0,0,0,0,0.8714138269424438,0,,Yee Lan Chew,0.0,positive,0.5713794231414795,multilingual,Unknown,love,0.12687082588672638,0.09675663709640503,0.09081988036632538,0.0771423950791359,0.36501896381378174,0.07911638170480728
facebook,comment,Y29tbWVudDoxMDg1ODIxNjA2OTA5NTU4XzExNDU0ODMwNjA5NTMyMzc=,好,,https://www.facebook.com/mkinicn/videos/1431407644947747/,,positive,2025-06-04 08:37:58+00:00,0,0,0,0,0.9135004758834838,0,,Annie Fung,0.0,positive,0.7116682529449463,multilingual,Unknown,love,0.11077922582626343,0.09593161940574646,0.0800328403711319,0.05068712681531906,0.3446855843067169,0.07876595854759216
facebook,comment,Y29tbWVudDoxMDg1ODIxNjA2OTA5NTU4XzUzMDg5MjM1MzMxMTMwMA==,Amin,,https://www.facebook.com/mkinicn/videos/1431407644947747/,,neutral,2025-06-02 00:25:36+00:00,0,0,0,0,0.5,0,,Hapizi Dila,0.0,neutral,0.5795249342918396,english,Mixed/Urban,love,0.05661735683679581,0.026405753567814827,0.1475338339805603,0.01709417812526226,0.5984202027320862,0.016735000535845757
facebook,comment,Y29tbWVudDoxMDg1ODIxNjA2OTA5NTU4XzEyNDYyMTE4MDY4NjA1Mzc=,大网红,,https://www.facebook.com/mkinicn/videos/1431407644947747/,,negative,2025-06-01 14:04:04+00:00,0,0,0,0,0.17752104699611665,0,,Onn Onn,0.0,negative,0.4082631766796112,multilingual,Unknown,love,0.19839949905872345,0.057964108884334564,0.05895961821079254,0.04717215895652771,0.40251192450523376,0.03746132552623749
facebook,comment,Y29tbWVudDoxMDg1ODIxNjA2OTA5NTU4XzE5MDkyNDU0NDk4MzU2OTY=,維尼VS馬來饃,,https://www.facebook.com/mkinicn/videos/1431407644947747/,,positive,2025-05-30 18:05:53+00:00,0,0,0,0,0.8195698514580726,0,,吳嘉珉,0.0,positive,0.3985661715269089,multilingual,Unknown,love,0.23357217013835907,0.06056971475481987,0.0676458328962326,0.053444452583789825,0.3826863169670105,0.028219563886523247
facebook,comment,Y29tbWVudDoxMDg1ODIxNjA2OTA5NTU4Xzc1MDYxMDIxMDYyNjIzMQ==,Quả trung,,https://www.facebook.com/mkinicn/videos/1431407644947747/,,negative,2025-05-30 10:30:28+00:00,0,0,0,0,0.16106244027614594,0,,Gà Chọi Tân Sơn,0.0,negative,0.46312519907951355,multilingual,Unknown,no_clear_emotion,0.11695778369903564,0.08152271807193756,0.06036365032196045,0.03723646700382233,0.15207402408123016,0.04220368340611458
facebook,comment,Y29tbWVudDoxMDg1ODIxNjA2OTA5NTU4XzIxODg1NjQyNjQ4OTAyMjM=,这样下去！它族人会有很多都怕到最后它族人会受到威胁！,,https://www.facebook.com/mkinicn/videos/1431407644947747/,,negative,2025-05-17 23:12:00+00:00,0,0,0,0,0.09276738166809081,0,,Cindy Wong,0.0,negative,0.6907753944396973,multilingual,Unknown,anger,0.749559223651886,0.060271020978689194,0.07028994709253311,0.020721878856420517,0.044547270983457565,0.015573742799460888
facebook,comment,Y29tbWVudDoxMDg1ODIxNjA2OTA5NTU4XzE4ODQyNzUzMTg5NzQ3NDA=,,,https://www.facebook.com/mkinicn/videos/1431407644947747/,,neutral,2025-04-22 15:08:28+00:00,0,0,0,0,0.5,0,,John Tee,0.0,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
