Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement
tiktok,post,,,,,,neutral,2026-06-11T09:41:12.724040,0,0,0,0,0.0,0
tiktok,post,,,,,,neutral,2026-06-11T09:41:12.724548,0,0,0,0,0.0,0
tiktok,post,7649050638336134421,"Menerima kunjungan hormat daripada Pesuruhjaya Tinggi British ke Malaysia, TYT Ajay Sharma demi memperkukuhkan hubungan antara dua pihak.",https://www.tiktok.com/@drsamtrg/video/7649050638336134421,,,neutral,2026-06-11T09:41:12.724688,7596,228,282,64400,0.0,8750
tiktok,comment,7649050638336134421_comment_0,Ini baru betul perbincangan dtg terus jumpa 🥰 ada orang tu kan tiap hari tunjuk terpalingggg bz dok call sana sini 🤣,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610668,204,0,0,0,0.0,204
tiktok,comment,7649050638336134421_comment_1,Bakal pm 11 malaysia🤲🏻,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610684,530,0,0,0,0.0,530
tiktok,comment,7649050638336134421_comment_2,Xder masa nk claim itu claim ini..terus bekerja.. inilah Dr.Sam👍👍👍,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610689,14,0,0,0,0.0,14
tiktok,comment,7649050638336134421_comment_3,habis perwakilan negara luar dtg jumpe dr. sam. hebat sungguh sosok tubuh yg diberkati Allah.,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610693,432,0,0,0,0.0,432
tiktok,comment,7649050638336134421_comment_4,belum cukup matang nak jadi PM 🇲🇾💗 ke 11,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610696,8,0,0,0,0.0,8
tiktok,comment,7649050638336134421_comment_5,makin ramai nak jmpe dr sam..nampak sgt beliau akan ke Putrajaya next PRU nanti,,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610699,42,0,0,0,0.0,42
tiktok,comment,7649050638336134421_comment_6,"Buruk nya office, tahun 2002 ke mb?",,https://www.tiktok.com/@drsamtrg/video/7649050638336134421,7649050638336134421,neutral,2026-06-11T09:41:14.610701,1,0,0,0,0.0,1
