Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
facebook,post,1004233032153447,"PAS: Changes Partners Like Changing Clothes — Now Dumps BERSATU for UMNO Lifeline 

PAS is desperately begging UMNO for a political lifeline.

The photo above says it all. 

While UMNO holds its Biro Politik meeting at Hotel Seri Pacific, PAS bigwigs — including Takiyuddin and Naib President Ustaz Idris Ahmad — are already lurking in the same hotel. 

This is not coincidence. This is desperation in action.

PAS knows the hard truth: there is no Green Wave in Johor.

Bangsa Johor has consistently rejected PAS’s brand of extremism, racial politics, and religious authoritarianism. 

Johoreans do not want outsiders dictating what they can eat, wear, or how they should live their lives. 

They reject the constant haram-halal policing and the radical tone that comes with it.

Look at the last Johor state election.

Even at the height of the so-called Green Wave in the northern states, PAS only managed to win one single state seat  in Johor — Maharani — and that too with an embarrassingly slim majority. 

In the parliamentary seats? Zero. A complete shutout.

Now, sensing total annihilation in the upcoming Johor election, PAS is rushing to resell Muafakat Nasional 2.0. 

The narrative was first floated by Annuar Musa, then amplified by Tuan Ibrahim and PAS Youth. Classic desperation move.

This is not a “grand alliance” based on principle. 

They change partners like changing clothes. 

Last GE, they cozied up to Bersatu. Why? Election funding. 

Bersatu had the war chest, so PAS became their best friend.

Now Bersatu’s bank accounts are frozen and their political value has tanked. 

Suddenly, PAS is already at UMNO’s hotel door, hawking Muafakat Nasional 2.0.

They’re still technically with Perikatan Nasional, but already shopping for a new partner. 

This is betrayal in progress.

Bersatu hasn’t even been buried yet and PAS is already at the wake eyeing UMNO.

PAS will stab anybody to gain power. They blew with Bersatu when the money was flowing. Now the wind is shifting toward UMNO, so they’re blowing that way. No principle, no ideology — just raw opportunism.

This is a failing party crawling on its knees, begging UMNO to throw them a lifeline so they don’t get wiped out entirely in the south. Without some form of seat arrangement or pact, PAS faces political extinction in Johor.

The beggar has arrived at the palace gate.

Johor has always been moderate, pragmatic, and development-focused. The people here value stability and progress over performative religiosity and divisive politics. 

PAS knows this — which is why they are panicking and trying to force their way back into relevance through the backdoor.

The message to PAS is simple:

Johor doesn’t want you. 

No amount of hotel lobbying and desperate begging will change that.

PAS: The Ultimate Political Frog

2015: Dumps Pakatan Rakyat to form Gagasan Sejahtera with Ikatan. Blames DAP.

2020: Dumps Gagasan, jumps to Muafakat Nasional with UMNO. Calls it “Ummah unity”.

2020: Joins Perikatan Nasional with Bersatu too. Double dipping.

2022: GE15 with Bersatu because they had election funds. Wins big in the north.

2024-2026: Bersatu accounts frozen, leaders charged. PAS now lurking at UMNO meetings selling Muafakat 2.0.

They go wherever the power and money go. Today Bersatu, tomorrow UMNO, next week whoever.

 No loyalty. No principle. Just survival.",https://www.facebook.com/thecoveragemalaysia/posts/pfbid02BqdNLo86EXTXh8zUjV8CxvKzS77HsY5FQYxbyYbjReDVdYpjZ9NkyoZho8VvvVVNl,,,negative,,0,0,0,0,0.099660176038742,0,0.0,,,negative,0.6677994132041931,english,Mixed/Urban,love,0.2403168529272079,0.0562156327068805,0.0778363347053527,0.1155377253890037,0.3725259602069855,0.0166762620210647
facebook,comment,Y29tbWVudDoxMDA0MjMzMDMyMTUzNDQ3XzIyMjY1MTUwNTQ4MzkyNjk=,orang pergi pesta buku pon budak ph ketar ketir 🤣,,https://www.facebook.com/thecoveragemalaysia/posts/pfbid02BqdNLo86EXTXh8zUjV8CxvKzS77HsY5FQYxbyYbjReDVdYpjZ9NkyoZho8VvvVVNl,pfbid02BqdNLo86EXTXh8zUjV8CxvKzS77HsY5FQYxbyYbjReDVdYpjZ9NkyoZho8VvvVVNl,neutral,2026-06-05 10:10:32+00:00,1,0,0,0,0.5,1,,Nor Azman Abu Bakar,0.0,neutral,0.7754436731338501,english,Mixed/Urban,no_clear_emotion,0.054506417363882,0.0112558091059327,0.0405636839568614,0.0208106003701686,0.1811712980270385,0.026947047561407
facebook,comment,Y29tbWVudDoxMDA0MjMzMDMyMTUzNDQ3XzkyMDQ2MTM5NzY3NjA5Ng==,"lalang lalang.....
use lalang killer",,https://www.facebook.com/thecoveragemalaysia/posts/pfbid02BqdNLo86EXTXh8zUjV8CxvKzS77HsY5FQYxbyYbjReDVdYpjZ9NkyoZho8VvvVVNl,pfbid02BqdNLo86EXTXh8zUjV8CxvKzS77HsY5FQYxbyYbjReDVdYpjZ9NkyoZho8VvvVVNl,negative,2026-06-05 12:10:24+00:00,1,0,0,0,0.1059657990932464,1,,Danny Heng,0.0,negative,0.6467806696891785,english,Mixed/Urban,anger,0.4821924269199371,0.0270375814288854,0.0763038769364357,0.050591267645359,0.1477594524621963,0.0266890302300453
facebook,comment,Y29tbWVudDoxMDA0MjMzMDMyMTUzNDQ3Xzk5NjI4ODk1NjQ2NzYzNw==,Pretty sure he was going to PBAKL no?,,https://www.facebook.com/thecoveragemalaysia/posts/pfbid02BqdNLo86EXTXh8zUjV8CxvKzS77HsY5FQYxbyYbjReDVdYpjZ9NkyoZho8VvvVVNl,pfbid02BqdNLo86EXTXh8zUjV8CxvKzS77HsY5FQYxbyYbjReDVdYpjZ9NkyoZho8VvvVVNl,neutral,2026-06-05 01:36:01+00:00,4,0,0,0,0.5,4,,Azrie Ezaidi,0.0,neutral,0.9392330646514891,english,Mixed/Urban,happy,0.0188374947756528,0.1494545191526413,0.7230138778686523,0.0113943368196487,0.0299977641552686,0.0427909642457962
facebook,comment,Y29tbWVudDoxMDA0MjMzMDMyMTUzNDQ3XzIwNjY1MDE5OTQyNTU5ODA=,"It's politics, what do u expect? Even PH came looking for BN after GE15. 😮‍💨",,https://www.facebook.com/thecoveragemalaysia/posts/pfbid02BqdNLo86EXTXh8zUjV8CxvKzS77HsY5FQYxbyYbjReDVdYpjZ9NkyoZho8VvvVVNl,pfbid02BqdNLo86EXTXh8zUjV8CxvKzS77HsY5FQYxbyYbjReDVdYpjZ9NkyoZho8VvvVVNl,negative,2026-06-04 12:28:50+00:00,4,0,0,0,0.0981930434703826,4,,Hadi Mohd Zin,0.0,negative,0.6726898550987244,english,Mixed/Urban,no_clear_emotion,0.0358854606747627,0.0392274595797061,0.1107522770762443,0.0298247318714857,0.2420556396245956,0.0820867493748664
facebook,comment,Y29tbWVudDoxMDA0MjMzMDMyMTUzNDQ3XzE2NzM2MTQwODczMDIzNTM=,"LOL what happened to your page?

Anwar + Zahid killing BERSATU.
Rafizi killing PKR.
DAP killing themselves.

Now UMNO + PAS.

GE16, the most stable coalition will be BN + PAS + PH + GPS + GRS, and the opposition will be BERSAMA + BERSATU",,https://www.facebook.com/thecoveragemalaysia/posts/pfbid02BqdNLo86EXTXh8zUjV8CxvKzS77HsY5FQYxbyYbjReDVdYpjZ9NkyoZho8VvvVVNl,pfbid02BqdNLo86EXTXh8zUjV8CxvKzS77HsY5FQYxbyYbjReDVdYpjZ9NkyoZho8VvvVVNl,negative,2026-06-04 16:30:19+00:00,9,0,5,0,0.1316327333450317,19,,Zack,0.0,negative,0.5612242221832275,english,Mixed/Urban,happy,0.0642595961689949,0.0722255185246467,0.3664911687374115,0.0314216837286949,0.0927452147006988,0.0472354590892791
facebook,comment,Y29tbWVudDoxMDA0MjMzMDMyMTUzNDQ3XzIyMzUyNjg1NjM5NTcxNjA=,Hadi said rumah huantu???,,https://www.facebook.com/thecoveragemalaysia/posts/pfbid02BqdNLo86EXTXh8zUjV8CxvKzS77HsY5FQYxbyYbjReDVdYpjZ9NkyoZho8VvvVVNl,pfbid02BqdNLo86EXTXh8zUjV8CxvKzS77HsY5FQYxbyYbjReDVdYpjZ9NkyoZho8VvvVVNl,neutral,2026-06-05 06:03:30+00:00,0,0,2,0,0.5,4,,Andrea Lee,0.0,neutral,0.8943066596984863,english,Mixed/Urban,love,0.1894246637821197,0.0743516311049461,0.1111053675413131,0.0581537261605262,0.3424659371376037,0.0417378023266792
facebook,comment,Y29tbWVudDoxMDA0MjMzMDMyMTUzNDQ3Xzg2MjI0NTIzMDI2MDUxOQ==,Muafakat National 2.0,,https://www.facebook.com/thecoveragemalaysia/posts/pfbid02BqdNLo86EXTXh8zUjV8CxvKzS77HsY5FQYxbyYbjReDVdYpjZ9NkyoZho8VvvVVNl,pfbid02BqdNLo86EXTXh8zUjV8CxvKzS77HsY5FQYxbyYbjReDVdYpjZ9NkyoZho8VvvVVNl,neutral,2026-06-04 14:16:13+00:00,4,0,2,0,0.5,8,,Pang Shang Ba,0.0,neutral,0.774239182472229,english,Mixed/Urban,no_clear_emotion,0.1002367958426475,0.0346018522977829,0.0945252478122711,0.0202018488198518,0.3237216472625732,0.0226590018719434
facebook,comment,Y29tbWVudDoxMDA0MjMzMDMyMTUzNDQ3XzE2NTEwNjkyODI4Mjk0MjE=,UMmmm...NO.....I think I'll PASsss,,https://www.facebook.com/thecoveragemalaysia/posts/pfbid02BqdNLo86EXTXh8zUjV8CxvKzS77HsY5FQYxbyYbjReDVdYpjZ9NkyoZho8VvvVVNl,pfbid02BqdNLo86EXTXh8zUjV8CxvKzS77HsY5FQYxbyYbjReDVdYpjZ9NkyoZho8VvvVVNl,negative,2026-06-05 03:47:22+00:00,0,0,0,0,0.0335234999656677,0,,Alen Chang,0.0,negative,0.8882550001144409,english,Mixed/Urban,love,0.0335459075868129,0.0352616719901561,0.1001199632883071,0.014091401360929,0.5304454565048218,0.0517380833625793
facebook,comment,Y29tbWVudDoxMDA0MjMzMDMyMTUzNDQ3XzE1OTA2MjQ5NDI0MTkxODM=,Empunya page ni yang tengah panik nampaknya 🤔,,https://www.facebook.com/thecoveragemalaysia/posts/pfbid02BqdNLo86EXTXh8zUjV8CxvKzS77HsY5FQYxbyYbjReDVdYpjZ9NkyoZho8VvvVVNl,pfbid02BqdNLo86EXTXh8zUjV8CxvKzS77HsY5FQYxbyYbjReDVdYpjZ9NkyoZho8VvvVVNl,negative,2026-06-05 01:52:39+00:00,5,0,0,0,0.0610231518745422,5,,Amir Ismail,0.0,negative,0.7965894937515259,multilingual,Unknown,anger,0.7080514430999756,0.0958324074745178,0.0686041712760925,0.0227863918989896,0.0359378978610038,0.0131316194310784
