Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
x,post,2071206628406477229,"Guys ada yang tau tanaman ini? Kayaknya yang tinggal di kampung yg masih banyak kebon atau hutannya tau deh rumput ini, rumput remason

Namanya rumput remason karena emanh baunya kayak remason, dulu tiap gw sesek nafas mamak ku selalu nyari rumput ini, sekarang udah dimanfaatkan secara klinis belum ya?

Btw ini foto pribadi ya 😀",https://x.com/bopo_jodhipati/status/2071206628406477229,,,negative,2026-06-28 12:18:36+00:00,28,1,11,4127,0.012238454818725597,81,67.127,,,negative,0.959205150604248,malay,Malay/Bumiputera,surprise,0.028283143416047096,0.05440979450941086,0.022334612905979156,0.038173798471689224,0.2383165955543518,0.49576273560523987
x,comment,2071207799334584813,"@bopo_jodhipati Ada nih bang, aku nemunya di daerah dataran tinggi https://t.co/WU23rpM37N",,https://x.com/bopo_jodhipati/status/2071206628406477229,2071206628406477229,negative,2026-06-28 12:23:15+00:00,1,0,1,0,0.12572009414434432,4,,Karasumori,0.0,negative,0.5809330195188522,multilingual,Unknown,love,0.11180103570222855,0.04874780401587486,0.09097596257925034,0.03565181791782379,0.43802353739738464,0.06989171355962753
x,comment,2071208897730511287,@bopo_jodhipati Baunya kek minyak kayu putih kan?,,https://x.com/bopo_jodhipati/status/2071206628406477229,2071206628406477229,neutral,2026-06-28 12:27:37+00:00,0,0,1,0,0.5,3,,Helm Proyek,0.0,neutral,0.9142775535583496,english,Mixed/Urban,love,0.0723458081483841,0.026401890441775322,0.053876664489507675,0.03088679164648056,0.7090601325035095,0.024643538519740105
x,comment,2071212296492179550,@bopo_jodhipati Wangi minyak kayu putih gak sih? Haha,,https://x.com/bopo_jodhipati/status/2071206628406477229,2071206628406477229,neutral,2026-06-28 12:41:07+00:00,0,0,1,0,0.5,3,,EsTehKocok_,0.0,neutral,0.8312805891036987,english,Mixed/Urban,surprise,0.034261662513017654,0.05425794795155525,0.02067013643682003,0.037523627281188965,0.2820562720298767,0.3980846107006073
x,comment,2071214109069353114,@bopo_jodhipati Dulu aku suka cabutin tanaman ini dan cium aromanya karna mirip balsem. Udah lupa dulu khasiatnya buat apa😭,,https://x.com/bopo_jodhipati/status/2071206628406477229,2071206628406477229,positive,2026-06-28 12:48:19+00:00,0,0,1,0,0.8117934837937355,3,,Shopaholic,0.0,positive,0.37264494597911835,multilingual,Unknown,love,0.07087486237287521,0.10478658974170685,0.02413826994597912,0.237961545586586,0.32765960693359375,0.1811792254447937
x,comment,2071210531944640622,@bopo_jodhipati masih banyak bgttt kak di sini. dari dulu aku kira cuma ilalang biasaa,,https://x.com/bopo_jodhipati/status/2071206628406477229,2071206628406477229,negative,2026-06-28 12:34:06+00:00,0,0,1,0,0.18057363778352736,3,,U Y U N ♡,0.0,negative,0.39808787405490875,multilingual,Unknown,love,0.04382496327161789,0.04125795513391495,0.02125297486782074,0.0833001509308815,0.6298252940177917,0.11921995133161545
x,comment,2071231934358057088,@bopo_jodhipati bukan suket teki itu?,,https://x.com/bopo_jodhipati/status/2071206628406477229,2071206628406477229,neutral,2026-06-28 13:59:09+00:00,0,0,1,0,0.5,3,,faizal bhima,0.0,neutral,0.8989976048469543,english,Mixed/Urban,surprise,0.025124942883849144,0.03272481635212898,0.017805451527237892,0.04157683998346329,0.28246158361434937,0.38523611426353455
x,comment,2071244233705664563,"@bopo_jodhipati Tauu, akarnya wangi bgt. Kalo kekebun demen nyari buat dijadiin sapu  di pondok.",,https://x.com/bopo_jodhipati/status/2071206628406477229,2071206628406477229,neutral,2026-06-28 14:48:01+00:00,1,0,0,0,0.5,1,,biru,0.0,neutral,0.7284918427467346,english,Mixed/Urban,love,0.1657959520816803,0.054798197001218796,0.07860679924488068,0.038933053612709045,0.5494080781936646,0.03093792498111725
x,comment,2071415335157461163,"@bopo_jodhipati Tau dong. Dulu suka main dan nemuin ini. Kalo buat ku, wangi nya mirip minyak angin jaman dulu. Yang wadah nya mungil dengan tutup merah itu.",,https://x.com/bopo_jodhipati/status/2071206628406477229,2071206628406477229,positive,2026-06-29 02:07:55+00:00,0,0,0,0,0.9991007268428802,0,,sofyan hadi,0.0,positive,0.9970024228096008,malay,Malay/Bumiputera,love,0.04514958709478378,0.014696668833494186,0.019348489120602608,0.023780109360814095,0.8374752998352051,0.022361069917678833
x,comment,2071543099755839673,"@bopo_jodhipati Rumput wangi atau akar remason ini udah di manfaatin secara klinis kok bang.. 
Penelitinya F.S. Lapa, dkk. Tahun 2009judulmya Anti-inflammatory and analgesic effects of Polygala paniculata extract (terbit di Journal of Pharmacy and Pharmacology).",,https://x.com/bopo_jodhipati/status/2071206628406477229,2071206628406477229,neutral,2026-06-29 10:35:37+00:00,0,0,0,0,0.5,0,,Flora.Forensik,0.0,neutral,0.7693237662315369,english,Mixed/Urban,no_clear_emotion,0.1967998594045639,0.08388973027467728,0.17740410566329956,0.0335332453250885,0.14431630074977875,0.10332702100276947
