platform,post_content,comment_content,engagement,sentiment,date
threads,,"Yes ... From the start i mengundi, i mmg x pilih pemimpin non... Is not that i racist or ape... But dlm subjek PAI seniri dah ajar, ciri2 seorng pemimpin... Yang paling penting, mereka hendaklah islam",5221,neutral,NaT
threads,,"Malaysia ni sebenarnya nak dikenali sebagai apa?

Negara yang menjaga generasi atau negara yang menjual masa depan anak muda atas nama ekonomi?

Yang akan menanggung akibat ialah anak bangsa kita. 

A",3124,negative,NaT
threads,,"Tun Dr Mahathir bukan saja bapa pembangunan Negara, beliau juga memberi inspirational kepada ramai yg lain dlm perjuangan beliau terhadap pertahankan hak negara. Rule of law Negara sangat2 di formatio",690,positive,NaT
threads,,"Menteri Scuba 67 ni  ada peruntukan berjuta, akses kerajaan penuh, media pun backup 24 jam. Tapi hasilnya tampal lubang sekangkang kera itu yang dibangakan. Adun PN Tuan Badrol Bakthiar walaupon tiada",575,negative,NaT
threads,,"kalau parti guna agama ISLAM untuk raih undi tapi perangai politik penuh maki, fitnah dan kebencian… itu bukan perjuang Islam, itu jual nama Islam

bila orang kritik PAS, terus cop anti-Islam. senang ",566,negative,NaT
threads,,"Hub hiburan utama
Penternakan babi terbesar
Esok lusa? Pengeluar arak terbesar
Lagi? Kasino terbesar
Lagi? Boleh list kat bawah.",311,negative,NaT
threads,,"Inilah strategi mereka. Rosakan minda orang majority negara ni. Bila dah rosak, senang depa nak atur. Strategi ni dh lama digunakan oleh musuh2 bila mereka nak melemahkan sesebuah negara dari dalam",143,negative,NaT
threads,,Bodo punya menteri,91,neutral,NaT
threads,,"Tangan muslim yg memangkah pikul tanggujwb yg besar buat generasi depan…muslim yg dipangkah dan naik, pikul amanah yg besar demi agama",86,positive,NaT
threads,,ramai rakyat Malaysia masih sayangkan Barisan Nasional dan sudi kembali menyokong.. Tetapi rakyat sangat² berharap agar BN tidak bersekufu lagi dengan PH/DAPIG.. tu je rakyat Malaysia mau.. 😔😔😔,71,negative,NaT
threads,,"Masa PRU, ada kawan pesan berkali2.. sy tak nampak relevan nya waktu tu. Tp pesan dia,
Bila beri kuasa pd org yg tidak beriman pd al Quran dan hadith . Kena expect akan ada pertimbangan, keputusan, ti",60,negative,NaT
threads,,"Dia masalahnya kan, diorang tau je apa diorang buat tu salah, tapi sbb diorang also tau rakyat mudah taksub dgn anything agama, sbb tu penyokong PAS, sbb mereka diperbodohkan dgn fikir sokong PAS, per",56,neutral,NaT
threads,,"Parti islam❌️
Parti tunggang islam✅️",55,neutral,NaT
threads,,Kapir hanya suke maksiat..babi betul,42,neutral,NaT
threads,,We are fine as we are now. I think I know who will be rich with this kind of strategy. Them! Clean KL from all the illegal immigrants and illegal businesses first.,35,positive,NaT
threads,,KAFIRLAKNATULLAH. DOA QUNUT NAZILAH SUPAYA NIAT DIA DU HALANG OLEH ALLAH SWT TERYSKAB DOA QUNUT NAZILAH WAHAI RAKYAT MALAYSIA JGN BIARKAN KAFIR HARBI BERKUASA DI TANAHAUR KITA,35,neutral,NaT
threads,,"DAP sudah wujud ke zaman dahulu?Mana ajarannya ISLAM tolak DAP?Yang tolak tu PAS, jangan gaulkan dengan agama ISLAM.Yang penting,saya cuma tau ketua agama ISLAM ialah Nabi Muhammad SAW,bukan PAS,Ikut ",29,negative,NaT
