Platform,Type,ID,Text,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,sentiment_label,sentiment_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
tiktok,post,7603738061704350994,"Respon mengenai Pilihan Raya Pihak Berkuasa Tempatan (PBT)
#TITM #tuanibrahimtuanman #politik #fyp",neutral,2026-02-08 10:42:18.647884,1298,150,57,12500,0.2,1630,negative,0.7069961428642273,anger,0.4344685673713684,0.14194247126579285,0.2191929817199707,0.1947280466556549,0.0033960535656660795,0.006271911785006523
tiktok,comment,7603738061704350994_comment_0,DAP mesti dihapuskan dari Malaysia,neutral,2026-02-08 10:42:19.262180,47,0,0,0,0.8,47,positive,0.7200055122375488,sadness,0.09497017413377762,0.01633821800351143,0.06370096653699875,0.685166597366333,0.00451526278629899,0.13530869781970978
tiktok,comment,7603738061704350994_comment_1,hapuskan DAP,neutral,2026-02-08 10:42:19.262236,14,0,0,0,0.5,14,neutral,0.8510603308677673,happy,0.13344161212444305,0.08220640569925308,0.6575818061828613,0.07084878534078598,0.03571789339184761,0.02020355872809887
tiktok,comment,7603738061704350994_comment_2,Elok amandamai malaysia nie saja DAP nie nkbuat huru hara,neutral,2026-02-08 10:42:19.262254,4,0,0,0,0.2,4,negative,0.9921919703483582,anger,0.7386462688446045,0.03145685791969299,0.10827527195215225,0.10703117400407791,0.006887530907988548,0.007702931761741638
tiktok,comment,7603738061704350994_comment_3,pas cemerlang gemilang terbilang temberang,neutral,2026-02-08 10:42:19.262265,0,0,0,0,0.5,0,neutral,0.9398660659790039,happy,0.0065572187304496765,0.448508620262146,0.5295296907424927,0.010770762339234352,0.001466400921344757,0.0031672839540988207
tiktok,comment,7603738061704350994_comment_4,tolak DAP,neutral,2026-02-08 10:42:19.262590,10,0,0,0,0.5,10,neutral,0.952363133430481,happy,0.1160813421010971,0.276199609041214,0.3344338834285736,0.07510029524564743,0.06805092841386795,0.13013388216495514
tiktok,comment,7603738061704350994_comment_5,Kali ni Tn YB bercakap sgt molek senang di faham. Terima kasih Bossku,neutral,2026-02-08 10:42:19.262636,17,0,0,0,0.8,17,positive,0.9963815212249756,anger,0.5182896852493286,0.019755352288484573,0.41477301716804504,0.032919708639383316,0.008691040799021721,0.005571211222559214
tiktok,comment,7603738061704350994_comment_6,DAP ada agenda tersembunyi.. setiap langkah wajib ditolak serta merta,neutral,2026-02-08 10:42:19.262651,2,0,0,0,0.8,2,positive,0.837087094783783,anger,0.782315194606781,0.052288275212049484,0.02273409254848957,0.12823712825775146,0.005935580935329199,0.008489674888551235
tiktok,comment,7603738061704350994_comment_7,pas muhong.🤣🤣🤣,neutral,2026-02-08 10:42:19.262662,1,0,0,0,0.5,1,neutral,0.8522415161132812,anger,0.8566776514053345,0.026416394859552383,0.0731130912899971,0.027587881311774254,0.01082646008580923,0.00537852942943573
tiktok,comment,7603738061704350994_comment_8,[sticker],neutral,2026-02-08 10:42:19.262672,8,0,0,0,0.5,8,neutral,0.8536132574081421,happy,0.08102396130561829,0.04944903776049614,0.7874301075935364,0.039607927203178406,0.04147166386246681,0.00101724942214787
