Platform,Type,ID,Text,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement
tiktok,comment,7643176666944097557_comment_1,😁😁😁,https://www.tiktok.com/@___islomova____/video/7643176666944097557,7643176666944097557,neutral,2026-06-21T18:08:21.606305+00:00,0,0,0,0,0.0,0
tiktok,comment,7643176666944097557_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@___islomova____/video/7643176666944097557,7643176666944097557,neutral,2026-06-21T18:08:21.606275+00:00,1,0,0,0,0.0,1
tiktok,comment,7637531828600999189_comment_1,😁😁😁,https://www.tiktok.com/@linhken125/video/7637531828600999189,7637531828600999189,neutral,2026-06-21T18:08:21.298301+00:00,0,0,0,0,0.0,0
tiktok,comment,7637531828600999189_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@linhken125/video/7637531828600999189,7637531828600999189,neutral,2026-06-21T18:08:21.298268+00:00,1,0,0,0,0.0,1
tiktok,comment,7617340500777159944_comment_1,😁😁😁,https://www.tiktok.com/@seeclip/video/7617340500777159944,7617340500777159944,neutral,2026-06-21T18:08:20.938930+00:00,0,0,0,0,0.0,0
tiktok,comment,7617340500777159944_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@seeclip/video/7617340500777159944,7617340500777159944,neutral,2026-06-21T18:08:20.938895+00:00,1,0,0,0,0.0,1
tiktok,comment,7621882764698193160_comment_1,😁😁😁,https://www.tiktok.com/@sillycoupleee/video/7621882764698193160,7621882764698193160,neutral,2026-06-21T18:08:20.624039+00:00,0,0,0,0,0.0,0
tiktok,comment,7621882764698193160_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@sillycoupleee/video/7621882764698193160,7621882764698193160,neutral,2026-06-21T18:08:20.624003+00:00,1,0,0,0,0.0,1
tiktok,comment,7644487515679804703_comment_1,😁😁😁,https://www.tiktok.com/@marvelo321/video/7644487515679804703,7644487515679804703,neutral,2026-06-21T18:08:20.325116+00:00,0,0,0,0,0.0,0
tiktok,comment,7644487515679804703_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@marvelo321/video/7644487515679804703,7644487515679804703,neutral,2026-06-21T18:08:20.325101+00:00,1,0,0,0,0.0,1
tiktok,comment,7630071781616798984_comment_1,😁😁😁,https://www.tiktok.com/@kakakaohlala/video/7630071781616798984,7630071781616798984,neutral,2026-06-21T18:08:19.951436+00:00,0,0,0,0,0.0,0
tiktok,comment,7630071781616798984_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@kakakaohlala/video/7630071781616798984,7630071781616798984,neutral,2026-06-21T18:08:19.951402+00:00,1,0,0,0,0.0,1
tiktok,comment,7368037981078195473_comment_1,😁😁😁,https://www.tiktok.com/@abdulhalimhakanoran/video/7368037981078195473,7368037981078195473,neutral,2026-06-21T18:08:19.644549+00:00,0,0,0,0,0.0,0
tiktok,comment,7368037981078195473_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@abdulhalimhakanoran/video/7368037981078195473,7368037981078195473,neutral,2026-06-21T18:08:19.644518+00:00,1,0,0,0,0.0,1
tiktok,comment,7630412829786574100_comment_1,😁😁😁,https://www.tiktok.com/@nephysclip/video/7630412829786574100,7630412829786574100,neutral,2026-06-21T18:08:19.273763+00:00,0,0,0,0,0.0,0
tiktok,comment,7630412829786574100_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@nephysclip/video/7630412829786574100,7630412829786574100,neutral,2026-06-21T18:08:19.273731+00:00,1,0,0,0,0.0,1
tiktok,comment,7642808337632988436_comment_1,😁😁😁,https://www.tiktok.com/@1.musurmanov/video/7642808337632988436,7642808337632988436,neutral,2026-06-21T18:08:18.949904+00:00,0,0,0,0,0.0,0
tiktok,comment,7642808337632988436_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@1.musurmanov/video/7642808337632988436,7642808337632988436,neutral,2026-06-21T18:08:18.949868+00:00,1,0,0,0,0.0,1
tiktok,comment,7652263388495564053_comment_1,😁😁😁,https://www.tiktok.com/@baski246/video/7652263388495564053,7652263388495564053,neutral,2026-06-21T18:08:18.617864+00:00,0,0,0,0,0.0,0
tiktok,comment,7652263388495564053_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@baski246/video/7652263388495564053,7652263388495564053,neutral,2026-06-21T18:08:18.617828+00:00,1,0,0,0,0.0,1
tiktok,comment,7616745521075555592_comment_1,😁😁😁,https://www.tiktok.com/@jejantasbiru/video/7616745521075555592,7616745521075555592,neutral,2026-06-21T18:08:18.305209+00:00,0,0,0,0,0.0,0
tiktok,comment,7616745521075555592_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@jejantasbiru/video/7616745521075555592,7616745521075555592,neutral,2026-06-21T18:08:18.305194+00:00,1,0,0,0,0.0,1
tiktok,comment,7632977742148947207_comment_1,😁😁😁,https://www.tiktok.com/@kam.ai64/video/7632977742148947207,7632977742148947207,neutral,2026-06-21T18:08:17.986300+00:00,0,0,0,0,0.0,0
tiktok,comment,7632977742148947207_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@kam.ai64/video/7632977742148947207,7632977742148947207,neutral,2026-06-21T18:08:17.986264+00:00,1,0,0,0,0.0,1
tiktok,comment,7639930407420448007_comment_1,😁😁😁,https://www.tiktok.com/@yustobing18/video/7639930407420448007,7639930407420448007,neutral,2026-06-21T18:08:17.684686+00:00,0,0,0,0,0.0,0
tiktok,comment,7639930407420448007_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@yustobing18/video/7639930407420448007,7639930407420448007,neutral,2026-06-21T18:08:17.684663+00:00,1,0,0,0,0.0,1
tiktok,comment,7641979251658427669_comment_1,😁😁😁,https://www.tiktok.com/@jrbyv00/video/7641979251658427669,7641979251658427669,neutral,2026-06-21T18:08:17.371580+00:00,0,0,0,0,0.0,0
tiktok,comment,7641979251658427669_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@jrbyv00/video/7641979251658427669,7641979251658427669,neutral,2026-06-21T18:08:17.371546+00:00,1,0,0,0,0.0,1
tiktok,comment,7297536385630637319_comment_1,😁😁😁,https://www.tiktok.com/@jono.mp4/video/7297536385630637319,7297536385630637319,neutral,2026-06-21T18:08:17.044992+00:00,0,0,0,0,0.0,0
tiktok,comment,7297536385630637319_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@jono.mp4/video/7297536385630637319,7297536385630637319,neutral,2026-06-21T18:08:17.044953+00:00,1,0,0,0,0.0,1
tiktok,comment,7569020901140827423_comment_1,😁😁😁,https://www.tiktok.com/@hinduconceptualist/video/7569020901140827423,7569020901140827423,neutral,2026-06-21T18:08:16.718988+00:00,0,0,0,0,0.0,0
tiktok,comment,7569020901140827423_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@hinduconceptualist/video/7569020901140827423,7569020901140827423,neutral,2026-06-21T18:08:16.718956+00:00,1,0,0,0,0.0,1
tiktok,comment,7483708262890671368_comment_1,😁😁😁,https://www.tiktok.com/@ka.chadagoys_kcg/video/7483708262890671368,7483708262890671368,neutral,2026-06-21T18:08:16.384059+00:00,0,0,0,0,0.0,0
tiktok,comment,7483708262890671368_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@ka.chadagoys_kcg/video/7483708262890671368,7483708262890671368,neutral,2026-06-21T18:08:16.384028+00:00,1,0,0,0,0.0,1
tiktok,comment,7465165627448184072_comment_1,😁😁😁,https://www.tiktok.com/@trantran0293/video/7465165627448184072,7465165627448184072,neutral,2026-06-21T18:08:16.073776+00:00,0,0,0,0,0.0,0
tiktok,comment,7465165627448184072_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@trantran0293/video/7465165627448184072,7465165627448184072,neutral,2026-06-21T18:08:16.073740+00:00,1,0,0,0,0.0,1
tiktok,comment,7396603873273711880_comment_1,😁😁😁,https://www.tiktok.com/@xkakipangkahx/video/7396603873273711880,7396603873273711880,neutral,2026-06-21T18:08:15.765929+00:00,0,0,0,0,0.0,0
tiktok,comment,7396603873273711880_comment_0,ulang bgi kerap bgi semua rakyat faham ini apa,https://www.tiktok.com/@xkakipangkahx/video/7396603873273711880,7396603873273711880,neutral,2026-06-21T18:08:15.765911+00:00,1,0,0,0,0.0,1
tiktok,comment,7243597118982638849_comment_1,😁😁😁,https://www.tiktok.com/@izzatrohazi/video/7243597118982638849,7243597118982638849,neutral,2026-06-21T18:08:15.463243+00:00,0,0,0,0,0.0,0
