Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score
tiktok,post,7632930905757224212,#najwashihab #man #xybca #fyp #sepakat,https://www.tiktok.com/@novalaginugas/video/7632930905757224212,,,neutral,2026-05-29T16:07:44.500456,2200000,204300,30800,19600000,0.0,2631100,2720600.0
tiktok,post,7638589950631415061,Anak laki laki memang milik ibunya sampai dia mati #fypdonggggggg #quotes #DeepTalk,https://www.tiktok.com/@mahmudsatriafb/video/7638589950631415061,,,neutral,2026-05-29T16:07:30.300535,584500,181900,4631,8200000,0.0,853031,970393.0
tiktok,post,7516504848318123269,😎 menyala wanita tangguhku,https://www.tiktok.com/@riyukabunga/video/7516504848318123269,,,neutral,2026-05-29T16:07:53.764328,858300,26300,10700,16900000,0.0,1064300,959900.0
tiktok,post,7331577095757335813,vote didi in chuang asia on wetv 🤍 #chuangasia #chuangasiathailand #ouyangdidi #didiouyang #ouyangnana #nanaouyang #nene #nenevader #bonbongirls303 #jacksonwang #wangjiaer #mikeangelo #survivalshow #fyp #foryou #xyzbca #fypシ,https://www.tiktok.com/@stobaeri/video/7331577095757335813,,,neutral,2026-05-29T16:07:51.353662,501000,1261,628,5900000,0.0,561889,511306.0
tiktok,post,7374092119562030342,"not stay together but live together✨

@hanan_attaki_ 
#katauha #katauha13 #cintaanugrahatauujian #ustadhananattaki #ceramahustadzhananattaki #pemudahijrah #menikah #rumahtangga  #cerai #reminder #fyp #fypシ #improved",https://www.tiktok.com/@improved64/video/7374092119562030342,,,neutral,2026-05-29T16:07:43.824514,347000,36900,1738,4500000,0.0,430638,430514.0
tiktok,post,7623299514325044500,"Setuju ? ...
.
.
.
#motivasi #kebahagiaan #diri",https://www.tiktok.com/@aks.id55/video/7623299514325044500,,,neutral,2026-05-29T16:07:34.510776,267600,53700,4749,4800000,0.0,374049,394047.0
tiktok,post,7639249902702398727,#qoutesstorywa #storytime #katakata #fyppppppppppppppppppppppp,https://www.tiktok.com/@voidhati/video/7639249902702398727,,,neutral,2026-05-29T16:07:55.198618,173500,78300,925,2300000,0.0,275725,335175.0
tiktok,post,7633406632591985940,"tanpo hubungan

#liriklagu #tanpohubungan #cover #branda #foryou",https://www.tiktok.com/@hdy__09/video/7633406632591985940,,,neutral,2026-05-29T16:07:20.545839,219000,9775,1707,3200000,0.0,262482,246871.0
tiktok,post,7370758908815625477,Kita Bersatuuu... @dindateratu #rinduakurindukamu #dindateratu #petelmaholtra #zaridenmusic #gumilangentertainment #infoorkespati #infoorkesjepara #infoorkeskudus #storyorkespati #orkeskudus #orkesdangdut #sahabatojingkudus #ojingjepara #dangdutkoplo #foryou #fypシ゚viral #untukmu #untukanda #foryourpage #trending #viral_video #fyppppppppppppppppppppppp #fypシ #masukberandafyp #rameindong #semogarame #fyp #penyanyidangdutviral #senengorkes #FYP,https://www.tiktok.com/@senengorkes/video/7370758908815625477,,,neutral,2026-05-29T16:08:06.602105,149500,4422,194,3400000,0.0,188116,162326.0
tiktok,post,7389624911733492998,Susah amat cari kerja di negara kita,https://www.tiktok.com/@nok_arr/video/7389624911733492998,,,neutral,2026-05-29T16:07:17.041409,97100,8179,5882,4200000,0.0,153161,135304.0
tiktok,post,7610769348243787028,"jalani yang sedang terjadi""
Nikmati yang sudah diberi""
Syukuri yang sudah dimiliki ""

#motivation #fyp #viral #succesmindset #viralvideo",https://www.tiktok.com/@ujangtasik36/video/7610769348243787028,,,neutral,2026-05-29T16:07:23.315562,37200,32100,336,3400000,0.0,103636,105808.0
tiktok,post,7529527955446402360,#anakrantau #sadstory #sadvibes #foryoupage,https://www.tiktok.com/@misadharivaldii_/video/7529527955446402360,,,neutral,2026-05-29T16:07:53.409566,87900,5778,775,1500000,0.0,109453,103281.0
