Platform,Type,ID,Text,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,URL,video_url,media_type,engagement_score,author,author_followers
tiktok,comment,7655382488830709012_comment_0,Terbaik... Moga mencapai kemenangan ... Tahniah Cikgu Mala & Cikgu Yuhanita. PAS-PN FOR ALL 💚💚💚,https://www.tiktok.com/@pas_johor/video/7655382488830709012,7655382488830709012,neutral,2026-07-08T18:56:12.350115+00:00,27,0,0,0,0.0,27,,,,,,
tiktok,comment,7655382488830709012_comment_1,didoakan semoga Allah memberi kekuatan kepada calon-calon pn yg bertanding.,https://www.tiktok.com/@pas_johor/video/7655382488830709012,7655382488830709012,neutral,2026-07-08T18:56:12.350161+00:00,4,0,0,0,0.0,4,,,,,,
tiktok,comment,7655956140781538578_comment_0,Terbaik... Moga mencapai kemenangan ... Tahniah Cikgu Mala & Cikgu Yuhanita. PAS-PN FOR ALL 💚💚💚,https://www.tiktok.com/@pintasan_n8/video/7655956140781538578,7655956140781538578,neutral,2026-07-08T18:56:12.660857+00:00,27,0,0,0,0.0,27,,,,,,
tiktok,comment,7655956140781538578_comment_1,didoakan semoga Allah memberi kekuatan kepada calon-calon pn yg bertanding.,https://www.tiktok.com/@pintasan_n8/video/7655956140781538578,7655956140781538578,neutral,2026-07-08T18:56:12.660949+00:00,4,0,0,0,0.0,4,,,,,,
tiktok,comment,7655883287327722772_comment_0,Terbaik... Moga mencapai kemenangan ... Tahniah Cikgu Mala & Cikgu Yuhanita. PAS-PN FOR ALL 💚💚💚,https://www.tiktok.com/@_ummuahmad_/video/7655883287327722772,7655883287327722772,neutral,2026-07-08T18:56:12.974915+00:00,27,0,0,0,0.0,27,,,,,,
tiktok,comment,7655883287327722772_comment_1,didoakan semoga Allah memberi kekuatan kepada calon-calon pn yg bertanding.,https://www.tiktok.com/@_ummuahmad_/video/7655883287327722772,7655883287327722772,neutral,2026-07-08T18:56:12.974953+00:00,4,0,0,0,0.0,4,,,,,,
tiktok,comment,7220002019686337797_comment_0,Terbaik... Moga mencapai kemenangan ... Tahniah Cikgu Mala & Cikgu Yuhanita. PAS-PN FOR ALL 💚💚💚,https://www.tiktok.com/@klinikfirdaus/video/7220002019686337797,7220002019686337797,neutral,2026-07-08T18:56:13.293152+00:00,27,0,0,0,0.0,27,,,,,,
tiktok,comment,7220002019686337797_comment_1,didoakan semoga Allah memberi kekuatan kepada calon-calon pn yg bertanding.,https://www.tiktok.com/@klinikfirdaus/video/7220002019686337797,7220002019686337797,neutral,2026-07-08T18:56:13.293188+00:00,4,0,0,0,0.0,4,,,,,,
tiktok,comment,7484228306988977463_comment_0,Terbaik... Moga mencapai kemenangan ... Tahniah Cikgu Mala & Cikgu Yuhanita. PAS-PN FOR ALL 💚💚💚,https://www.tiktok.com/@mama.dhaif/video/7484228306988977463,7484228306988977463,neutral,2026-07-08T18:56:13.601918+00:00,27,0,0,0,0.0,27,,,,,,
tiktok,comment,7484228306988977463_comment_1,didoakan semoga Allah memberi kekuatan kepada calon-calon pn yg bertanding.,https://www.tiktok.com/@mama.dhaif/video/7484228306988977463,7484228306988977463,neutral,2026-07-08T18:56:13.601936+00:00,4,0,0,0,0.0,4,,,,,,
tiktok,comment,7555404980744686860_comment_0,Terbaik... Moga mencapai kemenangan ... Tahniah Cikgu Mala & Cikgu Yuhanita. PAS-PN FOR ALL 💚💚💚,https://www.tiktok.com/@sebut.berita/video/7555404980744686860,7555404980744686860,neutral,2026-07-08T18:56:13.907533+00:00,27,0,0,0,0.0,27,,,,,,
tiktok,comment,7555404980744686860_comment_1,didoakan semoga Allah memberi kekuatan kepada calon-calon pn yg bertanding.,https://www.tiktok.com/@sebut.berita/video/7555404980744686860,7555404980744686860,neutral,2026-07-08T18:56:13.907543+00:00,4,0,0,0,0.0,4,,,,,,
tiktok,comment,7535181339956350226_comment_0,Terbaik... Moga mencapai kemenangan ... Tahniah Cikgu Mala & Cikgu Yuhanita. PAS-PN FOR ALL 💚💚💚,https://www.tiktok.com/@gianfreyy_48/video/7535181339956350226,7535181339956350226,neutral,2026-07-08T18:56:14.215991+00:00,27,0,0,0,0.0,27,,,,,,
