Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score
tiktok,post,7641215688471842068,"senyum tetap on, suara tetap tenang, padahal otak lagi buru-buru nginget isi que card, ada yang pernah di posisi begini juga? 😆 (just for content)

ib: @Aliefy Maharani 

#MC #MasterOfCeremony #EventMC #BehindTheStage",https://www.tiktok.com/@dgobryl/video/7641215688471842068,,,neutral,2026-05-29T19:23:03.130282,1400000,159600,10900,17300000,0.0,1743500,1769200.0
tiktok,post,7628183508950764821,Jangan Paksa Rindu (Beda) - Ifan Seventeen,https://www.tiktok.com/@sn.djateng1/video/7628183508950764821,,,neutral,2026-05-29T19:22:25.092358,614400,39300,3301,9500000,0.0,752001,712403.0
tiktok,post,7617930591383686407,how that one boy played with my feelings || #neymar #feelings #viral #fyp #oneboy,https://www.tiktok.com/@.aep52/video/7617930591383686407,,,neutral,2026-05-29T19:22:33.639915,237800,31400,600,1400000,0.0,283800,303800.0
tiktok,post,7013593650017946907,🤡 | #ggzerosix #fyp #trending #trendingsong #viral #teksberjalan #digitalscreen #KrisbeePillowNoMellow,https://www.tiktok.com/@ggzerosix/video/7013593650017946907,,,neutral,2026-05-29T19:22:37.163911,225100,30200,1228,3100000,0.0,287528,292284.0
tiktok,post,7384595066674826504,Assalamualaikum..#muhasabahdiri #adikberadik #quotes #foryou #foryoupage #soundviral #CapCut,https://www.tiktok.com/@anak.desa332/video/7384595066674826504,,,neutral,2026-05-29T19:22:26.134455,97600,67500,3129,2600000,0.0,194229,244587.0
tiktok,post,7643754740353912082,"Semua punca kamu ler ni hmmm 

#Tarung #perak",https://www.tiktok.com/@im.im_ran/video/7643754740353912082,,,neutral,2026-05-29T19:22:25.493198,152600,36900,1018,1200000,0.0,202518,230654.0
tiktok,post,7632410609874832661,"pelakon yg ada lagu sendiri!! dont let this flop!

#trending #lagugalau #viral #fypシ゚ #malaysong",https://www.tiktok.com/@zsxeo_/video/7632410609874832661,,,neutral,2026-05-29T19:22:37.818997,181400,5613,892,1800000,0.0,205905,197102.0
tiktok,post,7273659182321061126,"sing nyakiti di talqin ae loh..
ga bahaya tah??😁🤭
#CapCut 
#gusiqdam
#stnyell",https://www.tiktok.com/@muayharsanto/video/7273659182321061126,,,neutral,2026-05-29T19:22:36.509399,143000,18600,2085,3900000,0.0,202685,190355.0
tiktok,post,7348809731688975621,"Sambutan Prabowo pada acara buka puasa bersama dengan pimpinan dan pengurus PAN beberapa saat lalu.

Ada sisi serius dan bercandanya. Prabowo kembali mengulang penilaian rivalnya terhadap dirinya, yang diberi nilai 11 dari 100, yang menjadi salah satu penyebab ia menang besar dalam kontestasi Pilpres, kemarin.",https://www.tiktok.com/@erizal776/video/7348809731688975621,,,neutral,2026-05-29T19:22:24.766189,155600,3573,5875,3300000,0.0,198048,183671.0
tiktok,post,7574272301693209873,I wish I could be looking at her right now. IB |AND CC|@vg_editt  #isabelamerced #isabelamercededit #thelastofus #thelastofus2 #dinawoodward #dinawoodwardedit #turtlesallthewaydown IG.SCP|@vgscene.pack,https://www.tiktok.com/@hypelunar/video/7574272301693209873,,,neutral,2026-05-29T19:23:05.374973,166200,3791,319,1500000,0.0,185310,176239.0
