platform,post_content,comment_content,engagement,sentiment,date
x,,@harakakdailyHD Shhhhh. 🤐 https://t.co/lEv3Wvgfnp,6,neutral,2026-07-04 11:35:15+00:00
x,,@harakakdailyHD Shhhhh. 🤐 https://t.co/lEv3Wvgfnp,6,neutral,2026-07-04 11:35:15+00:00
x,,@harakakdailyHD lepas tu kau nak bersubahat dengan penyamun tu? Haji bodoh. Matlamat tidak sekali akan menghalal kan cara.,0,negative,2026-07-04 15:29:52+00:00
x,,@harakakdailyHD https://t.co/aFkcFXoIui,0,neutral,2026-07-04 20:17:22+00:00
x,,@harakakdailyHD Anak kecil main api..,0,neutral,2026-07-04 12:46:33+00:00
x,,@harakakdailyHD Bunch of ….,0,negative,2026-07-04 22:26:02+00:00
x,,@harakakdailyHD lepas tu kau nak bersubahat dengan penyamun tu? Haji bodoh. Matlamat tidak sekali akan menghalal kan cara.,0,negative,2026-07-04 15:29:52+00:00
x,,@harakakdailyHD https://t.co/aFkcFXoIui,0,neutral,2026-07-04 20:17:22+00:00
x,,@harakakdailyHD Anak kecil main api..,0,neutral,2026-07-04 12:46:33+00:00
x,,@harakakdailyHD Bunch of ….,0,negative,2026-07-04 22:26:02+00:00
