platform,post_content,comment_content,engagement,sentiment,date
facebook,,Selamat hari raya maaf zahir batin..,3,neutral,2026-03-30T05:11:15.000Z
facebook,,SHRMZB,3,neutral,2026-03-30T14:01:13.000Z
facebook,,"Alhamdulillah merioh eii, Slmt hari raye",3,neutral,2026-03-31T00:26:01.000Z
facebook,,Selamat hari raya amin zontes,3,neutral,2026-04-01T01:05:52.000Z
facebook,,,2,neutral,2026-03-31T01:12:58.000Z
facebook,,Selamat hari raya maaf zahir batin idola..5 dh deh laju production die,2,neutral,2026-04-04T12:19:20.000Z
facebook,,Selamat Hari raya bos kite tu..maaf Zahir batin.,2,neutral,2026-04-04T12:32:21.000Z
facebook,,Merioh Ming. Slmt hari raye,1,neutral,2026-03-30T16:06:00.000Z
facebook,,Allah bersama kebenaran....Allahu Akbar,1,neutral,2026-06-11T09:08:13.000Z
facebook,,Semoga Islam menang. Takbir Allaahuakabar3👍👍👍,1,neutral,2026-06-11T09:10:55.000Z
facebook,,,1,neutral,2026-06-11T09:19:35.000Z
facebook,,,1,neutral,2026-06-11T09:12:31.000Z
facebook,,❤️👍,1,neutral,2026-06-11T09:10:01.000Z
facebook,,,0,neutral,2026-06-11T09:19:21.000Z
facebook,,Terbaik,0,neutral,2026-06-11T09:49:16.000Z
facebook,,Takbir,0,neutral,2026-06-11T09:12:00.000Z
facebook,,Takbir,0,neutral,2026-06-11T09:18:30.000Z
facebook,,Alhamdulillah,0,neutral,2026-06-11T09:49:22.000Z
facebook,,"Mantap, terbaik dan berterus terang..",0,neutral,2026-06-11T07:41:37.000Z
