Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,QueryID,Negeri,Jenis_Suara,Weight_Analisis,SeedQuery,StreamLabel
news,post,f171b0dfc3d11246,"Institutions, politics and lessons from history. Institutions, politics and lessons from history&nbsp;&nbsp;MySinchew",https://news.google.com/rss/articles/CBMickFVX3lxTE9IY21OSmZ4S1V3VGgyT1JsSmxXT2hjbUpKOEhIT1RzZDJ6NlBjak1BNFB1OWlXd0VtSVJzaVBqc3g5ZExJY1hZa29XU0I2b3dSR0xrN2VYYldoQVY2b2lieWZWSEZzV3NPd2ViVkhqQ1VyUQ?oc=5,,2026-06-09T07:00:00+00:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" OR ""星洲日报"" OR ""中国报"" Negeri Sembilan OR 森美兰 when:30d",Media Cina NS
news,post,bcabd97cc4ca3bf9,"BN/Umno’s smooth path in Johor, PH’s future uncertain in Negri Sembilan. BN/Umno’s smooth path in Johor, PH’s future uncertain in Negri Sembilan&nbsp;&nbsp;MySinchew",https://news.google.com/rss/articles/CBMickFVX3lxTFBpYUV4aDBieFMwRkFfWUlkZzRHOVZXZjBGYmJfcjBIT2xUMWFpMWtkZ295bHI3MmRyemxnbmsyOEEyZ2VtUXpSTTR6Zm5taWZpVE9fV25LWV9ZY1FLdnB3ZWp3ZVhIWjNVTWItSjl5X25sdw?oc=5,,2026-06-16T07:00:00+00:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" OR ""星洲日报"" OR ""中国报"" Negeri Sembilan OR 森美兰 when:30d",Media Cina NS
news,post,1ba6976de2670bf7,Gerakan eyes 4 seats in Negeri Sembilan. Gerakan eyes 4 seats in Negeri Sembilan&nbsp;&nbsp;Free Malaysia Today,https://news.google.com/rss/articles/CBMiogFBVV95cUxNc2trSWZTM3pja2Z2MWRhNnBqcEJRakxBZDExNV9yQUJTbERHb1JDbmZtZ2VPZTc1UGZVdHlCbkRsYW5faXVTcDhid1pRaGRxMnM4THQwM0tKT2J4Y0hKa2RkMHJxY2RjYUpjbmRvU0VxSllOSWZTNXFjblFEbFl1SE5MSWswTWpSN19tZjgxdi1kSWpUb0hxY2EtaFR4NkJqcEE?oc=5,,2026-07-03T09:54:23+00:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" OR ""星洲日报"" OR ""中国报"" Negeri Sembilan OR 森美兰 when:30d",Media Cina NS
news,post,6ef44fc8d959a090,"State your stand on vernacular schools, Dong Jiao Zong tells election hopefuls. State your stand on vernacular schools, Dong Jiao Zong tells election hopefuls&nbsp;&nbsp;Free Malaysia Today",https://news.google.com/rss/articles/CBMi1AFBVV95cUxNODJNdTIxUkhDaGhrRDZfa2tMNnhXcjZNVkRBT2g1aWZ2M005NUhwR211S3VfZkQ5dk9YWFJmVS1ZeERiaERocE9QMVdUMV9VRGdKMENQS3FXSi0zREU4M1lOVXpUNWlhUnktZFFsemNISS1zbHFubml2U0hVQmNuenZ0Um9fZ3FuQ1ludEtvZ0d4UWFMWmVzdXhxM3lpelo1Y2xzRnRaUmVCa21fTkI4WlNRX1BzTFpwTUdHZ2luRmQtN1JhZW1ncUxsWmJkbU5fN3AzTA?oc=5,,2026-07-02T06:35:47+00:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" OR ""星洲日报"" OR ""中国报"" Negeri Sembilan OR 森美兰 when:30d",Media Cina NS
news,post,c8208ed9138bab0f,"Azalina dismisses claims that BN victory in Johor would free Najib from prison. PUTRAJAYA, July 7 &mdash; Elections cannot be used as a channel to free any individual who is serving a prison sentence,...",https://www.malaymail.com/news/malaysia/2026/07/07/azalina-dismisses-claims-that-bn-victory-in-johor-would-free-najib-from-prison/226677,,2026-07-07T13:20:14+08:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" OR ""星洲日报"" OR ""中国报"" Negeri Sembilan OR 森美兰 when:30d",Media Cina NS
news,post,d966e382518fd236,"Sabah hospital achieves milestone with complex surgery separating 28-day-old conjoined twins. KOTA KINABALU, July 7 &mdash; The Sabah Women and Children&rsquo;s Hospital (HWKKS) in Likas has achieved a historic fir...",https://www.malaymail.com/news/malaysia/2026/07/07/sabah-hospital-achieves-milestone-with-complex-surgery-separating-28-day-old-conjoined-twins/226676,,2026-07-07T13:16:10+08:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" OR ""星洲日报"" OR ""中国报"" Negeri Sembilan OR 森美兰 when:30d",Media Cina NS
news,post,1d25004a7f6da245,"Adaptive reuse project to breathe new life into George Town heritage shophouses. GEORGE TOWN, July 7 &mdash; The adaptive reuse of eight Category II heritage shophouses into the Cultural Heritage Hub (...",https://www.malaymail.com/news/malaysia/2026/07/07/adaptive-reuse-project-to-breathe-new-life-into-george-town-heritage-shophouses/226674,,2026-07-07T12:51:39+08:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" OR ""星洲日报"" OR ""中国报"" Negeri Sembilan OR 森美兰 when:30d",Media Cina NS
news,post,46611c8b5e5ecde5,"Teo Nie Ching urges Onn Hafiz to explain alleged campaigning at Johor TVET event. KULAI, July 7 &mdash; Menteri Besar Datuk Onn Hafiz Ghazi has been urged to explain allegations that a group of Technica...",https://www.malaymail.com/news/malaysia/2026/07/07/teo-nie-ching-urges-onn-hafiz-to-explain-alleged-campaigning-at-johor-tvet-event/226672,,2026-07-07T12:45:56+08:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" OR ""星洲日报"" OR ""中国报"" Negeri Sembilan OR 森美兰 when:30d",Media Cina NS
news,post,1b2129fd8882aee8,"Anwar: Malaysia’s press freedom ranking fell due to enforcement, not censorship. KUALA LUMPUR, July 7 &mdash; Prime Minister Datuk Seri Anwar Ibrahim today attributed Malaysia&rsquo;s drop in the 2026...",https://www.malaymail.com/news/malaysia/2026/07/07/anwar-malaysias-press-freedom-ranking-fell-due-to-enforcement-not-censorship/226670,,2026-07-07T12:17:00+08:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" OR ""星洲日报"" OR ""中国报"" Negeri Sembilan OR 森美兰 when:30d",Media Cina NS
news,post,006aa0f1920ca5bc,"George Town’s Unesco status not under threat, says Penang exco. GEORGE TOWN, July 7 &mdash; George Town&rsquo;s Unesco World Heritage status is not under threat, with Penang continuing...",https://www.malaymail.com/news/malaysia/2026/07/07/george-towns-unesco-status-not-under-threat-says-penang-exco/226669,,2026-07-07T12:07:08+08:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" OR ""星洲日报"" OR ""中国报"" Negeri Sembilan OR 森美兰 when:30d",Media Cina NS
