Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,QueryID,Negeri,Jenis_Suara,Weight_Analisis,SeedQuery
news,post,e451bb67375f01ed,New PETRONAS Syntium Delivers Enhanced Engine Protection and Fuel Efficiency. New PETRONAS Syntium Delivers Enhanced Engine Protection and Fuel Efficiency&nbsp;&nbsp;Sin Chew Daily,https://news.google.com/rss/articles/CBMiakFVX3lxTFBha29PV2IzdGJIU2V2NFU0Umo1aWFhSWJjOEtNM0VLNjVxR2c5N09Ocm5GTm96amNSRzgxa2dteFlQS1hUcU5ORThYeGx2TFZsejBVTHBFWkxhYWY5cTZaZUxzS0NMU2ZBMEE?oc=5,,2026-06-12T09:15:00+00:00,0,0,0,0,0.0,0,S3A1,Melaka,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" Melaka OR 马六甲 when:30d"
news,post,4ab0af131d9075d6,"Centenarian, daughter keep 65-year-old coffee shop alive on outskirts of Malaysia’s Melaka. Centenarian, daughter keep 65-year-old coffee shop alive on outskirts of Malaysia’s Melaka&nbsp;&nbsp;Asia News Network",https://news.google.com/rss/articles/CBMitAFBVV95cUxPbzBOeDJ3UGNkVllxSU9IbHQ4ZzQ3aVFHTTBxb1lvQXdMcUZVSWtfVFc5OUJDX01lSThtRGpMUk45S1I1Q2xaR2M0cFM4TS0wRUlId0RGenExSW1ib01GcVFoVWNZX2g1TWd5bjRRX0hzcjNkUnA2LXp2ZUVQU2VlRmtTRi0za3FwUGFaa1h0N0RnUEVRVzhDeDZndGhVRGJvdFkxVFpXUzU4amdIbXhCeTRLcDI?oc=5,,2026-05-28T07:00:00+00:00,0,0,0,0,0.0,0,S3A1,Melaka,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" Melaka OR 马六甲 when:30d"
news,post,ea4712284990661b,The inexorable distance between PAS and the Malaysian Chinese community. The inexorable distance between PAS and the Malaysian Chinese community&nbsp;&nbsp;MySinchew,https://news.google.com/rss/articles/CBMickFVX3lxTE5ZNlhZRkluRExmcEpSUlkzWEowcWhMQUpuTzlGRWhYWXZlbnRqQTBtR2V1clBPVG5IZ2VTSHZsYXIxM3ZYZEJQYTBJVUpwbHVHalRkZ2hPbU4zNlFxS3UxZjJuMW5wc09sQWhUYllCcWtxUQ?oc=5,,2026-06-04T07:00:00+00:00,0,0,0,0,0.0,0,S3A1,Melaka,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" Melaka OR 马六甲 when:30d"
news,post,c9ee0bf13a0e53f1,"""It's not just about getting rich"" - Malaysian Vendor in Melaka Has Been Selling 50-Sen Nasi Lemak for 20 Years. ""It's not just about getting rich"" - Malaysian Vendor in Melaka Has Been Selling 50-Sen Nasi Lemak for 20 Years&nbsp;&nbsp;Gempak",https://news.google.com/rss/articles/CBMi1gFBVV95cUxPZjk1ZE9UTkcxYWZRMVJUbUJ6SkdiVmcwY0RzVUhyOWYxMjU0UzhWRFdCSU5teHlTVUhaS0RNT3NxLUdUa0NpRTRrbTVpRFdpREZ6MFpLX3VpZU9pSDNwMWY3OTd2U2tIN3dIRXlla0pGVmtyaFZGQnM1QmdIY1A1clBQeVFlS3dwVU52b1ZTazA0N3JGdzlvNVEySlBGa29BRzRNbTdyN2VPREh4a0Y5UVJyWWNZR05qRWtSYUM1VkVMVWl4OWh6UXVPbXR6Wm9jZmJDYV9R?oc=5,,2026-06-05T07:00:00+00:00,0,0,0,0,0.0,0,S3A1,Melaka,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" Melaka OR 马六甲 when:30d"
news,post,4eb290cfdb83badd,Pekanbaru–Melaka flight boosts health tourism from Indonesia. Pekanbaru–Melaka flight boosts health tourism from Indonesia&nbsp;&nbsp;MySinchew,https://news.google.com/rss/articles/CBMickFVX3lxTE5JOGlpQnJnbFNOX2VrRXlyUTRvNk92dlQxX19nQ2dQX3h5UkZIVmlicFZXdXJqbjRZcENMNkVzNFdxTHV2TjhkTGlNZW83bDZWZUFiNl9ZT1FhY3NJaGoxd0lXMWljbmk5ZVNXVllHUjJCZw?oc=5,,2026-06-13T09:02:27+00:00,0,0,0,0,0.0,0,S3A1,Melaka,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" Melaka OR 马六甲 when:30d"
news,post,6fa986f9fc825ca3,That Cabinet group photo may be signalling General Election is around the corner. That Cabinet group photo may be signalling General Election is around the corner&nbsp;&nbsp;MySinchew,https://news.google.com/rss/articles/CBMickFVX3lxTE0tZ3ZUa0dwYjZnek45YXhSb21rcnpuM0ZzUlJVaHZiaDl1TnNVNVdIVmVBZlBVWUN2NXhiVC1ienRtTHY2bUd2Q0NwTmZ4U1NHb04xaVZOUDBPU3ZKaDZGUTZCOVVwQ1lTdkdZLXZyMWFjUQ?oc=5,,2026-06-13T16:45:22+00:00,0,0,0,0,0.0,0,S3A1,Melaka,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" Melaka OR 马六甲 when:30d"
news,post,13b73f015e0eaf70,Woman With Vietnamese Mother Finally Granted Malaysian Citizenship After 18 Years. Woman With Vietnamese Mother Finally Granted Malaysian Citizenship After 18 Years&nbsp;&nbsp;says.com,https://news.google.com/rss/articles/CBMimAFBVV95cUxPcWFDWkVWSHJSd25UXzVWVHl0VHF4WFAyeVFGOVRXZDNUOUhYajJub1ZQaVFPU3RHWEtCbHAwdUM1YUNkdkV4bzBOeVFiUUZSQWNYQTF3dVBrOEFOd0JyS2JtTlpGOHVZRW9fVzExNHp4VUY4cGNtemh1QnoxYWMwVzZTSkJVZTZSSld1SkVYQjRaLWtTZGZueA?oc=5,,2026-05-28T07:00:00+00:00,0,0,0,0,0.0,0,S3A1,Melaka,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" Melaka OR 马六甲 when:30d"
news,post,ab9373e17477e0f6,British Man Crashes Friend’s Car Into Melaka Homestay While Taking It To The Workshop. British Man Crashes Friend’s Car Into Melaka Homestay While Taking It To The Workshop&nbsp;&nbsp;WeirdKaya,https://news.google.com/rss/articles/CBMibkFVX3lxTFBla19ZTkxoTU8zS1JmeE1aQ2I2b2tfYk8zbXVrSVRBM2d6d0tvT0FrM2JtQnNmOGtzX0RJcmxSVXY5Z185RFBkbjFoUnBGX0VfeHh0elA0S0FyZHdPdnV5MVlKQ2xsU1JSSkM5Mnp3?oc=5,,2026-06-10T10:24:44+00:00,0,0,0,0,0.0,0,S3A1,Melaka,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" Melaka OR 马六甲 when:30d"
news,post,90d4ebae3e17a4df,"Ada etnik Rohingya mohon dilantik ahli jawatankuasa kampung, laksana solat Jumaat dalam komuniti sendiri - ADUN Duyong. MELAKA: Kewujudan komuniti Rohingya di beberapa kawasan di negeri ini semakin membimbangkan apabila ada dalam kalangan mereka didakwa mula mengemukakan pelbagai permohonan yang disifatkan melangkaui status sebagai pelarian.",https://www.bharian.com.my/berita/nasional/2026/06/1571580/ada-etnik-rohingya-mohon-dilantik-ahli-jawatankuasa-kampung-laksana,,2026-06-14T09:46:08+00:00,0,0,0,0,0.0,0,S3A1,Melaka,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" Melaka OR 马六甲 when:30d"
news,post,04df71fb3ae75b15,"Yakin akui serangan Switzerland tumpul. SANTA CLARA: Pengendali Switzerland, Murat Yakin mengakui pasukannya kehilangan dua mata selepas Qatar menjaringkan gol penyamaan dalam masa kecederaan untuk melakar sejarah meraih mata pertama dalam sejarah Piala Dunia menerusi keputusan seri 1-1 dalam aksi Kumpulan B, awal pagi tadi.",https://www.bharian.com.my/sukan/bola/2026/06/1571497/yakin-akui-serangan-switzerland-tumpul,,2026-06-14T07:32:45+00:00,0,0,0,0,0.0,0,S3A1,Melaka,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" Melaka OR 马六甲 when:30d"
