Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,QueryID,Negeri,Jenis_Suara,Weight_Analisis,SeedQuery
news,post,41a2a1acdf6303ed,Forest City Issues Guidance on SFZ MM2H Requirements Amid Growing Regional Interest in Malaysia’s ‘Easiest Path’ to Long-Term Residency. Forest City Issues Guidance on SFZ MM2H Requirements Amid Growing Regional Interest in Malaysia’s ‘Easiest Path’ to Long-Term Residency&nbsp;&nbsp;Sin Chew Daily,https://news.google.com/rss/articles/CBMif0FVX3lxTE8yeGxvUzBfZElid1VFeklNdk55UDRrMEFDTFh6S0xtOFJJbTRmWktDQmlvT2VCLXNBVWtSbXFTQnlockRUeHJTcHZ3eS1PTnFOeHhFY0IyWkE1NGh1U1hTOG84bW56aFhVajREWHBZc2hYTUNfZjZDZ2hVZnFZU28?oc=5,,2026-05-29T09:35:00+00:00,0,0,0,0,0.0,0,S2A1,Johor,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" Johor OR 柔佛 when:30d"
news,post,5c040ed3ff383225,Forest City Classic Course Rises 14 Places to No. 36 in Asia; Retains Malaysia No. 1 for Seventh Year. Forest City Classic Course Rises 14 Places to No. 36 in Asia; Retains Malaysia No. 1 for Seventh Year&nbsp;&nbsp;Sin Chew Daily,https://news.google.com/rss/articles/CBMiakFVX3lxTFB2emZtcjdIbEZXdU5zcG5hNE9FaDZZeTBteFU5OWp5UUtWS1FqZmtsTldESGpFMmhiSXdWeWFzalF5dWVUTm16MzJfNFhPM3d3aXQ4VTRpRWI2TlNmdDJhMWpXay1KQ0pid0E?oc=5,,2026-05-22T07:00:00+00:00,0,0,0,0,0.0,0,S2A1,Johor,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" Johor OR 柔佛 when:30d"
news,post,371049460445f1da,The ‘Three Kingdoms’ of Malaysian politics: Liew Chin Tong outlines regional strongholds ahead of election battle. The ‘Three Kingdoms’ of Malaysian politics: Liew Chin Tong outlines regional strongholds ahead of election battle&nbsp;&nbsp;MySinchew,https://news.google.com/rss/articles/CBMickFVX3lxTE1CTmg1QXlUYTM5cFBuTUQteWZpbDBPdGdzbTdkeHNlUnVDUVE4UDVPcGFNaFJQNEFvWV9sOGZVb1psZnRBaFF1eFA3M3JMekM0VVhXN1YwZVFfU083M0NrMmM2TkRWX0wwT1ZHUUNZT2tSdw?oc=5,,2026-05-19T07:00:00+00:00,0,0,0,0,0.0,0,S2A1,Johor,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" Johor OR 柔佛 when:30d"
news,post,12ba97e7acd87f1c,"Madani’s next political test: Stability, strategy and risks of a direct contest - Opinion. Madani’s next political test: Stability, strategy and risks of a direct contest - Opinion&nbsp;&nbsp;MySinchew",https://news.google.com/rss/articles/CBMickFVX3lxTE9QbHB0cnNRaEVQM1R2MTc3Q1NMTTZwRW1KaWpERjg5MzcwVjlaYTdkYkxfSG91ekE2WVUtNUtlU0FKcWJfamU4YWFyRlVqOGthVFVVR2ttdHNnbGhQYlF3VVo0aGVmYW9NYVhqWHp3bFBDQQ?oc=5,,2026-05-19T07:00:00+00:00,0,0,0,0,0.0,0,S2A1,Johor,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" Johor OR 柔佛 when:30d"
news,post,1ff477ed4dbec4b4,"Workers’ association launches RM300,000 ambulance fund to save lives of Malaysian commuters. Workers’ association launches RM300,000 ambulance fund to save lives of Malaysian commuters&nbsp;&nbsp;MySinchew",https://news.google.com/rss/articles/CBMickFVX3lxTE1kdU5tYjZsQkNieTBqZmdQRHBDTTJhOVhUUG9LWU1CNDBENnhJNWQtRE1ITzltWTc1azctVFA3OFFSQlg3X3dDWXNvWW1DRXIxT282VzdmLUJ2c19ULTJSakdhZldFcXhTYlpuMGUxM1lndw?oc=5,,2026-05-21T07:00:00+00:00,0,0,0,0,0.0,0,S2A1,Johor,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" Johor OR 柔佛 when:30d"
news,post,585eb61f5752e47a,"If even Anwar is at risk, how many seats will PKR have left?. If even Anwar is at risk, how many seats will PKR have left?&nbsp;&nbsp;MySinchew",https://news.google.com/rss/articles/CBMickFVX3lxTE5CamluU2ZwRVdNM1ppdWZoZGRBWnh0bEF2aUZWWkVONXBiSGtMVzhJSnpWbk1MMHhORERWOUJyUy1jVGFtaU43NUQ4cktmOGFUaDNVLWRMaFB6MXJqV3RBM0haT0NveWhDZmNScmpiZVNkUQ?oc=5,,2026-06-05T07:00:00+00:00,0,0,0,0,0.0,0,S2A1,Johor,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" Johor OR 柔佛 when:30d"
news,post,6fa986f9fc825ca3,That Cabinet group photo may be signalling General Election is around the corner. That Cabinet group photo may be signalling General Election is around the corner&nbsp;&nbsp;MySinchew,https://news.google.com/rss/articles/CBMickFVX3lxTE0tZ3ZUa0dwYjZnek45YXhSb21rcnpuM0ZzUlJVaHZiaDl1TnNVNVdIVmVBZlBVWUN2NXhiVC1ienRtTHY2bUd2Q0NwTmZ4U1NHb04xaVZOUDBPU3ZKaDZGUTZCOVVwQ1lTdkdZLXZyMWFjUQ?oc=5,,2026-06-13T16:45:22+00:00,0,0,0,0,0.0,0,S2A1,Johor,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" Johor OR 柔佛 when:30d"
news,post,644a9ceeff15d56b,Two sisters die trapped in Johor house fire as escape routes cut off by flames. Two sisters die trapped in Johor house fire as escape routes cut off by flames&nbsp;&nbsp;The Vibes,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOQklVTUFYSkNuQ0tJLTk2QzlBdDBaVml3OUNGNU1KNndOMDBGYW9LejFLd3RuZV96U2Zqd2lycDZSYVVfbklmXzVhT3JJaHExd21wdUEzcElkbTlQT2Y5ckNSaFF6a1RqdEt6QjhpWnZxbWV1bkhBNFV0YThxZWJVRkdrTkxPNkVqT0Fmbk1ud2hNcXhFQkpyYjlPdDhCV0x4R3NlS3k3bTBNVmdScEozb3NpOGNkcHVCMS12R2VWcXNPQQ?oc=5,,2026-06-03T07:00:00+00:00,0,0,0,0,0.0,0,S2A1,Johor,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" Johor OR 柔佛 when:30d"
news,post,37163886de7c1977,"Onn Hafiz clarifies ‘same table’ remark on DAP: Disagreement over tactics, not race. Onn Hafiz clarifies ‘same table’ remark on DAP: Disagreement over tactics, not race&nbsp;&nbsp;MySinchew",https://news.google.com/rss/articles/CBMickFVX3lxTE5rdkFyV0hLaWdSOVBXTy1nM2hsZXFOM1NjSlpBR2R5cjFpbVVJdDhFVG1uZDdtNmJZaDNudlhpc2FubzVTN19UZDVrRFlCR0dDRUR2dnNJd1RMb0FTSkJQbVhTcHg3LWZ5alNDcmdkc0swQQ?oc=5,,2026-06-11T07:52:24+00:00,0,0,0,0,0.0,0,S2A1,Johor,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" Johor OR 柔佛 when:30d"
news,post,2368d0e1d556a80d,"M’sian man, 22, found dead outside shop in JB after alleged attack. M’sian man, 22, found dead outside shop in JB after alleged attack&nbsp;&nbsp;Mothership",https://news.google.com/rss/articles/CBMieEFVX3lxTE1relZBeWluaHlMdHBGUlJXR3pGTWoxY05SazZLeUxNcXg2QmREZEVGU3ZRWXFKa1dyZGtwbmNuWTJ1V1lSb3pFMEtZZFVhS3lleVE3UDBEVnpoS0xIUGx0Q1RSQ1VNaTVXeS1TYnd4V0xUSm05ekRocQ?oc=5,,2026-05-22T09:16:27+00:00,0,0,0,0,0.0,0,S2A1,Johor,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" Johor OR 柔佛 when:30d"
