Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,QueryID,Negeri,Jenis_Suara,Weight_Analisis,SeedQuery,StreamLabel
news,post,ee4c0cb33a58be47,Merdeka Center jangka BN menang selesa di Johor. Merdeka Center jangka BN menang selesa di Johor&nbsp;&nbsp;Malaysiakini,https://news.google.com/rss/articles/CBMiUkFVX3lxTE1GVEVkZW5SQWhUaHBYTFNQeG5ieU1Rbk1jT2h3Nk92emR2RFlENWxkVkV6NDNVSnYyZXE4TThVWDZIZDhEaGRGOWZpMnlqeGQ3SkE?oc=5,,2026-07-06T08:07:55+00:00,0,0,0,0,0.0,0,S1A2,Negeri Sembilan,proxy_about_chinese,Rendah,"""pengundi Cina"" OR ""komuniti Cina"" ""Negeri Sembilan"" PRN when:30d",Proxy BM NS
news,post,17b81337700cad8c,Wawasan mahu bantu PN perkemas strategi menangi hati rakyat. Ketua Penerangan Wan Ahmad Fayhsal Wan Ahmad Kamal berkata ia khususnya pada PRN Negeri Sembilan.,https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/07/12/wawasan-mahu-bantu-pn-perkemas-strategi-menangi-hati-rakyat,,2026-07-12T06:47:41+00:00,0,0,0,0,0.0,0,S1A2,Negeri Sembilan,proxy_about_chinese,Rendah,"""pengundi Cina"" OR ""komuniti Cina"" ""Negeri Sembilan"" PRN when:30d",Proxy BM NS
news,post,f37c6a1fe918693c,"Pemimpin Wawasan dakwa Bersatu punca PN kalah teruk PRN Johor. Ketua Wawasan Johor, Zulkifli Bujang berkata konflik dalaman Bersatu mengheret PN hingga menerima kesan politik yang besar.",https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/07/12/pemimpin-wawasan-dakwa-bersatu-punca-pn-kalah-teruk-prn-johor,,2026-07-12T05:26:43+00:00,0,0,0,0,0.0,0,S1A2,Negeri Sembilan,proxy_about_chinese,Rendah,"""pengundi Cina"" OR ""komuniti Cina"" ""Negeri Sembilan"" PRN when:30d",Proxy BM NS
news,post,d032538c6dffddbf,‘Blok progresif’ Muda-PSM terus gagal raih sokongan. Keputusan PRN Johor mungkin menyebabkan dua parti itu terpaksa pertimbangkan semula strategi pilihan raya mereka.,https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/07/12/blok-progresif-muda-psm-terus-gagal-raih-sokongan,,2026-07-12T04:25:30+00:00,0,0,0,0,0.0,0,S1A2,Negeri Sembilan,proxy_about_chinese,Rendah,"""pengundi Cina"" OR ""komuniti Cina"" ""Negeri Sembilan"" PRN when:30d",Proxy BM NS
news,post,063d1f563395bcf2,"Kejayaan terbesar PAS di PRN Johor tamatkan riwayat Bersatu, kata Puad. Bekas ahli Majlis Kerja Tertinggi Umno itu berkata PAS bayar harga mahal di PRN Johor kerana sanggup bunuh rakan komponen sendiri.",https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/07/12/kejayaan-terbesar-pas-di-prn-johor-tamatkan-riwayat-bersatu-kata-puad,,2026-07-12T03:57:36+00:00,0,0,0,0,0.0,0,S1A2,Negeri Sembilan,proxy_about_chinese,Rendah,"""pengundi Cina"" OR ""komuniti Cina"" ""Negeri Sembilan"" PRN when:30d",Proxy BM NS
news,post,4c01fa2a693dd4a1,"55 calon PRN Johor hilang deposit, 21 dari PN. Tujuh calon PH juga hilang wang deposit manakala Bersama, Muda dan PSM turut menerima nasib yang sama.",https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/07/12/55-calon-prn-johor-hilang-deposit-21-dari-pn,,2026-07-12T03:07:41+00:00,0,0,0,0,0.0,0,S1A2,Negeri Sembilan,proxy_about_chinese,Rendah,"""pengundi Cina"" OR ""komuniti Cina"" ""Negeri Sembilan"" PRN when:30d",Proxy BM NS
news,post,1f3fc168142918e1,"MIC kekal dalam BN berbaloi apabila menang 4 kerusi. Selepas menang semua kerusi ditandingi, parti mewakili kaum India dalam BN itu kini sasar ulangi kejayaan sama dalam PRN Negeri Sembilan.",https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/07/12/mic-kekal-dalam-bn-berbaloi-apabila-menang-4-kerusi,,2026-07-12T02:56:35+00:00,0,0,0,0,0.0,0,S1A2,Negeri Sembilan,proxy_about_chinese,Rendah,"""pengundi Cina"" OR ""komuniti Cina"" ""Negeri Sembilan"" PRN when:30d",Proxy BM NS
news,post,f8bfba274f9096ab,"MIC staying with BN pays off with haul of 4 seats. After a clean sweep of the seats it contested, BN's Indian component will be hoping for more of the same in the Aug 1 Negeri Sembilan polls.",https://www.freemalaysiatoday.com/category/nation/2026/07/12/mic-staying-with-bn-pays-off-with-haul-of-4-seats,,2026-07-12T02:15:29+00:00,0,0,0,0,0.0,0,S1A2,Negeri Sembilan,proxy_about_chinese,Rendah,"""pengundi Cina"" OR ""komuniti Cina"" ""Negeri Sembilan"" PRN when:30d",Proxy BM NS
news,post,a3a2fbfad8594312,4 penyandang tumbang pada PRN Johor. Bekas menteri besar Dr Sahruddin Jamal dari PN jadi nama besar yang gagal pertahan kerusi.,https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/07/12/4-penyandang-tumbang-pada-prn-johor,,2026-07-12T01:30:18+00:00,0,0,0,0,0.0,0,S1A2,Negeri Sembilan,proxy_about_chinese,Rendah,"""pengundi Cina"" OR ""komuniti Cina"" ""Negeri Sembilan"" PRN when:30d",Proxy BM NS
news,post,4a876a4d2762e090,"Wartawan veteran jangka keputusan PRN Johor akan pengaruhi tempoh PRU16. A Kadir Jasin berkata 'talian hayat' kerajaan Madani kepada Zahid Hamidi, yang dilantik timbalan perdana menteri pada November 2022, beri manfaat besar kepada pengerusi BN itu.",https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/07/12/wartawan-veteran-jangka-keputusan-prn-johor-akan-pengaruhi-tempoh-pru16,,2026-07-12T01:09:45+00:00,0,0,0,0,0.0,0,S1A2,Negeri Sembilan,proxy_about_chinese,Rendah,"""pengundi Cina"" OR ""komuniti Cina"" ""Negeri Sembilan"" PRN when:30d",Proxy BM NS
news,post,6088b8cb7333306b,"PRN Johor petunjuk DAP, PH makin ditolak pengundi bukan Melayu, kata penganalisis. Seorang penganalisis berkata skala kekalahan PH turut menunjukkan jenama Anwar Ibrahim tidak lagi cukup untuk mengalihkan sokongan kepada calon PH secara automatik.",https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/07/12/prn-johor-petunjuk-dap-ph-makin-ditolak-pengundi-bukan-melayu-kata-penganalisis,,2026-07-12T01:00:55+00:00,0,0,0,0,0.0,0,S1A2,Negeri Sembilan,proxy_about_chinese,Rendah,"""pengundi Cina"" OR ""komuniti Cina"" ""Negeri Sembilan"" PRN when:30d",Proxy BM NS
news,post,d79361f3c329df5d,"New Riyadh fertility centre supports Saudi Vision 2030 by bringing internationally recognised reproductive expertise closer to home. New purpose-built fertility centre, Child Fertility, in Riyadh combines internationally recognised clinical expertise, advanced IVF technology and personalised fertility care RIYADH, Saudi Arabia, July 12, 2026 /PRNewswire/ &#8212; Saudi Arabia is strengthening access to advanced reproductive medicine with the opening of Child Fertility in Riyadh this summer. The purpose-built centre combines internationally recognised clinical expertise with [&#8230;]
The post New Riyadh fertility centre supports Saudi Vision 2030 by bringing internationally recognised reproductive expertise closer to home appeared first on The Malaysian Reserve.",https://themalaysianreserve.com/2026/07/12/new-riyadh-fertility-centre-supports-saudi-vision-2030-by-bringing-internationally-recognised-reproductive-expertise-closer-to-home/,,2026-07-12T04:00:00+00:00,0,0,0,0,0.0,0,S1A2,Negeri Sembilan,proxy_about_chinese,Rendah,"""pengundi Cina"" OR ""komuniti Cina"" ""Negeri Sembilan"" PRN when:30d",Proxy BM NS
news,post,27c9483ff03fb2b7,"Corgi Insurance Welcomes Robert E. Barlow Jr. as EVP of Partnerships to Drive Expansion in Community Association and Property & Casualty Insurance. SAN FRANCISCO, July 11, 2026 /PRNewswire/ &#8212; Corgi Insurance today announced that Robert E. &#034;Rob&#034; Barlow Jr., a veteran insurance executive with more than 30 years of leadership experience, will support the company&#039;s continued program expansion across community association, condominium, homeowners association, and broader property and casualty insurance markets. Barlow brings deep expertise in specialty [&#8230;]
The post Corgi Insurance Welcomes Robert E. Barlow Jr. as EVP of Partnerships to Drive Expansion in Community Association and Property &amp; Casualty Insurance appeared first on The Malaysian Reserve.",https://themalaysianreserve.com/2026/07/12/corgi-insurance-welcomes-robert-e-barlow-jr-as-evp-of-partnerships-to-drive-expansion-in-community-association-and-property-casualty-insurance/,,2026-07-12T03:59:00+00:00,0,0,0,0,0.0,0,S1A2,Negeri Sembilan,proxy_about_chinese,Rendah,"""pengundi Cina"" OR ""komuniti Cina"" ""Negeri Sembilan"" PRN when:30d",Proxy BM NS
