Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,QueryID,Negeri,Jenis_Suara,Weight_Analisis,SeedQuery
news,post,f171b0dfc3d11246,"Institutions, politics and lessons from history. Institutions, politics and lessons from history&nbsp;&nbsp;MySinchew",https://news.google.com/rss/articles/CBMickFVX3lxTE9IY21OSmZ4S1V3VGgyT1JsSmxXT2hjbUpKOEhIT1RzZDJ6NlBjak1BNFB1OWlXd0VtSVJzaVBqc3g5ZExJY1hZa29XU0I2b3dSR0xrN2VYYldoQVY2b2lieWZWSEZzV3NPd2ViVkhqQ1VyUQ?oc=5,,2026-06-09T07:20:22+00:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" ""Negeri Sembilan"" OR 森美兰 when:30d"
news,post,51027d3b5577c66e,"PAS to discuss Johor, Negeri Sembilan strategy and possible alliances next week, says Samsuri. KUALA LUMPUR, June 13 &mdash; PAS leaders will meet next week to determine the party&rsquo;s approach to the Johor and N...",https://www.malaymail.com/news/malaysia/2026/06/13/pas-to-discuss-johor-negeri-sembilan-strategy-and-possible-alliances-next-week-says-samsuri/223588,,2026-06-13T11:11:02+08:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" ""Negeri Sembilan"" OR 森美兰 when:30d"
news,post,72e69ee286b5e095,"Sanusi sets sights on 36-0 Kedah state election victory for PAS. KUALA LUMPUR, June 13 &mdash; Datuk Seri Muhammad Sanusi Md Nor said PAS is targeting all 36 Kedah state seats in the ne...",https://www.malaymail.com/news/malaysia/2026/06/13/sanusi-sets-sights-on-36-0-kedah-state-election-victory-for-pas/223586,,2026-06-13T10:44:49+08:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" ""Negeri Sembilan"" OR 森美兰 when:30d"
news,post,20f949d0bc04ba5c,"Sanusi says Anwar open to holding GE16 alongside polls in four Perikatan-led states. KUALA LUMPUR, June 13 &mdash; Kedah Menteri Besar Datuk Seri Muhammad Sanusi Md Nor said Prime Minister Datuk Seri Anwar...",https://www.malaymail.com/news/malaysia/2026/06/13/sanusi-says-anwar-open-to-holding-ge16-alongside-polls-in-four-perikatan-led-states/223584,,2026-06-13T10:35:08+08:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" ""Negeri Sembilan"" OR 森美兰 when:30d"
news,post,7b14d212d55c3199,"Eight houses, motorcycle destroyed in early morning fire in Kuala Perlis. &nbsp;KANGAR, June 13 &mdash; Eight houses and a motorcycle were destroyed in a fire at Kampung Seberang Alor, Kuala Per...",https://www.malaymail.com/news/malaysia/2026/06/13/eight-houses-motorcycle-destroyed-in-early-morning-fire-in-kuala-perlis/223583,,2026-06-13T10:28:07+08:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" ""Negeri Sembilan"" OR 森美兰 when:30d"
news,post,4160810f993c4b47,"KL police to station officers at 122 secondary schools for traffic law checks. KUALA LUMPUR, June 13 &mdash; Police officers will be deployed to 122 secondary schools across the capital under a new i...",https://www.malaymail.com/news/malaysia/2026/06/13/kl-police-to-station-officers-at-122-secondary-schools-for-traffic-law-checks/223582,,2026-06-13T10:14:29+08:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" ""Negeri Sembilan"" OR 森美兰 when:30d"
news,post,40fb4e0ff496e3d7,"No seat at the table, but Loke offers Onn Hafiz one on a KTM Komuter ride. KUALA LUMPUR, June 13 &mdash; Transport Minister Anthony Loke has invited Johor caretaker Menteri Besar Datuk Onn Hafiz...",https://www.malaymail.com/news/malaysia/2026/06/13/no-seat-at-the-table-but-loke-offers-onn-hafiz-one-on-a-ktm-komuter-ride/223581,,2026-06-13T10:07:14+08:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" ""Negeri Sembilan"" OR 森美兰 when:30d"
news,post,854ad2408a04a037,"Anwar in Sabah for one-day visit, to launch major 330km power transmission project. &nbsp;KOTA KINABALU, June 13 &mdash;&nbsp;Prime Minister Datuk Seri Anwar Ibrahim is scheduled to make a one-day visit t...",https://www.malaymail.com/news/malaysia/2026/06/13/anwar-in-sabah-for-one-day-visit-to-launch-major-330km-power-transmission-project/223577,,2026-06-13T09:55:05+08:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" ""Negeri Sembilan"" OR 森美兰 when:30d"
news,post,fc89542b175c23c4,"Rohingya among migrants drawn to Malaysia due to family networks, says Kelantan police chief. &nbsp;KOTA BHARU, June 13 &mdash;&nbsp;Family ties in Malaysia have been identified as a key factor attracting illegal m...",https://www.malaymail.com/news/malaysia/2026/06/13/rohingya-among-migrants-drawn-to-malaysia-due-to-family-networks-says-kelantan-police-chief/223576,,2026-06-13T09:51:39+08:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" ""Negeri Sembilan"" OR 森美兰 when:30d"
news,post,89d6ca08df7798a6,"Onn Hafiz defends Johor BN’s no-DAP stance, says politics should not be conflated with race. KUALA LUMPUR, June 13 &mdash; Johor caretaker Menteri Besar Datuk Onn Hafiz Ghazi has defended his insistence that Johor...",https://www.malaymail.com/news/malaysia/2026/06/13/onn-hafiz-defends-johor-bns-no-dap-stance-says-politics-should-not-be-conflated-with-race/223563,,2026-06-13T09:22:33+08:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" ""Negeri Sembilan"" OR 森美兰 when:30d"
news,post,a5ed4f3cb6ef8daa,"Sarawak Fire Department recommends shutdown of Lawas highway construction site over methane gas risk. &nbsp;LAWAS, June 13 &mdash; The Sarawak Fire and Rescue Department has recommended that the Sarawak North Coastal Highw...",https://www.malaymail.com/news/malaysia/2026/06/13/sarawak-fire-department-recommends-shutdown-of-lawas-highway-construction-site-over-methane-gas-risk/223561,,2026-06-13T09:16:21+08:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" ""Negeri Sembilan"" OR 森美兰 when:30d"
news,post,1336358c2f544d32,"Police probe chair-pulling incident that left Perlis student out of school for nearly four months. &nbsp;KANGAR, June 13 &mdash;&nbsp;Police are conducting a thorough investigation into an incident involving a 12-year-o...",https://www.malaymail.com/news/malaysia/2026/06/13/police-probe-chair-pulling-incident-that-left-perlis-student-out-of-school-for-nearly-four-months/223560,,2026-06-13T09:12:18+08:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" ""Negeri Sembilan"" OR 森美兰 when:30d"
news,post,a256ea2466008032,"100 days of the global energy crisis: Why discipline and unity are our strongest shield. JUNE 13 &mdash; One hundred days into the global energy crisis, one truth is now unavoidable: this is no longer a tempor...",https://www.malaymail.com/news/malaysia/2026/06/13/100-days-of-the-global-energy-crisis-why-discipline-and-unity-are-our-strongest-shield/223557,,2026-06-13T09:04:43+08:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" ""Negeri Sembilan"" OR 森美兰 when:30d"
news,post,51003bdea3abcc59,"Anwar urges Negeri Sembilan voters to return Pakatan to power, backs Aminuddin for MB. &nbsp;SEREMBAN, June 13 &mdash;&nbsp;Pakatan Harapan (PH) chairman Datuk Seri Anwar Ibrahim yesterday&nbsp;called on vot...",https://www.malaymail.com/news/malaysia/2026/06/13/anwar-urges-negeri-sembilan-voters-to-return-pakatan-to-power-backs-aminuddin-for-mb/223555,,2026-06-13T08:58:44+08:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" ""Negeri Sembilan"" OR 森美兰 when:30d"
news,post,e6ab458b2db8b643,"Don’t betray Pakatan if you are not picked, Aminuddin tells party leaders and election machinery. &nbsp;SEREMBAN, June 13 &mdash;&nbsp;Negeri Sembilan Pakatan Harapan (PH) chairman Datuk Seri Aminuddin Harun has remind...",https://www.malaymail.com/news/malaysia/2026/06/13/dont-betray-pakatan-if-you-are-not-picked-aminuddin-tells-party-leaders-and-election-machinery/223554,,2026-06-13T08:51:36+08:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" ""Negeri Sembilan"" OR 森美兰 when:30d"
news,post,71cfa42289c46802,"Health Ministry eyes major organ transplant push in 2026 as thousands await lifesaving donors. &nbsp;KUALA LUMPUR, June 13 &mdash;&nbsp;The Health Ministry (MOH) has set the goal of advancing the national transplant...",https://www.malaymail.com/news/malaysia/2026/06/13/health-ministry-eyes-major-organ-transplant-push-in-2026-as-thousands-await-lifesaving-donors/223553,,2026-06-13T08:48:25+08:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" ""Negeri Sembilan"" OR 森美兰 when:30d"
news,post,8d4dc71eb44bd7b4,"Police arrest 13 men over armed brawl linked to debt dispute in Jinjang Utara. &nbsp;KUALA LUMPUR, June 13 &mdash;&nbsp;A total of 13 local men were arrested for allegedly being involved in a riot an...",https://www.malaymail.com/news/malaysia/2026/06/13/police-arrest-13-men-over-armed-brawl-linked-to-debt-dispute-in-jinjang-utara/223550,,2026-06-13T08:45:36+08:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" ""Negeri Sembilan"" OR 森美兰 when:30d"
news,post,b7ddf079b3e2f517,"DOE steps up air and water monitoring after hazardous waste fire in Gebeng (VIDEO). KUALA LUMPUR, June 13 &mdash; Malaysian environmental authorities have intensified air and water quality monitoring afte...",https://www.malaymail.com/news/malaysia/2026/06/13/doe-steps-up-air-and-water-monitoring-after-hazardous-waste-fire-in-gebeng-video/223551,,2026-06-13T08:46:43+08:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" ""Negeri Sembilan"" OR 森美兰 when:30d"
news,post,083c3b946d5fb68d,"Loke backs Aminuddin to stay on as Negeri Sembilan MB, says DAP will defend only incumbent seats. KUALA LUMPUR, June 13 &mdash; Negeri Sembilan DAP has backed Negeri Sembilan PKR chairman Datuk Seri Aminuddin Harun to...",https://www.malaymail.com/news/malaysia/2026/06/13/loke-backs-aminuddin-to-stay-on-as-negeri-sembilan-mb-says-dap-will-defend-only-incumbent-seats/223545,,2026-06-13T08:32:36+08:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" ""Negeri Sembilan"" OR 森美兰 when:30d"
news,post,21d6738900c3d23a,"‘Teh tarik’ and football: Where Malaysians can catch the World Cup with fellow fans in KL and Selangor. KUALA LUMPUR, June 13 &mdash; With the 2026 Fifa World Cup finally underway, Malaysians looking to watch matches alongsi...",https://www.malaymail.com/news/malaysia/2026/06/13/teh-tarik-and-football-where-malaysians-can-catch-the-world-cup-with-fellow-fans-in-kl-and-selangor/223483,,2026-06-13T07:00:00+08:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" ""Negeri Sembilan"" OR 森美兰 when:30d"
news,post,a0f6f1c4b7d6e5dd,"Media practitioners call on govt to provide healthcare, welfare aid for industry veterans. IPOH, June 12 &mdash; The government is urged to consider introducing a dedicated aid mechanism for veteran or former me...",https://www.malaymail.com/news/malaysia/2026/06/12/media-practitioners-call-on-govt-to-provide-healthcare-welfare-aid-for-industry-veterans/223539,,2026-06-12T21:00:00+08:00,0,0,0,0,0.0,0,S1A1,Negeri Sembilan,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" ""Negeri Sembilan"" OR 森美兰 when:30d"
