Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers
facebook,post,122121610875242839,"A fresh morning is proof that no matter how exhausting life becomes, your story is still unfolding beautifully one day at a time. ✨🌿
And sometimes, the most beautiful changes happen quietly while you simply keep moving forward. 🤍

Good morning ☀️

#FreshMorning #MorningMotivation 
#PositiveVibes #KeepMovingForward #PeacefulMind #DailyInspiration",https://www.facebook.com/permalink.php?story_fbid=pfbid02A27x7NhPHHhPEAAscBXWd7t2pddXNG244DoYm36FdL5wSKC6VQLGHUrAUs9Qq5Qul&id=61587285192349,neutral,1779056819,0,0,0,0,0.0,0,0.0,,
facebook,comment,Y29tbWVudDoxMjIxMjE2MTA4NzUyNDI4MzlfOTk1NjI0OTIyOTY1MjM5,"“Click subscribe and never miss a moment of positivity!”😍🙏
Thank you in advance♥️
.
.
. https://www.facebook.com/61587285192349/subscribenow?surface=pinned_comments",,neutral,2026-05-17T22:27:07.000Z,1,0,1,0,0.0,3,,Eireen Samson,0.0
facebook,comment,Y29tbWVudDoxMjIxMjE2MTA4NzUyNDI4MzlfOTQzMTA5MjYyMDU0NzQx,Good morning,,neutral,2026-05-17T23:39:39.000Z,3,0,1,0,0.0,5,,Efren Salangsang,0.0
facebook,comment,Y29tbWVudDoxMjIxMjE2MTA4NzUyNDI4MzlfOTQ2MjkxNTY4NTAwODYy,Good morning madam😍,,neutral,2026-05-17T22:27:59.000Z,5,0,4,0,0.0,13,,Emi Lyn,0.0
facebook,comment,Y29tbWVudDoxMjIxMjE2MTA4NzUyNDI4MzlfMTUwODg3ODEzMTAyMzMzNw==,So pretty 💕,,neutral,2026-05-17T23:18:50.000Z,4,0,2,0,0.0,8,,Sovo RA,0.0
facebook,comment,Y29tbWVudDoxMjIxMjE2MTA4NzUyNDI4MzlfMTAwNjQwMTQ0MTczMDM5MA==,"Hello ma'am, good morning 🌞",,neutral,2026-05-17T22:38:28.000Z,6,0,2,0,0.0,10,,Cesar Bernardez,0.0
facebook,comment,Y29tbWVudDoxMjIxMjE2MTA4NzUyNDI4MzlfMjQyNTg3OTY2MTI0OTIzNw==,Ok,,neutral,2026-05-17T23:20:53.000Z,3,0,1,0,0.0,5,,Freedom Udo,0.0
facebook,comment,Y29tbWVudDoxMjIxMjE2MTA4NzUyNDI4MzlfOTkxODgxOTY2OTIzOTk4,สวัสดีค่ะสวยมากค่ะ,,neutral,2026-05-18T00:49:06.000Z,3,0,2,0,0.0,7,,Thanaphon Phanetram,0.0
facebook,comment,Y29tbWVudDoxMjIxMjE2MTA4NzUyNDI4MzlfMTcwNjgxNDUwMzY5MDIwMw==,Beautiful,,neutral,2026-05-18T13:12:43.000Z,0,0,0,0,0.0,0,,Ifeanyii Uchechii,0.0
facebook,comment,Y29tbWVudDoxMjIxMjE2MTA4NzUyNDI4MzlfMjEzMTE2MDk5NzQ1NDQ4Mg==,So pretty 💕 good morning 😊,,neutral,2026-05-18T00:24:40.000Z,2,0,2,0,0.0,6,,Ate Lai,0.0
