Platform,Type,ID,Text,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement
Facebook,Share,FACEBOOK001,Just tried kb sentral - amazing quality and value!,Negative,2026-04-02,348,68,46,4701,0.1,462
Facebook,Share,FACEBOOK002,kb sentral in Malaysia is really good. Worth trying!,Negative,2026-04-06,398,106,72,4389,0.1,576
Facebook,Post,FACEBOOK003,kb sentral in Malaysia is really good. Worth trying!,Negative,2026-04-21,372,67,46,3381,0.32,485
Facebook,Link,FACEBOOK004,Just tried kb sentral - amazing quality and value!,Negative,2026-04-21,438,91,78,2521,0.21,607
Facebook,Photo,FACEBOOK005,Just tried kb sentral - amazing quality and value!,Negative,2026-04-18,100,28,14,1274,0.16,142
Facebook,Video,FACEBOOK006,Just tried kb sentral - amazing quality and value!,Negative,2026-04-10,109,18,10,611,0.14,137
Facebook,Share,FACEBOOK007,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-11,357,64,40,2319,0.26,461
Facebook,Link,FACEBOOK008,kb sentral in Malaysia is really good. Worth trying!,Negative,2026-04-09,133,21,25,1673,0.1,179
Facebook,Post,FACEBOOK009,Just tried kb sentral - amazing quality and value!,Negative,2026-04-06,207,33,17,2865,0.1,257
Facebook,Post,FACEBOOK010,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-08,77,14,12,595,0.1,103
Facebook,Post,FACEBOOK011,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-11,326,86,63,3193,0.13,475
Facebook,Link,FACEBOOK012,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-13,322,94,52,2891,0.1,468
Facebook,Video,FACEBOOK013,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-06,87,12,15,1282,0.24,114
Facebook,Post,FACEBOOK014,kb sentral in Malaysia is really good. Worth trying!,Negative,2026-04-03,73,12,8,667,0.33,93
Facebook,Photo,FACEBOOK015,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-25,249,72,39,2595,0.34,360
Facebook,Post,FACEBOOK016,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-04,255,32,46,2442,0.1,333
Facebook,Link,FACEBOOK017,Just tried kb sentral - amazing quality and value!,Negative,2026-03-29,326,71,40,4198,0.1,437
Facebook,Post,FACEBOOK018,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-14,87,19,8,738,0.28,114
Facebook,Photo,FACEBOOK019,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-03-26,118,30,21,633,0.3,169
Facebook,Link,FACEBOOK020,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-03-27,96,28,9,521,0.31,133
Facebook,Share,FACEBOOK021,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-03-26,160,17,9,2012,0.1,186
Facebook,Share,FACEBOOK022,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-09,228,24,14,1410,0.1,266
Facebook,Photo,FACEBOOK023,Just tried kb sentral - amazing quality and value!,Negative,2026-04-23,198,37,10,1948,0.1,245
Facebook,Share,FACEBOOK024,kb sentral in Malaysia is really good. Worth trying!,Negative,2026-04-20,124,37,15,627,0.1,176
Facebook,Share,FACEBOOK025,Just tried kb sentral - amazing quality and value!,Negative,2026-04-22,107,21,9,1523,0.29,137
Facebook,Share,FACEBOOK026,kb sentral in Malaysia is really good. Worth trying!,Negative,2026-04-13,320,43,41,2844,0.1,404
Facebook,Video,FACEBOOK027,kb sentral in Malaysia is really good. Worth trying!,Negative,2026-04-16,98,10,17,1462,0.37,125
Facebook,Photo,FACEBOOK028,kb sentral in Malaysia is really good. Worth trying!,Negative,2026-04-15,91,25,12,537,0.24,128
Facebook,Video,FACEBOOK029,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-08,169,42,12,1144,0.39,223
Facebook,Video,FACEBOOK030,Just tried kb sentral - amazing quality and value!,Negative,2026-04-05,261,65,23,3227,0.37,349
Facebook,Video,FACEBOOK031,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-07,371,83,73,3405,0.29,527
Facebook,Link,FACEBOOK032,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-02,356,86,18,3799,0.24,460
Facebook,Photo,FACEBOOK033,Just tried kb sentral - amazing quality and value!,Negative,2026-04-09,185,38,11,2613,0.12,234
Facebook,Video,FACEBOOK034,Just tried kb sentral - amazing quality and value!,Negative,2026-04-01,118,22,17,1628,0.14,157
Facebook,Video,FACEBOOK035,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-20,221,26,15,2755,0.1,262
Facebook,Share,FACEBOOK036,Just tried kb sentral - amazing quality and value!,Negative,2026-04-03,201,41,37,1209,0.19,279
Facebook,Share,FACEBOOK037,kb sentral in Malaysia is really good. Worth trying!,Negative,2026-03-30,213,26,27,1266,0.1,266
Facebook,Video,FACEBOOK038,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-23,191,26,12,1440,0.1,229
Facebook,Post,FACEBOOK039,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-03-29,134,15,14,925,0.1,163
Facebook,Link,FACEBOOK040,kb sentral in Malaysia is really good. Worth trying!,Negative,2026-04-16,276,36,18,3374,0.1,330
Facebook,Video,FACEBOOK041,Just tried kb sentral - amazing quality and value!,Negative,2026-04-25,232,39,23,1519,0.1,294
Facebook,Photo,FACEBOOK042,kb sentral in Malaysia is really good. Worth trying!,Negative,2026-04-19,260,47,31,2742,0.34,338
Facebook,Share,FACEBOOK043,Just tried kb sentral - amazing quality and value!,Negative,2026-04-06,126,37,12,1682,0.16,175
Facebook,Post,FACEBOOK044,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-21,188,36,35,1412,0.29,259
Facebook,Post,FACEBOOK045,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-13,357,99,53,2062,0.1,509
Facebook,Post,FACEBOOK046,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-19,133,13,8,955,0.11,154
Facebook,Post,FACEBOOK047,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-08,298,44,42,3549,0.16,384
