Platform,Type,ID,Text,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,sentiment_label,sentiment_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
facebook,post,2325891791220029,"LICIK!!!

This isn’t about fairness or recognising merit — it’s about setting things up. The politician honours Village A first because everyone agrees it deserves it. No pushback, no controversy. That first move makes everything look reasonable and clean, and it lowers people’s guard.

Once that’s done, Village B gets slipped in under the same label. Suddenly questioning it sounds petty or “inconsistent,” even though Village B never earned it. It’s an old political trick: use a good decision to justify a bad one. A genuine act becomes cover, not principle — and if you’re not paying attention, it works.",neutral,1970-01-01 00:00:01.767438132,0,0,0,0,0.2,0,negative,0.9946581721305847,happy,0.00015514595725107938,0.00021919958817306906,0.9988559484481812,0.0003603184304665774,0.0002969049965031445,0.00011251846444793046
facebook,post,1214815270214627,"Liability Kerajaan? Part 2 (Letupan Paip Gas Petronas Putra Heights)

Setiap hari, sedikit demi sedikit kerajaan Selangor terpaksa mengaku kebenaran diberikan untuk buat kerja sana sini di Putra Heights walaupun pada mulanya persoalan mana jentera tu ditanya pihak berkuasa. 

Sekarang, pihak polis pun keluar kata, ""The excavation works to replace the sewer pipes were carried out with the necessary approval."" (1)

Jadi ada yang tanya, bukankah PBT dan kerajaan negeri tidak perlu bertanggungjawab kerana ada 'immunity' di bawah perundangan kita?

Hah. Jawapannya ialah 'Ya'. Kebenaran yang diberikan kerajaan kebiasaannya ada klausa di mana pihak yang buat kerja perlu bertanggungjawab untuk segala masalah yang berlaku. Ia ada termaktub dalam Akta Kerajaan Tempatan, Uniform Building By-Laws dan juga pada borang-borang permohonan dan surat kebenaran yang kerajaan bagi.

Ada contoh di mana ""Permohonan Permit Bagi Menjalankan Kerja-Kerja Pembaikan Paip Pembentungan Secara Kaedah Korekan Terbuka DILULUSKAN oleh KUSEL dan MBSJ dari 8 Oktober 2024 hingga 8 Januari 2025"" yang didedahkan beberapa hari lalu di mana perenggan 5 menyatakan, """"Pihak Penyedia Utiliti Perlu Bertanggungjawab Sekiranya Terdapat Kerosakan Jalan Atau Harta Benda Awam Yang Disebabkan Oleh Aktiviti Pengorekan Dan Pemasangan Utiliti Bawah Tanah Tersebut."" (2) (also see edit)

Ramai yang baca perenggan ini ingatkan Petronas yang kena bertanggungjawab. Itu salah. Keyword dalam perenggan kelima ialah 'pihak penyedia utiliti' itu bermaksud pihak yang buat kerja, ataupun dalam perkataan yang kita semua biasa gunakan, 'kontraktor'.

Disebabkan ada klausa sebegini, kontraktor biasanya ada liabiilty insurance mereka tersendiri. Misalnya, kalau kontraktor buat kerja jalan raya dan dinding rumah kamu pecah akibat kecuaian kerja tersebut, kontraktor perlu membaiki dinding rumah kamu dan kos itu akan dibayar pihak insurance (dan premium kontraktor tu akan naik lah selepas tu).

Now, let's talk about the dilemma. 

Walaupun ada pelbagai klausa serta undang-undang yang mewajibkan kontraktor bertanggungjawab dan wujudnya liabiilty insurance, there's no freaking way a contractor or their insurance provider is paying for the damages in the Putra Heights gas explosion disaster.

Laporan media kata 25 rumah habis terbakar. 219 rumah lain mengalami kerosakan, dan dari jumlah tu, 87 rumah mengalami kerosakan 20% keatas (major damage). ""A total of 399 vehicles were also affected, with 225 burnt and 174 damaged."" (3)

Adakah anda ingat itu saja yang perlu dibayar? Haha.

Paip petronas tu juga perlu dibaiki. Dan selagi paip itu tak dibaiki, kita ada kos kehilangan bekalan gas kepada 200 kilang dan bisnes. (4)

Kamu hitungkan kos kerosakan rumah, kereta, pembaikan semula paip gas semua tu, kontraktor tu jadi bankrap pun dia tak akan mampu nak bayar semua ni. Liability insurance dia pun ada had juga. 

Jadi suka, tak suka, kerajaan dan Petronas perlu bertanggungjawab. 

Di situ juga masalahnya. Kerajaan perlu bayar kan? Itu semua duit kita. Our tax money.

Tahun lepas, cukai pintu kita dah naik. Banyak cukai lain pun dah naik. Sebab kerajaan Selangor juga yang perlu masuk campur dan bayar benda ni, adakah ia berkemungkinan cukai kita tak naik lagi?

Revenue kerajaan Selangor sekitar RM2.4 bil pada tahun 2024. (5)

Even if you give a conservative estimate that the damages are around RM500 million, that's still a quarter of Selangor government's income. 

Haih.

Peace.

Edit: masih ada yang kata ""Pihak penyedia utiliti bukan pemaju & kontraktor, tp syarikat yg menyediakan & mengedarkan utiliti. Gas - Petronas & Gas Malaysia. Elecricity - TNB. Sewerage - IWK & KUSEL etc."" 

Sebab saya kata ia adalah kontraktor ialah kerana kertas kerja yang dirujuk adalah untuk kerja paip pembentungan dan kebiasaannya, pemaju yang buat sambungan itu dengan kontraktornya selepas mendapat kelulusan.

Kalau kamu nak kata ia tidak merujuk kepada kontraktor pun, ia akan merujuk kepada IWK dan bukannya Petronas juga.

1. [UPDATED] Excavation works near Putra Heights gas blast site within limits, say police - https://www.nst.com.my/news/nation/2025/04/1197979/updated-excavation-works-near-putra-heights-gas-blast-site-within-limits

2. Permohonan Permit Bagi Menjalankan Kerja-Kerja Pembaikan Paip Pembentungan Secara Kaedah Korekan Terbuka DILULUSKAN oleh KUSEL dan MBSJ dari 8 Oktober 2024 hingga 8 Januari 2025. - https://www.facebook.com/share/p/1627Po1TcU/

3. 25 homes completely destroyed by Putra Heights blaze - https://www.freemalaysiatoday.com/category/nation/2025/04/06/25-homes-completely-destroyed-by-putra-heights-blaze/

4. FMM flags significant challenge for 200 businesses amid 20-day gas disruption after Putra Heights fire - https://theedgemalaysia.com/node/750386

5.  Selangor's revenue collection hit RM2.429bil as of Nov 13, says MB -https://www.thestar.com.my/news/nation/2024/11/15/selangor039s-revenue-collection-hit-rm2429bil-as-of-nov-13-says-mb",neutral,1970-01-01 00:00:01.743989299,0,0,0,0,0.8,0,positive,0.9075345993041992,fear,0.0838368758559227,0.7527130246162415,0.06434637308120728,0.09646185487508774,0.00108432793058455,0.0015575147699564695
facebook,post,2435010120166262,"Benda klu nak ganti tapak baru ni, kena yg kuil or masjid asal or tokong asal di bina atas tanah yg hak sendiri. Tapi klu dah atas tanah haram dah kenapa kerajaan lembut tengkuk nk ganti tanah lain pula ???

Akta undang2 dah kata. Apa saja atas tanah haram mmg no compromi. Apa undang2 mmg kena keras kat melayu saja ka ?? Wei bangsa melayu ni duduk di tanah siapa sebenaya? Kita mcm pendatang oo. Di anak tiri",neutral,1970-01-01 00:00:01.742705798,0,0,0,0,0.2,0,negative,0.996625542640686,anger,0.9270276427268982,0.02575674094259739,0.009961629286408424,0.02985883690416813,0.005223975051194429,0.0021711746230721474
facebook,post,10162366488456912,pendek kata..jika ianya berleluasa...utk PBT..tolong haramkn dan batalkan permohonan baru dan permohonan yg dlm proses.. simple..disebabkan 1hal..kan semua tempat dh terpalit..,neutral,1970-01-01 00:00:01.742919723,0,0,0,0,0.8,0,positive,0.9630368947982788,fear,0.007026163395494223,0.9754588007926941,0.00601408164948225,0.007416042033582926,0.0008933263015933335,0.0031916263978928328
facebook,post,10165200491091037,100% NO Pilihanraya PBT or expect chaos.,neutral,1970-01-01 00:00:01.770139068,0,0,0,0,0.8,0,positive,0.9041734933853149,happy,0.03919406235218048,0.007442290894687176,0.8811059594154358,0.07092338055372238,0.001031638472341001,0.0003026760241482407
facebook,post,876572657584799,,neutral,1970-01-01 00:00:01.703005617,0,0,0,0,0.5,0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
facebook,post,10165194856901037,Motif sebenar pilihanraya PBT.,neutral,1970-01-01 00:00:01.770021755,0,0,0,0,0.5,0,neutral,0.9173445105552673,happy,0.3585997521877289,0.031175918877124786,0.4968078136444092,0.1054699569940567,0.005426093004643917,0.0025204417761415243
facebook,post,10224222419787970,Tak boleh!!!,neutral,1970-01-01 00:00:01.770202920,0,0,0,0,0.5,0,neutral,0.7543023824691772,anger,0.23388589918613434,0.1904899775981903,0.22541426122188568,0.10431384295225143,0.14479069411754608,0.1011052280664444
facebook,post,10241573409939065,"Bg 5 sebab knp pilihanraya PBT atau pemilihan Datuk Bandar di lakukan dgn pilihanraya adalah tidak boleh dan tidak patut dilaksanakan?? 

Bincang dgn ilmiah, apa masalahnya? apa kebaikan, apa kekurangan..  Itu baru cara betul...ini 2026 dah, bukan julang tangan ke langit dgn kata2 provokasi...

Kalau ada yg nk buat kajian, maka sebaiknya kita sokong, sbb kerajaan pun malah kita rakyat nk tgk hasil kajian...ini nk buat kajian pun dah takut dan bimbang...entah apa2 laa",neutral,1970-01-01 00:00:01.770183789,0,0,0,0,0.2,0,negative,0.9805372357368469,anger,0.8417521119117737,0.09056879580020905,0.014472141861915588,0.03683292865753174,0.0014065451687201858,0.014967506751418114
facebook,post,1809884463007850,"Pilihanraya PBT.
 Rakyat tidak setuju sepenuhnya..percaya tindakan ini 'ada udang disebalik batu' - Netizen",neutral,1970-01-01 00:00:01.770107965,0,0,0,0,0.2,0,negative,0.9141976237297058,happy,0.06762757152318954,0.18173439800739288,0.6855248808860779,0.059032268822193146,0.0030723162926733494,0.003008634317666292
