Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers
facebook,post,35168427522773202,Kepada owner@management #petronasajaya..tolong cari solusi pembelian melalui subsidi kerajaan sebab selalu gilak xda line...betul lah line d Asajaya selalu problem tapi management cari solusi guna wifi or pencawang sendiri sebab harga minyak sekarang terlalu mahal utk rakyat kais pagi makan pagi kais petang makan petang...sekian..sila guna akal yg d beri..xda sbb stegal line xda lalu xda solusi beli pakei ic..,https://www.facebook.com/groups/981113938597998/posts/35168427522773202/,neutral,1776430355,0,0,0,0,0.0,0,0.0,,
facebook,comment,Y29tbWVudDozNTE2ODQyNzUyMjc3MzIwMl8zNTE2ODQ4NjQwNjEwMDY0Nw==,Nak berik statement biar carik ilmu lok bro.. kaji mena2 lok,,neutral,2026-04-17T12:56:34.000Z,0,0,4,0,0.0,8,,Emie Kun,0.0
facebook,comment,Y29tbWVudDozNTE2ODQyNzUyMjc3MzIwMl8zNTE2ODY3NjI5OTQxNDk5MQ==,beli starlink kah,,neutral,2026-04-17T13:09:14.000Z,0,0,0,0,0.0,0,,Aziz Rahim,0.0
facebook,comment,Y29tbWVudDozNTE2ODQyNzUyMjc3MzIwMl8zNTE2ODY5NzM3Mjc0NjIxNw==,Meeinsak petron yo...xkan xdo unifi nk....terok na salu xdo line,,neutral,2026-04-17T13:10:33.000Z,1,0,0,0,0.0,1,,Amierull Anuarr Sait,0.0
facebook,comment,Y29tbWVudDozNTE2ODQyNzUyMjc3MzIwMl8zNTE2ODcxOTUzOTQxMDY2Nw==,Mun x da line untg byk.. Sbb jika kite beli x da line hrga rm3. 27 dari rm1. 99 ada line.,,neutral,2026-04-17T13:11:54.000Z,0,0,0,0,0.0,0,,Man MU,0.0
facebook,comment,Y29tbWVudDozNTE2ODQyNzUyMjc3MzIwMl8zNTE2ODcyNjI3NjA3NjY2MA==,Biasa terjadi bila org penuh bbli mnyak..mula lah line ilang🤣,,neutral,2026-04-17T13:12:18.000Z,1,0,0,0,0.0,1,,Dedeng Ryan Rayyan,0.0
facebook,comment,Y29tbWVudDozNTE2ODQyNzUyMjc3MzIwMl8zNTE2ODkxNjI1NjA1NzY2Mg==,Strategi kali,,neutral,2026-04-17T13:24:24.000Z,0,0,0,0,0.0,0,,Nazira Sulaiman,0.0
facebook,comment,Y29tbWVudDozNTE2ODQyNzUyMjc3MzIwMl8zNTE2ODk0MTAwMjcyMTg1NA==,Line tel biaso jak bagus ulu yo.. ado bendo sik betul sebenar ea,,neutral,2026-04-17T13:25:58.000Z,0,0,0,0,0.0,0,,Last King,0.0
facebook,comment,Y29tbWVudDozNTE2ODQyNzUyMjc3MzIwMl8zNTE2OTIyMDY4NjAyNzIxOQ==,Ktkrang yg ada line tepon... Guna TNG🤭🤭 dtg kaunter sidak scan ajak...,,neutral,2026-04-17T13:44:13.000Z,0,0,0,0,0.0,0,,Feyza Afidzah,0.0
facebook,comment,Y29tbWVudDozNTE2ODQyNzUyMjc3MzIwMl8zNTE2OTI4OTA0NjAyMDM4Mw==,Bulak gilak dh ya mun dh slalu xda line..mok untung lebih la ya..nasib sebuah ya jak stesen minyak..mun ada stesen mnyak nk lain d ranto asajaya dh lingkup gulung tikar petron ya .,,neutral,2026-04-17T13:48:34.000Z,1,0,0,0,0.0,1,,Kenneth Brophy,0.0
