Platform,Type,ID,Text,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement
Facebook,Share,FACEBOOK001,Great experience with makanan halal sedap di Kuala Lumpur! Highly recommended in Malaysia.,Negative,2025-09-20,322,96,48,4264,0.27,466
Facebook,Video,FACEBOOK002,Great experience with makanan halal sedap di Kuala Lumpur! Highly recommended in Malaysia.,Negative,2025-09-01,248,41,17,2488,0.2,306
Facebook,Video,FACEBOOK003,Great experience with makanan halal sedap di Kuala Lumpur! Highly recommended in Malaysia.,Negative,2025-09-29,319,79,55,4309,0.34,453
Facebook,Post,FACEBOOK004,Just tried makanan halal sedap di Kuala Lumpur - amazing quality and value!,Negative,2025-09-22,218,65,23,2188,0.1,306
Facebook,Share,FACEBOOK005,Just tried makanan halal sedap di Kuala Lumpur - amazing quality and value!,Negative,2025-09-29,263,42,15,3582,0.1,320
Facebook,Link,FACEBOOK006,Great experience with makanan halal sedap di Kuala Lumpur! Highly recommended in Malaysia.,Negative,2025-08-30,174,50,25,1126,0.1,249
Facebook,Share,FACEBOOK007,makanan halal sedap di Kuala Lumpur in Malaysia is really good. Worth trying!,Negative,2025-09-21,261,58,47,3073,0.1,366
Facebook,Link,FACEBOOK008,Just tried makanan halal sedap di Kuala Lumpur - amazing quality and value!,Negative,2025-09-13,365,62,49,4441,0.12,476
Facebook,Share,FACEBOOK009,Just tried makanan halal sedap di Kuala Lumpur - amazing quality and value!,Negative,2025-09-13,241,27,32,1267,0.1,300
Facebook,Video,FACEBOOK010,makanan halal sedap di Kuala Lumpur in Malaysia is really good. Worth trying!,Negative,2025-09-11,326,56,36,1682,0.16,418
Facebook,Share,FACEBOOK011,Just tried makanan halal sedap di Kuala Lumpur - amazing quality and value!,Negative,2025-09-21,106,17,19,660,0.31,142
Facebook,Post,FACEBOOK012,Great experience with makanan halal sedap di Kuala Lumpur! Highly recommended in Malaysia.,Negative,2025-09-19,62,17,8,818,0.16,87
Facebook,Photo,FACEBOOK013,Just tried makanan halal sedap di Kuala Lumpur - amazing quality and value!,Negative,2025-09-07,202,35,19,2618,0.1,256
Facebook,Share,FACEBOOK014,Great experience with makanan halal sedap di Kuala Lumpur! Highly recommended in Malaysia.,Negative,2025-09-03,317,72,47,2510,0.26,436
Facebook,Link,FACEBOOK015,makanan halal sedap di Kuala Lumpur in Malaysia is really good. Worth trying!,Negative,2025-09-12,261,46,37,3743,0.1,344
Facebook,Link,FACEBOOK016,makanan halal sedap di Kuala Lumpur in Malaysia is really good. Worth trying!,Negative,2025-09-21,80,21,13,858,0.22,114
Facebook,Share,FACEBOOK017,Just tried makanan halal sedap di Kuala Lumpur - amazing quality and value!,Negative,2025-09-17,103,22,18,921,0.1,143
Facebook,Photo,FACEBOOK018,Just tried makanan halal sedap di Kuala Lumpur - amazing quality and value!,Negative,2025-09-04,124,22,17,1197,0.33,163
Facebook,Photo,FACEBOOK019,Great experience with makanan halal sedap di Kuala Lumpur! Highly recommended in Malaysia.,Negative,2025-09-08,262,40,17,3578,0.1,319
Facebook,Share,FACEBOOK020,Great experience with makanan halal sedap di Kuala Lumpur! Highly recommended in Malaysia.,Negative,2025-09-18,197,40,10,2453,0.1,247
