Platform,Type,ID,Text,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement
Facebook,Link,FACEBOOK001,Great experience with best budget smartphone Malaysia 2025! Highly recommended in Malaysia.,Negative,2025-09-18,155,29,17,1028,0.1,201
Facebook,Photo,FACEBOOK002,Just tried best budget smartphone Malaysia 2025 - amazing quality and value!,Negative,2025-09-27,98,17,6,570,0.1,121
Facebook,Share,FACEBOOK003,Great experience with best budget smartphone Malaysia 2025! Highly recommended in Malaysia.,Negative,2025-09-27,409,84,45,6080,0.25,538
Facebook,Post,FACEBOOK004,best budget smartphone Malaysia 2025 in Malaysia is really good. Worth trying!,Negative,2025-09-04,139,34,11,2018,0.1,184
Facebook,Photo,FACEBOOK005,Great experience with best budget smartphone Malaysia 2025! Highly recommended in Malaysia.,Negative,2025-09-27,150,24,11,1139,0.2,185
Facebook,Video,FACEBOOK006,Great experience with best budget smartphone Malaysia 2025! Highly recommended in Malaysia.,Negative,2025-09-16,153,25,12,2122,0.1,190
Facebook,Post,FACEBOOK007,Great experience with best budget smartphone Malaysia 2025! Highly recommended in Malaysia.,Negative,2025-09-21,199,52,29,2430,0.1,280
Facebook,Post,FACEBOOK008,best budget smartphone Malaysia 2025 in Malaysia is really good. Worth trying!,Negative,2025-09-03,196,28,13,2854,0.1,237
Facebook,Video,FACEBOOK009,best budget smartphone Malaysia 2025 in Malaysia is really good. Worth trying!,Negative,2025-09-16,235,25,45,2427,0.39,305
Facebook,Post,FACEBOOK010,best budget smartphone Malaysia 2025 in Malaysia is really good. Worth trying!,Negative,2025-09-06,301,75,42,2721,0.1,418
Facebook,Link,FACEBOOK011,best budget smartphone Malaysia 2025 in Malaysia is really good. Worth trying!,Negative,2025-09-17,396,41,57,4576,0.21,494
Facebook,Video,FACEBOOK012,best budget smartphone Malaysia 2025 in Malaysia is really good. Worth trying!,Negative,2025-09-13,262,57,51,2270,0.19,370
Facebook,Post,FACEBOOK013,Just tried best budget smartphone Malaysia 2025 - amazing quality and value!,Negative,2025-09-28,110,13,18,637,0.35,141
Facebook,Video,FACEBOOK014,best budget smartphone Malaysia 2025 in Malaysia is really good. Worth trying!,Negative,2025-08-31,255,65,44,2231,0.1,364
Facebook,Post,FACEBOOK015,Just tried best budget smartphone Malaysia 2025 - amazing quality and value!,Negative,2025-09-04,118,33,16,1485,0.23,167
Facebook,Photo,FACEBOOK016,best budget smartphone Malaysia 2025 in Malaysia is really good. Worth trying!,Negative,2025-09-09,261,29,24,1885,0.1,314
Facebook,Video,FACEBOOK017,best budget smartphone Malaysia 2025 in Malaysia is really good. Worth trying!,Negative,2025-09-01,196,47,22,1242,0.19,265
Facebook,Link,FACEBOOK018,best budget smartphone Malaysia 2025 in Malaysia is really good. Worth trying!,Negative,2025-09-17,105,13,14,717,0.1,132
Facebook,Video,FACEBOOK019,Just tried best budget smartphone Malaysia 2025 - amazing quality and value!,Negative,2025-09-18,257,36,37,2920,0.33,330
Facebook,Video,FACEBOOK020,Great experience with best budget smartphone Malaysia 2025! Highly recommended in Malaysia.,Negative,2025-09-09,313,62,31,2644,0.1,406
