Platform,Type,ID,Text,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement
Facebook,Link,FACEBOOK001,Great experience with tudung paling viral 2025! Highly recommended in Malaysia.,Negative,2025-09-28,147,36,13,908,0.1,196
Facebook,Post,FACEBOOK002,tudung paling viral 2025 in Malaysia is really good. Worth trying!,Negative,2025-09-23,283,35,26,3475,0.1,344
Facebook,Link,FACEBOOK003,tudung paling viral 2025 in Malaysia is really good. Worth trying!,Negative,2025-09-29,109,21,13,1352,0.15,143
Facebook,Link,FACEBOOK004,Just tried tudung paling viral 2025 - amazing quality and value!,Negative,2025-09-25,180,35,32,1853,0.34,247
Facebook,Post,FACEBOOK005,Just tried tudung paling viral 2025 - amazing quality and value!,Negative,2025-09-14,248,25,42,2845,0.12,315
Facebook,Post,FACEBOOK006,Great experience with tudung paling viral 2025! Highly recommended in Malaysia.,Negative,2025-09-15,217,48,27,1401,0.29,292
Facebook,Link,FACEBOOK007,Just tried tudung paling viral 2025 - amazing quality and value!,Negative,2025-09-26,148,18,26,2048,0.31,192
Facebook,Link,FACEBOOK008,tudung paling viral 2025 in Malaysia is really good. Worth trying!,Negative,2025-09-01,370,48,51,1935,0.1,469
Facebook,Photo,FACEBOOK009,tudung paling viral 2025 in Malaysia is really good. Worth trying!,Negative,2025-09-06,197,22,38,2465,0.12,257
Facebook,Link,FACEBOOK010,tudung paling viral 2025 in Malaysia is really good. Worth trying!,Negative,2025-09-18,232,32,23,1195,0.18,287
Facebook,Video,FACEBOOK011,Great experience with tudung paling viral 2025! Highly recommended in Malaysia.,Negative,2025-09-07,305,85,43,3310,0.1,433
Facebook,Post,FACEBOOK012,Just tried tudung paling viral 2025 - amazing quality and value!,Negative,2025-09-26,146,15,17,2065,0.31,178
Facebook,Share,FACEBOOK013,tudung paling viral 2025 in Malaysia is really good. Worth trying!,Negative,2025-09-11,208,38,13,1990,0.37,259
Facebook,Link,FACEBOOK014,Just tried tudung paling viral 2025 - amazing quality and value!,Negative,2025-09-14,134,34,7,1690,0.1,175
Facebook,Video,FACEBOOK015,Just tried tudung paling viral 2025 - amazing quality and value!,Negative,2025-09-08,172,19,27,1498,0.11,218
Facebook,Post,FACEBOOK016,Just tried tudung paling viral 2025 - amazing quality and value!,Negative,2025-09-20,117,31,23,700,0.1,171
Facebook,Post,FACEBOOK017,Great experience with tudung paling viral 2025! Highly recommended in Malaysia.,Negative,2025-09-09,136,21,24,1538,0.1,181
Facebook,Video,FACEBOOK018,tudung paling viral 2025 in Malaysia is really good. Worth trying!,Negative,2025-09-16,281,79,43,3850,0.1,403
Facebook,Photo,FACEBOOK019,Just tried tudung paling viral 2025 - amazing quality and value!,Negative,2025-09-11,338,46,54,4745,0.1,438
Facebook,Share,FACEBOOK020,Great experience with tudung paling viral 2025! Highly recommended in Malaysia.,Negative,2025-09-13,128,19,11,1409,0.1,158
