Platform,Type,ID,Text,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement
Facebook,Share,FACEBOOK001,madani in Malaysia is really good. Worth trying!,Negative,2026-03-11,341,39,22,4204,0.1,402
Facebook,Link,FACEBOOK002,madani in Malaysia is really good. Worth trying!,Negative,2026-03-31,101,24,6,1358,0.1,131
Facebook,Photo,FACEBOOK003,Just tried madani - amazing quality and value!,Negative,2026-03-29,129,33,18,812,0.1,180
Facebook,Post,FACEBOOK004,Great experience with madani! Highly recommended in Malaysia.,Negative,2026-03-12,194,35,27,1973,0.1,256
Facebook,Video,FACEBOOK005,Great experience with madani! Highly recommended in Malaysia.,Negative,2026-03-23,120,14,8,1484,0.21,142
Facebook,Post,FACEBOOK006,Great experience with madani! Highly recommended in Malaysia.,Negative,2026-03-12,147,27,27,836,0.1,201
Facebook,Post,FACEBOOK007,Just tried madani - amazing quality and value!,Negative,2026-03-03,109,20,7,1506,0.2,136
Facebook,Video,FACEBOOK008,Just tried madani - amazing quality and value!,Negative,2026-03-27,116,11,6,1288,0.26,133
Facebook,Link,FACEBOOK009,Just tried madani - amazing quality and value!,Negative,2026-03-18,203,52,17,1232,0.1,272
Facebook,Post,FACEBOOK010,Just tried madani - amazing quality and value!,Negative,2026-03-06,92,16,14,1092,0.35,122
Facebook,Video,FACEBOOK011,Just tried madani - amazing quality and value!,Negative,2026-03-19,159,45,31,1523,0.18,235
Facebook,Share,FACEBOOK012,Just tried madani - amazing quality and value!,Negative,2026-03-31,325,34,31,3535,0.34,390
Facebook,Video,FACEBOOK013,Just tried madani - amazing quality and value!,Negative,2026-03-07,213,42,41,1283,0.13,296
Facebook,Video,FACEBOOK014,Just tried madani - amazing quality and value!,Negative,2026-03-10,182,42,20,1960,0.3,244
Facebook,Photo,FACEBOOK015,madani in Malaysia is really good. Worth trying!,Negative,2026-03-30,104,25,13,710,0.12,142
Facebook,Share,FACEBOOK016,Great experience with madani! Highly recommended in Malaysia.,Negative,2026-03-11,207,48,20,1832,0.34,275
Facebook,Post,FACEBOOK017,Just tried madani - amazing quality and value!,Negative,2026-03-22,163,21,28,1164,0.19,212
Facebook,Video,FACEBOOK018,madani in Malaysia is really good. Worth trying!,Negative,2026-03-20,168,20,31,1005,0.1,219
Facebook,Video,FACEBOOK019,Great experience with madani! Highly recommended in Malaysia.,Negative,2026-03-22,312,69,55,2412,0.1,436
Facebook,Video,FACEBOOK020,Just tried madani - amazing quality and value!,Negative,2026-03-06,217,40,17,2543,0.22,274
Facebook,Photo,FACEBOOK021,Just tried madani - amazing quality and value!,Negative,2026-03-03,185,25,24,2570,0.28,234
Facebook,Link,FACEBOOK022,Great experience with madani! Highly recommended in Malaysia.,Negative,2026-03-24,198,23,17,2399,0.1,238
Facebook,Link,FACEBOOK023,madani in Malaysia is really good. Worth trying!,Negative,2026-03-29,298,50,52,4350,0.37,400
Facebook,Link,FACEBOOK024,Just tried madani - amazing quality and value!,Negative,2026-03-06,233,46,29,1835,0.1,308
Facebook,Photo,FACEBOOK025,madani in Malaysia is really good. Worth trying!,Negative,2026-03-18,318,76,40,3622,0.15,434
Facebook,Post,FACEBOOK026,madani in Malaysia is really good. Worth trying!,Negative,2026-03-12,146,21,11,1765,0.1,178
