Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers
facebook,post,122249099486082838,"Pengalaman Tuan Guru Hadi Awang bukan calang-calang. Beliau pernah memainkan peranan menyatukan Aceh dengan negara-negara Arab, satu pencapaian yang menuntut kebijaksanaan, kewibawaan dan ilmu yang tinggi. TGHH memiliki pengalaman luas serta kefahaman mendalam dalam politik dan kepimpinan.

Jika ada pihak yang mempersoalkan soal kesihatan Tuan Guru, ingatlah bahawa Sheikh Ahmed Ismail Hassan Yassin sendiri mampu memimpin dengan cemerlang walaupun berkerusi roda. Kesihatan fizikal tidak seharusnya dijadikan alasan untuk menafikan keupayaan kepimpinan seseorang yang berilmu, berprinsip dan dihormati.

Hakikatnya, TGHH juga merupakan figura yang mampu “mematangkan” pemikiran politik, selain Muhyiddin Yassin (TSMY). Jika di peringkat antarabangsa TGHH mampu menyatukan pelbagai pihak, apatah lagi untuk menyatukan parti-parti politik dalam Malaysia.

Malaysia mempunyai kira-kira 22 juta pengundi. Jika dicampur keseluruhan pengamal politik aktif dari semua parti, jumlahnya mungkin sekitar 2 juta sahaja. Persoalannya, adakah kita mahu menjaga kepentingan 20 juta rakyat, atau hanya melayani 2 juta yang masing-masing mempunyai “warlord” sendiri? Untuk menghadapi PRU, kita memerlukan figura yang disenangi dan diterima di seluruh negara, bukan terhad kepada satu kawasan sahaja.

Gabungan kepimpinan TGHH yang dibantu TSMY, memimpin Perikatan Nasional, adalah kombinasi paling seimbang dari segi ilmu, pengalaman, kebijaksanaan dan penerimaan rakyat.

TGHH dibantu TSMY adalah figura terbaik untuk memimpin dan menyatukan.",https://www.facebook.com/SyarulEmaRenaAbuSamah/posts/pfbid02Rm1jdXqoSCFsmYGqmpqEyCu81BYyCNsoMGqSRXZwPEerSKiJ1oj2iWA54BehTS31l,neutral,1767259827,0,0,0,0,0.0,0,0.0,,
facebook,comment,Y29tbWVudDoxMjIyNDkwOTk0ODYwODI4MzhfMTQwODA0ODU4NzUxNzY1NA==,"Masih dalam ingatan, dulu ketika zaman Allahyarham Tok Guru Nik Aziz masih hidup, bermacam makian & fitnah dilemparkan atas TGNA oleh pihak musuh politik. Tetapi selepas kematian TGNA, baru rakyat sedar dan buka mata, baru mulai syg dan rindu akan arwah TGNA. Dan itulah yg berlaku kepada TGHH skrg, dihina dan difitnah. Berbaloikah kita yg jahil ini menghina seorang alim ulamak yg penuh ilmu di dada..??
Kalau nak tahu kita ni baik atau jahat, tengoklah pengakhiran kita nanti..
Semoga Allah tempatkan TGNa di Syurga & semoga Allah memberkati TGHH.",,neutral,2026-01-01T09:57:08.000Z,20,0,1,0,0.0,22,,Abu Hurairah,0.0
facebook,comment,Y29tbWVudDoxMjIyNDkwOTk0ODYwODI4MzhfMTQ5MDI4MzExNTM4ODI3Nw==,"Subhanallah..detil RN.  Jesteru. NASIHAT UNTUK KITA JANGAN MENGHINA ORANG ALIM/ ULAMA..
Sejahat2 dia  dia orang alim.  Manakala kita sejahat2 kita. Kita  orang jahil.       Kalau dia jahat / buruk  samalah dengan kita pun jahat/ buruk.   Tapi dia masih mulia Kerana kealiman dia. Sedang kita tetap hina kerana kejahilan kita",,neutral,2026-01-01T09:45:35.000Z,6,0,1,0,0.0,8,,Kita Kita,0.0
facebook,comment,Y29tbWVudDoxMjIyNDkwOTk0ODYwODI4MzhfMjQ2MzA4OTkwNDE0NTM5Mw==,"Anwar Dan Zahid langsung tak berkelibar untuk menjadi pemimpin Malaysia Dua ada kes Salah laku 
smpai bila Malaysia nak dipimpin oleh orang yang bermasalah intergriti..",,neutral,2026-01-01T09:46:30.000Z,7,0,1,0,0.0,9,,Balmon Pusing Pusing,0.0
facebook,comment,Y29tbWVudDoxMjIyNDkwOTk0ODYwODI4MzhfNzEzMjY4MTA0OTI4MzY0,Setuju & fakta 🥰,,neutral,2026-01-01T09:39:37.000Z,5,0,0,0,0.0,5,,Ahmad Nasri,0.0
facebook,comment,Y29tbWVudDoxMjIyNDkwOTk0ODYwODI4MzhfMTQwODM3ODg3Mzk3OTY2OA==,Tu beza org alim yg ada ijazah syariah politik islam n khatam ngajo tafsir quran 2x..bakal keluar tafsir quran attibyan..n org taw islam tp mnggunakn agama.. brsatu n kapir harbi n n yg jahil plk ikut tnpa ilmu..abes sesat lg myesatkn..,,neutral,2026-01-02T03:26:11.000Z,2,0,0,0,0.0,2,,Nor Aida,0.0
facebook,comment,Y29tbWVudDoxMjIyNDkwOTk0ODYwODI4MzhfMTMwNDc0NzI3NTAxNDMxMg==,Sokong....👍👍👍,,neutral,2026-01-01T09:40:52.000Z,2,0,0,0,0.0,2,,Alfah Channel,0.0
facebook,comment,Y29tbWVudDoxMjIyNDkwOTk0ODYwODI4MzhfMjMyNzExNTMyMTA4NzY0OA==,Saya cadangkan artikel pengalaman dan perjuangan TGHH ini di bukukan dan di kajian Ilmuan dan Sejarah.,,neutral,2026-01-01T16:09:16.000Z,1,0,0,0,0.0,1,,Ismail Mohd Yusof,0.0
facebook,comment,Y29tbWVudDoxMjIyNDkwOTk0ODYwODI4MzhfMTQ5NzgyNTE2NDYzNTA2Nw==,"ada usaha dari puak² awarinas.. amnorinas...
yg galak mahu turunkan TGHH..
tapi malangnya..
org² ini diambil segelintir org pas sendiri sebagai rujukan...
mereka dah berjaya buat desakan jatuhkan TSMY..
next target... TGHH.. dah start berbunyi dah tu..",,neutral,2026-01-01T09:43:12.000Z,0,0,0,0,0.0,0,,Jue Abdullah,0.0
facebook,comment,Y29tbWVudDoxMjIyNDkwOTk0ODYwODI4MzhfMTU0MTQxMzc5MDQxNjk0Nw==,Hanya TGHH yg mampu menyatukan PAS & ahlinya dgn Tun M,,neutral,2026-01-01T11:56:34.000Z,1,0,0,0,0.0,1,,Pablo Carlos,0.0
