Platform	Type	ID	Text	Sentiment	Date	likes	shares	comments_count	views	sentiment_score	total_engagement
Facebook	Facebook Post	pfbid0dLFEnHHYG	+1 🤭	Neutral	Apr 21 at 07:16 PM	6448	101	187	0	0.993736982345581	6736
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820954	beleted hbd!!!	Neutral	Apr 22 at 07:31 AM	1	0	0	0	0.9927716851234436	1
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820955	You're so mid	Neutral	Apr 23 at 05:10 PM	0	0	0	0	0.9893622994422913	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820956	Happy birthday	Positive	May 02 at 04:05 AM	0	0	0	0	0.7304907441139221	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820957	happy birthday, pretty!	Positive	Apr 21 at 03:07 PM	1	0	0	0	0.9606260061264038	1
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820958	belated happy bday lods!	Positive	Apr 28 at 03:21 PM	0	0	0	0	0.7294679880142212	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820959	Happy birthday 🎂	Neutral	Apr 23 at 03:00 AM	1	0	0	0	0.8700008392333984	1
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820960	Happy birthday ally	Positive	Apr 25 at 05:14 AM	0	0	0	0	0.9844496846199036	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820961	Happy birthday tehh ingtas kalagi Luv u	Neutral	Apr 26 at 06:00 AM	0	0	0	0	0.9553899765014648	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820962	Happy birthday	Positive	Apr 26 at 05:11 AM	0	0	0	0	0.7304907441139221	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820963	Happy birthday	Positive	Apr 27 at 11:40 AM	0	0	0	0	0.7304907441139221	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820964	happy birthday mamen	Neutral	Apr 26 at 03:41 PM	0	0	0	0	0.9014155268669128	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820965	Hbd	Neutral	Apr 23 at 10:15 PM	0	0	0	0	0.9823435544967651	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820966	Happy birthday po 🥳	Neutral	Apr 26 at 08:16 AM	0	0	0	0	0.9663434624671936	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820967	Happy birthday baby	Neutral	Apr 21 at 12:31 PM	0	0	0	0	0.7049074172973633	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820968	happy birthday ghang	Negative	Apr 24 at 02:20 PM	0	0	0	0	0.9491163492202759	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820969	happy bday idol <3	Positive	Apr 21 at 04:45 PM	0	0	0	0	0.8063725829124451	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820970	HAPPYY BIRTHDAY PO!!	Neutral	Apr 21 at 12:19 PM	0	0	0	0	0.9357312321662903	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820971	happy birthday ally	Positive	Apr 21 at 11:18 AM	0	0	0	0	0.9923520684242249	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820972	Happy birthday	Positive	Apr 21 at 11:26 AM	1	0	0	0	0.7304907441139221	1
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820973	happy birthday	Positive	Apr 21 at 06:38 PM	0	0	0	0	0.9677630662918091	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820974	Hbd po	Neutral	Apr 29 at 06:45 PM	0	0	0	0	0.9936049580574036	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820975	happy birthday amacio	Neutral	Apr 21 at 12:42 PM	0	0	0	0	0.8515257835388184	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820976	Happy birthday ally	Positive	Apr 21 at 02:12 PM	0	0	0	0	0.9844496846199036	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820977	happy birthday po 🥳🎂🍻	Neutral	Apr 28 at 03:24 AM	0	0	0	0	0.8674479722976685	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820978	Sarapay aray ko	Neutral	Jun 17 at 10:56 PM	0	0	0	0	0.989138662815094	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820979	Happy Birthday 🎉🎁🎊	Neutral	Apr 21 at 12:59 PM	0	0	0	0	0.902386486530304	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820980	happy birthday mother🤍😘	Positive	Apr 21 at 11:16 AM	2	0	0	0	0.8223665952682495	2
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820981	Hbd ate kowww🫶🏻🥳 Ally Dnd	Neutral	Apr 21 at 01:39 PM	1	0	0	0	0.9932587146759033	1
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820982	happy birthday lods	Neutral	Apr 21 at 11:18 AM	0	0	0	0	0.9351682662963867	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820983	happy birthdayy babes! ily 💋	Positive	Apr 21 at 11:26 AM	1	0	0	0	0.967932939529419	1
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820984	happy birthday my babe 😜❤️	Positive	Apr 21 at 11:25 AM	1	0	1	0	0.9654558897018433	2
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820985	hello pretty 😮‍💨💞	Neutral	Apr 21 at 11:16 AM	1	0	1	0	0.9638037085533142	2
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820986	HAPPY BIRTHDAY ATE MISSUU	Neutral	Apr 21 at 11:24 AM	1	0	1	0	0.9805772304534912	2
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820987	Oy, happy bday satin? HAHAHA	Positive	Apr 22 at 07:14 AM	0	0	0	0	0.9255152940750122	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820988	happy birthday baby	Positive	Apr 22 at 04:05 AM	0	0	0	0	0.9192975759506226	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820989	Hbd	Neutral	Apr 26 at 07:16 PM	0	0	0	0	0.9823435544967651	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820990	Happy birthday ally	Positive	Apr 25 at 06:31 AM	0	0	0	0	0.9844496846199036	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820991	happy birthday ssob!!🥳🍺	Positive	Apr 23 at 08:16 AM	0	0	0	0	0.6869149804115295	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820992	Happy Birthday!	Positive	Apr 26 at 09:36 AM	0	0	0	0	0.8588667511940002	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820993	happy birthday po	Neutral	Apr 25 at 02:21 PM	0	0	0	0	0.8319434523582458	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820994	thank you!	Positive	Apr 21 at 02:02 PM	1	0	0	0	0.9966887831687927	1
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820995	thank you imy	Positive	Apr 21 at 02:02 PM	1	0	0	0	0.9958836436271667	1
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820996	Happy birthday 🎂	Neutral	Apr 21 at 03:38 PM	0	0	0	0	0.8700008392333984	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820997	Happy birthday 🎁🎂 po	Neutral	Apr 25 at 04:17 PM	0	0	0	0	0.9543894529342651	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820998	happy birthday idol 🥳	Positive	Apr 28 at 02:25 PM	0	0	0	0	0.9154919385910034	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23820999	Hbd	Neutral	Apr 28 at 04:10 PM	0	0	0	0	0.9823435544967651	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23821000	Happy Birthday po 🥳🎉	Neutral	Apr 21 at 02:18 PM	0	0	0	0	0.9590951800346375	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23821001	hbd	Neutral	Apr 26 at 05:07 PM	0	0	0	0	0.9901824593544006	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23821002	hbd pretty!!!	Neutral	Apr 21 at 11:48 AM	0	0	0	0	0.8956887722015381	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23821003	hbd	Neutral	Apr 24 at 03:20 PM	0	0	0	0	0.9901824593544006	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23821004	happy birthday hottie!!	Neutral	Apr 21 at 01:51 PM	1	0	0	0	0.885147750377655	1
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23821005	Fases bandidagem tenho de to foder	Neutral	May 27 at 08:53 PM	0	0	0	0	0.9565953016281128	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23821006	Craaaaaazzyyyy	Neutral	Apr 04 at 01:39 AM	1	0	0	0	0.9730435013771057	1
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23821007	Napaka angassss sarap sumayaawwww😭😭TristanNoahRobert	Neutral	Apr 05 at 05:37 AM	1	0	0	0	0.9834369421005249	1
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23821008	So amazing! I love this	Positive	Apr 13 at 03:58 AM	2	0	0	0	0.9961525797843933	2
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23821009	Best ever	Positive	Apr 26 at 02:29 AM	0	0	0	0	0.9949919581413269	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23821010	Loooove Royal Family! They’re amazing!!	Positive	Feb 24 at 11:24 PM	86	0	1	0	0.9633764624595642	87
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23821011	I like , i loved ❤️❤️❤️❤️❤️	Neutral	Apr 16 at 11:01 PM	2	0	0	0	0.687975287437439	2
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23821012	Incredible talent 👏✨	Neutral	Apr 09 at 12:22 AM	2	0	0	0	0.9672188758850098	2
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23821013	Incredible dancing love it 😍	Neutral	Apr 18 at 10:54 AM	2	0	0	0	0.699420154094696	2
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23821014	It never gets old.  💕	Neutral	Apr 02 at 12:18 AM	3	0	0	0	0.9859113693237305	3
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23821015	Talent on steroids  Love it !	Positive	Apr 28 at 04:35 PM	1	0	0	0	0.9682903289794922	1
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23821016	Gina Colella Kelly Hi! here i have experienced great Gameplay, sign up bonus, and much more. I would definitely recommend.   https://www.facebook.com/100091654291841/posts/245222618542880/?mibextid=rS40aB7S9Ucbxw6v	Positive	Nov 08 at 08:39 AM	0	0	0	0	0.9951830506324768	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23821017	This is one of my all time favorite routines! Just so well done!	Positive	Apr 09 at 01:22 AM	2	0	0	0	0.9941709637641907	2
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23821018	Brilliant 🤩	Neutral	Apr 26 at 03:34 PM	0	0	0	0	0.8976868391036987	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23821019	Love it	Positive	Apr 07 at 01:34 PM	1	0	0	0	0.9932398796081543	1
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23821020	so beautiful	Positive	Apr 24 at 02:42 PM	0	0	0	0	0.9828578233718872	0
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23821021	this dance is LIT 🥵	Neutral	Apr 08 at 01:30 AM	1	0	0	0	0.9906933903694153	1
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23821022	Nice moves po ok stay safe everybody	Positive	Apr 01 at 02:51 PM	2	0	0	0	0.9920755624771118	2
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23821023	Parris Goebel is ❤️	Neutral	Mar 01 at 07:20 PM	126	0	7	0	0.9933688044548035	133
Facebook	Facebook Comment	pfbid0dLFEnHHYG_23821024	Definately the best females I’ve seen in a dance routine	Positive	Aug 23 at 03:23 AM	0	0	0	0	0.9937735199928284	0
