platform,content,engagement,likes,comments,shares,sentiment,url,date
youtube,"Episod 204 Keluar Sekejap bersiaran khas dari Muzium Tokoh Johor dengan membawakan analisis mendalam mengenai kempen Pilihan Raya Negeri (PRN) Johor yang kini memasuki fasa penting.

KJ dan Shahril me",1984,982.0,410.0,0,negative,https://www.youtube.com/watch?v=IXzEJUBjHsk,2026-07-06 08:00:15+00:00
youtube,Bersatulah untuk menggerunkan puak2 yang selalu Cuba menguji perlembagaan Dan rukun negara,600,6.0,0.0,0,negative,nan,2026-06-23 00:00:00+00:00
youtube,"Mesyuarat yang dipengerusikan Pengerusi SPR, Datuk Seri Ramlan Harun, memutuskan Hari Penamaan Calon pada 11 Julai.

SUBSCRIBE now! @Astro Awani
https://www.youtube.com/c/astroawani?...

Berita lanjut",517,194.0,52.0,0,neutral,https://www.youtube.com/watch?v=6MNXMc6e864,2026-06-12 04:18:33+00:00
youtube,"Timbalan Perdana Menteri, Datuk Seri Ahmad Zahid Hamidi, mengalu-alukan gesaan PAS supaya penyokong parti itu mengundi calon Barisan Nasional (BN) di kerusi yang tidak ditandingi parti berkenaan pada ",345,96.0,68.0,0,neutral,https://www.youtube.com/watch?v=WmsQY9jBhus,2026-06-28 12:49:35+00:00
youtube,"Apa sebenarnya yang bakal terjadi percaturan politik di Negeri Sembilan?

Semalam selepas selesai Ceramah Umum Pelancaran Logo Pilihanraya Negeri Sembilan dan lagu sempena PRN, semasa sidang media ber",287,144.0,47.0,0,negative,https://www.youtube.com/watch?v=vh6wPGZIKzk,2026-06-21 23:52:20+00:00
youtube,Takbir!!!,200,2.0,0.0,0,neutral,nan,2026-06-23 00:00:00+00:00
youtube,"PAS mengumumkan penyertaan 14 tokoh termasuk bekas menteri, EXCO dan profesional dalam parti itu menjelang PRN Negeri Sembilan, dilihat sebagai langkah memperkukuh sokongan dan pengaruh parti.

SUBSCR",119,39.0,40.0,0,positive,https://www.youtube.com/watch?v=u39MbkQari8,2026-06-14 05:19:15+00:00
youtube,"Parti Wawasan Negara yang baru diumumkan hari ini akan bertanding pada Pilihan Raya Negeri (PRN) Johor dan Negeri Sembilan nanti.

Pengerusi Perikatan Nasional (PN), Datuk Seri Dr Ahmad Samsuri Mokhta",119,26.0,24.0,0,neutral,https://www.youtube.com/watch?v=J2juijQrLhg,2026-06-13 12:51:59+00:00
youtube,"PRN Johor dan Negeri Sembilan menjadi medan ujian paling penting terhadap kekuatan Kerajaan Perpaduan menjelang PRU akan datang. Walaupun kedua-dua negeri mempunyai landskap politik yang berbeza, kepu",109,49.0,27.0,0,negative,https://www.youtube.com/watch?v=RCfxNCIe1DI,2026-06-29 12:00:06+00:00
youtube,Benarkah hak orang Melayu di Negeri Sembilan akan terancam jika Umno tidak lagi berada dalam kerajaan negeri? Atau adakah kenyataan Khairy Jamaluddin ini sebahagian daripada strategi politik menjelang,45,11.0,25.0,0,negative,https://www.youtube.com/watch?v=WFfAgZh7Qfk,2026-07-06 00:30:22+00:00
youtube,"Setiausaha Agung DAP, Anthony Loke menyerahkan kepada rakyat untuk menilai dakwaan wujud komplot melibatkan parti politik tertentu bagi menjatuhkan Menteri Besar Negeri Sembilan, Datuk Seri Aminuddin ",35,16.0,7.0,0,negative,https://www.youtube.com/watch?v=PZLdYjlIGZE,2026-06-09 16:12:46+00:00
