Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,QueryID,Lang,Community,CommunityLabel,PublisherDomain,PublisherGuess,SeedQuery,CrawlMethod,CrawlPipeline,SourceName,SourceID,Jenis_Suara
news,post,335106dea4e6493f,"Momentum Johor lonjak BN di Negeri Sembilan, penganalisis politik jangka bubar parlimen jadi pilihan. KUALA LUMPUR: Jangkaan bekas Ahli Parlimen Bangi, Dr Ong Kian Ming mengenai kemenangan besar Barisan Nasional (BN) pada Pilihan Raya Negeri (PRN) Johor, bakal melonjakkan momentum parti itu di Negeri Sembilan serta mempercepatkan pembubaran Parlimen bagi Pilihan Raya Umum Ke-16 (PRU16), terus mencetuskan perbincangan dalam kalangan penganalisis politik tanah air.",https://www.bharian.com.my/berita/nasional/2026/07/1584157/momentum-johor-lonjak-bn-di-negeri-sembilan-penganalisis-politik,,2026-07-07T17:32:57+00:00,0,0,0,0,0.0,0,IN1,tamil,india,Komuniti India / Tamil,bharian.com.my,india,"site:makkalosai.com.my ""Negeri Sembilan"" when:30d",google_news_rss,indian_narrative,,,
news,post,8d9f8da8a4c1b06d,"EC says Johor’s 56-seat election could be decided by 10pm on Saturday. KUALA LUMPUR, July7 &mdash; Voters are expected to know the outcome of all 56 seats in Saturday&rsquo;s Johor state elec...",https://www.malaymail.com/news/malaysia/2026/07/07/ec-says-johors-56-seat-election-could-be-decided-by-10pm-on-saturday/226721,,2026-07-07T16:32:15+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,690951fd073524ce,"EC aims for 96pc turnout in early voting. KLUANG, July 7 &mdash; The Election Commission (EC) is targeting a 96 per cent turnout for early voting in the Johor sta...",https://www.malaymail.com/news/malaysia/2026/07/07/ec-aims-for-96pc-turnout-in-early-voting/226718,,2026-07-07T16:28:49+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,8ed2e15569acc5fb,"In Larkin, land leases and a city’s growing pains shape Johor election contest. JOHOR BAHRU, July 7 &mdash; Land lease renewals in Kampung Melayu Majidee and the need to modernise public infrastructur...",https://www.malaymail.com/news/malaysia/2026/07/07/in-larkin-land-leases-and-a-citys-growing-pains-shape-johor-election-contest/226711,,2026-07-07T15:49:27+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,65a76f65a1b28131,"Election Commission says 588 complaints lodged as Johor polls enter final stretch. KLUANG, July 7 &mdash; The Election Commission (EC) has received 588 complaints involving various election offences duri...",https://www.malaymail.com/news/malaysia/2026/07/07/election-commission-says-588-complaints-lodged-as-johor-polls-enter-final-stretch/226707,,2026-07-07T15:14:21+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,adbff66f71f226d4,"Johor candidates pause campaigning to observe early voting by security personnel. JOHOR BAHRU, July 7 &mdash; Despite their busy campaign schedule ahead of polling day this Saturday, Johor state electio...",https://www.malaymail.com/news/malaysia/2026/07/07/johor-candidates-pause-campaigning-to-observe-early-voting-by-security-personnel/226700,,2026-07-07T14:47:50+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,68634fe5d54ea633,"Johor polls: Anwar says Sunday voting remarks were personal view, not pressure on Election Commission. KUALA LUMPUR, July 7 &mdash; Prime Minister Datuk Seri Anwar Ibrahim today stressed that his remarks regarding the Johor...",https://www.malaymail.com/news/malaysia/2026/07/07/johor-polls-anwar-says-sunday-voting-remarks-were-personal-view-not-pressure-on-election-commission/226684,,2026-07-07T14:04:43+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,99ee7faf1bea3c5c,"Johor polls: Early voting turnout passes 56pc by 11am. JOHOR BAHRU, July 7 &mdash; More than half of the early voters in Johor&rsquo;s 16th state election, comprising security...",https://www.malaymail.com/news/malaysia/2026/07/07/johor-polls-early-voting-turnout-passes-56pc-by-11am/226683,,2026-07-07T13:59:08+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,c8208ed9138bab0f,"Azalina dismisses claims that BN victory in Johor would free Najib from prison. PUTRAJAYA, July 7 &mdash; Elections cannot be used as a channel to free any individual who is serving a prison sentence,...",https://www.malaymail.com/news/malaysia/2026/07/07/azalina-dismisses-claims-that-bn-victory-in-johor-would-free-najib-from-prison/226677,,2026-07-07T13:20:14+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,46611c8b5e5ecde5,"Teo Nie Ching urges Onn Hafiz to explain alleged campaigning at Johor TVET event. KULAI, July 7 &mdash; Menteri Besar Datuk Onn Hafiz Ghazi has been urged to explain allegations that a group of Technica...",https://www.malaymail.com/news/malaysia/2026/07/07/teo-nie-ching-urges-onn-hafiz-to-explain-alleged-campaigning-at-johor-tvet-event/226672,,2026-07-07T12:45:56+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
