Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,QueryID,Lang,Community,CommunityLabel,PublisherDomain,PublisherGuess,SeedQuery,CrawlMethod,CrawlPipeline,SourceName,SourceID,Jenis_Suara
news,post,6ee5c2aa9a97b227,BN win in Johor won’t necessarily trigger national resurgence. IIUM's Syaza Shukri points out that BN won handsomely in the 2021 Melaka and 2022 Johor state elections but delivered its worst electoral performance in GE15.,https://www.freemalaysiatoday.com/category/nation/2026/07/07/bn-win-in-johor-wont-necessarily-trigger-national-resurgence,,2026-07-07T01:30:38+00:00,0,0,0,0,0.0,0,IN2,tamil,india,Komuniti India / Tamil,freemalaysiatoday.com,india,"site:makkalosai.com.my ""Melaka"" when:30d",google_news_rss,indian_narrative,,,
news,post,c8208ed9138bab0f,"Azalina dismisses claims that BN victory in Johor would free Najib from prison. PUTRAJAYA, July 7 &mdash; Elections cannot be used as a channel to free any individual who is serving a prison sentence,...",https://www.malaymail.com/news/malaysia/2026/07/07/azalina-dismisses-claims-that-bn-victory-in-johor-would-free-najib-from-prison/226677,,2026-07-07T13:20:14+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,46611c8b5e5ecde5,"Teo Nie Ching urges Onn Hafiz to explain alleged campaigning at Johor TVET event. KULAI, July 7 &mdash; Menteri Besar Datuk Onn Hafiz Ghazi has been urged to explain allegations that a group of Technica...",https://www.malaymail.com/news/malaysia/2026/07/07/teo-nie-ching-urges-onn-hafiz-to-explain-alleged-campaigning-at-johor-tvet-event/226672,,2026-07-07T12:45:56+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,1472be181dfcca60,"Heavy rain fails to dampen Johor early voting at police HQ. JOHOR BAHRU, July 7 &mdash; A heavy downpour at about 9.40am today did little to disrupt the smooth conduct of early vot...",https://www.malaymail.com/news/malaysia/2026/07/07/heavy-rain-fails-to-dampen-johor-early-voting-at-police-hq/226663,,2026-07-07T11:25:07+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,382bb5f2cddd8bf5,"Johor polls early voting turnout reaches 38.64pc as of 10am. JOHOR BAHRU, July 7 &mdash; Early voting turnout for the Johor state election reached 38.64 per cent by 10am today.The E...",https://www.malaymail.com/news/malaysia/2026/07/07/johor-polls-early-voting-turnout-reaches-3864pc-as-of-10am/226662,,2026-07-07T11:19:51+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,292167efd1601c90,"Mat Sabu asks Johor voters to give Pakatan chance to prove manifesto not ‘copy paste’. BATU PAHAT, July 7 &mdash; Voters in Johor need to give Pakatan Harapan (PH) candidates a chance in the state election t...",https://www.malaymail.com/news/malaysia/2026/07/07/mat-sabu-asks-johor-voters-to-give-pakatan-chance-to-prove-manifesto-not-copy-paste/226658,,2026-07-07T10:24:07+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,7619e3aad1bd3b57,"Zahid tells Johor early voters to fulfil duty with integrity, choose stability. JOHOR BAHRU, July 7 &mdash; Deputy Prime Minister Datuk Seri Dr Ahmad Zahid Hamidi has called on security personnel cast...",https://www.malaymail.com/news/malaysia/2026/07/07/zahid-tells-johor-early-voters-to-fulfil-duty-with-integrity-choose-stability/226638,,2026-07-07T09:23:47+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,1b7b0eb8d516bd67,"Anwar urges Johor early voters to choose Pakatan as polling begins. JOHOR BAHRU, July 7 &mdash; Prime Minister Datuk Seri Anwar Ibrahim today extended his best wishes to all early voters c...",https://www.malaymail.com/news/malaysia/2026/07/07/anwar-urges-johor-early-voters-to-choose-pakatan-as-polling-begins/226632,,2026-07-07T09:01:37+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,bdf2968338427387,"Early voting for Johor election begins at 64 centres statewide. JOHOR BAHRU, July 7 &mdash; A total of 64 early voting centres for the 16th Johor state election opened at 8am today to...",https://www.malaymail.com/news/malaysia/2026/07/07/early-voting-for-johor-election-begins-at-64-centres-statewide/226631,,2026-07-07T08:57:25+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
news,post,7812f86fa7381322,"Johor polls: 24,751 early voters set to cast ballots today. JOHOR BAHRU, July 7 &mdash; A total of 24,751 early voters eligible to vote in the 16th Johor state election will cast t...",https://www.malaymail.com/news/malaysia/2026/07/07/johor-polls-24751-early-voters-set-to-cast-ballots-today/226629,,2026-07-07T08:52:08+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative,,,
