Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,QueryID,Lang,Community,CommunityLabel,PublisherDomain,PublisherGuess,SeedQuery,CrawlMethod,CrawlPipeline
news,post,2c8927cdf82e26da,"Johor polls disappointment for Pakatan, but Loke vows fresh push ahead of Negeri Sembilan election. JELEBU, July 12 &mdash; Pakatan Harapan (PH) respects the decision of voters in the 16th Johor State Election which was...",https://www.malaymail.com/news/malaysia/2026/07/12/johor-polls-disappointment-for-pakatan-but-loke-vows-fresh-push-ahead-of-negeri-sembilan-election/227318,,2026-07-12T15:01:18+08:00,0,0,0,0,0.0,0,IN1,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Negeri Sembilan"" when:30d",google_news_rss,indian_narrative
news,post,a8b11b36936e8de9,'BN bawa formula Johor ke PRN Negeri Sembilan' - Zambry. KUALA LUMPUR: Barisan Nasional (BN) dijangka mengekalkan formula kempen pada Pilihan Raya Negeri (PRN) Johor Ke-16 bagi PRN Negeri Sembilan tidak lama lagi selepas pendekatan itu berjaya membuahkan kemenangan besar dan memperoleh mandat kukuh daripada rakyat.,https://www.bharian.com.my/berita/nasional/2026/07/1586767/bn-bawa-formula-johor-ke-prn-negeri-sembilan-zambry,,2026-07-12T12:59:43+00:00,0,0,0,0,0.0,0,IN1,tamil,india,Komuniti India / Tamil,bharian.com.my,india,"site:makkalosai.com.my ""Negeri Sembilan"" when:30d",google_news_rss,indian_narrative
news,post,6e88c88490e41c7f,"Amaran ribut petir, hujan lebat, landa Pahang, Negeri Sembilan, Johor dan Labuan. KUALA LUMPUR: Jabatan Meteorologi Malaysia (METMalaysia) mengeluarkan amaran ribut petir, hujan lebat dan angin kencang membabitkan tiga negeri dan Labuan hingga jam 2 petang ini.",https://www.bharian.com.my/berita/nasional/2026/07/1586760/amaran-ribut-petir-hujan-lebat-landa-pahang-negeri-sembilan-johor,,2026-07-12T12:38:38+00:00,0,0,0,0,0.0,0,IN1,tamil,india,Komuniti India / Tamil,bharian.com.my,india,"site:makkalosai.com.my ""Negeri Sembilan"" when:30d",google_news_rss,indian_narrative
news,post,8ec9951a0e501b5a,"DAP akur keputusan PRN Johor, sedia hadapi senario berbeza di Negeri Sembilan. Jelebu: Pilihan Raya Negeri (PRN) Johor yang menyaksikan Barisan Nasional (BN) menang besar satu keputusan sukar diterima Pakatan Harapan (PH).",https://www.hmetro.com.my/mutakhir/2026/07/1383273/dap-akur-keputusan-prn-johor-sedia-hadapi-senario-berbeza-di-negeri,,2026-07-12T13:13:17+00:00,0,0,0,0,0.0,0,IN1,tamil,india,Komuniti India / Tamil,hmetro.com.my,india,"site:makkalosai.com.my ""Negeri Sembilan"" when:30d",google_news_rss,indian_narrative
news,post,a3c2b4c0efe08e20,"Youth vs veteran in Johor polls: Felicia Poh, 28, wins Penggaram; Samsolbari, 65, holds Semarang. JOHOR BAHRU, July 12 &mdash; At just 28, Felicia Poh Rui Ling became the youngest successful candidate in the 16th Johor...",https://www.malaymail.com/news/malaysia/2026/07/12/youth-vs-veteran-in-johor-polls-felicia-poh-28-wins-penggaram-samsolbari-65-holds-semarang/227316,,2026-07-12T14:43:54+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative
news,post,07fb3dfd64bedf69,"King meets Zahid and Onn Hafiz at Istana Pasir Pelangi following BN’s sweeping Johor victory. JOHOR BAHRU, July 12 &mdash; The King, His Majesty Sultan Ibrahim, granted an audience to Barisan Nasional (BN) chairman...",https://www.malaymail.com/news/malaysia/2026/07/12/king-meets-zahid-and-onn-hafiz-at-istana-pasir-pelangi-following-bns-sweeping-johor-victory/227305,,2026-07-12T13:33:03+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative
news,post,fa26d689c2dd87f5,"Johor’s tale of two margins: BN’s Permas towers at 29,505, Pakatan’s Simpang Jeram clings on by 170. JOHOR BAHRU, July 12 &mdash; Barisan Nasional&rsquo;s (BN) landslide victory in the 16th Johor state election saw the co...",https://www.malaymail.com/news/malaysia/2026/07/12/johors-tale-of-two-margins-bns-permas-towers-at-29505-pakatans-simpang-jeram-clings-on-by-170/227304,,2026-07-12T13:12:55+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative
news,post,d75cd58f7e414c8a,"Former education minister Maszlee wins Puteri Wangsa, emerges lone PKR success in Johor state election. JOHOR BAHRU, July 12 &mdash; Former education minister Dr Maszlee Malik of Pakatan Harapan (PH) won the Puteri Wangsa st...",https://www.malaymail.com/news/malaysia/2026/07/12/former-education-minister-maszlee-wins-puteri-wangsa-emerges-lone-pkr-success-in-johor-state-election/227286,,2026-07-12T12:29:56+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative
news,post,e973b465347189df,"DAP to review Johor losses after losing Jementah, Tangkak and nine other seats. &nbsp;JOHOR BAHRU, July 12 &mdash;&nbsp;DAP Johor will conduct a comprehensive review to determine why it lost several s...",https://www.malaymail.com/news/malaysia/2026/07/12/dap-to-review-johor-losses-after-losing-jementah-tangkak-and-nine-other-seats/227283,,2026-07-12T11:18:10+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative
news,post,2402841ed71273e2,"Johor polls: 55 candidates lose deposits, including all Bersama hopefuls. &nbsp;JOHOR BAHRU, July 12 &mdash;&nbsp;A total of 55 candidates lost their deposits after failing to obtain one-eighth...",https://www.malaymail.com/news/malaysia/2026/07/12/johor-polls-55-candidates-lose-deposits-including-all-bersama-hopefuls/227282,,2026-07-12T11:14:22+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative
