Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,QueryID,Lang,Community,CommunityLabel,PublisherDomain,PublisherGuess,SeedQuery,CrawlMethod,CrawlPipeline
news,post,ef2b4180e77224a4,"Perikatan to review coalition membership, logo and Johor, Negeri Sembilan poll strategy at emergency meeting tomorrow. KUALA LUMPUR, June 21 &mdash; Perikatan Nasional (PN) will convene an emergency meeting tomorrow to determine the coalit...",https://www.malaymail.com/news/malaysia/2026/06/21/perikatan-to-review-coalition-membership-logo-and-johor-negeri-sembilan-poll-strategy-at-emergency-meeting-tomorrow/224636,,2026-06-21T15:33:45+08:00,0,0,0,0,0.0,0,IN1,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Negeri Sembilan"" when:30d",google_news_rss,indian_narrative
news,post,76979905cae2318d,"Bersatu will remain in PN forever, Muhyiddin says. Bersatu president maintains that his party will contest under the PN banner at the elections in Johor and Negeri Sembilan.",https://www.freemalaysiatoday.com/category/nation/2026/06/22/bersatu-will-remain-in-pn-forever-muhyiddin-says,,2026-06-21T23:18:51+00:00,0,0,0,0,0.0,0,IN1,tamil,india,Komuniti India / Tamil,freemalaysiatoday.com,india,"site:makkalosai.com.my ""Negeri Sembilan"" when:30d",google_news_rss,indian_narrative
news,post,fe0a7fe7f2945616,"‘Bersatu kekal dalam PN sampai bila-bila’, kata Muhyiddin. Presiden Bersatu turut mengulangi partinya akan menggunakan logo PN pada PRN Johor dan Negeri Sembilan.",https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/06/21/bersatu-kekal-dalam-pn-sampai-bila-bila-kata-muhyiddin,,2026-06-21T15:59:44+00:00,0,0,0,0,0.0,0,IN1,tamil,india,Komuniti India / Tamil,freemalaysiatoday.com,india,"site:makkalosai.com.my ""Negeri Sembilan"" when:30d",google_news_rss,indian_narrative
news,post,8f41377b382f3dbc,"Federal allocations to states guided by Constitution, says Pasir Gudang MP. JOHOR BAHRU, June 21 &mdash; The Madani Government is guided by written laws and the Federal Constitution in matters inv...",https://www.malaymail.com/news/malaysia/2026/06/21/federal-allocations-to-states-guided-by-constitution-says-pasir-gudang-mp/224639,,2026-06-21T16:03:37+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative
news,post,a189f9e6e1c0007c,"Pakatan to unveil Johor state poll candidates in Bukit Gambir tomorrow, says Anwar. JOHOR BAHRU, June 21 &mdash; Pakatan Harapan (PH) chairman Datuk Seri Anwar Ibrahim will attend the announcement ceremon...",https://www.malaymail.com/news/malaysia/2026/06/21/pakatan-to-unveil-johor-state-poll-candidates-in-bukit-gambir-tomorrow-says-anwar/224601,,2026-06-21T11:46:46+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative
news,post,13bf3ef683b482b5,"Bersama to announce Johor candidates Friday as applications pour in for two state polls, says Rafizi. KOTA BHARU, June 21 &mdash; Parti Bersama Malaysia (Bersama) will announce its line-up of candidates for the Johor state...",https://www.malaymail.com/news/malaysia/2026/06/21/bersama-to-announce-johor-candidates-friday-as-applications-pour-in-for-two-state-polls-says-rafizi/224591,,2026-06-21T10:30:52+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative
news,post,50dc520f67dab6de,"Tremors possible as weak 3.3‑magnitude quake hits off Batu Pahat, says MetMalaysia. KUALA LUMPUR, June 21 &mdash; A weak earthquake struck the waters off Batu Pahat, Johor early this morning, according to...",https://www.malaymail.com/news/malaysia/2026/06/21/tremors-possible-as-weak-33magnitude-quake-hits-off-batu-pahat-says-metmalaysia/224575,,2026-06-21T08:57:07+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative
news,post,f7dc3b157a5f9c13,"Police detain woman who allegedly staged own kidnapping for RM18,000 ransom in Johor Bahru. KUALA LUMPUR, June 21 &mdash; Police have detained a woman believed to have staged her own kidnapping in an attempt to o...",https://www.malaymail.com/news/malaysia/2026/06/21/police-detain-woman-who-allegedly-staged-own-kidnapping-for-rm18000-ransom-in-johor-bahru/224571,,2026-06-21T08:48:57+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative
news,post,d40377f46e1fd549,"DAP names four candidates for Johor state election. JOHOR BAHRU, June 20 &mdash; DAP has named four candidates for the Johor state election on July 11.The candidates are No...",https://www.malaymail.com/news/malaysia/2026/06/20/dap-names-four-candidates-for-johor-state-election/224548,,2026-06-20T16:52:42+08:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaymail.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative
news,post,e692bdae60bb8424,Amanah concedes Puteri Wangsa to PKR for Johor polls. State Amanah leader says matter settled after multiple rounds of negotiations.,https://www.malaysiakini.com/news/777818,,2026-06-21T03:31:31+00:00,0,0,0,0,0.0,0,IN3,tamil,india,Komuniti India / Tamil,malaysiakini.com,india,"site:makkalosai.com.my ""Johor"" when:30d",google_news_rss,indian_narrative
