platform,post_content,comment_content,engagement,sentiment,date
facebook,,Dewan tue kecik jer....sebab tue nampak ramai....aku tahu sebab dekat rumah aku..,1204,neutral,2026-06-12 21:51:49+00:00
facebook,,tolong PH bermakna DAP kekal selama nya di Negeri Sembilan..Dajjal dan batu api sebenar ialah DAP.PKR pak turut yang menjayakan kan agenda DAP..Masa depan Negeri Sembilan jika PH masih menerajui Neger,1090,negative,2026-06-12 22:49:24+00:00
facebook,,RAKYAT N9 BERSAMA2 LINGKUPKAN PENGUASAAN DAP DI N9 KEPADA TELOR AYAM SEBAGAIMANA RAKYAT SABAH BOLEH LAKUKANYA. GENG2 KOMINIS DAN BABI TUNGGAL INI ADALAH PEROSAK KPD AGAMA BANGSA KEDAULATAN UNDANG2 SER,1003,neutral,2026-06-08 12:13:57+00:00
tiktok,,"buat la apa pun, janji PH jatuh",953,neutral,2026-06-14 10:34:03+00:00
facebook,,"Orang Negeri Sembilan yang sayangkan Agama Islam, Hak Hak Keistimewaan orang Melayu,   Raja Raja  Melayu, undilah Parti PAS.ataupun. UMNO dengan syaratnya. selepas PRU. UMNO jgn kerjasama.lagi dgn PH",556,negative,2026-06-12 17:40:28+00:00
facebook,,lautan merah .hebat org nogoriii...ini kalila jgn bgi peluang lagi geng tebuk atap....,555,neutral,2026-06-12 18:05:12+00:00
facebook,,Ni paling gampang. Patut beria btul sokong Undang nk turun kan Yamtuan Tuanku kita. Org Negeri Sembilan wajib tolak penderhaka pada Yamtuan Tuanku Mukhriz masa mengundi nnti. Kita kekal kan kerajaan m,499,negative,2026-06-17 09:24:13+00:00
tiktok,,apa pentingnya event rxz dgn prn...korang semua dah besar..fikirlaa mana yg terbaik utk diri korang sendiri...,455,positive,2026-06-21 14:16:22+00:00
facebook,,Sabah da buat no more DAP next negeri lain akan ikut jek,418,neutral,2026-06-08 06:54:51+00:00
facebook,,Banyak org luar harap ph tumbang di n9 kli ni,418,neutral,2026-06-12 22:16:32+00:00
facebook,,"Beghakkk la aii ""seluruh rakyat n9""...ber bas2 kek luar tu banyak eh org luar yo..💩💩💩",407,negative,2026-06-12 18:40:43+00:00
tiktok,,"no need spinning. straight forward answers. well said, YB !!",402,positive,2026-06-14 09:49:24+00:00
facebook,,"Seperti mana rakyat meluat dgn UMNO sebelum PRU ke 15 begitu juga rakyat meluat dan benci pada PAS dan RESET kali ini. Insyaallah, jawapan ada pada rakyat yg celik mata dan terbuka minda untuk mengaja",386,negative,2026-06-17 15:59:55+00:00
facebook,,Bungkus PH di negeri sembilan selamat lah kito,316,neutral,2026-06-12 15:55:27+00:00
facebook,,Rakyat N9.... Kito sayang adat Kito..undi PAS,312,negative,2026-06-12 16:01:00+00:00
facebook,,Terus bersemangat DAP demi Malaysia dan rakyat hidup aman berbilang kaum,290,positive,2026-06-09 00:28:34+00:00
facebook,,"Mcm ni lah dulu suasana dan keadaan UMNO, last2 bungkus pd Pru 15....jgn ingat ramai yg dtg pada perhimpunan itu boleh menjanjikan kemenangan... kuasa di tangan rakyat...",282,negative,2026-06-12 22:28:18+00:00
facebook,,"Insya Allah, Aku anak JATI JOHOR. Aku akan undi calon PN.",249,neutral,2026-06-12 04:39:28+00:00
facebook,,Klau mlayu bodo lgi nk undi party ni memang bodo lh,239,negative,2026-06-13 03:20:00+00:00
facebook,,Rakyat negeri sembilan buat MCM di Sabah kasi tanam,231,positive,2026-06-08 12:47:59+00:00
