platform,content,engagement,likes,comments,shares,sentiment,url,date
news,"PN drops Azmin, Radzi, appoints PAS, MIPP leaders to key posts. PN drops Azmin, Radzi, appoints PAS, MIPP leaders to key posts&nbsp;&nbsp;Malaysiakini",0,0,0,0,neutral,https://news.google.com/rss/articles/CBMiUkFVX3lxTE1TeDI5aXNfYTNsYmxaWDgxRk1ubVFwTnFPTGtwV1BiQWJUTVd3dkVQYU5RU0laaXRvblVxZ3Rqc2MwSXZrWkJ6aTlIWV9pWkRCSGc?oc=5,2026-06-17 23:55:06+00:00
news,There’s the door: Bersatu says PAS can leave PN. There’s the door: Bersatu says PAS can leave PN&nbsp;&nbsp;The Star,0,0,0,0,neutral,https://news.google.com/rss/articles/CBMimwFBVV95cUxOdlFqczRybWJETHRfVlUza3NMZXpwVVBlZl9hSG9rc2hQX09hTzBNSWpkQmtsOUNfYUVWaG5Ia0xOdGdRaFFISmZEQnVxUVhNbHlITlQzTUZGNm5SQ2ZhMnlTSmRSbHo1V2NhT0M5S1Nka1QzbldLODB4VnFKS2ZSeVJoSm5qMTh5aFczYjQ0SUFjSF9XQWpvUHMzdw?oc=5,2026-06-19 07:55:00+00:00
news,"With Bersatu out, a PAS-Umno combo is inevitable. With Bersatu out, a PAS-Umno combo is inevitable&nbsp;&nbsp;Free Malaysia Today",0,0,0,0,neutral,https://news.google.com/rss/articles/CBMirgFBVV95cUxQbWpfYVZxUFpyN2FRNFJOeEJOb3ZRRlZoalpJUmo3RmF5czFGRy1ESUtRWFV2cFQ1R0EwRU9iTWtzc2drUlJ3azhVYVNvU0Z1LWJLX2tQcXFhZEIxUGVzNXFraXBvaEE1aDZSbTdfczBpdUszVEdmUy1PZ1ROTnp3VnR5SmxfWXg1ZXA0WFZsbFZUMzJ6YzJ4ZFloNEJnbkdYR1NiWG82UVVGcUpDUWc?oc=5,2026-06-15 01:00:13+00:00
news,"Malaysia's Bersatu, PAS trade barbs over Hamzah Zainudin's return as opposition leader. Malaysia's Bersatu, PAS trade barbs over Hamzah Zainudin's return as opposition leader&nbsp;&nbsp;CNA",0,0,0,0,neutral,https://news.google.com/rss/articles/CBMioAFBVV95cUxQVVJjUFFvQ0Vtcm5hc0d0OU1rRWlIM2tWVHNONm9SdC1PRVFTNk4ybFFHWl9udkpqNktiUFRrZ1ctOFE0aTRta2RyX1hzQkhNell1UFctY0hqaHlwUkl1UmpOMXZ4RU1VTnRPcGdrWFVreWI2MldOdXZBXzdfRE50Vm5BNHlnbzRqMm14SHBkSVg1U3FUdXZUTTluaVZjX0tm?oc=5,2026-06-15 07:31:58+00:00
news,"Zaid Ibrahim vows to reshape Pas image, says party can lead fairer Malaysia. Zaid Ibrahim vows to reshape Pas image, says party can lead fairer Malaysia&nbsp;&nbsp;NST Online",0,0,0,0,negative,https://news.google.com/rss/articles/CBMivwFBVV95cUxNZ1ZZaWlDc0x0ZFB5eW5IdnNMWm1RcjVRa0NLVnU1YWhpZm5GcFIxQWJUSTJHTDdjVG9tYklaVEZXV0dCM184SUpGV1c1NWZyUWVROXdidGo1WWdQcVNjMlV3MHhJV19vdkRBRURTYmRJNGFKU0FoY3AzZTV6eDZ3VEtDU1dEQjBtU0pUM2UxVzNIaUpsYjdQVXN5X1I3ZDZSNUotaF9LaTVoTWFwdU9VcmlVeVdycHpIV2ViZ0JKc9IBxAFBVV95cUxOYkd6TUlVanlZdUZpaVVnYk8tRG0xRmR0WTNwVkRRSTJoSzJKbjZTYm9RejJ1a0prYUlRLUgxLXN6eUNyQmJlaldjaFViTjlHOWVWaWRmYm5WY291WExzX0ZsZW15RW13RGkwQzFFSmgtNkZSbElEVDg3VFR5a1EyZG41N2Y2cVBQTzlhcDVLdy1RZHlIMHB5RnNaa0NfclJKRS1jZHd4a3BmcHo3T0ZfcE5MT0J4eXc3VjJ5M1lqRWxuaGx0?oc=5,2026-06-14 07:33:16+00:00
news,"PAS support for Hamzah as Opposition Leader reflects majority will, says Saifuddin. PAS support for Hamzah as Opposition Leader reflects majority will, says Saifuddin&nbsp;&nbsp;The Star",0,0,0,0,neutral,https://news.google.com/rss/articles/CBMiywFBVV95cUxNN0lfTmstVnhHNHRldDMzUWt2RV9PUXdDVERfSF9MX0NUcnRHMnl5YUxGUkNIT0xockE5NnplOEpTeDVjMDM4Z0VOZmxPZURCbFlJcHVleTRYS1Q2QVJRM0NzQ3R6bmQ2R1FKWlJ5YWU5M19SQXRMUVhDdThybi10Y1hnTl9vblJJdDdZOFJxZjBScXB6UDFjMmtpVmxYOC1jRWxWVTRPSzNfcXE0R1JqdEdhQjhOcGZSUGRfRkY5ZUZBdFJ3MTNNV1Rpbw?oc=5,2026-06-14 07:49:00+00:00
news,Zaid Ibrahim among 14 seeking to join PAS. Zaid Ibrahim among 14 seeking to join PAS&nbsp;&nbsp;Free Malaysia Today,0,0,0,0,positive,https://news.google.com/rss/articles/CBMipAFBVV95cUxOSlNtbG4xZEZUVFcxRmRuYWtjSmUwazFwRTd2bkF5QVloOEJjLUtfclA2ZnZFWTBMclg1cGJVRDl2Vm1rMWY2S3NzTlpNeVA3dmt0aWtvdGQ0WFZqb1h1MHRHamhjVzVKNmZjS0ZiUGFRSnYwR2FsRk01ZTFKUTE3Z1VuWjRUQmpvQXczWDZIblRCaTVVNGFzcVlWRG1wSlJCNGl3Rw?oc=5,2026-06-14 14:14:04+00:00
news,YOURSAY | Can Wawasan Negara emerge from PAS' shadow?. YOURSAY | Can Wawasan Negara emerge from PAS' shadow?&nbsp;&nbsp;Malaysiakini,0,0,0,0,negative,https://news.google.com/rss/articles/CBMiUkFVX3lxTE9abHBmYXlGakRWcWxWYWdRWjBLMV92b05tcVM3WDlfdGhzVGVIQWhlcXNWNnRQMDlnLWp3QWJuaXJBc09IVlFQaU83bUc5WjNVdlE?oc=5,2026-06-15 02:30:00+00:00
news,Pas-Bersatu rift could cost PN GE16. Pas-Bersatu rift could cost PN GE16&nbsp;&nbsp;NST Online,0,0,0,0,negative,https://news.google.com/rss/articles/CBMijwFBVV95cUxQSkI3bU5vaUo3UnBnNi1WVXc2ejMxTlE5Q1ZNcGF4Z2did05lUXhoQl9NRnZXUzBsT0pzSlpuZ1NiVHRYaGFSekZNczFESlh5NGxlOElXdks0R3o5VkhEV0ZrNmhhOWtsaEItRk8wTzhLY2NEelNfdzczWjV3R05SS2JJRVRxY045M3AyM2xFSdIBlAFBVV95cUxNUUtFRTItVDc0dXRKcll1SU5hSGY1bU9TLXgxVTBzNE1TaU1rTjB6N2tqVUxrWVBnTTJZOVNBWWFTcGZ0cWxnNXdWUlB5aWY1YWFHaG90bE5ENVpKWVh5M2ZkQWVwb3RLZWQ5cW5oU0RsTkF4dWJ4UTUtMHpTdXkzbjdHdDZOa0NJampMVHMxRThuZzA5?oc=5,2026-06-17 08:31:46+00:00
news,"PAS making decisions unilaterally, claims Bersatu. PAS making decisions unilaterally, claims Bersatu&nbsp;&nbsp;The Star",0,0,0,0,neutral,https://news.google.com/rss/articles/CBMinwFBVV95cUxPMW5NSjg1TTA0TGFpTHFoNVkwYi1GNEtMbEZ6N0RXZnJ5aThPcDJJemJ2b3hxYmFUNC14SlUwdUh4OU5Oem41QThjQ2dYN00zeUdWV1B1T09JMlVackREWDBsa3FYYXpxakdVbFNOVEk5cUl4QnFoTFVtT1dPTFlTQWd4ZTlPd3pxeVVadE9mdWVVdGN4UnFYS1dQMHhtNFU?oc=5,2026-06-15 00:00:16+00:00
news,'Jealous' PAS should be 'thanked' for breaking up PN - Ramasamy. 'Jealous' PAS should be 'thanked' for breaking up PN - Ramasamy&nbsp;&nbsp;Malaysiakini,0,0,0,0,negative,https://news.google.com/rss/articles/CBMiUkFVX3lxTE5Xdjc0d0FkblZUeWFhczRhVWJqb0hVeW0xaGE4cHBpbnlXXzZ3QmJRY1pCdHFHQmNKXzdxUFM1X2Q0eXp1WU5Pd2NrUGE5aUh3cUE?oc=5,2026-06-19 03:10:18+00:00
news,"Leave PN if you want to run against us, PAS tells Bersatu. Leave PN if you want to run against us, PAS tells Bersatu&nbsp;&nbsp;Free Malaysia Today",0,0,0,0,neutral,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNdlhfb2sxSlMzYVgzc1d3ekNOOTc5dUNfYXNFRFlzZTJ4MldwYmNUVUNDRUtGWlZJbFAzeF9rQTJHZzVHaXg4UDV1QlhLanRKVFhtdjdSUU52bmkzanRHN3g0b3o5dUV0WTgyMFp0R01YMDNNUlgtaTBGZ29aNDI2ZVdhVThUQm5VaEFBbnRkeWFpXzN4ektrN0dtZXNCcFpUYllkZzg1eTFzVGxCVjZYb0RlZmRMUTA1?oc=5,2026-06-17 05:15:13+00:00
news,PAS rejects claims of skipping Johor state election. PAS rejects claims of skipping Johor state election&nbsp;&nbsp;The Star,0,0,0,0,negative,https://news.google.com/rss/articles/CBMiowFBVV95cUxQSkZiSGVQRW1WUzJadmNSQnhRdEs4WE5zWS1VMWh2d29OOVl3U0YzWHFHeHJqUFp6QVRLc18xRDhnTlF4VWozM0FfTExobDNXUHRXM0daUVJFN3ZBU01CSThjRk5KQmZvU3AwbENwYWdqNG12c0Z0VVNxUHFISGRCVURzSEJrdUJYNkRpT2s4MThWUC0wQjVveGFMT3FBb08zZGlr?oc=5,2026-06-15 23:34:32+00:00
news,"PAS Youth defends 'campus conversion' rights, cites constitutional protections. PAS Youth defends 'campus conversion' rights, cites constitutional protections&nbsp;&nbsp;Malaysiakini",0,0,0,0,negative,https://news.google.com/rss/articles/CBMiUkFVX3lxTE9fVFdOSXEyWUhGSjh5MlJBTWZVWUpjbHVLSHZMOTdadnVDeUc3akp3Z01DbVdyRWstNWExRi1xNFpIcXBJSWxMWDRQZUpLcEt4amc?oc=5,2026-06-18 07:19:15+00:00
news,Zaid says he will repay PAS’s trust after joining his latest party. Zaid says he will repay PAS’s trust after joining his latest party&nbsp;&nbsp;The Star,0,0,0,0,neutral,https://news.google.com/rss/articles/CBMitgFBVV95cUxOcHdXZnp5V0pPeGRXU1dBOGlaa19sdjJXdEU3bUN1Y3pZcDR6dGlHTDZuU3NKTmhaM0V1Tk5mZldpTzJqbnJ1R1FfNi1aYWs5dFVaYjgtTEloMFhUdXpTWXc1elVzSEZwcWctQU1WVEFPdF9UQ0pKaVVXZFpEVkpYX2FWVnZqYTJCbUY4dzVHMnE0b3dLOW9zQlJNQ0lxR0RmQWdNN2JNNFJDTE5uTzRLNzVOTVpKQQ?oc=5,2026-06-14 09:42:00+00:00
news,Bersatu veep claims PAS yet to prepare PN for Johor polls. Bersatu veep claims PAS yet to prepare PN for Johor polls&nbsp;&nbsp;Malaysiakini,0,0,0,0,neutral,https://news.google.com/rss/articles/CBMiUkFVX3lxTE9FSXVsdl9PNXNVYXBqUzJfeUcxM2RHZHlSdVJHdnoybUh1S3JPWEdCa0MyRzFwT1dZMXBXckN5QUZPWnFDQ25CQWNiQVJWWS05Qnc?oc=5,2026-06-16 04:05:19+00:00
news,PAS rebukes Muhyiddin over Perikatan logo remarks. PAS rebukes Muhyiddin over Perikatan logo remarks&nbsp;&nbsp;The Star,0,0,0,0,neutral,https://news.google.com/rss/articles/CBMioAFBVV95cUxQeS1paG9kRVIxWm11Ymd1dkdHT09JVk1oc05BbVMzZEQ5S2llX2NJV0xGS05kdG1CMXlUZXQ0MEVzU2JYMDB0SmwwMlRaQno0eDBsczk0V2VOb080dG1oa0hyUEhwUFYzeWt3Q1FRZThXY1RfQ0xhUjAwMlhlR2xnUm4tMGNKQ2ZMWjBIei1MRWh2R1QyX1pjRTlBbmozZFBN?oc=5,2026-06-17 06:54:00+00:00
news,"SNAPSHOT | Azmin, Radzi ouster strengthens PAS' grip on PN - Tun Faisal. SNAPSHOT | Azmin, Radzi ouster strengthens PAS' grip on PN - Tun Faisal&nbsp;&nbsp;Malaysiakini",0,0,0,0,neutral,https://news.google.com/rss/articles/CBMiUkFVX3lxTE01bkNSbUhCVGRzYVZBMkVLOXNEdzFST1I1Qk12RmJoV2F2ajJ2aVJ0bURhZlhWNFQ3M2pxVk12ZnNoak9hd0x3TjlvQ0Nkem9CRWc?oc=5,2026-06-18 01:29:31+00:00
news,"PAS trying to consolidate grip on Perikatan, says Tun Faisal. PAS trying to consolidate grip on Perikatan, says Tun Faisal&nbsp;&nbsp;The Star",0,0,0,0,neutral,https://news.google.com/rss/articles/CBMirgFBVV95cUxNOVIzaFFOZU82MjdHeVZwWnJUeVloTnZROWYyNzNEWHEzTDVDbmJmdWgxLXZqcmNwcGt6c29sOXZPZldjckhWRjB0T3F2clVOaFF1dWd2ejNqaFhOSWJLLXp1U1F6WEZ1cVo1bmtxQU9POFg1QVJzUVZFRWhXWjhjc3YzTjFxM29hM0ZfY2dQNUxnR1ZBVzcyRmh3aXdjeVlmeThxMnFMWGFJUVdOVmc?oc=5,2026-06-18 06:14:00+00:00
news,PAS calls on Bersatu to remain calm amid Perikatan turmoil. PAS calls on Bersatu to remain calm amid Perikatan turmoil&nbsp;&nbsp;The Star,0,0,0,0,neutral,https://news.google.com/rss/articles/CBMirAFBVV95cUxPU1licV9PZVMtcHF6dFFnS3FDZWlteWdRMERpUE5zTmpOMTB6aUpWSDF6d0hWaU1VdExYNFBmczZEbGpCdEN2WFB1cmhMbUFjaVN2Vkw2MmdmUTJoOUdXa0VtMklpRTZlMU1BaE5XVmhFc0F6RHF5WU1QMnVOVVFyM2t3Z2dYR1VpT2NPcXRnSDFSWjUxYW1EeWZDbThRVkhiVEl1TFdwWUVrbDB2?oc=5,2026-06-17 12:34:00+00:00
news,Hamzah among Opposition MPs at PAS HQ for meeting. Hamzah among Opposition MPs at PAS HQ for meeting&nbsp;&nbsp;The Star,0,0,0,0,neutral,https://news.google.com/rss/articles/CBMioAFBVV95cUxOVXdIelNSa1lWRUp4NmNvYnpIWjlZVzEzOWpvZlNHM21iSTBNWEN3S3haT2RmRzRQd2xvMGgwUzRpTS1OcE41NW05WmlYbUNIRlFTc0Y3dl9ydEVJLTQ0dm1CTk5VS2h6R2tfTmdPdVo2Y3otMnFHZUttZzF5Sl9DNmlfc3hmRGx4RmM4b3VwWHM0RHFSNUJoazJhNjZ2WXJF?oc=5,2026-06-17 13:50:00+00:00
