platform,post_content,comment_content,engagement,sentiment,date
threads,,"Aku macam nak Anwar Ibrahim kalah pilihan raya akan datang, supaya orang boleh betul-betul hargai keadaan selepas rasa sendiri macam mana kalau Perikatan Nasional yang pegang kuasa.",718,negative,NaT
threads,,"After watching Question Time last night and Reform’s Robert Kenyon refusing to apologise to Carol Voorderman over his sexist social media posts, I can’t believe how many women from Makerfield, in vari",601,negative,NaT
threads,,"After watching Question Time last night and Reform’s Robert Kenyon refusing to apologise to Carol Voorderman over his sexist social media posts, I can’t believe how many women from Makerfield, in vari",600,negative,NaT
threads,,UMNO back to being what they do best - grabbing power. MB Aminuddin should dissolve the state assembly. Let UMNO battle it out in early polls.,451,negative,NaT
threads,,"PKR , AMANAH dan DAP pada PRN Johor akan kena kena benam macam di Sabah

Bukan sebab rakyat sokong BN tapi sebab rakyat menyampah dengan PMX dan PH",319,negative,NaT
threads,,Aik aritu x rasa ke? Minyak masak 50 ringgit sebotol. Minyak paket langsung x nmpk bayang. Telur pun xda tau. Sardin pun mahal nk mampos. Nak ke? Jgn jadi giler lah wei,288,negative,NaT
threads,,Taknakk.. Dh rasa dh dulu,282,negative,NaT
threads,,Apa pmx buat kat kau? Apa pmx buat kat rakyat? Aku pon rakyat ok je,207,negative,NaT
threads,,Ermmmmm xpe lah...xsanggup negara ditadbir org yg x cerdik,193,neutral,NaT
threads,,Total spin and rubbish. Vote Reform or stay a second class country.,129,negative,NaT
threads,,"If you didn’t , as I did, grow up in the 1950s …. You have no notion of what it was like to have no legal abortion, no right to birth control, no right to a bank acct, no right to equal pay, to see na",113,negative,NaT
threads,,"If you didn’t , as I did, grow up in the 1950s …. You have no notion of what it was like to have no legal abortion, no right to birth control, no right to a bank acct, no right to equal pay, to see na",113,negative,NaT
threads,,"Tak boleh bro,  nak pulihkan ringgit bukan mudah ye,  walaupun nampak anwar berjaya naikkan 3 tahun ni tapi bukan mudah sebenarnya,  dapat kat PN sure semua akan hancur balik",101,negative,NaT
threads,,PN pegang lg macam harrey… no thanx..,99,negative,NaT
threads,,kenapa menyampah ngn PMX dia buat apa kat kamu,95,negative,NaT
threads,,"Lol 33 bulan rakyat has to withdraw their own kwsp money to survive, bendera putih, roadblocks everywhere, rakyat not allowed to leave their houses but gambling in Genting still running, cooking oil, ",88,negative,NaT
threads,,Makin syg ada lah. Hidup PMX!,84,positive,NaT
threads,,No one should ever apologise to the surgically enhanced siren for anything 😂😂,81,negative,NaT
threads,,"Senang jer...kau benci PH, kau pangkah kat kertas undi ruangan PH tu",68,negative,NaT
threads,,,68,neutral,NaT
threads,,Kau tu anak PATI sbb tu meroyan melalak marah sgt kat PMX sbb tak dpt subsidi. Kau anak PATI Konoha atau Rohingya bro?,62,negative,NaT
threads,,Sedarlah sikit peruntukan  byk mengalir ke Johor kalau bukan pmx,55,neutral,NaT
threads,,yg nmpk blh memerintah dari dlu ni 2 je BN dan PH yg lain jgn lah lagi2  Pas ..mg Pas ni lemau..nk mundur undi Pas,55,negative,NaT
threads,,"Bro kata rakyat menyampah, nape tgk komen2 dlm ni byk yg menyampah ngan bro??? 🧐 pelik bin ajaib..",51,neutral,NaT
threads,,Nobody but the left woke brigades watch QT it’s a woke joke …What we learned from the clip I did  see was Andy Burnham insulting the intelligence of Wigan voters by using them to serve himself and his,50,negative,NaT
threads,,Yet Andy Burnham  wouldn't investigate grooming gangs but words are far more serious in the UK,49,negative,NaT
threads,,Tak usah lah bang.,48,negative,NaT
threads,,"reminder that i am a petty ass bitch with a law degree so if you screenshot me with ill intent i will absolutely report your ass. 

won this one against one of *the* most annoying steyer supporters an",47,negative,NaT
threads,,Alhamdulillah PMX terbaik untuk Malaysia setakat ini,46,positive,NaT
threads,,"During Pride I’d like to vote we temporarily ban hyper-straight things. Like, The Masters…and men removing the mufflers from their cars",44,negative,NaT
threads,,"Pkr kalah kat selangor cukup. Dah lama sangat. Isu babi, kuil , saluran gas meletop tu dah nampak poyo kerajaan negeri skrg",42,neutral,NaT
threads,,Your obviously a  labour supporter notice you never mention silicone tit's slagging down everybody who doesn't support labour,39,negative,NaT
threads,,PMX terbaik...YDPA minum sama dgn pmx.....,38,positive,NaT
threads,,Are they? Or are they bots/fake accounts designed to make it look like he has support from women. I’ve seen the look on the faces of the women in the audience last night and they weren’t buying any of,37,negative,NaT
threads,,Dah cuba dah dulu. Hancusss. Asyik berpolitik dan tukar2 PM..,35,neutral,NaT
threads,,Mesti kamu bukan warganegara Malaysia atau agen Mossad,34,positive,NaT
threads,,Mtk simpang la..,34,neutral,NaT
threads,,I think Burnham and his handling of grooming gangs is a little bit more serious don’t you ????,31,negative,NaT
threads,,I take it you have never said anything about anything in your miserable life you must be an angel sent from heaven u fucking bellend,30,negative,NaT
threads,,"Alah, BN PN pon kena benam kat sabah. LoL",29,negative,NaT
threads,,Ko sorang je lah menyampah ramai lagi yg suka,28,neutral,NaT
threads,,harini rakyat happy pergi ambil barang kat kedai guna sara. Beratur panjang mat. apa yang rakyat menyampah?,27,negative,NaT
threads,,Vote for the grooming gang supporter and no single sex spaces mmmmm,25,negative,NaT
threads,,Hahahaha..semua bantuan kau tala anak beranak seluruh keluarga mkn hasil bantuan.. 🤣,25,neutral,NaT
threads,,Ingat zaman covid disuruh angkat Bendera putih.. Rakyat disuruh keluarkan duit kwsp.. Kerajaan langsung tak membantu..,25,neutral,NaT
threads,,itu hanya andaian bagi org yg keciwa .. tapi segala bantuan dari pihak kerajaan di sapu nya,24,neutral,NaT
threads,,tanya aku buat apa tanya rakyat kau tak baca komen2 kat medsos ?,23,negative,NaT
threads,,PN di bagi 33 bln nama arak pun di tukar dgn nama ank Nabi.... cabutan lotry dari 8 naik ke 22.. mcm tok saka 22 thn,23,neutral,NaT
threads,,"Secara logic kalau nyampah dgn PKR, Amanah dan DAP, sekali le dgn BN, kan dlm satu coalition",21,negative,NaT
threads,,,21,neutral,NaT
threads,,"Untuk PRU16, tawaran lapuk dah tak relevan & makin terbukti tidak “make sense” :
- Harga minyak rendah ❌
- Harga barang turun ❌
- Anti rasuah ❌
- Free education ❌

Mana mana kolisi politik yang menawa",20,negative,NaT
threads,,No Anwar No DAP No PH.,20,negative,NaT
threads,,Carol was happy to bend over to show her ass off but now she's that's gone south she's saying and doing anything to get attention. It's pretty sad to see someone of her age loosing her dignity and doi,18,negative,NaT
threads,,Love PMX ❤️🌹,18,positive,NaT
threads,,Ada nampak zahid hamidi dan kabinet umno dalam kerajaan sekarang menyampah tak? Kau ingat tak najib kena terajang masuk penjara sebab apa?,18,negative,NaT
threads,,DAP X HINA SAHABAT NABI MENATE WALAUN WEH. PAS NATE BABI HOK HINA SAHABAT NABI,18,neutral,NaT
threads,,Anyone with an ounce of decency would. He obviously doesn't even have that. The lady in the audience was right when she said she would sooner have a career politician than a sexist plumber.,17,negative,NaT
threads,,He should  not have to apologise for something he said years and years ago. I bet there is not one single person on this platform who does not regret something they said or did years ago when much you,17,negative,NaT
threads,,"Nak BN lagi kat Johor? Nak perkayakan kroni kroni tapi rakyat dapat cebis cebis ? Org dah terus masuk duit kat acc , johor kena pi beratur panas panas utk ambil duit ? Apa ini ?",17,negative,NaT
threads,,Nak bagi orang menyesal undi PN tapi dengan kita2 sendiri terkena dan menyesal. Jangan main woo. Bukan boleh gostan balik,17,negative,NaT
threads,,"Tak sanggup dah rasa untuk kali kedua PN jadi kerajaan. Tak sanggup tengok rakyat menderita kesusahan tak makan. Pemimpin berjoli dengan jawatan, rakyat di bawah menanggung kesusahan.",17,negative,NaT
threads,,"I love you 

6378929978 Tamil",15,positive,NaT
threads,,The same Andy Burnham who let down the grooming gang women during operation Augusta (google it)? What a joke the left are!,15,negative,NaT
threads,,Haha bukan melayu kalau tak berebut kuasa..dari ahli politik ke payung kuning. Pastu salah dap dan islam terancam. Dari zaman melaka lagi,15,neutral,NaT
threads,,"WE WANT PMX🩵🩷🩵🩷
#KEKALPMX🩷🩵🩷🩵",14,neutral,NaT
threads,,Early polls??? Next GE  could be just round the corner!! This is wasting tax payers money!!,14,negative,NaT
threads,,Also falling in love with your AI bc I feel like that’s something only us straight people get into,13,positive,NaT
