platform,post_content,comment_content,engagement,sentiment,date
youtube,,Reject bersatu dr PN..keputusan yg bijak dr TGHH..no more bersatu in PN..,1411616,negative,NaT
youtube,,X heran pun...Rakyat Johor mmg bijak...Tahniah TMJ dan rakyat Johor...Daulat Tuanku.,10299,neutral,NaT
youtube,,"SOKONG TAN SRI ANNUAR MUSA.
MOHON GERAKKAN PEMULIHAN UMNO KEMBALI KE LANDASAN ASALNYA UTK MEMARTABATKAN BANGSA DAN AGAMA.
TINDAKAN MENYERAHKAN LEHER UMNO KPD DAP ADALAH SATU TINDAKAN YG SANGAT TIDAK B",7622,neutral,NaT
youtube,,Ucapan terbaik Dato. Saya sokong 200 peratus. Islam datang dulu. Kita berjuang untuk dapat syurga Allah bukan syurga dunia. Akhirnya kita akan bersaudara sesama Islam didepan Allah.,6822,positive,NaT
youtube,,"Hebat org Kelantan. Negeri serambi Mekah. Pemikiran rakyat dididik oleh orang bertaqwa.
Kami menjadi saksi di depan Allah bhw Anuar Musa saudara muslim kami.",6422,neutral,NaT
youtube,,Allahhuakbar. Org mcm ni akan kuatkan agama dan bangsa. Matang dan keterbukaan. InsyaAllah kita semua akan bersama nanti.,6022,positive,NaT
youtube,,"Ya, sebaiknya Pas putuskan hubungan dgn Bersatu, sebelum  pru, jika tidak keadaan akan lebih parah.",5311,negative,NaT
youtube,,Terbaik datuk... semoga orang orang melayu yang menyokong ph ni...buka mata depa sebab dah buta... mereka dah lupa dengan apa yang DAP ni buat pada orang Islam selama 22 bulan boleh ambil alih kerajaa,5200,negative,NaT
threads,,"BiaDAP dan kurang ajar MP Kota Melaka, Melaka ni. 

Keras kepala tak tarik balik kenyataan walaupun speaker dah arah tarik balik.

DAP bermasalah dalam negara kita.",4999,negative,NaT
youtube,,Ini org bijak santun dan padat,4500,positive,NaT
youtube,,Terima kaseh Anuar Musa kerana berani memberi kenyataan dgn nada keikhlasan sya amat berbanga mempuyai pemimpin sebegi,4500,negative,NaT
youtube,,Hujahan yg bermanfaat.islam haru bersatu...,4322,positive,NaT
youtube,,Ini lah pemimpin yg kita patut sokong  jaga Agama Bangsa dan Negara,4200,negative,NaT
youtube,,terbaik.ini lah yg patut dicontohi..dunia smentara akhirat kekal selamanya,3500,positive,NaT
youtube,,Setuju dgn Tan Sri..kita kna sokong dulu dgn kuasa yg mampu mempertahankan Islam..ini tggjwb kita,3300,positive,NaT
youtube,,"Allahu Akbar!!! 
Pendirian yang jelas atas dasar akidah yang lurus..
Tahniah Tan Sri Annuar Musa 👍👍👍",2900,positive,NaT
youtube,,Saya pada awalnya ragu2 dgn pilihan saya. Alhamdulillah lepas tgk video ni walaupon yg saya pangkah tu kalah kt tempat saya yg pasti terlepas lah tanggungjawab saya sebagai seorg muslim yg beriman.,2300,positive,NaT
youtube,,Semoga Allah merahmati mu Anuar Muasa,2000,neutral,NaT
youtube,,Sisa hidup yg ada..dgn pengaruh yg dianugarah Allah..bantulah islam..tu yg terbaik,1900,positive,NaT
youtube,,Tersangat kagum & respect pendirian Annuar Musa.U are the Best..,1600,positive,NaT
youtube,,Kita berjuang kerana Allah utk Islam,1300,neutral,NaT
threads,,Dulu ko ajak siswa siswi berhimpun protes kerajaan umno kata mintak pendidikan percuma. Sampai berguling-guling dan kena tangkap bagai. Sekarang ko jawap mudah macam gitu ajer. Apa motif ko berpolitik,1222,negative,NaT
youtube,,BERSATU INI DNA NYA ADALAH UMNO. JADI SIKAP TAMAK KUASA DAN HANYA MEMIKIRKAN KEPENTINGAN DIRI SENDIRI BERBANDING KEPENTINGAN ORANG MELAYU TERLALU KUAT ADA DI DALAM DIRI MEREKA. MEREKA MASUK POLITIK HA,1111,neutral,NaT
youtube,,"Terbaik PAS. Ambik tindakan tegas, Bersatu dah caca marba.",1011,negative,NaT
youtube,,Sesiapa pun akan marah sikap tamak gila kuasa mohyidin dan bersatu...tebuk atap di Perlis. Terbaru main dua kolam di n9....,922,negative,NaT
youtube,,UMNO dan PAS dah.cukup kuat  perpaduan org melayu tak perlu bersatu lagi pru 15 nanti.,700,neutral,NaT
threads,,"masalah gaduh bangsa di malaysia ni sebenarnya berpunca daripada DAP bukan bangsa cina atau india,tengok kelantan tak de DAP berbilang kaum hidup aman dan damai percaya lah.",698,negative,NaT
threads,,"Donald Trump kini sedang mengheret Amerika ke ambang peperangan dengan Iran, sampaikan penasihat-penasihat beliau sendiri risau dan merayu supaya beliau fokus pada masalah ekonomi domestik.

Kenapa Tr",643,negative,NaT
threads,,Ptutlah rakyat Sabah tolak DAP😄,484,positive,NaT
threads,,"Sidang Media: Kedudukan Ketua Pembangkang dan Perikatan Nasional

“Yang penting kita selamatkan Perikatan Nasional dulu”",462,negative,NaT
threads,,Bila ckp DAP perangai Kominis xnk dengar. Skng dh terbukti,437,negative,NaT
threads,,"Hilang dah laungan UMDAP... 

PAS PIS PUS ni dasar putarrr🤣🤣🤣🤣",436,neutral,NaT
youtube,,BN PAS x perlu BERSATU utk hadapi PRU15...,400,negative,NaT
youtube,,"Kebanyak orang politik bukan berjuang untuk bangsa agama dan negara. Tetapi berjuang untuk diri sendiri , perut sendiri, nama sendiri, pangkat sendiri. Oleh sebab itu sentiasa berlaku perpecahan dikal",300,negative,NaT
youtube,,"Terimakaseh Dr, Muhammad Tawfik Yaakub, pensyarah UM.
 Parti Bersatu dilihat semakin tidak konsisten dalam tadbir-urus  partinya,dan dalam hubungan bagi menjaga sensitiviti politik antara gabungan.Maa",300,negative,NaT
youtube,,Ya itu masalah kecil...yg masalah besarnya UMNO tak yakin dah dgn PAS ni...cakap pusing2...dgn musuh UMNO dia pulun nak ajak dok bersama ...awat tak cakap nak ajak AMANAH sekali.....🤭🤭🤭🤭🤣🤣😜😜😜,300,negative,NaT
threads,,Haramkan dap,257,negative,NaT
threads,,"AMAN NEGARA TANPA DAP!! 

SABAH sudah tolak DAP!! 
Skrg giliran rakyat semenanjung pulak tolak DAP!! Demi keharmonian rakyat Malaysia!! 
DAP parti RASIS!! 
DAP suka cetuskan isu
DAP kaki spin dan play",234,negative,NaT
youtube,,apa pun lojiknya42kerusi lah yg mengetuai,211,neutral,NaT
threads,,"KENAPA HANYA ZAHID YANG DI DAKWA? ADAKAH SEBAB DIA PRESIDEN UMNO?

YANG LAIN2 AHLI POLITIK TERIMA DUIT DARI ORANG YANG SAMA TIDAK DI DAKWA TERMASOK MAHATHIR MUHYIDDIN KHAIRI JAMALUDIN DAN LAIN-LAIN",208,neutral,NaT
youtube,,Thank you very much .. Mr lobai Jasin....😂😂😂,200,positive,NaT
youtube,,Perkara boleh gaduh buat apa bincang...😂😂😂,200,negative,NaT
youtube,,"Sejak besatu joint dgn mn hancur semua, ni dh nmpak niat jahat besatu, dunia dh nk akhir zaman xtakut lagi nk mati",200,neutral,NaT
youtube,,"umno dan pas teruskan perjuangan parti melayu islam jangan berganjak walau apa pun berlaku. teruskan perjuangan murni demi ugama, bangsa dan negara, Aamiin Yba.",200,positive,NaT
youtube,,Bagus cara Dr.Muhammad Tawfik mengulas parti2 ada pandangan tersendiri terhadap semua parti2 yg ada berdasarkan fakta,200,negative,NaT
youtube,,"Kah!Kah!Kah! Akhirnya Bangsa  MELAYU akan Bersatu Dan memerintah pula!
😂😂😂",200,negative,NaT
youtube,,"Pejuang melayu konon konon pooooraaaaaaahhhh walauntaaaa ,semuanya bohong belaka ,semuanya demi kuasa,pangkat dan Wang ringgit dan kepentingan  tembolok sendiri",200,negative,NaT
youtube,,Alahai apa nk heran puak² PAS ni mncerai bini² pun prkara biasa..,200,neutral,NaT
youtube,,2x5 jer 2 puak NI🤣🤣🤣🤣🤣🤣🤣,200,neutral,NaT
youtube,,Semua ni parti gila kuasa saja yng pilih depa terus susah,200,neutral,NaT
youtube,,😢😢😢😢 cukup la nk cover Mahyuddin,200,negative,NaT
youtube,,rafizi pun bagitahu TSMY masih teratas dalam kajian dia baru2 ni,200,neutral,NaT
youtube,,"Bukan tak nak ajak amanah 
Tinggalkan DAP insaallah kita boleh bersama",122,positive,NaT
youtube,,Dr Mahatir bakal ambil alih tpt Muhiddin sebagai pengerusi PN si tua banka ini terlalu licik gilakan kuasa sdh mahu mampus jln pun susah msh lgi berangan nak jdi PM mampus lgi baik😂😂😂,111,negative,NaT
threads,,Haramkan party dap dulu mereka tak angkat muka semenjak madani mereka naik kepala,111,negative,NaT
youtube,,PAS HARUS MEMPERKASAKAN MUPAKAT NASIONAL UMNO PAS DAH CUKUP KUAT .PN HANYA SOKONGAN SAMPAI PRU 15 SAJA .PAS HARUS ADA PENDIRIAN YG TEGUH UMNO PAS WAJIB DIPERJUANGKAN TAMPA PN DAH CUKUP KUAT.,100,neutral,NaT
youtube,,"Khalid ni ok.. berani laa brsuara.. nk hrap Najib, Zahid, Nazri, Tajuddin, Noh.. ckp blakang blh laa..dpn abah cair..Annuar dgn PAS aku susah nk komen...😁",100,negative,NaT
youtube,,Siapa yg byk pecah ahlinya sendiri.. Bersatu,100,negative,NaT
youtube,,"Akhirnya salahkan setan.
Salahkan saja manusia hamlau musibat lahanat
Kerana
Nak kumpul wang harta pangkat darjat jawatan kekayaan kerana manusui spt itu
Wajib disingkir dihumban
Kerana mereka 
Lebih ",100,negative,NaT
youtube,,"Bubarkn sj DUN Perlis,pilih yg betul2 nk berkhidmat untuk rakyat,tak kira dari parti mana,,, PAS mana ada maruah, selepas ini jgn lagi PAS bergabung dgn bersatu,kalau menang,tubuh kerajaan sendiri,,",100,negative,NaT
youtube,,LEBIH BAIK PERLIS BUBARKAN DUN PERLIS.... BUKTIKAN  KRAJAAN PASS KPD RAKYAT BUAT PEMELIHAN SECARA ADIL....  DN  BERSIH SERTA TELUSSS...KRAJAAN PASS MESTI HORMATI KEHENDAK RAKYAT PERLIS YG SEMESTINYA  ,100,negative,NaT
youtube,,Memang dah hancur...PN hanya tinggal bangkai. Masing-masing dah cabut cari tempat berteduh skrg.,100,negative,NaT
youtube,,"Semua berpunca dari kepandaian dan kelebihan presiden masing2,",100,positive,NaT
youtube,,Hahahahhaah tepok😂😂😂2,100,negative,NaT
youtube,,Xde apa2 perubahan positif pun pd 2 parti ni especially PasPus selagi HA ketuanya.. Lbh mainkn isu agama utk kekalkn jwtnnya.. Penyokongnya terus dibebalkn..🤦,100,negative,NaT
youtube,,Berpuas hati 1mdb.ha ha,100,neutral,NaT
youtube,,APA YANG PENTING DAPH KALAH TOTAL PRU15,100,negative,NaT
youtube,,Alamat nak lingkup perikatan nasional,100,neutral,NaT
youtube,,Tuan2 mau cari pemimpin spt Malaikat mana Ada sejak zaman Tengku- kini wajib ada cacat  cela itulah manusia @ PM zaman COVID amat kritikal  jika Tun pun kucar kacir sebb Nyawa TK kira jawatan,100,negative,NaT
youtube,,Korang la harapan melayu nak tumbangkan DAP.. jangan la bergaduh lagi sial,100,neutral,NaT
threads,,"Dap perlu dipercepatkan pengaharamannya.
Kumpulkan semua pelanggaran tatalaku, sikap biadap, tidak menghormati, akta hasutan, menyokong bendera terbalik, bersorak gembira penahanan DSNR, 3R dah mcm ti",89,negative,NaT
x,,2. Ia berikutan perbalahan isu 'poster boy' (calon Perdana Menteri) dalam PN dan terbaharu pengguguran wakil Bersatu dalam rombakan Kabinet Negeri Perlis.,84,neutral,NaT
threads,,,80,neutral,NaT
threads,,Tanda2 nk ucapkan bye2,69,negative,NaT
threads,,As always🤭🤭🤭 Apa nak dijangka,67,negative,NaT
threads,,Bagus juga DAP provoke mcm ni bagi rakyat nampak betapa hapraknya DAP ni party paling bawa masalah kaum dlm Malaysia.,61,negative,NaT
threads,,"Dalam politik AS, ada terma dipanggil ""Wag the Dog""—cipta krisis luar negara untuk tutup kelemahan pentadbiran di dalam negara. Penasihat Republikan tengah panik sebab rakyat AS sekarang marah dengan ",57,negative,NaT
threads,,"Besar kepala sebab masih dalam kerajaan, over confident bangsa ni, tunggu lah masa nya tiba nnti.. ko duduk kt mana..",56,negative,NaT
threads,,"Ketika mereka di kerusi empuk Putrajaya DSNajib Razak mula naik turun mahkamah dan akhirnya ke penjara.

Kenapa pulak bagai nak rak puak² kamu meletakkan kesalahan ke atas DSZahid Hamidi?!

Owhhh keti",46,negative,NaT
x,,"Dengan kebersamaan BN-PH, insyaAllah kita akan menang bersama dan mentadbir bersama. Selepas ini kita akan ada wakil BN dalam barisan EXCO. Akan ada ADUN, ahli majlis, wakil penduduk di peringkat di a",41,negative,NaT
x,,@AfralAbdullah Agreed. The honorific titles should be withdrawn from any individuals who have been convicted by the courts.,40,negative,NaT
threads,,Zahid di dakwa atas niat jht Tun sebab Zahid TDK mahu haram kan UMNO..Hampir semua kes mahkamah Zahid..tun yg cipta..zahid bkn sejahat tun..sbr lh Zahid..kifarah dan karma tu akn tiba kt tun jua nnt,40,negative,NaT
threads,,BABI TETAP BABI HARAMJADAH,39,negative,NaT
threads,,Menteri paling cilaka. Dia perbodohkan 1 Malaysia gitu2 ja. Jawab soalan pun macam menganjing saja .,38,negative,NaT
