Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,QueryID,Lang,Community,CommunityLabel,PublisherDomain,PublisherGuess,SeedQuery,CrawlMethod,CrawlPipeline
news,post,4e20005f10380b09,"'Kami mohon sukarelawan bantu bersihkan rumah banjir lumpur,'  - Mangsa banjir. MELAKA: Penduduk yang terjejas akibat banjir lumpur di negeri ini, kini giat membersihkan kediaman masing-masing selepas air mulai surut, namun berharap lebih ramai sukarelawan tampil membantu kerja pembersihan.",https://www.bharian.com.my/berita/nasional/2026/07/1586823/kami-mohon-sukarelawan-bantu-bersihkan-rumah-banjir-lumpur-mangsa,,2026-07-12T14:59:28+00:00,0,0,0,0,0.0,0,IN2,tamil,india,Komuniti India / Tamil,bharian.com.my,india,"site:makkalosai.com.my ""Melaka"" when:30d",google_news_rss,indian_narrative
news,post,385add06f052c253,"Rumah berlumpur, mangsa banjir belum tarik nafas lega. Melaka: Penduduk yang terjejas akibat banjir lumpur di negeri ini kini giat membersihkan kediaman masing-masing selepas air mulai surut, namun berharap lebih ramai sukarelawan tampil membantu kerja-kerja pembersihan.",https://www.hmetro.com.my/mutakhir/2026/07/1383332/rumah-berlumpur-mangsa-banjir-belum-tarik-nafas-lega,,2026-07-12T15:03:39+00:00,0,0,0,0,0.0,0,IN2,tamil,india,Komuniti India / Tamil,hmetro.com.my,india,"site:makkalosai.com.my ""Melaka"" when:30d",google_news_rss,indian_narrative
news,post,6d5c377c46ba8551,"Melaka teliti kaedah tangani banjir berulang di Tanjung Minyak - Ab Rauf. Melaka: Kerajaan Melaka akan mengkaji kaedah terbaik bagi menyelesaikan masalah banjir di negeri ini terutamanya di kawasan Tanjung Minyak yang telah berlarutan lebih 30 tahun, kata Ketua Menteri Datuk Seri Ab Rauf Yusoh.",https://www.hmetro.com.my/mutakhir/2026/07/1383287/melaka-teliti-kaedah-tangani-banjir-berulang-di-tanjung-minyak-ab-rauf,,2026-07-12T13:39:36+00:00,0,0,0,0,0.0,0,IN2,tamil,india,Komuniti India / Tamil,hmetro.com.my,india,"site:makkalosai.com.my ""Melaka"" when:30d",google_news_rss,indian_narrative
news,post,1d8e2cf09ee1c5a7,Melaka Football Tragedy: R. Thanesh Dies Following Suspected Lightning Strike. Melaka Football Tragedy: R. Thanesh Dies Following Suspected Lightning Strike&nbsp;&nbsp;Varnam Malaysia,https://news.google.com/rss/articles/CBMiowFBVV95cUxNZVlwLWduQndaMmVUSFM5NkVCVmlFNHh4OXpOTnVFY2NjRlVuMXdSZXVieU42Q19WY2U5OEpBYS14UVRTZmxvTDNrYW5xOGVJejBuY0JvQXRpNHZoUTdmTGF0c0RhLWtNZ210LVM5WHpsNXZOVHBieFZmTVNfRGs4dVB1alpNRU01TTk0ZXhxTXhrRTEybHA2TlRHLTg3UmloUGZ3?oc=5,,2026-07-08T04:00:36+00:00,0,0,0,0,0.0,0,IN7,tamil,india,Komuniti India / Tamil,news.google.com,india,"site:varnam.my ""Melaka"" when:30d",google_news_rss,indian_narrative
news,post,6e7e14400148c4d9,SJK(T) Ladang Emerald Klang Students Strike Gold with Eco-Friendly Innovation at i-NEXTECH 2026. SJK(T) Ladang Emerald Klang Students Strike Gold with Eco-Friendly Innovation at i-NEXTECH 2026&nbsp;&nbsp;Varnam Malaysia,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPY1J4VHVfOVQ4dWxTMHppX2JfaUZhZnVHVW5VT3hWRmVOd0pqV3VITGJIT2VqX3l0YThTWlQ5YVJoaFVGSTFIV0lLY1lwREs1NEQ3YkFaT01pMnIwVGVCYXZCcWF1aEtwV1RnQnYxS2h3UXZMbkx3OXJqOTd6SGhudHI1aS1XZXlUVlNHcFY5NDZhQWQwSW1nTFBMR1VfQ3RaS0VOeWxEV0FRSFB6WlFodnNaVjFuZDhhYjRZ?oc=5,,2026-07-06T03:00:19+00:00,0,0,0,0,0.0,0,IN7,tamil,india,Komuniti India / Tamil,news.google.com,india,"site:varnam.my ""Melaka"" when:30d",google_news_rss,indian_narrative
news,post,71336873b09a987f,Two foreign workers injured as lift plunges seven floors in Melaka hotel. Two foreign workers injured as lift plunges seven floors in Melaka hotel&nbsp;&nbsp;The Star,https://news.google.com/rss/articles/CBMivwFBVV95cUxNMEZRRnRMbW40RklnM1FnQUVLU09JeUF3WElsdW9ENXlwa0hXYXpUa1RSNkhuUUo4Y0NWM2NfQ2kwM0tBZUFzYjhnOGYzWThWb1NRREI3Yy1sMTJTOHFZeTJtRVJPb1UzWTIzSVBMUThaR3RFUEtMeG04dWJyd2hWS1VQaTU1b2VRcUNVaVJteC04Z1VqUUQxLWhRMEh1LWZsX1dSbWVJZG03d2wxRUlBVHRUWFBmTWxMcDlJZEJJMA?oc=5,,2026-06-17T07:00:00+00:00,0,0,0,0,0.0,0,IN25,tamil,india,Komuniti India / Tamil,news.google.com,india,"""Melaka Tengah"" (Tamil OR Indian OR SJKT OR MIC OR Hindu) when:30d",google_news_rss,indian_narrative
news,post,c063b46bba5adf9e,Form Two student dies after collapsing during school rugby briefing. Form Two student dies after collapsing during school rugby briefing&nbsp;&nbsp;NST Online,https://news.google.com/rss/articles/CBMiugFBVV95cUxPczlvR0NEbzFFRGd2QzNiSnhxS2M5UlJUNUlQZkRPV1dCaFNISXN0M0g0c1NtS2F6R0pjSXdvX1dsbVYtZzlVZDJtVGl3LVdFdXFEWG54emFrSXo4UG9PUGtPdnpKbWcwTkNBTHJmQzNKMkt0UzZZakhEWW55NzNmUG9oNnk4MzB3QU9QYTFFcUhaV2RHMmxZVTl3VjQ1azNCODE5cFlFMWNOMWF3SmVONnB2N09KTm9zT0HSAb8BQVVfeXFMUHYyQnVpbThNQ2lPOFg4SFpOWmZpVXVydU5EZWtWQWpKSHU4a3ZLeHQ1YlY0MDhaaURUa0RHQmMwQ2poMnpPSHVOeWhwWlhWSEIwV3FwNFdmVDVQaGpJTTdCa2tvZTFFNzk4eC1oR0ZpTndobTZPQjhuQmc4Mi1hZTltd3FoYTRNcXM5OGhoempOaDlsUWZIdVVBR0ZDTVgyS3dXUjVoTWFMVFVTQWU1eXA3TVFldWZzYWh3dnAyOU0?oc=5,,2026-06-24T07:00:00+00:00,0,0,0,0,0.0,0,IN25,tamil,india,Komuniti India / Tamil,news.google.com,india,"""Melaka Tengah"" (Tamil OR Indian OR SJKT OR MIC OR Hindu) when:30d",google_news_rss,indian_narrative
news,post,183e412a086716b3,Drug gangs use social media to recruit Thai air crew as couriers. Drug gangs use social media to recruit Thai air crew as couriers&nbsp;&nbsp;NST Online,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOLWZ5eTdiVzJBTElIWnNBaEpUSmh4SkJXVXpUczRvNUdwVnNkS1BucUFjeHBjeWNnOW10eE5wUUNsdUo3OExaaTNFMG5hMl9yUV9HTHk2cHVsUW4xYXNtaVBXTzdPeEU1MHlVVzJfU0lETnNlaXh1RlZnbTUzYWdROHRFZzhDbG1pRE9pMThIc21Pakl1N0dqRTRQMUd1Q3JXRW12SEViU1VweTRfS29RZWk0ODBnREs5YWRVcG5hMUtMd9IBtAFBVV95cUxQMTBGR0xMaVJxc00tRTV6dzVZd2dONll0OTlFb2x1NHZPX3FoQ2s2ZDRkbnpSdGV2Xy1xT0NqRjhqM0hfMk9BcmRPXzV3STQ4YWJHZWZ5MGtPMU54ODlZbzZQRTJBRGtaTGZNeTk4YTlicXNjWlBnNExmd3hLbmFjRHlrZERRbVdlRmlwa0ZtTHd4dmFTMkh4S1pwYWdCN0JEMFZicDZBa1lKOHFXaERzT0RwOEo?oc=5,,2026-07-03T07:00:00+00:00,0,0,0,0,0.0,0,IN25,tamil,india,Komuniti India / Tamil,news.google.com,india,"""Melaka Tengah"" (Tamil OR Indian OR SJKT OR MIC OR Hindu) when:30d",google_news_rss,indian_narrative
news,post,e4f5aae67a9386a4,Five men arrested after violent Melaka clash leaves two victims seriously injured near temple. Five men arrested after violent Melaka clash leaves two victims seriously injured near temple&nbsp;&nbsp;Malay Mail,https://news.google.com/rss/articles/CBMi5gFBVV95cUxPdmdwYlE5aXhNbzdfUk9lb2o4MTFwU1dVTE9zX0R6bEc0Z1V4T09FbGFULWhJUmR3Wl81eHNFemFOaVB5Um41emYweEFsRzVMVER3dkctX3hmSXZWZklFTlpuSmI0cURyYzJTMTN3TmNmRlJ0QUt2dlRGbjFjN3dEaWVzejFqRXE3Q1d5YVpuSElyVmhPQ0JoNWtzMzNRcXYxQzZkR2VfYTVFUENrOVVRM0U5OWYyaWd3a05BSm1ORVdJRnhxQ25HUXFSZ2lQYXhfX1VCZURtZ2M3YS1TLTNmbHJ1SGxsUdIB6wFBVV95cUxOSFE4OGxGbHpkWEN2ZVU0alVyQ2o2eEpSbjAwbnN2dDQ1RFhxZnEyZWVTQmNxMkdCVUVmMmJEazROY3Z2V1lPM1RUYmhfWFNBdS1DSGt4U0lKd3BYSy1hRWg1NUxIRkVyT0ZOZnJWeks5cFZpTDkxNzFmdTBsRkoydkk4R2JIaXUxenBYRU9zWkItUTV4cEo3bnl1TkhiR2Zxa1F2UmNlN0xXaWZrV2R4Z2FrLUhXZXZhU19NY1NqNGo5U0V4WVFRd2lxYWY1TmJVWFNxNUE3dWd5NExsZ0laS1E5ay1MVlZ4bDhr?oc=5,,2026-07-06T02:33:19+00:00,0,0,0,0,0.0,0,IN44,bm,india,Komuniti India / Tamil,news.google.com,india,"""Melaka"" kuil OR temple OR Hindu when:30d",google_news_rss,indian_narrative
news,post,382a8d76b36ffa85,Five arrested after attack leaves man with fractured skull [WATCH]. Five arrested after attack leaves man with fractured skull [WATCH]&nbsp;&nbsp;NST Online,https://news.google.com/rss/articles/CBMisgFBVV95cUxORF8tUVBZbGJRd0pjZERRR3QxOG9PZ25OOGNsTENMUk5mbThHTGEzV3ZXOWlyVll6WG0ybzFWMF9FRUZ3SzAweUg0c0VLQW5NSzBMb3h4WDJvbzJUQ0RkQ1RBQzJPOFAzcmpBU1ZwSTl5dkFPc01hcUtTTTQ0eW4xNEozVnYyY1c0eU1MYW81VTdTd0xvVEI4MjVzamdwSlVvWkNGZC1FMmxvVVpGNDVuNlBB0gG3AUFVX3lxTE16NTJGVktfUHhGemU2SjhUc3ptY0N4SmF4d0p2U0ZLdFVJQjBpaXNfbWsxYldrQ1ZpSkxVaXZpQmtUck1yaEI2NkZaUGIxYjdjdW5ONjJaQzBGRVVJdDlSNGJCQ0I0Q042Rmp0MFc4VW1nbWdHeEVZcTUyVFF4dDBEODNjZldfUVA4b3RZQ0Yzd0tXMzR4NGNmUV80QU12V2FUZnhtODFHM05QeTlsRllMQUxyOTRISQ?oc=5,,2026-07-05T16:20:04+00:00,0,0,0,0,0.0,0,IN44,bm,india,Komuniti India / Tamil,news.google.com,india,"""Melaka"" kuil OR temple OR Hindu when:30d",google_news_rss,indian_narrative
