platform,post_content,comment_content,engagement,sentiment,date
threads,,Anak muda bodo saja bersama pas,1448,positive,NaT
threads,,"Teruskan anak muda sokong dan undi PAS dan Perikatan Nasional. 

PAS perintah Malaysia.",1244,positive,NaT
threads,,"Akmal Saleh akui zaman kerajaan Perikatan Nasional, Melayu bersatu dan tidak mengabaikan kaum-kaum lain.",1018,negative,NaT
threads,,"PRU 15 TERBUKTI ANAK MUDA BERSAMA PAS..
INSYAALAH KEKAL DI PRU16..
Dgn pertambahan sokongan Dr pengundi 18",943,neutral,NaT
facebook,,Sebb tu kita kena tax mcm2... Untuk byr elaun depa,498,negative,2026-05-28 07:20:43+00:00
threads,,"Kami sekeluarga TAK AKAN UNDI PN, KHALAS!",475,positive,NaT
facebook,,"Pencen ahli politik sepatutnya kena dapat approval dari rakyat, kalau dia buat kerja ada result, manifesto jalan baru layak dapat pencen. Yg kerja tak jalan tak da hasil kita tendang pencen tak yah ba",299,negative,2026-05-28 07:45:00+00:00
threads,,"sbb zaman PN, Ph x main race card. zaman PH? hari2 ratip DAP.. simple",238,neutral,NaT
facebook,,harapa kerajaan MADANI nampak ni..kita percaya PMX pasti ambil tindakan utk hapuskan pencen politik semua ni..,219,negative,2026-05-28 05:23:58+00:00
facebook,,"Yes, get rid of  the rotten old, embrace the new for a change. Why not ?",214,neutral,2026-05-17 09:47:07+00:00
threads,,Kalau Melayu bersatu zaman PN Muhyiddin takkan jatuh. 🤣🤣 Goreng lagi boleh goreng.,214,negative,NaT
facebook,,Syed saddiq pernah usul benda2 ni..tp dua2 pihak kerajaan & pembangkang palau..masing2 syg harta Dan wang,195,negative,2026-05-28 10:04:21+00:00
threads,,"Majoriti penduduk Pulau Penang ialah Melayu, tapi Ketua Menteri ialah minoriti, adakah Kerajaan Pulau Penang abaikan Melayu? Kerajaan Pulau Penang tetap buat polisi yang baik, pertahankan polisi Melay",186,negative,NaT
threads,,Makin menjadi barua PN dia ni ek...,184,negative,NaT
threads,,,155,neutral,NaT
facebook,,"Rakyat biasa katanya mesti cukup.minima 20 tahun. Depa hanya 3 tahun. Itupun Parlimen tak datang. Dibayar elaun pun tak datang.kalau datang je pun tak berbahas, no idea bring to table, kekadang buat b",117,negative,2026-05-28 07:28:44+00:00
facebook,,"If you trust Wee Ka Siong, pig will climb tree.",102,neutral,2026-05-26 01:31:25+00:00
threads,,"Zaman PN 33 bulan lah paling aku ingat. Slogan rakyat masa tu ialah ""kita jaga kita"". Kenapa boleh keluar macamtu? Sebab kerajaan tak function ke jaga rakyat? Then rakyat banyak angkat bendera putih, ",101,negative,NaT
facebook,,This is the reset we all need.,98,positive,2026-05-17 09:40:54+00:00
