platform,post_content,comment_content,engagement,sentiment,date
tiktok,,x গ্রুপ আমি অ্যাড হবা??,113,negative,2026-07-07 20:03:31+00:00
tiktok,,২ টা তাও অনেক ব্যথা পাই,43,negative,2026-07-08 07:03:26+00:00
tiktok,,tutup. mbg,1,positive,2026-07-07 08:38:03+00:00
tiktok,,KAA pp kita smaa,1,neutral,2026-07-06 06:15:06+00:00
tiktok,,keren,0,positive,2026-07-03 09:22:22+00:00
tiktok,,[Sticker] Aamiin,0,neutral,2026-07-02 22:42:54+00:00
tiktok,,YA ALLAH ENGKAU BERI KAN LAH KEMENANGAN KESEMUA 11 KERUSI YANG PARTI PAS BERTANDING DI DUN JOHOR...hanya pada MU kami berserah...hanya pada MU kami memohon..hanya pada MU YA ALLAH YANG MAHA SEGALANYA.,0,positive,2026-07-08 03:49:31+00:00
tiktok,,سيروا علي بركة الله,0,positive,2026-07-06 23:16:18+00:00
tiktok,,muga Allah memberikan kemenangan terbaik buat semua calon perikatan nasional... aminyarabbalamin...in shaa Allah 🥰🥰🥰🥰🥰🥰,0,positive,2026-07-08 10:59:41+00:00
tiktok,,Insyaallah menang 11 kursi,0,neutral,2026-07-08 11:18:25+00:00
