platform,post_content,comment_content,engagement,sentiment,date
youtube,,Looking forward to higher frequency and more routes. Keep it up,911,positive,NaT
youtube,,Hope there will be more routes,811,neutral,NaT
youtube,,ni tmpt aku bljr jd pomen.. 1st giat mara.. jentera brt prdagangan...,522,neutral,NaT
youtube,,Wow awesome. Thanks for sharing,411,positive,NaT
youtube,,Terima kasih ikut belakang sy Hari jumaat,300,positive,NaT
youtube,,TQ support kami Team MaraLiner Mergong....,300,neutral,NaT
youtube,,INTRO PADU boskurr!! Cameraman ok dh tu haha,300,positive,NaT
youtube,,Bas ke rawang nmor brapa cik..dan prhentian bas ke rawang itu tggu kat mana ta cik,222,neutral,NaT
youtube,,👍🏻👏🏻,211,positive,NaT
youtube,,"Selesa boskur..music kuat, slowkan sikit time bos bercakap tu baru cantik",211,neutral,NaT
youtube,,Bas dari kangar ke jb sama macam ni jugak kee,211,neutral,NaT
youtube,,Bos ni belajaq ka mengajaq ni..hihu,211,neutral,NaT
youtube,,"Well done,  🎉",211,positive,NaT
youtube,,tempah tiket bas kl ke kedah pada 13-6-2018 pada jam pkul 10-00 mlm,200,negative,NaT
youtube,,congratulation to helping to empove Melaka Public Transportation,200,positive,NaT
youtube,,"So far so good,pleasant drivers.
We need more bus stops.",200,positive,NaT
youtube,,3:16 The RTG INTCH To Your Be Like???,200,neutral,NaT
youtube,,Wow mantap! Padu!,200,positive,NaT
youtube,,Hadir,200,neutral,NaT
youtube,,idup segan mati tak mau....,200,neutral,NaT
youtube,,Ok,200,positive,NaT
youtube,,Thank you,200,neutral,NaT
youtube,,Hadir support,200,neutral,NaT
youtube,,Ni kt.. bkit BESAR bus mra lner slalu kdg..is mnyak kat ptronas...wrna hjau kdg merah...,133,neutral,NaT
youtube,,ada tandas tak,122,neutral,NaT
youtube,,"""SBST Melaka"" the SBS Transit in Singapore be like:",122,neutral,NaT
youtube,,"Assalamualaikum abg..nk tanya..maaf kalau mengganggu..Kalau nk jadi pomen kn, berapa tahun boleh jadi pandai sikit?Sbb saya tngk mcm bkn senang nk tau bab2 enjin n servis tu..",122,negative,NaT
youtube,,We want NAEILA story.....,122,neutral,NaT
youtube,,"Suara tenggelam sikit bos. Pakai Bluetooth mic, baru cunnn bosskurrr...",111,neutral,NaT
youtube,,Bas mara ni selalu tak on time dtg. Paling sedih pernah kena bas sptutnya dtg kul 7.30 tapi kul 10 malam pun tak sampai lagi.. saya nasihatkan  better cari bas lai,111,negative,NaT
youtube,,Skg ni dlm bas ade charging port jenis usb-c tak?,111,neutral,NaT
youtube,,no tel ofis yang boleh di hubungi ..,111,neutral,NaT
youtube,,wah maraliner pulak😂😂,111,neutral,NaT
youtube,,Berchassis Hino RK1JSLL,111,neutral,NaT
youtube,,Mana tempat tu,111,neutral,NaT
youtube,,Terbaik bos buat lagi video bas part repair n servis,111,negative,NaT
youtube,,how to ride this bus as a foreigner,111,negative,NaT
youtube,,👌👍,111,positive,NaT
youtube,,Dah naik...terbaik,111,positive,NaT
youtube,,Kedua-duanya laluan Kuantan-K.Perlis-Kuantan tu boss. Kalau pagi dari Kuala Perlis-Ktn d jangka tiba d Ipoh dlm pkui 3 lebih mcmtu. Begitu jugak sebaliknya dari Kuantan-K. Perlis x silap 9am tiba d  I,111,negative,NaT
youtube,,Sdp x naik bas dua tinggt ni,111,neutral,NaT
youtube,,interview pemandu bang,111,neutral,NaT
youtube,,Seperti Bas KKKL Express,111,neutral,NaT
youtube,,UD pakai air suspension ka?,111,neutral,NaT
youtube,,Bas persiaran Malaysia terbaik bossku 😊😊😊 volvo bas🎉dari hong yi holiday,111,negative,NaT
youtube,,Enjin Nissan UD JA,111,neutral,NaT
youtube,,"Bus yang perjalanan jauh harus di perluaskan sleeper bus yang ada di luar negara seperti di indonesia,india, American dan banyak lagi negara perluaskan sleeper bus.malaysia juga ada bus yang macam ni.",111,negative,NaT
youtube,,bang buh suara baru ngam...video durasi 10 minit ok dah...tahniah,111,neutral,NaT
youtube,,Berapa lama tempoh sesebuah body bas tu nak siap bos..,111,neutral,NaT
youtube,,"Kata Tpm, maraliner nak merentas pan borneo highway dlm masa terdekat.. so bro jgn lupa buat review swaktu kat sini nanti yer.. hehe. welcome..welcome",100,positive,NaT
youtube,,Ada Wi-Fi n USB charge tak bas ni,100,negative,NaT
youtube,,Maraliner ni dulu nama nya Mara Ekspress di bawah Kkmb kemudian di jual kepada Nadi Corp ditukarkan nama Transnasional Saya pun dah lupa bila Maraliner ditubuhkan kaunter tiket yang pertama di Hentian,100,negative,NaT
youtube,,good luck-- the aircon in the terminal is very hotttttt i hope they can improve it,100,positive,NaT
youtube,,Everyday see on the road bang.hope next level apply livery simple like rapud is ok la.😏,100,neutral,NaT
youtube,,"If there's ""SBST melaka"" then why not build mrt lah at melaka.",100,neutral,NaT
youtube,,Mewah nampaknya,100,negative,NaT
youtube,,Terbaikkk En Khairul,100,neutral,NaT
youtube,,"i go there b4,wish can go again",100,neutral,NaT
youtube,,The best bos maraliner,100,positive,NaT
youtube,,0:30 sape bawak bas trans tu setahu sy trans dh lama tutup,22,negative,NaT
youtube,,"Bang, bantuan ah, kalai nak naik bas mara liner ni kan, bayar macam mana?",11,neutral,NaT
youtube,,body rtg ni memang lawa,11,negative,NaT
youtube,,kota tinggi ni....,11,neutral,NaT
youtube,,"Model e128d paling selesa walaupun body berat, kuat minyak, tpi langgar lubang pon senyap. D3 langgar strip pon dh bunyi kuk kuk kuk...",11,negative,NaT
youtube,,Tempat yg ni kat mana boss,11,negative,NaT
tiktok,,من فين,1,positive,2026-05-24 13:00:01.940057
tiktok,,من فين,1,positive,2026-05-24 13:00:02.246635
tiktok,,من فين,1,positive,2026-05-24 13:00:02.549459
tiktok,,من فين,1,positive,2026-05-24 13:00:02.871728
tiktok,,من فين,1,positive,2026-05-24 13:00:03.176564
tiktok,,من فين,1,positive,2026-05-24 13:00:03.566917
tiktok,,من فين,1,positive,2026-05-24 13:00:03.926077
tiktok,,من فين,1,positive,2026-05-24 13:00:04.287986
tiktok,,من فين,1,positive,2026-05-24 13:00:04.600767
tiktok,,من فين,1,positive,2026-05-24 13:00:04.909235
tiktok,,من فين,1,positive,2026-05-24 13:00:05.215106
tiktok,,من فين,1,positive,2026-05-24 13:00:05.546746
tiktok,,من فين,1,positive,2026-05-24 13:00:05.851464
tiktok,,من فين,1,positive,2026-05-24 13:00:06.223361
tiktok,,من فين,1,positive,2026-05-24 13:00:06.622332
tiktok,,من فين,1,positive,2026-05-24 13:00:06.926194
tiktok,,من فين,1,positive,2026-05-24 13:00:07.229351
