Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,media_type,video_url,derived_error,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
tiktok,post,,,,,,neutral,2026-07-08 18:32:54.539952+00:00,0,0,0,0,0.5,0,video,,,neutral,0.0,unknown,Unknown,,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
tiktok,post,7658690991116864776,"💚 Anak-anak ialah amanah, bukan sekadar harapan.

Dalam ucapan sempena Program Fun Walk PASTI Bakri pagi tadi, saya menekankan bahawa anak-anak perlu dibesarkan bukan sahaja dengan ilmu dunia, tetapi juga dengan didikan agama dan akhlak.

Apabila asas iman dibina sejak kecil, insya-Allah mereka akan membesar menjadi generasi yang berilmu, beradab dan berbakti kepada agama, ibu bapa, masyarakat serta negara.

Semoga Allah SWT memelihara dan memberkati setiap anak-anak kita.

#AwangAnakJeram #UndiAwang #JomJagaJohor #JomJagaSimpangJeram #PASTIBakri",https://www.tiktok.com/@awanganakjeram/video/7658690991116864776,,,positive,2026-07-08 18:32:54.540211+00:00,267,14,10,4148,0.9994008481502532,332,video,https://www.tiktok.com/@awanganakjeram/video/7658690991116864776,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@awanganakjeram/video/7658690991116864776...: Failed to load video from https://www.tiktok.com/@awanganakjeram/video/7658690991116864776: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",positive,0.998002827167511,malay,Malay/Bumiputera,Unknown,0.0,love,0.04859762638807297,0.024619324132800102,0.13575780391693115,0.028673795983195305,0.6881821155548096,0.01738147623836994
tiktok,post,7658674071508471048,"🕌🍈 Singgah Asar, berkongsi rezeki. - Siri 2

Di tengah kesibukan berkempen, sempat singgah menunaikan solat Asar di Surau Parit Ulu sebelum menikmati minum petang bersama para jemaah.

Istimewanya, buah betik yang dihidangkan merupakan hasil kebun Awang sendiri. Alhamdulillah, nikmat yang kecil terasa lebih bermakna apabila dapat dikongsi bersama.

Semoga Allah SWT menerima setiap amal, memberkati rezeki kita dan terus mengeratkan ukhuwah dalam masyarakat.

#AwangAnakJeram #UndiAwang #JomJagaJohor #JomJagaSimpangJeram  #AsarBerjemaah",https://www.tiktok.com/@awanganakjeram/video/7658674071508471048,,,positive,2026-07-08 18:32:55.389733+00:00,222,7,13,3728,0.9993931949138641,279,video,https://www.tiktok.com/@awanganakjeram/video/7658674071508471048,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@awanganakjeram/video/7658674071508471048...: Failed to load video from https://www.tiktok.com/@awanganakjeram/video/7658674071508471048: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",positive,0.9979773163795471,malay,Malay/Bumiputera,Unknown,0.0,happy,0.01444930024445057,0.03687187656760216,0.8679888844490051,0.010272196494042873,0.027800394222140312,0.014083120040595531
tiktok,post,7658648853775731986,"🍍🌿 Hari ini memang special! - Siri 3

Jom ikut Awang melawat kebun sendiri. Di sinilah masa terluang dimanfaatkan untuk mengusahakan tanaman nenas dan betik.

Berkebun mengajar erti sabar, usaha dan syukur. Setiap hasil yang dituai bermula daripada benih yang dijaga dengan penuh kesungguhan.

Jom tengok sendiri hasil tanaman Awang. Mana tahu lepas ni ada yang nak datang belajar berkebun pula. 😄

#AwangAnakJeram #UndiAwang #JomJagaJohor #JomJagaSimpangJeram #KenaliAwang",https://www.tiktok.com/@awanganakjeram/video/7658648853775731986,,,positive,2026-07-08 18:32:56.205711+00:00,218,20,6,4446,0.9993909060955046,288,video,https://www.tiktok.com/@awanganakjeram/video/7658648853775731986,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@awanganakjeram/video/7658648853775731986...: Failed to load video from https://www.tiktok.com/@awanganakjeram/video/7658648853775731986: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",positive,0.9979696869850159,malay,Malay/Bumiputera,Unknown,0.0,love,0.02574380859732628,0.03382359445095062,0.06759446859359741,0.046861432492733,0.3796655237674713,0.181754469871521
tiktok,post,7658672923254820114,"🕌🍈 Singgah Asar, berkongsi rezeki. - Siri 1

Di tengah kesibukan berkempen, sempat singgah menunaikan solat Asar di Surau Parit Ulu sebelum menikmati minum petang bersama para jemaah.

Istimewanya, buah betik yang dihidangkan merupakan hasil kebun Awang sendiri. Alhamdulillah, nikmat yang kecil terasa lebih bermakna apabila dapat dikongsi bersama.

Semoga Allah SWT menerima setiap amal, memberkati rezeki kita dan terus mengeratkan ukhuwah dalam masyarakat.

#AwangAnakJeram #UndiAwang #JomJagaJohor #JomJagaSimpangJeram  #AsarBerjemaah",https://www.tiktok.com/@awanganakjeram/video/7658672923254820114,,,positive,2026-07-08 18:32:57.025599+00:00,151,3,8,2938,0.9993926942348479,191,video,https://www.tiktok.com/@awanganakjeram/video/7658672923254820114,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@awanganakjeram/video/7658672923254820114...: Failed to load video from https://www.tiktok.com/@awanganakjeram/video/7658672923254820114: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",positive,0.9979756474494934,malay,Malay/Bumiputera,Unknown,0.0,happy,0.01449295599013567,0.03700599819421768,0.8679589629173279,0.010264507494866848,0.027701485902071,0.014089297503232956
tiktok,post,7658689850664570130,"🤝🏡 Ziarah kasih, menyantuni mereka yang memerlukan.

Alhamdulillah, hari ini berkesempatan menziarahi beberapa buah rumah sekitar Dun Simpang Jeram bersama pasukan medik.

Turut bersama Dr. Mazri, seorang doktor perubatan dan pakar bius, yang sudi meluangkan masa berkongsi pandangan serta meneliti keadaan kesihatan para pesakit yang diziarahi.

Semoga setiap ziarah membawa sedikit kegembiraan, menguatkan semangat mereka yang diuji, dan menjadi asbab turunnya rahmat Allah SWT kepada kita semua.

#AwangAnakJeram #UndiAwang #JomJagaJohor #JomJagaSimpangJeram  #ZiarahKasih",https://www.tiktok.com/@awanganakjeram/video/7658689850664570130,,,positive,2026-07-08 18:32:57.866379+00:00,158,6,6,3073,0.9994012773036955,200,video,https://www.tiktok.com/@awanganakjeram/video/7658689850664570130,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@awanganakjeram/video/7658689850664570130...: Failed to load video from https://www.tiktok.com/@awanganakjeram/video/7658689850664570130: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",positive,0.9980042576789856,malay,Malay/Bumiputera,Unknown,0.0,surprise,0.029290495440363884,0.10009262710809708,0.04198848828673363,0.15624122321605682,0.07238970696926117,0.36468231678009033
tiktok,post,7660183616055463176,"📹 Kenali Awang. Kenali calon anak tempatan.

Setiap insan ada perjalanan hidupnya. Daripada dunia penternakan dan pertanian, sehinggalah turun padang menyantuni masyarakat tanpa mengira kaum, usia dan latar belakang.

Awang bukan sekadar datang ketika musim pilihan raya. Khidmat kepada masyarakat telah lama menjadi sebahagian daripada perjalanan hidupnya.

Kini, tiba masanya untuk rakyat Simpang Jeram menentukan masa depan.

🗳️ 11 Julai 2026, tunaikan tanggungjawab anda sebagai pengundi.

Pilih Calon No. 4 – Awang
Pangkah PERIKATAN NASIONAL.

Undi bukan sekadar memilih seorang calon, tetapi memilih suara yang akan membawa amanah rakyat di DUN Simpang Jeram.

Ayuh keluar mengundi. Setiap undi anda amat bermakna.

#AwangAnakJeram #UndiAwang #JomJagaJohor #JomJagaSimpangJeram  #UndiNo4",https://www.tiktok.com/@awanganakjeram/video/7660183616055463176,,,positive,2026-07-08 18:32:58.439586+00:00,71,0,4,478,0.9963674306869506,79,video,https://www.tiktok.com/@awanganakjeram/video/7660183616055463176,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@awanganakjeram/video/7660183616055463176...: Failed to load video from https://www.tiktok.com/@awanganakjeram/video/7660183616055463176: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",positive,0.987891435623169,malay,Malay/Bumiputera,Unknown,0.0,love,0.03797612711787224,0.01762714609503746,0.045750103890895844,0.029730411246418953,0.5697429776191711,0.029671862721443176
tiktok,post,7659014205470772487,"""Saya yakin dan percaya kalau hari ini kemenangan itu berlaku kerana manusia nak realiti. Orang yang mereka kenal. Orang yang tidak berselindung dengan kemewahan. Awang berpijak pada bumi yang nyata. Kita tidak boleh tinggalkan bumi ini dengan mereka yang merosakkan negara. Merosakkan amanah bagi  rakyat-rakyat Malaysia ini. 

Hari ini saya berdiri dan berjanji saya akan buat yang terbaik antara yang baik. Dan saya mengharapkan doa tuan-tuan yang datang musafir ini. Doakan saya. Kuat. Sihat. Dan InsyaAllah saya akan bawa misi agama. Bermulalah tangan perpaduan ini bermula di Dun Simpang Jeram. Kerana kemenangan ini akan dilihat satu Malaysia. Bahawa bermula di Simpang Jeram, semangat perpaduan itu akan bergerak dan InsyaAllah dari situlah kita akan mendapat nikmatnya."" - Awang.

#AwangAnakJeram #UndiAwang #JomJagaJohor #JomJagaSimpangJeram #UndiNo4",https://www.tiktok.com/@awanganakjeram/video/7659014205470772487,,,positive,2026-07-08 18:32:59.023892+00:00,341,29,9,3553,0.9709508538246154,414,video,https://www.tiktok.com/@awanganakjeram/video/7659014205470772487,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@awanganakjeram/video/7659014205470772487...: Failed to load video from https://www.tiktok.com/@awanganakjeram/video/7659014205470772487: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",positive,0.9031695127487183,malay,Malay/Bumiputera,Unknown,0.0,sadness,0.03270774334669113,0.037959422916173935,0.014822973869740963,0.8256005048751831,0.05550175905227661,0.01889609545469284
tiktok,post,7659047771680410887,"TAWARAN PERIKATAN NASIONAL
A.W.A.N.G
Agenda Membangun Simpang Jeram

Setiap kawasan memerlukan hala tuju yang jelas.

Setiap keluarga mengimpikan kehidupan yang lebih baik.

Dan setiap anak muda berhak menikmati masa depan yang lebih cerah.

A.W.A.N.G bukan sekadar akronim, tetapi komitmen yang membawa lima agenda utama untuk membangunkan Simpang Jeram.

🕌 A – Agama dan Pendidikan
📈 W – Wawasan Ekonomi Rakyat
🤝 A – Amanah Dalam Kepimpinan
🌾 N – Nasib Petani, Penternak, Peniaga & Usahawan
🚀 G – Generasi Muda

Inilah tawaran yang berpaksikan rakyat, membina masyarakat yang berilmu, memperkukuh ekonomi setempat, mengangkat integriti kepimpinan, membela golongan yang menjadi tulang belakang ekonomi, serta mempersiapkan generasi muda menghadapi masa depan.

Simpang Jeram berhak melangkah lebih jauh.

Bersama kita bina sebuah komuniti yang lebih maju, sejahtera dan berintegriti.

A.W.A.N.G.
Untuk Bakri. Untuk Semua.

#TawaranPerikatanNasional
#AWANG
#N13SimpangJeram
#PerikatanNasional
#UntukBakriUntukSemua",https://www.tiktok.com/@awanganakjeram/video/7659047771680410887,,,positive,2026-07-08 18:32:59.595069+00:00,358,67,13,3090,0.9994127392768859,468,video,https://www.tiktok.com/@awanganakjeram/video/7659047771680410887,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@awanganakjeram/video/7659047771680410887...: Failed to load video from https://www.tiktok.com/@awanganakjeram/video/7659047771680410887: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",positive,0.9980424642562866,malay,Malay/Bumiputera,Unknown,0.0,happy,0.03600505366921425,0.04776882380247116,0.7134974598884583,0.021620647981762886,0.11861856281757355,0.019421231001615524
tiktok,post,7660149988957211912,"Jom join live sekarang ! 💪🏻🔥

#AwangAnakJeram
#OrangKitaAnakSimpangJeram
#SimpangJeramPilihOrangKita
#PerikatanNasional
#CalonNo4",https://www.tiktok.com/@awanganakjeram/video/7660149988957211912,,,positive,2026-07-08 18:33:00.212365+00:00,243,5,5,2387,0.9088167488574981,276,video,https://www.tiktok.com/@awanganakjeram/video/7660149988957211912,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@awanganakjeram/video/7660149988957211912...: Failed to load video from https://www.tiktok.com/@awanganakjeram/video/7660149988957211912: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",positive,0.6960558295249939,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.014929907396435738,0.015567786991596222,0.03427878022193909,0.020582914352416992,0.18900829553604126,0.13752222061157227
