Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,video_url,media_type,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
tiktok,post,7659829586208787733,"Warga DUN Tenang pastinya mengimpikan masa depan yang lebih baik buat anak-anak dan generasi akan datang. Kejayaan sesebuah kawasan bukan hanya diukur melalui pembangunan hari ini, tetapi juga melalui sejauh mana kita berjaya melahirkan generasi yang berilmu, berakhlak dan berdaya saing.

Anak-anak muda adalah aset paling berharga. Mereka perlu diberi peluang untuk menimba ilmu, mengembangkan bakat, membina kemahiran serta menyumbang kepada pembangunan masyarakat. Pada masa yang sama, sokongan kepada pendidikan, belia dan pembangunan modal insan perlu terus diperkukuhkan.

Sebab itu saya membawa G dalam akronim TENANG, iaitu Generasi Masa Depan Gemilang.

Saya percaya, apabila kita melabur dalam pendidikan, sahsiah dan pembangunan generasi muda, kita sebenarnya sedang membina masa depan DUN Tenang. Generasi yang dibimbing dengan ilmu, nilai murni dan peluang yang baik akan menjadi pemimpin serta pencorak kejayaan masyarakat pada masa hadapan.

Insya-Allah, bersama-sama kita mampu melahirkan generasi yang cemerlang, berakhlak mulia, berkemahiran dan bersedia memimpin masa depan, demi DUN Tenang yang lebih gemilang.

🗳️ 𝙐𝙉𝘿𝙄 𝘾𝙄𝙆𝙂𝙐 𝙈𝘼𝙇𝘼

""Jom Jaga Tenang""
""Jom Jaga Johor""

#CikguMala #BersamaMendidikMasyarakat #TenangSejahtera #BerkatPrihatinSejahtera",https://www.tiktok.com/@cikgumala_johor/video/7659829586208787733,,,positive,2026-07-08 12:01:38.825227+00:00,9,0,0,140,0.9993417322635649,10,https://www.tiktok.com/@cikgumala_johor/video/7659829586208787733,video,positive,0.9978057742118835,malay,Malay/Bumiputera,Unknown,0.0,happy,0.03332429751753807,0.04302707687020302,0.6837249398231506,0.01766635663807392,0.1605270653963089,0.01837925612926483
tiktok,post,7659825592417783061,"Dari seawal Subuh hingga lewat malam... perjalanan ini bukan mudah. Setiap langkah, setiap ziarah, setiap salam yang dihulurkan adalah tanda komitmen untuk mendengar denyut nadi rakyat Tenang.

Bermula dengan mengimarahkan rumah Allah, menyantuni peniaga, menziarahi pengundi, turun ke pasar dan bertemu masyarakat, sehinggalah menutup hari dengan sesi live di tiktok.

Mungkin penat itu ada. Mungkin masa bersama keluarga semakin berkurang. Namun demi amanah dan harapan rakyat, setiap detik dimanfaatkan sebaiknya.

Doakan agar Allah SWT mengurniakan kekuatan, kesihatan dan keikhlasan kepada Cikgu Mala untuk terus berkhidmat tanpa mengenal lelah.

Insya-Allah, dengan sokongan dan doa anda, kita bina Tenang yang lebih sejahtera bersama.

🗳️ 𝙐𝙉𝘿𝙄 𝘾𝙄𝙆𝙂𝙐 𝙈𝘼𝙇𝘼

""Jom Jaga Tenang"" 
""Jom Jaga Johor"" 

#CikguMala
#BersamaMendidikMasyarakat
#TenangSejahtera
#BerkatPrihatinSejahtera",https://www.tiktok.com/@cikgumala_johor/video/7659825592417783061,,,positive,2026-07-08 12:01:39.200803+00:00,12,0,1,145,0.9993760645389556,14,https://www.tiktok.com/@cikgumala_johor/video/7659825592417783061,video,positive,0.9979202151298523,malay,Malay/Bumiputera,Unknown,0.0,love,0.06242552027106285,0.09138885885477066,0.29282325506210327,0.059858255088329315,0.35504427552223206,0.04090586677193642
tiktok,post,,,,,,neutral,2026-07-08 12:01:39.578816+00:00,0,0,0,0,0.5,0,,video,neutral,0.0,unknown,Unknown,,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
tiktok,post,7659818787557936405,"Alhamdulillah, tirai hari ini dilabuhkan dengan penuh rasa kesyukuran. Menyusuri setiap sudut dari pekan hingga ke perkampungan di kawasan kita hari ini mengingatkan saya betapa bertuahnya menjadi sebahagian daripada sebuah komuniti yang begitu harmoni dan kaya dengan nilai kekeluargaan.

Setiap hentian hari ini membawa seribu satu cerita, senyuman, dan semangat yang mendamaikan jiwa.

Terima kasih warga Bandar Labis, Kampung Tenang, dan Felda Tenang atas layanan yang mesra bak keluarga sendiri. Doa dan ingatan tulus daripada anda semua adalah azimat paling berharga buat saya.

Semoga Allah SWT memberkati setiap usaha kecil kita dan sentiasa merahmati bumi bertuah ini. Selamat malam dan selamat berehat buat semua!

🗳️ 𝙐𝙉𝘿𝙄 𝘾𝙄𝙆𝙂𝙐 𝙈𝘼𝙇𝘼

""Jom Jaga Tenang"" 
""Jom Jaga Johor"" 

#CikguMala
#BersamaMendidikMasyarakat
#TenangSejahtera
#BerkatPrihatinSejahtera",https://www.tiktok.com/@cikgumala_johor/video/7659818787557936405,,,positive,2026-07-08 12:01:39.578920+00:00,42,0,0,214,0.9994074821472168,44,https://www.tiktok.com/@cikgumala_johor/video/7659818787557936405,video,positive,0.9980249404907227,malay,Malay/Bumiputera,Unknown,0.0,happy,0.019110530614852905,0.0407826229929924,0.7681324481964111,0.018855581060051918,0.10384058207273483,0.022986838594079018
tiktok,post,7659811317016038676,"Alhamdulillah, malam ini dapat bertemu penduduk dalam suasana yang penuh mesra.

Terima kasih atas kehadiran dan sudi meluangkan masa untuk sama-sama mendengar. Semoga ukhuwah yang terjalin ini terus diberkati Allah SWT. 

🗳️ 𝙐𝙉𝘿𝙄 𝘾𝙄𝙆𝙂𝙐 𝙈𝘼𝙇𝘼

""Jom Jaga Tenang"" 
""Jom Jaga Johor"" 

#CikguMala
#BersamaMendidikMasyarakat
#TenangSejahtera
#BerkatPrihatinSejahtera",https://www.tiktok.com/@cikgumala_johor/video/7659811317016038676,,,positive,2026-07-08 12:01:39.905763+00:00,49,0,1,249,0.9993946075439453,52,https://www.tiktok.com/@cikgumala_johor/video/7659811317016038676,video,positive,0.9979820251464844,malay,Malay/Bumiputera,Unknown,0.0,love,0.050898585468530655,0.03724290803074837,0.31361788511276245,0.03547211363911629,0.4516098201274872,0.031435951590538025
tiktok,post,7659799988897172756,"Ikuti Media Sosial Rasmi Saya

Selain daripada bertemu di luar, saya juga ingin mengambil kesempatan ini untuk menjemput anda semua mengikuti perkembangan aktiviti kemasyarakatan dan perkongsian harian saya secara digital.

Kita mudahkan urusan untuk saling berhubung:

📱 Facebook: Ckgu Mala
https://facebook.com/CgMalaN05

📱 TikTok: Cikgu Mala
https://www.tiktok.com/@cikgumala_johor

Jangan segan-segan untuk tinggalkan komen atau menyapa saya di ruangan chat ya. Salam sayang dan hormat daripada saya untuk seluruh warga N.05 Tenang!

🗳️ 𝙐𝙉𝘿𝙄 𝘾𝙄𝙆𝙂𝙐 𝙈𝘼𝙇𝘼

""Jom Jaga Tenang"" 
""Jom Jaga Johor"" 

#CikguMala
#BersamaMendidikMasyarakat
#TenangSejahtera
#BerkatPrihatinSejahtera",https://www.tiktok.com/@cikgumala_johor/video/7659799988897172756,,,positive,2026-07-08 12:01:40.232911+00:00,77,1,3,348,0.9993593633174895,84,https://www.tiktok.com/@cikgumala_johor/video/7659799988897172756,video,positive,0.9978645443916321,malay,Malay/Bumiputera,Unknown,0.0,sadness,0.04644160345196724,0.035968467593193054,0.01233385968953371,0.727961540222168,0.12598572671413422,0.028943844139575958
tiktok,post,7659779010259340564,"Ada ketikanya, momen paling bermakna bukannya di atas pentas ceramah, tetapi di kedai kopi biasa seperti ini.

Saya terpanggil untuk berkongsi gambar yang sangat istimewa bagi saya. Gambar ini bukan tentang poster saya, tetapi tentang kita kepelbagaian yang menjadi nadi masyarakat kita yang tercinta.

Melihat wajah-wajah dalam gambar ini, saya diingatkan tentang betapa kuatnya kita apabila kita bersatu. Kita semua adalah sebahagian daripada keluarga besar Tenang.

Setiap daripada kita, tanpa mengira latar belakang, mempunyai harapan yang sama: melihat anak-anak kita berjaya, keluarga kita selamat, dan kawasan kita ini terus sejahtera.

Keikhlasan dan senyuman yang saya terima di sini memberikan semangat untuk saya terus berusaha. Saya percaya, jika kita terus menjaga keharmonian dan saling menyokong antara satu sama lain, masa depan yang lebih baik untuk Tenang pastinya dalam genggaman kita.

Mari kita terus berjalan bersama, dengan hati yang lapang dan tangan yang saling bergandingan.

🗳️ 𝙐𝙉𝘿𝙄 𝘾𝙄𝙆𝙂𝙐 𝙈𝘼𝙇𝘼

""Jom Jaga Tenang"" 
""Jom Jaga Johor"" 

#CikguMala
#BersamaMendidikMasyarakat
#TenangSejahtera
#BerkatPrihatinSejahtera",https://www.tiktok.com/@cikgumala_johor/video/7659779010259340564,,,positive,2026-07-08 12:01:40.556921+00:00,94,4,3,476,0.9994084656238555,105,https://www.tiktok.com/@cikgumala_johor/video/7659779010259340564,video,positive,0.9980282187461853,malay,Malay/Bumiputera,Unknown,0.0,love,0.0652739554643631,0.05528538301587105,0.0923815593123436,0.06376157701015472,0.6715444922447205,0.02690618857741356
tiktok,post,7659774096204401941,"Replying to @همبا الله 

Selaku calon Perikatan Nasional DUN Tenang, saya amat menghargai setiap komen, doa, dan kata-kata semangat daripada anda semua yang menjadi sumber kekuatan untuk saya terus melangkah.

Harapan warga Tenang adalah amanah yang akan sentiasa saya jaga dan doakan saya terus istiqomah dan terus berkhidmat.

🗳️ 𝙐𝙉𝘿𝙄 𝘾𝙄𝙆𝙂𝙐 𝙈𝘼𝙇𝘼

""Jom Jaga Tenang"" 
""Jom Jaga Johor"" 

#CikguMala
#BersamaMendidikMasyarakat
#TenangSejahtera
#BerkatPrihatinSejahtera",https://www.tiktok.com/@cikgumala_johor/video/7659774096204401941,,,positive,2026-07-08 12:01:40.919146+00:00,306,21,32,1618,0.9993987202644348,375,https://www.tiktok.com/@cikgumala_johor/video/7659774096204401941,video,positive,0.9979957342147827,malay,Malay/Bumiputera,Unknown,0.0,love,0.027780553326010704,0.009393095970153809,0.053780656307935715,0.018526220694184303,0.8187645673751831,0.014622269198298454
tiktok,post,7659764209173007637,"Kecoh padang petang tadi!

Seronok betul dapat turun padang, beramah mesra dan melihat sendiri taring Kelab Belia Bola Sepak Labis beraksi.  Walaupun saya tak turun menyepak sekali, tapi tengok semangat juang masing-masing, automatik aura positif tu meresap masuk dalam diri saya! 

Sembang-sembang santai tepi padang tanpa protokol macam inilah yang paling saya hargai. Dari sini kita dengar suara, kita kongsi gelak tawa, dan kita faham apa sebenarnya impian generasi muda kita. 

Sukan ini bukan sekadar lambang gaya hidup sihat, tapi inilah rantaian kuat yang menyatukan ukhuwah kita semua di DUN Tenang.

Terima kasih daun keladi buat seluruh pemain Kelab Belia Bola Sepak Labis atas layanan yang cukup luar biasa petang ini. 

Teruskan konsisten, gilap bakat, dan pamerkan corak permainan yang bersih serta berdisiplin tinggi.
Anda semua adalah aset masa depan kita! 

Ayuh, kita bawa gelombang perubahan dan kesejahteraan ini bersama-sama! 

🗳️ 𝙐𝙉𝘿𝙄 𝘾𝙄𝙆𝙂𝙐 𝙈𝘼𝙇𝘼

""Jom Jaga Tenang""
""Jom Jaga Johor""

#CikguMala
#BersamaMendidikMasyarakat
#TenangSejahtera
#BerkatPrihatinSejahtera
#KelabBeliaBolaSepakLabis",https://www.tiktok.com/@cikgumala_johor/video/7659764209173007637,,,negative,2026-07-08 12:01:41.239659+00:00,46,4,3,470,0.0006257236003875954,57,https://www.tiktok.com/@cikgumala_johor/video/7659764209173007637,video,negative,0.9979142546653748,malay,Malay/Bumiputera,Unknown,0.0,love,0.058781903237104416,0.026223305612802505,0.22176019847393036,0.029495172202587128,0.39303576946258545,0.03775985166430473
tiktok,post,7657082458201935125,"Assalamualaikum dan salam sejahtera semua.

Dengan rasa rendah diri, saya menawarkan khidmat sebagai Calon Perikatan Nasional bagi N.05 Tenang.

Saya bukan datang dengan janji yang indah semata-mata, tetapi dengan tekad untuk bekerja, mendengar dan berjuang bersama semua.

Tenang mempunyai potensi yang besar. Insya-Allah, dengan semangat kebersamaan, kita bina masa depan yang lebih maju, lebih sejahtera, serta lebih dekat dengan anak muda dan seluruh masyarakat.

Salam Perkenalan buat seluruh warga Tenang.

🗳️ Undi Calon No. 2 – Cikgu Mala

""Jom Jaga Tenang"" 
""Jom Jaga Johor"" 

#CikguMala
#BersamaMendidikMasyarakat
#TenangSejahtera
#BerkatPrihatinSejahtera",https://www.tiktok.com/@cikgumala_johor/video/7657082458201935125,,,positive,2026-07-08 12:01:41.562304+00:00,292,25,22,2354,0.9993978261947631,362,https://www.tiktok.com/@cikgumala_johor/video/7657082458201935125,video,positive,0.997992753982544,malay,Malay/Bumiputera,Unknown,0.0,sadness,0.04553531855344772,0.022420629858970642,0.015807613730430603,0.8183675408363342,0.047914184629917145,0.018228454515337944
