Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,SeedCode,SeedLabel,SeedQuery
news,post,92d0013019e5fefe,DAP to retain more than half of incumbents as candidates in Negeri Sembilan polls. DAP to retain more than half of incumbents as candidates in Negeri Sembilan polls&nbsp;&nbsp;The Edge Malaysia,https://news.google.com/rss/articles/CBMiU0FVX3lxTE9RbnZ2c0FLUHRQZXhhR3o5a1BiTmtHT1VuUklpd0xndkZ6aVZETVI2NkdSZkV4X0ZaMVZkdVJyZlB2YUlSRF9TR2VPbGVXRFdyM3Fr?oc=5,,2026-06-10T06:55:48+00:00,0,0,0,0,0.0,0,N01,Anthony Loke Siew Fook,"""Anthony Loke Siew Fook"" ""Chennah"" ""Negeri Sembilan"" when:30d"
news,post,ea044faf6899d142,Negeri Sembilan DAP to bank on incumbents for state polls. Negeri Sembilan DAP to bank on incumbents for state polls&nbsp;&nbsp;Free Malaysia Today,https://news.google.com/rss/articles/CBMiugFBVV95cUxNV3ZrMnhDTWpBYjdPNk1DcGtiTFRfaHkwNlZVUl9ycjM4LTNScmktcEZoS01XMzN0dE9mZklKV3B2QVFZbmJqdk5pTFJPdzNUWXRKeEtxMW1jYkRJbWV2Q2RBUjVpVEZsSDBKRVd1Rkd0RVdkdjBnUnpPMjlSTmRwam9OWV9PUGQtZFlLelV6b3Vlb3RHR2ZOSVV2OTFvMUlvNmhHbThzZlF5Nk1GdWZYcGRqY0JGcTZWRUE?oc=5,,2026-06-10T07:06:28+00:00,0,0,0,0,0.0,0,N01,Anthony Loke Siew Fook,"""Anthony Loke Siew Fook"" ""Chennah"" ""Negeri Sembilan"" when:30d"
news,post,bf5ece14fc1f15bb,"Tunku Zain named new Tunku Panglima Besar of Negeri Sembilan. KUALA PILAH, June 10 &mdash; Yang Dipertuan Besar of Negeri Sembilan Tuanku Muhriz Tuanku Munawir today proclaimed his s...",https://www.malaymail.com/news/malaysia/2026/06/11/tunku-zain-named-new-tunku-panglima-besar-of-negeri-sembilan/223337,,2026-06-11T12:32:44+08:00,0,0,0,0,0.0,0,N01,Anthony Loke Siew Fook,"""Anthony Loke Siew Fook"" ""Chennah"" ""Negeri Sembilan"" when:30d"
news,post,bdb5b8385945f5f2,"Pakatan not eyeing post-poll pact with BN in Johor and Negeri Sembilan, says Amanah sec-gen. KUALA LUMPUR, June 11 &mdash; Amanah secretary-general Muhammad Faiz Fadzil has reportedly said Pakatan Harapan (PH) is...",https://www.malaymail.com/news/malaysia/2026/06/11/pakatan-not-eyeing-post-poll-pact-with-bn-in-johor-and-negeri-sembilan-says-amanah-sec-gen/223317,,2026-06-11T10:15:45+08:00,0,0,0,0,0.0,0,N01,Anthony Loke Siew Fook,"""Anthony Loke Siew Fook"" ""Chennah"" ""Negeri Sembilan"" when:30d"
news,post,4d34f58ff744314e,"DAPSY mahu calon berjiwa muda hadapi PRN Johor, Negeri Sembilan. KUALA LUMPUR: Pemuda Sosialis DAP (DAPSY) tidak akan mencadangkan sebarang kuota atau peratusan calon daripada sayap itu kepada parti bagi menghadapi Pilihan Raya Negeri (PRN) Johor dan Negeri Sembilan akan datang.",https://www.bharian.com.my/berita/nasional/2026/06/1570442/dapsy-mahu-calon-berjiwa-muda-hadapi-prn-johor-negeri-sembilan,,2026-06-12T00:11:10+00:00,0,0,0,0,0.0,0,N01,Anthony Loke Siew Fook,"""Anthony Loke Siew Fook"" ""Chennah"" ""Negeri Sembilan"" when:30d"
news,post,d151897e772d9668,"Boleh jimat sehingga RM30 juta jika PRN Johor, N Sembilan serentak. Bekas timbalan pengerusi SPR anggar kos PRN Johor antara RM120 juta hingga RM130 juta, dan sekitar RM70 juta hingga RM80 juta bagi NS.",https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/06/11/boleh-jimat-sehingga-rm30-juta-jika-prn-johor-n-sembilan-serentak,,2026-06-11T14:00:03+00:00,0,0,0,0,0.0,0,N01,Anthony Loke Siew Fook,"""Chennah"" DUN PRN ""Negeri Sembilan"" when:30d"
news,post,9cd379e2973816bc,"Jurang negeri miskin dan kaya makin luas, kata ahli ekonomi Bank Dunia. Deisigan Shammugam berkata jurang 'besar' ini akan bawa implikasi politik dan sosial.",https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/06/11/jurang-antara-negeri-miskin-dan-kaya-makin-luas-kata-ahli-ekonomi-bank-dunia,,2026-06-11T12:51:18+00:00,0,0,0,0,0.0,0,N01,Anthony Loke Siew Fook,"""Chennah"" DUN PRN ""Negeri Sembilan"" when:30d"
news,post,1d03acd2a2f64c02,Onn Hafiz nafi bubar DUN awal kerana yakin BN menang. Pengerusi BN Johor menyifatkan dakwaan itu sebagai hasutan kerana kerajaan negeri pimpinannya amat mengutamakan kebajikan rakyat.,https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/06/11/onn-hafiz-nafi-bubar-dun-awal-kerana-yakin-bn-menang,,2026-06-11T11:37:22+00:00,0,0,0,0,0.0,0,N01,Anthony Loke Siew Fook,"""Chennah"" DUN PRN ""Negeri Sembilan"" when:30d"
news,post,5dcb2b1a5745eba8,"Spectrum Vascular Acquires Piccolo Medical, Accelerating Launch of Next-Generation Catheter Navigation Technology. WHITE PLAINS, N.Y., June 11, 2026 /PRNewswire/ &#8212; Spectrum Vascular (&#8220;Spectrum&#8221;), a leading provider of vascular access and medication management products, today announced the acquisition of Piccolo Medical (&#8220;Piccolo&#8221;), a developer of state-of-the-art catheter guidance products. The transaction deepens a partnership focused on bringing next-generation catheter guidance technology to market and marks a significant step [&#8230;]
The post Spectrum Vascular Acquires Piccolo Medical, Accelerating Launch of Next-Generation Catheter Navigation Technology appeared first on The Malaysian Reserve.",https://themalaysianreserve.com/2026/06/12/spectrum-vascular-acquires-piccolo-medical-accelerating-launch-of-next-generation-catheter-navigation-technology/,,2026-06-11T17:33:00+00:00,0,0,0,0,0.0,0,N01,Anthony Loke Siew Fook,@anthonyloke PRN when:30d
news,post,c96e30c6e0455892,"GPU as a Service Market to Reach USD 14.4 Billion by 2033 at 16.0% CAGR, Fueled by Generative AI, Machine Learning, and Cloud Infrastructure Expansion – Grand View Research, Inc.. SAN FRANCISCO, June 11, 2026 /PRNewswire/ &#8212; The global GPU as a Service (GPUaaS) market is poised for substantial expansion as enterprises accelerate investments in artificial intelligence, machine learning, high-performance computing, and advanced analytics. According to a recent industry analysis by Grand View Research, the global GPU as a Service market was valued at USD 4.37 [&#8230;]
The post GPU as a Service Market to Reach USD 14.4 Billion by 2033 at 16.0% CAGR, Fueled by Generative AI, Machine Learning, and Cloud Infrastructure Expansion &#8211; Grand View Research, Inc. appeared first on The Malaysian Reserve.",https://themalaysianreserve.com/2026/06/12/gpu-as-a-service-market-to-reach-usd-14-4-billion-by-2033-at-16-0-cagr-fueled-by-generative-ai-machine-learning-and-cloud-infrastructure-expansion-grand-view-research-inc/,,2026-06-11T17:32:00+00:00,0,0,0,0,0.0,0,N01,Anthony Loke Siew Fook,@anthonyloke PRN when:30d
