Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score
threads,post,3900920454324713456,PAS putus dengan DAP/PH kerana tidak mahu terjadi isu seperti sekarang. Umno cakap berapi tapi sampai sekarang tak berani tinggalkan DAP/PH,https://www.threads.com/@iamhalimhassan/post/DYi2nw5FHfw,,,neutral,2026-05-29T15:38:24.206793,81,0,0,0,0.0,81,81.0
threads,post,3894813167360426417,"One thing Malaysians kena redha bila duk kat negara padang pasir ni ialah bila orang simply address you as a Philippines national without asking or checking your CPR 😖

Me to my husband: nanti masa nak bayar cek dulu Nationality tu, kalau dia tulis Philippines, cakap la suruh tukar Malaysian
My husband: dah update dah hari tu

**15 minutes later, dapat e-warranty card**
Section Nationality: Philippines

Sabar je lah. Sesungguhnya sabar itu adalah ciri2 orang beriman.",https://www.threads.com/@haruko229/post/DYNJ_CrCEGx,,,neutral,2026-05-29T15:38:24.207120,59,0,0,0,0.0,59,59.0
threads,post,3903452692635359982,pengen solo travelling deh pas ultah nanti. tapi bingung kemanaaa🤷🏻‍♀️🤣,https://www.threads.com/@natnotantoinette/post/DYr2YrmEpru,,,neutral,2026-05-29T15:38:24.207285,12,0,0,0,0.0,12,12.0
threads,post,3906864356865040747,Itching to go on a solo Bali trip again.. is 14 or 15 days better? 🤔,https://www.threads.com/@missmaverrr/post/DY3-G7gk2Fr,,,neutral,2026-05-29T15:38:24.207198,10,0,0,0,0.0,10,10.0
threads,post,3896917657715409443,"Pernah nggak sih yang kalau jogging bareng temen cuma sampai lokasinya saja?
Ke lokasi bareng, pas lari mencar, pas selesai baru nyatu lagi buat nyari soto ayam
Jadi konsepnya cuma untuk penyemangat di awal dan temen sarapan di akhir. Selebihnya? Solo run dengan pace masing-masing 😹🏃‍♂️🏃‍♀️",https://www.threads.com/@ken.masni/post/DYUofaDEwIj,,,neutral,2026-05-29T15:38:24.206188,9,0,0,0,0.0,9,9.0
threads,post,3907055226075627753,"Guys yang orang Solo asli,  ada yang tau ngga gado-gado Srimpi dulu warungnya sederetan wedangan pak Jembuk yg deket perempatan Tiga Serangkai. Kehilangan jejak setelah rumahnya jadi ruko. Itu gado-gado rasanya mantepp medook terus es kolaknya tuh ueeenaaakk segerrr ga enek manisnya pas. Dulu pas aku SD kelas 5 gitu sering diajak mamaku jajan situ. Kangeeeen makan gado2nya krn bumbunya diuleek per porsi, aduh ngileer.",https://www.threads.com/@afzlisa_/post/DY4pgcUEkDp,,,neutral,2026-05-29T15:38:24.206877,5,0,0,0,0.0,5,5.0
threads,post,3904108183917766321,"“Solo traveling should be fun”
Tp enggaak utk pengalaman terakhirku kmrn, lumayan creepy. 
Jarak penginapan ke pusat kota sekitar 1-2km, utk cari makan dan strolling around aku jalan kaki. 
Otw pulang sekitar jam 9 malam, pas jalan dket alin2 tsb ada mas2 tb2 mendekat dan blg “mba kok sndirian aja, sy temenin ya” sambil senyum2 ga jelas. 
Aku lsg lari ga karuan cari keramaian.
Sumpah mending ketemu hantu drpda ketemu manusia, serem bgt😭
Krn kita ga pernah tau isi pikiran orglain itu gmna",https://www.threads.com/@emaaard_/post/DYuLbVbHSax,,,neutral,2026-05-29T15:38:24.207042,2,0,0,0,0.0,2,2.0
threads,post,3904709615804327755,"Pas digesa tarik balik tuduhan, mohon maaf kepada pimpinan Bersatu – Bersatu Selangor

https://suara.tv/25/05/2026/pas-digesa-tarik-balik-tuduhan-mohon-maaf-kepada-pimpinan-bersatu-bersatu-selangor/",https://www.threads.com/@suaratv_official/post/DYwULUhEadL,,,neutral,2026-05-29T15:38:24.206541,1,0,0,0,0.0,1,1.0
threads,post,3904937651740621635,Comme d’habitude SNCF Voyageurs  SNCF Connect pas de Clim fonctionnelle dans le TGV 8512 de Toulouse à Paris au prix des billets en 1ere c’est vraiment abusé,https://www.threads.com/@loic.falgayrac/post/DYxIBriDDtD,,,neutral,2026-05-29T15:38:24.206711,1,0,0,0,0.0,1,1.0
threads,post,3906943935747011775,"Sebutkan wilayah di Indonesia yg pengen kaujdkan tmpt tinggal pas pensiun nanti! 

Sy : Solo sebagai rakyat biasa sj.
😉🤦‍♂️🤭",https://www.threads.com/@69totok69/post/DY4QM9HkTS_,,,neutral,2026-05-29T15:38:24.206964,1,0,0,0,0.0,1,1.0
