platform,content,engagement,likes,comments,shares,sentiment,url,date
news,"Gerakan ikhtiar satukan PN menjelang PRN Johor, N Sembilan. Gerakan ikhtiar satukan PN menjelang PRN Johor, N Sembilan&nbsp;&nbsp;Free Malaysia Today",0,0,0,0,neutral,https://news.google.com/rss/articles/CBMiYkFVX3lxTE5rWXZKLThEWjdCWFRvcFhqNlhIMFN1dk81LUJVUWJiczFEcGxjZ3A2Vm1pTG5udUNIR1pwc1RuZWx2Y2dEWEJjbzNZRHhyWWVDZjY5NV9sSFhETXlJbTZ5ZmpR?oc=5,2026-06-20 10:18:25+00:00
news,"PRN Johor: PKR akan wakili PH di Puteri Wangsa, kata pemimpin. PRN Johor: PKR akan wakili PH di Puteri Wangsa, kata pemimpin&nbsp;&nbsp;Free Malaysia Today",0,0,0,0,negative,https://news.google.com/rss/articles/CBMiYkFVX3lxTE96Uk9GdVRmSzJqcGYtdlJ0cTJ0MTN3Y2dHbndSeldHNldocUxTRlhKQUNWUERrVExnQlBvZXR2bE1qWFd1X0pOT1oteFcwRTAzbUVzUWRFNV92RnZrR1g5cUFB?oc=5,2026-06-16 06:36:43+00:00
news,"PRN Johor: 7 kerusi marginal cetus saingan panas, penentu kuasa. PRN Johor: 7 kerusi marginal cetus saingan panas, penentu kuasa&nbsp;&nbsp;Free Malaysia Today",0,0,0,0,neutral,https://news.google.com/rss/articles/CBMiYkFVX3lxTE5wR0N3c0F0THppQV9hMjlNNVBzUTY4OUJBRXhoTk8zamdHOEIzQ2ZvRHlDTVpVQ1dBV3NLUktkclFXZGs0cHcwYUlUUVl4QlhOMTRvakdfaUFoNllyVWh3N0l3?oc=5,2026-06-15 00:07:53+00:00
news,"Muda, PSM bentuk ‘blok progresif’ hadapi PRN Johor, Negeri Sembilan. Muda, PSM bentuk ‘blok progresif’ hadapi PRN Johor, Negeri Sembilan&nbsp;&nbsp;Free Malaysia Today",0,0,0,0,positive,https://news.google.com/rss/articles/CBMiYkFVX3lxTE1ja0R2VW16aGVkWU9uemItUTByX0pmRXowNGtJR2ZZNDRDTS13QlZoRDRXUzdSeE5PUGIzR2VYcndsT2ppb0JuM2NpY0laVVF6RDZIMVJSRVBvS0x2d29lNUJR?oc=5,2026-06-15 08:26:46+00:00
news,"Muda, PSM form ‘progressive bloc’ for Johor, NS polls. Muda, PSM form ‘progressive bloc’ for Johor, NS polls&nbsp;&nbsp;Free Malaysia Today",0,0,0,0,neutral,https://news.google.com/rss/articles/CBMiYkFVX3lxTE9vNXJOQ0VFdk1nLU1uaDJBejNOaEFralpGR0k3TkdNWldmaktwdVZxX2JJcHVWV01IZDg0TVFmbXVjdGpLQmtvd25Vb1lVZ19aVWVzWmtSWVA3TlNMdHJadnVn?oc=5,2026-06-15 09:56:01+00:00
news,"PRN Johor: MIC pertahan 2 kerusi, tukar kawasan dengan Umno. PRN Johor: MIC pertahan 2 kerusi, tukar kawasan dengan Umno&nbsp;&nbsp;MEXC",0,0,0,0,neutral,https://news.google.com/rss/articles/CBMiSEFVX3lxTE5SeFpMM3cwMXdWSW9weUswQ3ZrUHlMVXZtQWRBdUJmTjl1UXZ6ck1FMDdhZmpWempvTWN5T0xGakl4NnFhVFZYRg?oc=5,2026-06-19 18:27:19+00:00
news,"PRN Johor: Amanah tekad rampas semula Parit Yaani, Kota Iskandar. PRN Johor: Amanah tekad rampas semula Parit Yaani, Kota Iskandar&nbsp;&nbsp;MEXC",0,0,0,0,neutral,https://news.google.com/rss/articles/CBMiSEFVX3lxTFBOd1djNU9XWDVNdG1GR2hNZlVLT3dfRWlCWFJ5TU5zOTcteDFGN2RBN2ZWRzhfbndQMm45dkdJT1dvMEt0emdzcA?oc=5,2026-06-19 22:13:49+00:00
news,"Pejuang akan tanding PRN Johor, NS. Pejuang akan tanding PRN Johor, NS&nbsp;&nbsp;MEXC",0,0,0,0,neutral,https://news.google.com/rss/articles/CBMiSEFVX3lxTE1mOFBUN29KLWhfZGhqcDlMUW9hV3NmWEs5emZUODRCSVNKUTY2cG1BbU1lMUJvYjhuYW1YQXZpQkNxd1hxNUhfYg?oc=5,2026-06-16 23:25:54+00:00
news,"‘Move forward’, PAS Johor tiada masalah Bersatu ada kawan baharu. ‘Move forward’, PAS Johor tiada masalah Bersatu ada kawan baharu&nbsp;&nbsp;MEXC",0,0,0,0,neutral,https://news.google.com/rss/articles/CBMiSEFVX3lxTFBWTmtsMHFZdUd2VFRCRUNDSFZ1T1BiSmliQms4VmFUdnlma2JQYllONkl6dXZGUi1xNXdzN1hZRmxacW1QRFIzNw?oc=5,2026-06-16 11:32:47+00:00
news,"Jangan ‘biar kawan kalah’, Mat Sabu seru ahli menangkan semua calon. Jangan ‘biar kawan kalah’, Mat Sabu seru ahli menangkan semua calon&nbsp;&nbsp;MEXC",0,0,0,0,neutral,https://news.google.com/rss/articles/CBMiSEFVX3lxTE01Vl9vbmstcDYwUEpNZ1hFeHFxMkVteWNERzlXQXowM2x5OWNGcXdkZmdnMEFWc2tHelZyOFAyZ3NuTHdEN0w3bQ?oc=5,2026-06-20 00:00:10+00:00
