Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement
x,post,2020793636343132619,"In 1946, a local election in Tennessee was run by corrupt politicians who used deputies to arrest voters and hide the ballots in the jail. World War II veterans, newly home and fed up, picked up rifles and surrounded the jail until the officials inside surrendered.

A moment from what became known as the Battle of Athens, a rare armed uprising on American soil sparked not by foreign war but by local corruption. The scene unfolded in McMinn County, Tennessee, where a political machine led by Sheriff Paul Cantrell had controlled elections for years through intimidation, ballot stuffing, and the arrest of political opponents. On election day in August 1946, deputies openly detained voters and seized ballot boxes, locking them inside the county jail.

Many of the men watching this unfold were World War Two veterans who had recently returned home after fighting authoritarianism overseas. Having risked their lives for democratic principles, they were unwilling to tolerate the same abuses in their own community. As tensions escalated, veterans gathered rifles and ammunition and surrounded the jail where the ballots were held. After a prolonged standoff that included gunfire and the use of dynamite to breach the jail walls, the deputies inside surrendered.

When the ballots were finally recovered and counted, the corrupt officials were voted out of office. The uprising led to sweeping reforms in local law enforcement and became a lasting symbol of citizen resistance to electoral corruption in the United States.

The veterans involved later organized a reform government and many of them went on to serve as local officials, ensuring that McMinn County elections were monitored and fair for decades afterward.

© Vintage American Photos

#archaeohistories",https://x.com/histories_arch/status/2020793636343132619,neutral,Mon Feb 09 09:35:22 +0000 2026,1329,375,39,49814,0.0,2241
x,post,2020869650704138382,"The number of South Africans who could — but don't — participate in elections outnumbers those who do. And it's even worse for local elections.

But communities across the country are at a turning point. In the 2026 local elections, we have the chance to decide the future of accountability for the basic services we all depend on. 

Take a few minutes to register to vote at https://t.co/mFBLyeiVRf and get your neighbours, friends, coworkers, and family signed up too. Then show up on election day to choose who fixes the potholes, manages the water supply, and collects rubbish in your neighbourhood.

#fixlocal #RegisterToVote #LGE2026 #BeCountedIn2026",https://x.com/fixlocalorgza/status/2020869650704138382,neutral,Mon Feb 09 14:37:25 +0000 2026,1,0,0,11,0.0,1
x,post,2020775796588331021,"Three Local Body Elected Members of BJP from Kasaragod district set out today on a Delhi visit. The President of Madhur Grama Panchayat, Ms. Sujnani Shanbhag, where the BJP has been in continuous power for the past four and a half decades; the President of Badiadka Grama Panchayat, Mr. D. Shankara, where the BJP regained power after 25 years; and Ms. Ashalatha B.M., Member of Meenja Grama Panchayat, have been included in the 100-member delegation of elected representatives from Kerala selected for the Delhi Pravas. I extend my best wishes to them for a safe and fruitful journey. #ViksitKerala #ViksitKasaragod 

@RajeevRC_X",https://x.com/AshwiniML2/status/2020775796588331021,neutral,Mon Feb 09 08:24:28 +0000 2026,36,0,0,348,0.0,39
x,post,2019843594891210832,"🔴 A councillor has quit Labour after more than 40 years as a member in protest over the cancellation of local elections on May 7

https://t.co/BsOrTC0JDg https://t.co/3VF5UrkXN6",https://x.com/Telegraph/status/2019843594891210832,neutral,Fri Feb 06 18:40:14 +0000 2026,698,249,25,13566,0.0,1107
x,post,2020810913146630261,"We've written to @SteveReedMP to demand that he bring in legislation to strip local authorities, who are delaying elections, of the power to increase tax rates for the upcoming financial year. 

No taxation without representation! https://t.co/Jp8WSEXyHl",https://x.com/the_tpa/status/2020810913146630261,neutral,Mon Feb 09 10:44:01 +0000 2026,150,69,5,13290,0.0,356
x,post,2020815442059612363,"BREAKING: INEC Chair Must Go, Tax Laws Should Be Suspended — Northern Muslim Youths Back Sharia Council

The Northern Muslims Youths have issued fresh demands to President Bola Ahmed Tinubu, stating clear conditions for any support in the 2027 general election.

Speaking on behalf of the group, a spokesperson, Musa Anas, said the current Chairman of the Independent National Electoral Commission (INEC) should be removed from office, alleging bias in the discharge of his duties.

“The INEC Chairman must be removed. We believe his continued stay in office undermines public trust in the electoral process,” the group stated. “Nigeria deserves an umpire that all citizens can trust, regardless of ethnicity or religion.”

The group also called on the Federal Government to suspend the implementation of the new tax laws pending a thorough review of alleged alterations. They cited claims acknowledged by the National Assembly and the Tax Reforms Committee.

“We urge the government to suspend the new tax laws and investigate the alleged alterations,” the spokesperson added. “If there are concerns even the National Assembly and the Tax Reforms Committee have admitted to, then Nigerians deserve full transparency.”

The Northern Youths said they stand with the Sharia Council on the need for accountability and transparency in governance, stressing that public confidence in both electoral and tax reforms must be restored before the 2027 elections.",https://x.com/NorthernFacts_/status/2020815442059612363,neutral,Mon Feb 09 11:02:00 +0000 2026,149,87,24,1879,0.0,278
x,post,2020782938661453862,"Only the local Conservatives will reopen Hammersmith Bridge to traffic. 

We will build a temporary bridge to get buses, emergency vehicles and other traffic flowing as soon as possible. 

That’s what’s at stake in the May elections. 

https://t.co/Z7fpfM0UWj https://t.co/3rn2R9lLkz",https://x.com/DownerSanderson/status/2020782938661453862,neutral,Mon Feb 09 08:52:51 +0000 2026,12,2,2,509,0.0,21
x,post,2020809140474417240,"PLEASE NOTE VENUE CHANGE!

Hi everyone. 
The Medical Council has changed the venue for my Fitness to Practice Hearing.  It will recommence tomorrow morning Tuesday 10th Feb at 10AM.

The Public  Hearing will continue: 10th 11th and 12th Feb. At:

The Medical Council 
KINGRAM HOUSE 
KINGRAM PLACE 
DUBLIN 2
DO2 XY88

I sincerely hope the case against me will be concluded at last. It has been a long five year ordeal for myself, my family, and my colleagues -for those already punished, and those who are still under investigation for speaking out.

I will be attending the hearing with my colleague Dr Billy Ralph, whose Fitness to Practice Hearing has been scheduled for sometime next month.

I sincerely thank you for your prayers and your support. I'm not sure if I would still be standing without you.

There is a bigger fight behind all of this, and you know what I mean when I say that: there is a much higher court than the courts of men and women -There, a great many of the verdicts made in this world will certainly be overturned.

See you at Kingram House tomorrow 

Sincerely 

Marcus",https://x.com/indepdubnrth/status/2020809140474417240,neutral,Mon Feb 09 10:36:58 +0000 2026,428,187,25,5969,0.0,699
x,post,2020871491378958569,"नगर निकाय आम निर्वाचन–2026 के सुचारु संचालन को लेकर कार्यालय प्रकोष्ठ में समीक्षा बैठक आयोजित की गई।

बैलेट पेपर ब्रेकअप, प्रशिक्षण एवं प्रशासनिक तैयारियों की समीक्षा कर कार्य समयबद्ध व त्रुटिरहित पूर्ण करने के निर्देश दिए गए।
#MunicipalElection2026 @ceojharkhand https://t.co/uOO9g5Jpyf",https://x.com/dc_sahibganj/status/2020871491378958569,neutral,Mon Feb 09 14:44:44 +0000 2026,0,0,0,3,0.0,0
x,post,2020815707278369066,"#HealthForAll

Indian Pharmacopoeia Commission Signs Three MoUs to Bolster Medicine Safety, Quality Standards, and Capacity Building

@ipcgzb–Goa State Pharmacy Council (GSPC) MoU to Enhance Pharmacovigilance, Promote Rational Medicine Use, and Strengthen Pharmacist Training and Drug Safety Systems in Goa

IPC–@QualityCouncil MoU to Drive Healthcare Quality Promotion, Public Awareness, and Capacity Building through Joint Initiatives

https://t.co/Wm2sp0F96G",https://x.com/MoHFW_INDIA/status/2020815707278369066,neutral,Mon Feb 09 11:03:04 +0000 2026,20,9,1,1385,0.0,43
