Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers
x,post,2020737677977698712,"Sekelip mata kau berubah ya Sinar Harian. Agak² la PMX mana ada kuasa suruh PBT pi meroboh bagai.

Yang PMX nyatakan itu ialah kerajaan persekutuan beri endorsement kepada PBT untuk kuatkuasakan undang² sedia ada yang membenarkan perobohan mana² binaan haram termasuklah kuil yang didirikan atas tanah kerajaan / kawasan yang PBT ada kuasa untuk laksanakan tindakan.",https://x.com/lady_bugg11/status/2020737677977698712,neutral,Mon Feb 09 05:53:00 +0000 2026,58,16,8,3568,0.0,117,117.568,,
x,post,2020881227377721600,"—  SNBT UTBK PWK ITS 2025 [2]
Untuk detail lengkap hasil survei, silakan scan QR Code yang tersedia di gambar! https://t.co/8l3VpL00V4",https://x.com/amorevies/status/2020881227377721600,neutral,Mon Feb 09 15:23:25 +0000 2026,0,0,1,14,0.0,1,3.014,,
x,comment,,,,neutral,2026-02-09T23:34:04.372359,0,0,0,0,0.0,0,,,0.0
x,post,2018541072524410889,"Pilihan Raya PBT Beri Kuasa Kepada Rakyat Untuk Memilih #MGFlash 

Pilihan raya pihak berkuasa tempatan (PBT) mampu mewujudkan sistem semak dan imbang yang lebih sihat. https://t.co/WwNkG6mJ8e",https://x.com/MalaysiaGazette/status/2018541072524410889,neutral,Tue Feb 03 04:24:29 +0000 2026,0,0,2,265,0.0,4,6.265,,
x,comment,,,,neutral,2026-02-09T23:34:04.372401,0,0,0,0,0.0,0,,,0.0
x,post,2019066045453959589,"MUSLIHAT TERSEMBUNYI DAP DI SEBALIK PILIHAN RAYA PBT

“HANYA DAP yang beria-ia inginkan pilihan raya PBT, hakikatnya ada muslihat di sebalik kegelojohan itu.”

#Berita757
#RakyatKeutamaanKami https://t.co/LaflxJcuDf",https://x.com/berita757/status/2019066045453959589,neutral,Wed Feb 04 15:10:32 +0000 2026,0,0,0,17,0.0,0,0.017,,
x,post,2019613037922255206,"Dewan Pemuda PAS Malaysia memandang serius cadangan pelaksanaan Pilihan Raya Pihak Berkuasa Tempatan (PBT) yang kini dijenamakan semula sebagai Pilihan Raya Datuk Bandar.

Berita penuh

https://t.co/fo0g7wrcgN https://t.co/N0c60IQd8G",https://x.com/harakahdailyHD/status/2019613037922255206,neutral,Fri Feb 06 03:24:05 +0000 2026,19,7,14,1351,0.0,53,76.351,,
x,comment,,,,neutral,2026-02-09T23:34:04.372472,0,0,1,0,0.0,3,,,0.0
x,comment,,,,neutral,2026-02-09T23:34:04.372480,0,0,0,0,0.0,0,,,0.0
x,comment,,,,neutral,2026-02-09T23:34:04.372488,0,0,0,0,0.0,0,,,0.0
x,comment,,,,neutral,2026-02-09T23:34:04.372496,0,0,0,0,0.0,0,,,0.0
x,comment,,,,neutral,2026-02-09T23:34:04.372503,0,0,0,0,0.0,0,,,0.0
x,comment,,,,neutral,2026-02-09T23:34:04.372510,0,0,0,0,0.0,0,,,0.0
x,comment,,,,neutral,2026-02-09T23:34:04.372517,0,0,0,0,0.0,0,,,0.0
x,comment,,,,neutral,2026-02-09T23:34:04.372525,0,0,0,0,0.0,0,,,0.0
x,comment,,,,neutral,2026-02-09T23:34:04.372532,0,0,0,0,0.0,0,,,0.0
x,comment,,,,neutral,2026-02-09T23:34:04.372539,0,0,0,0,0.0,0,,,0.0
x,comment,,,,neutral,2026-02-09T23:34:04.372546,0,0,0,0,0.0,0,,,0.0
x,comment,,,,neutral,2026-02-09T23:34:04.372760,0,0,0,0,0.0,0,,,0.0
x,comment,,,,neutral,2026-02-09T23:34:04.372772,0,0,0,0,0.0,0,,,0.0
x,post,2018563690912796893,"Kajian proses pelaksanaan pilihan raya Pihak Berkuasa Tempatan (PBT) di ibu kota bukan dibuat oleh DAP sebaliknya dijalankan oleh Universiti Islam Antarabangsa Malaysia (UIAM), kata Menteri di Jabatan Perdana Menteri (Wilayah Persekutuan), Hannah Yeoh.

Menurut Yeoh, penyelidikan berkenaan dijalankan oleh sebuah universiti yang mempunyai reputasi dan beliau yakin penyelidikannya berkualiti tinggi.

#HannahYeoh #UIAM #SPRM #DBKL #WilayahPersekutuan",https://x.com/Scoopdotmy/status/2018563690912796893,neutral,Tue Feb 03 05:54:21 +0000 2026,1,0,0,268,0.0,3,1.268,,
x,post,2019797314597249350,"#BuletinBernama: Jangan pandang rendah Universiti Awam laksana kajian pilihan raya PBT

#digitalbernamatv #fahmifadzil #universitiawam #pilihanrayapbt #datukbandar https://t.co/IksjOW7ppl",https://x.com/BernamaTV/status/2019797314597249350,neutral,Fri Feb 06 15:36:20 +0000 2026,1,0,0,247,0.0,3,1.2469999999999999,,
x,post,2018618156064158204,"PILIHAN RAYA PBT, KAJIAN KEBOLEHLAKSANAAN DIJALANKAN UIAM SEJAK DISEMBER 2025

'Yang sahih di RTM'
#RTM #BeritaRTM #MalaysiaMadani #TaatSetia #BersamaMALAYSIAKU #RancakkanMADANI #MADANIBekerja https://t.co/iVSeLZWK7b",https://x.com/beritartm/status/2018618156064158204,neutral,Tue Feb 03 09:30:47 +0000 2026,1,0,0,95,0.0,1,1.095,,
x,post,2020880096610128067,เคสนี้ตลกมาก รู้ปะว่าตอนแรกมันจะแก้ด้วยการติดตัวเลขใหม่ให้สอดคล้องกันกับจำนวนที่มีผู้มาใช้สิทธิ์แต่ก็ให้ภจทชนะอยู่ดีเพราะต่อให้เอาคะแนนที่เขย่งไปยกให้ปชน.ยังไงปชนก็แพ้ อย่าทำเรื่องง่ายให้เปนเรื่องยาก อห,https://x.com/Tiya66795885/status/2020880096610128067,neutral,Mon Feb 09 15:18:55 +0000 2026,0,0,0,22,0.0,0,0.022,,
x,post,2018560526721470565,"Ditujukan khusus untuk Akmal dan Para Penunggang

Kajian pelaksanaan pilihan raya pihak berkuasa tempatan (PBT) termasuk kaedah pelantikan Datuk Bandar bukan dijalankan oleh mana-mana pemimpin DAP, sebaliknya dikendalikan oleh Universiti Islam Antarabangsa Malaysia (UIAM), jelas Hannah Yeoh.",https://x.com/Nazril_Iznil/status/2018560526721470565,neutral,Tue Feb 03 05:41:47 +0000 2026,83,21,9,2772,0.0,140,154.772,,
x,comment,,,,neutral,2026-02-09T23:34:04.372411,0,0,0,0,0.0,0,,,0.0
x,comment,,,,neutral,2026-02-09T23:34:04.372419,0,0,0,0,0.0,0,,,0.0
x,comment,,,,neutral,2026-02-09T23:34:04.372427,0,0,0,0,0.0,0,,,0.0
x,comment,,,,neutral,2026-02-09T23:34:04.372434,0,0,0,0,0.0,0,,,0.0
x,comment,,,,neutral,2026-02-09T23:34:04.372442,0,0,0,0,0.0,0,,,0.0
x,comment,,,,neutral,2026-02-09T23:34:04.372450,0,0,0,0,0.0,0,,,0.0
x,comment,,,,neutral,2026-02-09T23:34:04.372457,0,0,0,0,0.0,0,,,0.0
x,comment,,,,neutral,2026-02-09T23:34:04.372465,0,0,0,0,0.0,0,,,0.0
