Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
x,post,2.0207376779776988e+18,"Sekelip mata kau berubah ya Sinar Harian. Agak² la PMX mana ada kuasa suruh PBT pi meroboh bagai.

Yang PMX nyatakan itu ialah kerajaan persekutuan beri endorsement kepada PBT untuk kuatkuasakan undang² sedia ada yang membenarkan perobohan mana² binaan haram termasuklah kuil yang didirikan atas tanah kerajaan / kawasan yang PBT ada kuasa untuk laksanakan tindakan.",https://x.com/lady_bugg11/status/2020737677977698712,negative,Mon Feb 09 05:53:00 +0000 2026,65,18,8,3979,0.2,130,128.979,,,negative,0.9945027828216552,anger,0.7220193147659302,0.1584284305572509,0.035220768302679,0.0603318028151989,0.0042035239748656,0.0197960771620273
x,comment,,,,neutral,2026-02-10T00:38:39.921181,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921192,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921200,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921207,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921215,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921222,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921229,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921235,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,post,2.020896376738169e+18,"@yippyuppy @karirfess tapi bener loh kak, pendidikan dan kesehatan jadi pendukung. buktinya dana nya diambil semua buat mbg. mendukung bgt kan ☺️☺️☺️
gaji guru gak ada, bpjs gratis dinonaktifkan, tapi mbg jalan sampe kiamat. https://t.co/1Xy5WZ3Ssm",https://x.com/happiiinesz/status/2020896376738169187,positive,Mon Feb 09 16:23:37 +0000 2026,0,0,0,24,0.8,0,0.024,,,positive,0.9895617365837096,happy,0.0240844655781984,0.0207501649856567,0.8740211129188538,0.0786335840821266,0.0019871124532073,0.0005235955468378
x,post,2.0199252385790979e+18,"Kajian UIAM berkenaan Pilihan Raya PBT.

Saya pun tak faham mengapa YB Takiyuddin Hassan persoal kewibawaan UIA dalam membuat kajian konon atas sebab UIA bukan sebuah universiti yang senior?

1/6 https://t.co/lhRyqXDWwR",https://x.com/faisalazizfa/status/2019925238579097763,positive,Sat Feb 07 00:04:39 +0000 2026,80,30,11,8726,0.8,208,181.726,,,positive,0.9753558039665222,anger,0.5067406296730042,0.1482737064361572,0.1505245864391327,0.1234104111790657,0.0022615741472691,0.0687890797853469
x,comment,,,,neutral,2026-02-10T00:38:39.921288,0,0,1,0,0.0,3,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921313,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921322,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921330,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921337,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921344,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921351,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921358,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921365,0,0,1,0,0.0,3,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,post,2.020897879670559e+18,ดราม่าคลองหก ที่ระบุว่าไม่โปร่งใสจนนักศึกษาร้องขอมีการนับคะแนนใหม่ก่อนปรากกฏว่าคะแนนของผู้สมัครพรรคประชาชนพลิกชนะผู้สมัครพรรคภูมิใจไทย ข้อเท็จจริง ธันยนันท์ ผู้สมัคร ส.ส.ปทุมธานี พรรคประชาชน ระบุว่าเรื่องจริงคือมีการนับคะแนนใหม่จริงแต่ผลที่ออกมานั้นไม่ได้แตกต่างจากการนับครั้งแรก https://t.co/av99ZWwGig,https://x.com/jeabPum/status/2020897879670559055,positive,Mon Feb 09 16:29:35 +0000 2026,2,0,0,49,0.8,2,2.049,,,positive,0.5402057766914368,happy,0.0431931540369987,0.025564931333065,0.8639509081840515,0.063503198325634,0.0020926501601934,0.001695088809356
x,post,2.0182568150841672e+18,"Reformasi DBKL.
Pilihan raya PBT.
Pendidikan murid 6 tahun.

Semua ini dibedah dalam Lebih Masa Episod 69.

🗓 Isnin | 2 Feb
⏰ 9:00 malam

Dasar awam bukan sekadar wacana — ia menentukan masa depan bandar &amp; negara.

#LebihMasa #Episod69 #ReformasiDBKL https://t.co/LEKzvuqc3C",https://x.com/lebih_masa/status/2018256815084167276,neutral,Mon Feb 02 09:34:56 +0000 2026,22,9,1,520,0.5,37,43.52,,,neutral,0.9917852878570556,happy,0.2748570442199707,0.0436722189188003,0.3801568448543548,0.2950216233730316,0.003519287565723,0.0027728886343538
x,comment,,,,neutral,2026-02-10T00:38:39.921135,0,0,1,0,0.0,3,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,post,2.0208990303233475e+18,"พึ่งเข้าด้อมซักพ๊ากแล้วคั้บ หาเพื่อนด้อมปภว.จำนวนมาก🥹🥺🫶🏻💖 เป็นเเม่น้องปังอ้วม เคะพี่ตั้งคับ เเหะๆ 👉🏻👈🏻

ปล.ช่วงนี้รีการเมืองแต่ก็พักสมองเติมปภว.บ้าง มาเล่นด้วยกันได้นะกั๊บ คุยได้ทุกเรื่องเยย🥺💕🤟🏻
#แลกฟอลเพื่อปอนด์ภูวินทร์ https://t.co/mzRWMtiY6G",https://x.com/panchayaPCN/status/2020899030323347562,neutral,Mon Feb 09 16:34:09 +0000 2026,0,0,1,3,0.5,1,3.003,,,neutral,0.9347196817398072,anger,0.7210908532142639,0.0452591367065906,0.1267461329698562,0.0990491956472396,0.0062750480137765,0.0015797223895788
x,comment,,,,neutral,2026-02-10T00:38:39.921242,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,post,2.0190660454539597e+18,"MUSLIHAT TERSEMBUNYI DAP DI SEBALIK PILIHAN RAYA PBT

“HANYA DAP yang beria-ia inginkan pilihan raya PBT, hakikatnya ada muslihat di sebalik kegelojohan itu.”

#Berita757
#RakyatKeutamaanKami https://t.co/LaflxJcuDf",https://x.com/berita757/status/2019066045453959589,positive,Wed Feb 04 15:10:32 +0000 2026,0,0,0,17,0.8,0,0.017,,,positive,0.9937542080879213,happy,0.0678124576807022,0.0814742445945739,0.7566980123519897,0.0775517597794532,0.007137413136661,0.0093260472640395
x,post,2.0189458631257748e+18,"Menteri Besar, Dato’ Seri Ir Dr Ahmad Samsuri Mokhtar menyatakan pendirian tidak bersetuju dengan cadangan mengadakan pilihan raya Datuk Bandar di peringkat pihak berkuasa tempatan (PBT), termasuk di Terengganu.

Berita penuh

https://t.co/z6XCfjfSGV https://t.co/SBFQlYK6th",https://x.com/harakahdailyHD/status/2018945863125774735,positive,Wed Feb 04 07:12:58 +0000 2026,62,13,47,19761,0.8,319,248.761,,,positive,0.9893423318862916,fear,0.0029832001309841,0.9785128831863404,0.0102182198315858,0.00647784024477,0.0002758031478151,0.0015322244726121
x,comment,,,,neutral,2026-02-10T00:38:39.921373,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921381,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921388,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921395,0,0,1,0,0.0,3,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921403,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921410,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921417,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921424,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921431,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921439,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921447,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921453,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921461,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921468,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921474,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921481,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921488,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921495,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921502,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921510,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921517,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921524,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921530,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921538,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921544,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921551,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921558,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921565,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921572,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921579,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921586,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921593,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921601,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
x,comment,,,,neutral,2026-02-10T00:38:39.921648,0,0,0,0,0.0,0,,,0.0,neutral,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
