Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers
x,post,2021085793188708540,"เชื่อว่าหลายคนคงได้เข้าร่วมโครงการคนละครึ่งพลัส หนึ่งในนโยบายเรือธงของพรรคภูมิใจไทย ซึ่งก็มีการยืนยันว่าคนละครึ่งพลัสเฟส 2 เดินหน้าต่อแต่นอน แต่อยู่ระหว่างออกแบบโครงการ

#คนละครึ่งพลัส #พรรคภูมิใจไทย #ผลเลือกตั้ง69 #ผลการเลือกตั้ง #คะแนนเลือกตั้ง #เลือกตั้ง #เลือกตั้ง2569 #เลือกตั้ง69 #ประชามติ69 #Election69 #เสียงของทุกคนฝ่าวิกฤตประเทศไทย #ไทยพีบีเอสเลือกตั้ง69 #ข่าวไทยพีบีเอส #ข่าวที่คุณวางใจ #ThaiPBSnews #ThaiPBS",https://x.com/ThaiPBSNews/status/2021085793188708540,neutral,Tue Feb 10 04:56:17 +0000 2026,0,0,1,198,0.0,2,3.198,,
x,post,1797485862793674941,"""Kita tak boleh buat pilihan raya PBT nanti habis Melayu hilang kuasa tak dapat jadi Datuk Bandar dah"" https://t.co/USHUJ63whT",https://x.com/muhammadnajib79/status/1797485862793674941,neutral,Mon Jun 03 04:30:00 +0000 2024,1073,720,30,106092,0.0,2883,2709.092,,
x,comment,,,,neutral,2026-02-10T13:19:24.147475,0,0,5,0,0.0,15,,,0.0
x,comment,,,,neutral,2026-02-10T13:19:24.147479,0,0,1,0,0.0,3,,,0.0
x,comment,,,,neutral,2026-02-10T13:19:24.147483,0,0,0,0,0.0,0,,,0.0
x,comment,,,,neutral,2026-02-10T13:19:24.147486,0,0,0,0,0.0,0,,,0.0
x,comment,,,,neutral,2026-02-10T13:19:24.147489,0,0,0,0,0.0,0,,,0.0
x,comment,,,,neutral,2026-02-10T13:19:24.147492,0,0,0,0,0.0,0,,,0.0
x,comment,,,,neutral,2026-02-10T13:19:24.147496,0,0,0,0,0.0,0,,,0.0
x,comment,,,,neutral,2026-02-10T13:19:24.147499,0,0,0,0,0.0,0,,,0.0
x,comment,,,,neutral,2026-02-10T13:19:24.147503,0,0,0,0,0.0,0,,,0.0
x,comment,,,,neutral,2026-02-10T13:19:24.147506,0,0,0,0,0.0,0,,,0.0
x,comment,,,,neutral,2026-02-10T13:19:24.147510,0,0,0,0,0.0,0,,,0.0
