Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise,text_length,word_count,has_url,has_mention,has_hashtag,mention_count,hashtag_count
instagram,comment,18164575780381979,i miss duet,,neutral,2026-05-23 05:39:18+00:00,0,0,0,0,0.5,0,,,0.0,neutral,0.7772783041000366,english,Mixed/Urban,love,0.1349913030862808,0.1150502413511276,0.1263661384582519,0.0764469057321548,0.2521929740905761,0.0998038575053215,11,3,False,False,False,0,0
instagram,comment,17968350501066354,manusia membuat asumsi dari pengalaman masa lalu bukan dari realita.,,neutral,2026-05-21 02:49:44+00:00,0,0,0,0,0.5,0,,,0.0,neutral,0.8170348405838013,english,Mixed/Urban,no_clear_emotion,0.090310163795948,0.0169443767517805,0.0760864242911338,0.0427847988903522,0.2118192166090011,0.0326764024794101,68,10,False,False,False,0,0
instagram,comment,17969866830076890,Send me this post,,neutral,2026-05-21 00:36:45+00:00,0,0,0,0,0.5,0,,,0.0,neutral,0.8223299980163574,english,Mixed/Urban,happy,0.0561996288597583,0.0828179866075515,0.3391964733600616,0.0275855362415313,0.187338575720787,0.0440063774585723,17,4,False,False,False,0,0
instagram,comment,18122033878647890,🙌,,positive,2026-05-22 07:17:26+00:00,0,0,0,0,0.8714138269424438,0,,,0.0,positive,0.5713794231414795,multilingual,Unknown,no_clear_emotion,0.1086533442139625,0.0527004860341548,0.0860832929611206,0.026360023766756,0.3160346448421478,0.0384616628289222,1,1,False,False,False,0,0
instagram,comment,18186078412379111,kuning kuning golkar ta iku,,neutral,2026-05-21 06:07:09+00:00,0,0,0,0,0.5,0,,,0.0,neutral,0.8168528079986572,english,Mixed/Urban,love,0.1849644780158996,0.0444241277873516,0.0844786316156387,0.0206451080739498,0.3232318460941314,0.0255025289952754,27,5,False,False,False,0,0
instagram,comment,17866944339546897,🕺🏻🕺🏻,,positive,2026-05-20 08:12:01+00:00,0,0,0,0,0.8714138269424438,0,,,0.0,positive,0.5713794231414795,multilingual,Unknown,love,0.1457086205482483,0.0684340149164199,0.083145223557949,0.0351221747696399,0.3535843789577484,0.0294218622148036,4,1,False,False,False,0,0
instagram,comment,18073579454435613,Melu aku rekkk,,negative,2026-05-20 08:11:36+00:00,0,0,0,0,0.138905918598175,0,,,0.0,negative,0.5369802713394165,multilingual,Unknown,no_clear_emotion,0.1538031697273254,0.0504720099270343,0.0830957889556884,0.0367204286158084,0.2601217031478882,0.0299888085573911,14,3,False,False,False,0,0
instagram,comment,18335353987218456,😍😍😍😍,,positive,2026-05-20 07:07:37+00:00,0,0,0,0,0.8714138269424438,0,,,0.0,positive,0.5713794231414795,multilingual,Unknown,love,0.0697561129927635,0.0440836884081363,0.0941914543509483,0.0324490033090114,0.6619473695755005,0.0209809932857751,4,1,False,False,False,0,0
instagram,comment,18103627126797613,🔥🔥🔥,,positive,2026-05-20 07:07:13+00:00,0,0,0,0,0.8714138269424438,0,,,0.0,positive,0.5713794231414795,multilingual,Unknown,love,0.1640661060810089,0.1168622821569442,0.1322527080774307,0.1027906015515327,0.2153995484113693,0.0934388637542724,3,1,False,False,False,0,0
instagram,comment,17882999721415630,kak mau link itu dong aku gk ketemu,,neutral,2026-05-19 13:16:10+00:00,0,0,0,0,0.5,0,,,0.0,neutral,0.7856406569480896,english,Mixed/Urban,love,0.0516046471893787,0.087808221578598,0.0185131728649139,0.142176404595375,0.319266527891159,0.3133042454719543,35,8,False,False,False,0,0
instagram,comment,18091464010999260,Adekkk semangat yaaa🔥👏,,negative,2026-05-18 14:44:35+00:00,0,0,0,0,0.0988881021738052,0,,,0.0,negative,0.6703729927539825,multilingual,Unknown,happy,0.033779539167881,0.0333582088351249,0.5659987330436707,0.0187903009355068,0.2687020599842071,0.0224865563213825,22,3,False,False,False,0,0
instagram,comment,18139990084521211,tantikkk Ali looooo,,neutral,2026-05-18 13:44:09+00:00,0,0,0,0,0.5,0,,,0.0,neutral,0.7837189435958862,english,Mixed/Urban,love,0.1553852409124374,0.0545772202312946,0.093582771718502,0.0485285967588424,0.4100514948368072,0.0328618101775646,19,3,False,False,False,0,0
