Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
facebook,post,1587648002927021,"[Next]  PRN Negeri Sembilan. Situasi Negeri Sembilan tidak sama dengan Johor.

Anda sokong yang mana?

A. Pakatan Harapan 
B. Barisan Nasional + Perikatan Nasional 

Sila komen undian anda.",https://www.facebook.com/PengundiMY/posts/pfbid02VT6JLaRQw47MfdvZwYTiKZmDUD8mtEEFibu7npVFZ3B5xAoa8WDiZQWmiRN34EJ2l,,,negative,2026-07-13 05:00:54+00:00,421,97,899,0,0.0004855513572692982,1417,,,negative,0.998381495475769,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.04009704291820526,0.1005493700504303,0.01284024864435196,0.057152651250362396,0.12996000051498413,0.255164235830307
facebook,comment,Y29tbWVudDoxNTg3NjQ4MDAyOTI3MDIxXzEzNDkzMzIwMDk5NTI2OTY=,"Bantu admin dengan hanya klik link dibawah sahaja. Tak perlu beli pun takper.

https://s.shopee.com.my/2Vpy7yfIZc",,https://www.facebook.com/PengundiMY/posts/pfbid02VT6JLaRQw47MfdvZwYTiKZmDUD8mtEEFibu7npVFZ3B5xAoa8WDiZQWmiRN34EJ2l,pfbid02VT6JLaRQw47MfdvZwYTiKZmDUD8mtEEFibu7npVFZ3B5xAoa8WDiZQWmiRN34EJ2l,neutral,2026-07-13 05:01:31+00:00,0,0,0,0,0.5,0,Pengundi Malaysia,0.0,neutral,0.9579441547393799,malay,Malay/Bumiputera,Unknown,0.25,surprise,0.02003861963748932,0.03212893754243851,0.02098877914249897,0.04348035529255867,0.10844637453556061,0.418016254901886
facebook,comment,Y29tbWVudDoxNTg3NjQ4MDAyOTI3MDIxXzk1NDAzMzM0NDMyMTk1Ng==,PH harapan ku,,https://www.facebook.com/PengundiMY/posts/pfbid02VT6JLaRQw47MfdvZwYTiKZmDUD8mtEEFibu7npVFZ3B5xAoa8WDiZQWmiRN34EJ2l,pfbid02VT6JLaRQw47MfdvZwYTiKZmDUD8mtEEFibu7npVFZ3B5xAoa8WDiZQWmiRN34EJ2l,positive,2026-07-13 06:55:30+00:00,76,0,13,0,0.9029747277498245,102,Abdul Rahim,0.0,positive,0.6765824258327484,multilingual,Malay/Bumiputera,Malay/Bumiputera,0.8,love,0.030558664351701736,0.08631795644760132,0.2345017045736313,0.029015228152275085,0.5084155201911926,0.05177401378750801
facebook,comment,Y29tbWVudDoxNTg3NjQ4MDAyOTI3MDIxXzEwNTQwNjU4OTcyNzE0NzQ=,Biru dah menang bagi lah merah pulak.Apa2 pun PMX terbaik,,https://www.facebook.com/PengundiMY/posts/pfbid02VT6JLaRQw47MfdvZwYTiKZmDUD8mtEEFibu7npVFZ3B5xAoa8WDiZQWmiRN34EJ2l,pfbid02VT6JLaRQw47MfdvZwYTiKZmDUD8mtEEFibu7npVFZ3B5xAoa8WDiZQWmiRN34EJ2l,negative,2026-07-13 08:05:22+00:00,51,0,15,0,0.0010796427726745828,81,Teh Langkawi,0.0,negative,0.9964011907577515,malay,Chinese,Chinese,0.82,love,0.01577221043407917,0.028466621413826942,0.13985171914100647,0.017286624759435654,0.4785442650318146,0.07612113654613495
facebook,comment,Y29tbWVudDoxNTg3NjQ4MDAyOTI3MDIxXzE1NjM5NDY3Nzg2OTg0NjA=,Tentu lah PH,,https://www.facebook.com/PengundiMY/posts/pfbid02VT6JLaRQw47MfdvZwYTiKZmDUD8mtEEFibu7npVFZ3B5xAoa8WDiZQWmiRN34EJ2l,pfbid02VT6JLaRQw47MfdvZwYTiKZmDUD8mtEEFibu7npVFZ3B5xAoa8WDiZQWmiRN34EJ2l,positive,2026-07-13 08:51:44+00:00,39,0,4,0,0.9993327558040619,47,The Side Leong,0.0,positive,0.9977758526802063,malay,Chinese,Chinese,0.82,love,0.08130554854869843,0.07508717477321625,0.09574533253908157,0.04989330843091011,0.4173581004142761,0.10039442777633667
facebook,comment,Y29tbWVudDoxNTg3NjQ4MDAyOTI3MDIxXzI3NDc0MzQ5ODUyMjQ2MTM5,korang yg dekat n9 aje yg merasakan mb korang mcmana..kerajaan korang mcmana ...  dekat situ. korang nilaikan lah ..,,https://www.facebook.com/PengundiMY/posts/pfbid02VT6JLaRQw47MfdvZwYTiKZmDUD8mtEEFibu7npVFZ3B5xAoa8WDiZQWmiRN34EJ2l,pfbid02VT6JLaRQw47MfdvZwYTiKZmDUD8mtEEFibu7npVFZ3B5xAoa8WDiZQWmiRN34EJ2l,negative,2026-07-13 08:22:23+00:00,18,0,2,0,0.0004984974861145242,22,Mohdhad,0.0,negative,0.9983383417129517,malay,Malay/Bumiputera,Malay/Bumiputera,0.72,love,0.016310730949044228,0.00859255250543356,0.022929031401872635,0.016239773482084274,0.8618901371955872,0.02208881638944149
facebook,comment,Y29tbWVudDoxNTg3NjQ4MDAyOTI3MDIxXzE1NjQzMDM3NTE5Mzc4NDI=,Sokong pH lah yg terbaik,,https://www.facebook.com/PengundiMY/posts/pfbid02VT6JLaRQw47MfdvZwYTiKZmDUD8mtEEFibu7npVFZ3B5xAoa8WDiZQWmiRN34EJ2l,pfbid02VT6JLaRQw47MfdvZwYTiKZmDUD8mtEEFibu7npVFZ3B5xAoa8WDiZQWmiRN34EJ2l,positive,2026-07-13 07:17:12+00:00,51,0,2,0,0.9994085013866424,55,Solehudin Ramli,0.0,positive,0.9980283379554749,malay,Malay/Bumiputera,Malay/Bumiputera,0.8,love,0.03118191659450531,0.011978168971836567,0.14318114519119263,0.008893880061805248,0.6986011862754822,0.018505271524190903
facebook,comment,Y29tbWVudDoxNTg3NjQ4MDAyOTI3MDIxXzI3MjExMzQ1NTE1OTg3NDI=,"RAKYAT SABAH dah kuburkan PH
BANGSA JOHOR dah kuburkan PH
WAGHIH apo laie !!!!",,https://www.facebook.com/PengundiMY/posts/pfbid02VT6JLaRQw47MfdvZwYTiKZmDUD8mtEEFibu7npVFZ3B5xAoa8WDiZQWmiRN34EJ2l,pfbid02VT6JLaRQw47MfdvZwYTiKZmDUD8mtEEFibu7npVFZ3B5xAoa8WDiZQWmiRN34EJ2l,negative,2026-07-13 10:31:59+00:00,22,0,8,0,0.0005534112453460804,38,Faizul Shahrom,0.0,negative,0.9981552958488464,malay,Malay/Bumiputera,Unknown,0.25,love,0.05427035689353943,0.01966673508286476,0.07462316751480103,0.0368843600153923,0.6865338087081909,0.02018807828426361
facebook,comment,Y29tbWVudDoxNTg3NjQ4MDAyOTI3MDIxXzI3MjIxMDI3ODU0MjM2MzM4,Berangan itu free. BN tkde pun kluar apa2 kenyataan utk kerjasama dngan Pas. Pas jer yg terhegeh hegeh nk bersama BN. Sama jgk kat Johor. Last2 Pas kene reject dngan Onn Hafiz sendiri. Padam muka,,https://www.facebook.com/PengundiMY/posts/pfbid02VT6JLaRQw47MfdvZwYTiKZmDUD8mtEEFibu7npVFZ3B5xAoa8WDiZQWmiRN34EJ2l,pfbid02VT6JLaRQw47MfdvZwYTiKZmDUD8mtEEFibu7npVFZ3B5xAoa8WDiZQWmiRN34EJ2l,positive,2026-07-13 05:09:34+00:00,29,0,24,0,0.978965526819229,77,Wazi Azimi,0.0,positive,0.9298850893974304,malay,Malay/Bumiputera,Unknown,0.25,anger,0.31043505668640137,0.04199809208512306,0.02196279913187027,0.10323882102966309,0.2560012638568878,0.052949193865060806
facebook,comment,Y29tbWVudDoxNTg3NjQ4MDAyOTI3MDIxXzE1OTIyMjk1Mjg5OTQzMjU=,Sudah pasti Penyatuan Ummah.,,https://www.facebook.com/PengundiMY/posts/pfbid02VT6JLaRQw47MfdvZwYTiKZmDUD8mtEEFibu7npVFZ3B5xAoa8WDiZQWmiRN34EJ2l,pfbid02VT6JLaRQw47MfdvZwYTiKZmDUD8mtEEFibu7npVFZ3B5xAoa8WDiZQWmiRN34EJ2l,positive,2026-07-13 05:03:53+00:00,25,0,0,0,0.9988463103771209,25,Kamal Hassan,0.0,positive,0.9961543679237366,malay,Malay/Bumiputera,Malay/Bumiputera,0.8,happy,0.01944819837808609,0.0647568330168724,0.7854378819465637,0.011738070286810398,0.07384220510721207,0.02129533141851425
