Platform,Type,ID,Text,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement
Instagram,Photo,INSTAGRAM001,Just tried budi95 - amazing quality and value!,Neutral,2026-03-26,152,21,18,1812,0.41,191
Instagram,IGTV,INSTAGRAM002,budi95 in Malaysia is really good. Worth trying!,Negative,2026-03-26,462,93,65,5517,0.19,620
Instagram,Video,INSTAGRAM003,Just tried budi95 - amazing quality and value!,Negative,2026-04-22,320,66,49,3458,0.29,435
Instagram,Reel,INSTAGRAM004,budi95 in Malaysia is really good. Worth trying!,Neutral,2026-03-29,320,85,24,3084,0.45,429
Instagram,Story,INSTAGRAM005,Great experience with budi95! Highly recommended in Malaysia.,Negative,2026-04-08,276,29,22,1996,0.26,327
Instagram,IGTV,INSTAGRAM006,Just tried budi95 - amazing quality and value!,Neutral,2026-04-02,150,37,14,1193,0.48,201
Instagram,Reel,INSTAGRAM007,Just tried budi95 - amazing quality and value!,Negative,2026-04-02,460,105,51,5319,0.1,616
Instagram,Reel,INSTAGRAM008,budi95 in Malaysia is really good. Worth trying!,Negative,2026-04-20,266,72,36,3619,0.11,374
Instagram,Photo,INSTAGRAM009,Just tried budi95 - amazing quality and value!,Negative,2026-04-17,187,33,19,1534,0.19,239
Instagram,Photo,INSTAGRAM010,Great experience with budi95! Highly recommended in Malaysia.,Neutral,2026-03-30,364,63,39,2068,0.54,466
Instagram,Story,INSTAGRAM011,budi95 in Malaysia is really good. Worth trying!,Neutral,2026-04-20,290,63,55,2300,0.46,408
Instagram,Story,INSTAGRAM012,Great experience with budi95! Highly recommended in Malaysia.,Negative,2026-04-08,320,60,48,4031,0.1,428
Instagram,IGTV,INSTAGRAM013,Great experience with budi95! Highly recommended in Malaysia.,Neutral,2026-03-24,162,34,25,2400,0.59,221
Instagram,Photo,INSTAGRAM014,budi95 in Malaysia is really good. Worth trying!,Negative,2026-04-10,314,43,54,2267,0.17,411
Instagram,Video,INSTAGRAM015,budi95 in Malaysia is really good. Worth trying!,Neutral,2026-04-09,285,62,45,2445,0.47,392
Instagram,Photo,INSTAGRAM016,budi95 in Malaysia is really good. Worth trying!,Negative,2026-03-24,223,23,16,1479,0.29,262
Instagram,IGTV,INSTAGRAM017,Great experience with budi95! Highly recommended in Malaysia.,Negative,2026-04-08,390,71,26,2500,0.33,487
Instagram,Photo,INSTAGRAM018,Great experience with budi95! Highly recommended in Malaysia.,Negative,2026-04-14,192,29,24,1081,0.1,245
Instagram,Video,INSTAGRAM019,budi95 in Malaysia is really good. Worth trying!,Neutral,2026-04-17,251,39,42,1738,0.44,332
Instagram,Video,INSTAGRAM020,Great experience with budi95! Highly recommended in Malaysia.,Neutral,2026-04-18,468,50,39,4663,0.5,557
Instagram,Photo,INSTAGRAM021,Just tried budi95 - amazing quality and value!,Negative,2026-04-05,484,126,33,4976,0.37,643
Instagram,Photo,INSTAGRAM022,Just tried budi95 - amazing quality and value!,Negative,2026-04-01,87,12,16,982,0.1,115
Instagram,IGTV,INSTAGRAM023,budi95 in Malaysia is really good. Worth trying!,Neutral,2026-03-25,333,91,39,2926,0.52,463
Instagram,Reel,INSTAGRAM024,Just tried budi95 - amazing quality and value!,Negative,2026-03-24,206,34,37,2868,0.23,277
