Platform,Type,ID,Text,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement
Instagram,Video,INSTAGRAM001,Just tried makanan halal sedap di Kuala Lumpur - amazing quality and value!,Neutral,2025-09-06,182,31,18,2549,0.56,231
Instagram,Video,INSTAGRAM002,makanan halal sedap di Kuala Lumpur in Malaysia is really good. Worth trying!,Neutral,2025-09-03,431,110,52,5249,0.43,593
Instagram,IGTV,INSTAGRAM003,Just tried makanan halal sedap di Kuala Lumpur - amazing quality and value!,Neutral,2025-09-27,533,100,105,2681,0.43,738
Instagram,Video,INSTAGRAM004,Just tried makanan halal sedap di Kuala Lumpur - amazing quality and value!,Neutral,2025-09-09,552,118,44,5122,0.42,714
Instagram,Photo,INSTAGRAM005,makanan halal sedap di Kuala Lumpur in Malaysia is really good. Worth trying!,Negative,2025-09-11,245,41,43,1862,0.24,329
Instagram,Photo,INSTAGRAM006,Great experience with makanan halal sedap di Kuala Lumpur! Highly recommended in Malaysia.,Negative,2025-09-21,161,29,11,1880,0.1,201
Instagram,Story,INSTAGRAM007,Just tried makanan halal sedap di Kuala Lumpur - amazing quality and value!,Negative,2025-09-04,352,56,64,3755,0.38,472
Instagram,IGTV,INSTAGRAM008,Great experience with makanan halal sedap di Kuala Lumpur! Highly recommended in Malaysia.,Negative,2025-09-13,198,42,35,2158,0.22,275
Instagram,Photo,INSTAGRAM009,Great experience with makanan halal sedap di Kuala Lumpur! Highly recommended in Malaysia.,Neutral,2025-09-08,146,28,18,1600,0.55,192
Instagram,Reel,INSTAGRAM010,Just tried makanan halal sedap di Kuala Lumpur - amazing quality and value!,Neutral,2025-09-08,111,17,5,747,0.57,133
Instagram,Video,INSTAGRAM011,makanan halal sedap di Kuala Lumpur in Malaysia is really good. Worth trying!,Neutral,2025-09-12,151,34,18,796,0.43,203
Instagram,Photo,INSTAGRAM012,makanan halal sedap di Kuala Lumpur in Malaysia is really good. Worth trying!,Negative,2025-09-07,244,31,29,3436,0.12,304
Instagram,Reel,INSTAGRAM013,makanan halal sedap di Kuala Lumpur in Malaysia is really good. Worth trying!,Negative,2025-09-03,135,20,17,1870,0.15,172
Instagram,Reel,INSTAGRAM014,makanan halal sedap di Kuala Lumpur in Malaysia is really good. Worth trying!,Negative,2025-09-26,327,77,26,4462,0.29,430
Instagram,Video,INSTAGRAM015,Just tried makanan halal sedap di Kuala Lumpur - amazing quality and value!,Neutral,2025-09-21,240,37,23,2635,0.45,300
Instagram,Story,INSTAGRAM016,makanan halal sedap di Kuala Lumpur in Malaysia is really good. Worth trying!,Neutral,2025-09-29,496,78,51,5529,0.45,625
Instagram,Photo,INSTAGRAM017,Great experience with makanan halal sedap di Kuala Lumpur! Highly recommended in Malaysia.,Negative,2025-09-23,124,26,7,1322,0.13,157
Instagram,Reel,INSTAGRAM018,Great experience with makanan halal sedap di Kuala Lumpur! Highly recommended in Malaysia.,Negative,2025-09-05,99,18,15,534,0.19,132
Instagram,Story,INSTAGRAM019,makanan halal sedap di Kuala Lumpur in Malaysia is really good. Worth trying!,Negative,2025-09-17,145,17,15,1080,0.1,177
Instagram,IGTV,INSTAGRAM020,makanan halal sedap di Kuala Lumpur in Malaysia is really good. Worth trying!,Neutral,2025-09-27,126,37,20,1620,0.5,183
