Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers
instagram,post,3870714163039821509,"NASIONAL | Menteri Komunikasi, Datuk Fahmi Fadzil, menyuarakan kekesalan terhadap kenyataan Presiden PAS, Tan Sri Abdul Hadi Awang, yang mendakwa tiada keperluan untuk Malaysia menaikkan harga minyak.⠀
⠀
#BuletinTV3 #BeritaTerkini #PresidenPAS #FahmiFadzil #HadiAwang⠀
⠀",https://www.instagram.com/p/DW3igX7D97F/,neutral,2026-04-08T10:45:16.000Z,289,0,109,0,0.0,398,616.0,,
instagram,comment,17984207633953057,Apela ... Dh xde modal nk bangkit isu kesihatan plak . Nnt sihatlah dia Dan masih berpengaruh dlm politik. Cuma  kamu tu mungkin nk tempat kot 😂,,neutral,2026-02-27T06:33:43.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,18069197651230108,Dlm mlysia parti yg menghasut sbnar adalh UMNO je.dulu memerintah skrng di perintah tu jdi Bodo puak dia.,,neutral,2026-02-23T07:34:54.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,18066740837638336,Bila org bodoh berbicara agama....akn membawa ke sesatan,,neutral,2026-02-13T22:06:10.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,18165170803395573,Pas pas pas..MCM takda parti lain..😂😂😂,,neutral,2026-02-13T11:47:05.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,18075669152095003,Layak jaga kandang vvv😂,,neutral,2026-02-07T14:20:23.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,17898505242390175,Sembang babi..budak ni..Fatihah pun baca tak betul lagi....,,neutral,2026-02-07T07:23:15.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,18063744743293306,MAT MANTEL JADI BARUA DAP,,neutral,2026-02-03T01:15:45.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,18115769926528026,Yg tua bnyk ilmu klau muda otak pun celaru tak guna jugk,,neutral,2026-02-02T17:51:21.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,18095625200507343,"Hina nya orang muda yg tiada ilmu mengutuk pemimpin PAS yg beriman dan bijak pandai dalam kefahaman Islam.
Hairan tengok MakBapa mereka ini yg membesarkan anak tanpa ilmu agama yg kuat, hingga kan otak anak dah jadi macam level ayam dan itik saja…. Kosong.",,neutral,2026-02-02T11:35:56.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,18557131051009878,"Kerusi roda tu roda dia 4 kan? Bukan 47 kan? Ok laaaa tuuu.,yg ko meroyan dh kenapa ?",,neutral,2026-02-02T07:26:59.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,18114173458719593,Sin...cuba cakap pasal kuil haram sikit....,,neutral,2026-02-02T02:31:23.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,18084544070469754,Muka iras zahid anak tiri ka,,neutral,2026-02-01T23:41:07.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,17872017624515128,"Jgn sibuk psl org... sibukkan diri psl nasib bangsa dan agama kita sekarang ni!... selama ko dlm kerajaan apa yg ki berjaya buat dlm memperjuangkan nasib mereka? Yg ko juangkan nasib wak tu. Setakat ni tak adapun menteri ko bagus, yg berani bersuara, yg maju kedepan, yg bercharisma, yg berinovasi, yg dapat membuatbperubahan... mana satu menteri umno yg bagus?... buat kerje dulu, buktikan umno masih berbisa mcm dulu, baru nak sembang psl tokoh PAS yg banyak berbakti pd dunia islam dan partinya.",,neutral,2026-02-01T19:59:32.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,17902729740204175,Apebenda la bahan dia ada 😂..xda ke bahan lain..punya la takut dengan tg presiden dan tg  mursyidul am..taku dengan tun..sampai mengajak org ikut sama 😂...,,neutral,2026-02-01T15:08:28.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,17870624703538290,Husin masih budak paka pampers ketika pembangkang bersama karpal singh. Your data irrelevant and sound too bias. Nice try,,neutral,2026-02-01T12:16:16.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,17940652401192099,"Ni lagi musibat tak habis2 Melalak , semua mau di politikn, pikir la Cara nak kurangkn beban rakyat, bukan melalak , sebab tu anda di pilih menjadi wakil rakyat untuk membantu rakyat , klu mcm ni smpai bila pon tak selesai masalah",,neutral,2026-04-10T22:33:26.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,17934702294217344,Zaman kau dulu kemain beria kau suruh turun sebab kan harga minyak naik 20sen sekarang kau pulak yang kata kesal,,neutral,2026-04-10T09:46:39.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,17897048715281877,https://vt.tiktok.com/ZS9LLtSo11Asm-5fg0V/,,neutral,2026-04-10T09:15:31.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,17945983323150069,Sayya ulammmm,,neutral,2026-04-10T08:20:21.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,18095613326043587,Kesal plk? Yg org tu bising event ride tk ulas plk😂,,neutral,2026-04-10T02:16:37.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,18095511458279352,Tak2 habis2 dia ni pusing fakta,,neutral,2026-04-10T01:57:41.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,18112254883784316,Ko yg brjnji dgn rkyat anat xde mngena dgn parti lain xdpt setle kan janji pda rkyat ko hentam parti lain apa bendaaaa laaa siak,,neutral,2026-04-10T01:15:40.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,18096459341039012,Menteri serba boleh....😂😂😂😂😂,,neutral,2026-04-09T15:01:57.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,17949892839126310,Kesal😂memang playvictim ke apa.Inilah kerajaan yang kuat sentap yang pernah ada dalam malaysia.Bodoh nya tak bolh buat bincang,,neutral,2026-04-09T14:20:46.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,18164596528424249,Minyak naik kami boleh tahan lgi ..ni apahal lepas raya ni d blend pon naik harga ni? Apa kene mengena?,,neutral,2026-04-09T13:20:49.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,18028685948804175,Apa yg Yg TG Hadi cakap Sama La mcm apa yg Anwar Cakap dulu.... Yg nak kesal pasal pa😂..,,neutral,2026-04-09T11:06:24.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,18103219660937675,mamat ni yg korek2 cium kan?🤣🤣🤣🤣🤣🤮🤮🤮🤮,,neutral,2026-04-09T10:35:54.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,18160087816430636,What ev la. Asal banyak iklan judi ek dekat sosmed,,neutral,2026-04-09T07:55:10.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,17977652993842320,Orang tua2 ckp klu diam lebih baik Dr bckap baik diam sj nnt orang ckp........ Marah 🤣🤣🤣,,neutral,2026-04-09T05:46:10.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,18064279436477786,Orang tua2 ckp lebih baik diam,,neutral,2026-04-09T05:44:34.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,17943362772117577,Memang agak lain presiden kita,,neutral,2026-02-17T16:21:11.000Z,0,0,0,0,0.0,0,,,0.0
instagram,comment,18091327208016234,Wahhhh... Kacau kali ni presiden Konoha. Konyolll..... 😂😂😂😂,,neutral,2026-02-17T14:07:48.000Z,0,0,0,0,0.0,0,,,0.0
